85.0800	85.0280	3.5498e4	84.7200	85.2000	0.2660	12.9771
85.4400	85.4400	6264.2710	85.4400	85.5600	Undefined	2.2901
85.6800	85.6800	1.2529e4	85.5600	85.6800	0.1800	4.5802
86.0400	85.9941	8.7700e4	85.8000	86.1600	0.2388	32.0611
87.0000	87.0000	8352.3613	86.8800	87.0000	Undefined	3.0534
87.9600	87.9700	2.2969e4	87.8400	88.0800	Undefined	8.3969
113.1600	113.1225	2.2969e4	112.9200	113.4000	0.2625	8.3969
113.5200	113.5400	1.0440e4	113.4000	113.6400	Undefined	3.8168
114.1200	114.0900	1.1276e5	113.8800	114.4800	0.2540	41.2214
115.0800	115.0800	1.1484e5	114.8400	115.2000	0.1768	41.9847
115.5600	115.5600	1.4617e4	115.4400	115.6800	0.2100	5.3435
116.0400	116.0909	2.0672e5	115.6800	116.2800	0.2573	75.5725
116.5200	116.5200	1.6705e4	116.4000	116.5200	Undefined	6.1069
130.0800	130.0800	1.2529e4	129.9600	130.2000	0.1620	4.5802
131.7600	131.7600	8352.3613	131.6400	131.8800	Undefined	3.0534
132.1200	132.1200	4.5938e4	131.8800	132.2400	Undefined	16.7939
158.1600	158.1200	2.5057e4	157.8000	158.2800	0.2434	9.1603
176.1600	176.1178	2.7354e5	175.8000	176.4000	0.2561	100.0000
