61.9200	61.9200	1.1293e4	61.6800	62.0400	0.1886	7.3394
78.9600	78.9075	1.2705e4	78.6000	79.0800	0.2800	8.2569
87.0000	87.0150	9881.6670	86.7600	87.1200	0.3600	6.4220
96.9600	96.9600	7058.3335	96.8400	96.9600	Undefined	4.5872
132.0000	132.0000	2823.3333	131.8800	132.0000	Undefined	1.8349
133.0800	133.0890	1.5387e5	132.7200	133.4400	0.2706	100.0000
133.8000	133.7400	5646.6665	133.5600	133.8000	Undefined	3.6697
165.9600	165.9600	2823.3333	165.9600	166.0800	Undefined	1.8349
166.2000	166.2000	2823.3333	166.0800	166.2000	Undefined	1.8349
185.0400	185.0400	5646.6665	184.9200	185.0400	Undefined	3.6697
229.3200	229.2671	2.6822e4	228.9600	229.4400	0.4164	17.4312
