78.4800	78.4800	5823.1250	78.4800	78.6000	Undefined	5.2632
78.9600	78.9346	7.9583e4	78.6000	79.0800	0.2315	71.9298
79.9200	79.6800	3882.0833	79.5600	79.6800	Undefined	3.5088
96.9600	96.9600	1.1064e5	96.6000	97.2000	0.1829	100.0000
97.4400	97.4400	5823.1250	97.3200	97.4400	Undefined	5.2632
103.9200	101.0400	3882.0833	100.9200	101.2800	Undefined	3.5088
139.0800	139.0800	9705.2080	138.9600	139.2000	0.1500	8.7719
150.9600	150.9600	5823.1250	150.9600	151.0800	Undefined	5.2632
159.0000	159.0540	2.1351e4	158.7600	159.2400	0.2705	19.2982
168.0000	168.0000	3882.0833	168.0000	168.1200	Undefined	3.5088
175.0800	175.0800	1.7469e4	174.9600	175.2000	0.1980	15.7895
177.2400	177.0000	5823.1250	176.8800	177.0000	Undefined	5.2632
216.9600	216.9600	3882.0833	216.8400	217.0800	0.2400	3.5088
223.0800	223.0800	5823.1250	223.0800	223.2000	Undefined	5.2632
236.1600	236.1600	5823.1250	236.0400	236.1600	Undefined	5.2632
241.0800	241.0263	4.0762e4	240.8400	241.3200	0.2700	36.8421
256.8000	256.8000	5823.1250	256.8000	257.0400	Undefined	5.2632
261.0000	261.0000	3882.0833	261.0000	261.1200	Undefined	3.5088
320.8800	320.8800	5823.1250	320.7600	320.8800	Undefined	5.2632
339.0000	338.9876	7.1819e4	338.5200	339.4800	0.3990	64.9123
