71.0400	71.0400	1000.0000	71.0400	71.1600	Undefined	1.3393
72.0000	71.9600	1333.3334	71.8800	72.1200	0.2400	1.7857
72.4800	72.3600	1666.6666	72.3600	72.6000	Undefined	2.2321
72.9600	72.9527	2.0667e4	72.6000	73.3200	0.2339	27.6786
73.5600	73.5600	1666.6666	73.4400	73.5600	Undefined	2.2321
78.9600	78.9600	2666.6667	78.8400	78.9600	Undefined	3.5714
87.9600	87.9600	2666.6667	87.8400	88.0800	0.1920	3.5714
89.0400	88.9950	8333.3330	88.8000	89.2800	0.2674	11.1607
89.4000	89.4000	1666.6666	89.2800	89.5200	0.1750	2.2321
97.0800	97.0800	1000.0000	96.9600	97.0800	Undefined	1.3393
100.9200	100.9200	2666.6667	100.8000	101.0400	0.1920	3.5714
115.2000	115.1700	1000.0000	115.0800	115.3200	0.2400	1.3393
116.0400	115.9980	8666.6670	115.6800	116.1600	0.2437	11.6071
132.3600	132.3600	1000.0000	132.3600	132.4800	Undefined	1.3393
132.8400	132.8525	7.4667e4	132.4800	133.4400	0.2386	100.0000
