61.9200	61.9200	2333.3333	61.8000	62.0400	0.1890	10.4478
72.9600	72.9600	1333.3334	72.8400	73.2000	Undefined	5.9701
78.8400	78.8533	5333.3335	78.6000	78.9600	Undefined	23.8806
81.9600	81.9600	1000.0000	81.9600	82.0800	Undefined	4.4776
86.0400	86.0400	4000.0000	85.8000	86.0400	Undefined	17.9104
87.0000	86.9520	2000.0000	86.7600	87.1200	0.2700	8.9552
87.8400	87.8400	666.6667	87.7200	87.9600	0.2400	2.9851
98.0400	98.0400	1666.6666	98.0400	98.1600	Undefined	7.4627
99.9600	99.9600	1333.3334	99.9600	100.0800	Undefined	5.9701
102.1200	102.1200	1333.3334	101.8800	102.1200	Undefined	5.9701
116.0400	116.0400	666.6667	116.0400	116.1600	Undefined	2.9851
125.8800	125.8800	666.6667	125.8800	126.0000	Undefined	2.9851
128.1600	128.1600	4000.0000	128.0400	128.1600	Undefined	17.9104
130.3200	130.2600	666.6667	130.0800	130.3200	Undefined	2.9851
134.8800	134.8850	1.5333e4	134.7600	135.1200	0.2091	68.6567
136.9200	136.9200	2.2333e4	136.6800	137.1600	0.1687	100.0000
137.4000	137.4000	2000.0000	137.1600	137.4000	Undefined	8.9552
144.2400	144.2400	1666.6666	144.2400	144.3600	Undefined	7.4627
154.0800	154.1160	7000.0000	153.9600	154.3200	0.2481	31.3433
172.2000	172.2000	1.5333e4	171.8400	172.4400	0.2262	68.6567
172.6800	172.6800	2333.3333	172.5600	172.9200	0.1890	10.4478
