78.9600	78.9026	2.0963e5	78.3600	79.0800	0.2630	100.0000
79.3200	79.3200	1.4558e4	79.2000	79.4400	0.1500	6.9444
79.5600	79.5600	8734.6875	79.4400	79.6800	0.1800	4.1667
79.8000	79.8000	5823.1250	79.6800	79.9200	0.2400	2.7778
80.7600	80.7600	5823.1250	80.6400	80.8800	0.2400	2.7778
96.8400	96.8965	1.5722e5	96.6000	97.0800	0.2696	75.0000
116.0400	116.0400	5823.1250	115.9200	116.0400	Undefined	2.7778
138.8400	138.8400	8734.6875	138.7200	138.8400	Undefined	4.1667
139.0800	139.0800	1.7469e4	138.9600	139.2000	Undefined	8.3333
176.8800	176.8800	8734.6875	176.8800	177.0000	Undefined	4.1667
198.9600	198.9600	1.4558e4	198.8400	199.0800	0.1750	6.9444
240.8400	240.8400	8734.6875	240.8400	240.9600	Undefined	4.1667
259.0800	259.0800	2.6204e4	258.8400	259.2000	Undefined	12.5000
