57.8400	999.9305	1.1364
59.0400	999.9305	1.1364
61.5600	999.9305	1.1364
61.8000	1999.8611	2.2727
61.9200	4999.6528	5.6818
62.4000	999.9305	1.1364
67.6800	1999.8611	2.2727
68.6400	999.9305	1.1364
69.0000	999.9305	1.1364
70.5600	999.9305	1.1364
70.8000	2999.7917	3.4091
70.9200	2999.7917	3.4091
71.0400	1.0999e4	12.5000
71.5200	1999.8611	2.2727
72.4800	2999.7917	3.4091
72.7200	1999.8611	2.2727
72.8400	3999.7222	4.5455
72.9600	1.0999e4	12.5000
73.0800	6999.5137	7.9545
73.2000	999.9305	1.1364
73.3200	1999.8611	2.2727
75.6000	1999.8611	2.2727
77.8800	999.9305	1.1364
78.3600	999.9305	1.1364
78.4800	1999.8611	2.2727
78.7200	8999.3750	10.2273
78.8400	2.0999e4	23.8636
78.9600	2.1998e4	25.0000
79.0800	3999.7222	4.5455
79.2000	999.9305	1.1364
79.3200	999.9305	1.1364
79.4400	1999.8611	2.2727
79.8000	999.9305	1.1364
79.9200	999.9305	1.1364
80.8800	4999.6528	5.6818
81.0000	6999.5137	7.9545
82.4400	999.9305	1.1364
82.8000	999.9305	1.1364
82.9200	6999.5137	7.9545
83.0400	1999.8611	2.2727
83.1600	1999.8611	2.2727
83.2800	999.9305	1.1364
83.8800	999.9305	1.1364
84.3600	1999.8611	2.2727
84.4800	999.9305	1.1364
84.9600	2999.7917	3.4091
85.6800	1999.8611	2.2727
86.5200	999.9305	1.1364
86.8800	1999.8611	2.2727
87.0000	1.1999e4	13.6364
87.1200	4999.6528	5.6818
89.0400	1999.8611	2.2727
94.8000	999.9305	1.1364
96.8400	9999.3057	11.3636
96.9600	1.6999e4	19.3182
97.0800	3999.7222	4.5455
97.2000	999.9305	1.1364
97.6800	1999.8611	2.2727
98.0400	999.9305	1.1364
99.0000	3999.7222	4.5455
99.3600	999.9305	1.1364
100.0800	999.9305	1.1364
100.8000	999.9305	1.1364
100.9200	5999.5835	6.8182
101.0400	5999.5835	6.8182
101.1600	1999.8611	2.2727
101.4000	999.9305	1.1364
102.8400	999.9305	1.1364
102.9600	1999.8611	2.2727
107.1600	999.9305	1.1364
108.6000	999.9305	1.1364
108.8400	999.9305	1.1364
109.0800	1999.8611	2.2727
109.2000	1999.8611	2.2727
109.6800	999.9305	1.1364
111.0000	1999.8611	2.2727
111.1200	999.9305	1.1364
113.2800	999.9305	1.1364
114.1200	999.9305	1.1364
116.7600	1999.8611	2.2727
116.8800	7999.4443	9.0909
117.0000	3.0998e4	35.2273
117.1200	3.5998e4	40.9091
117.2400	7999.4443	9.0909
117.3600	2999.7917	3.4091
117.4800	999.9305	1.1364
117.9600	1999.8611	2.2727
118.9200	999.9305	1.1364
119.0400	999.9305	1.1364
119.2800	999.9305	1.1364
120.8400	999.9305	1.1364
123.1200	999.9305	1.1364
123.7200	999.9305	1.1364
124.0800	999.9305	1.1364
126.8400	2999.7917	3.4091
126.9600	7999.4443	9.0909
127.0800	2.7998e4	31.8182
127.2000	8999.3750	10.2273
127.4400	1999.8611	2.2727
128.1600	1999.8611	2.2727
129.0000	1999.8611	2.2727
129.1200	2999.7917	3.4091
131.0400	999.9305	1.1364
131.1600	1999.8611	2.2727
132.2400	999.9305	1.1364
132.6000	999.9305	1.1364
132.9600	999.9305	1.1364
133.0800	3999.7222	4.5455
134.1600	999.9305	1.1364
135.1200	999.9305	1.1364
135.3600	999.9305	1.1364
135.9600	1999.8611	2.2727
136.9200	999.9305	1.1364
137.0400	999.9305	1.1364
137.2800	999.9305	1.1364
138.8400	999.9305	1.1364
139.0800	2999.7917	3.4091
140.2800	999.9305	1.1364
141.1200	999.9305	1.1364
141.3600	999.9305	1.1364
141.4800	999.9305	1.1364
143.0400	7999.4443	9.0909
143.1600	4999.6528	5.6818
143.5200	999.9305	1.1364
144.4800	999.9305	1.1364
144.8400	999.9305	1.1364
144.9600	2999.7917	3.4091
145.0800	2.4998e4	28.4091
145.2000	7999.4443	9.0909
145.3200	999.9305	1.1364
149.0400	999.9305	1.1364
150.9600	999.9305	1.1364
151.0800	999.9305	1.1364
152.1600	1999.8611	2.2727
153.1200	2999.7917	3.4091
153.2400	999.9305	1.1364
154.0800	1999.8611	2.2727
155.1600	1999.8611	2.2727
156.9600	999.9305	1.1364
157.5600	999.9305	1.1364
159.1200	1999.8611	2.2727
159.2400	999.9305	1.1364
159.4800	999.9305	1.1364
160.9200	999.9305	1.1364
161.0400	1999.8611	2.2727
165.1200	999.9305	1.1364
165.2400	999.9305	1.1364
166.5600	2999.7917	3.4091
169.2000	1999.8611	2.2727
169.3200	999.9305	1.1364
171.0000	1999.8611	2.2727
171.2400	999.9305	1.1364
173.0400	999.9305	1.1364
173.1600	1999.8611	2.2727
173.2800	999.9305	1.1364
174.2400	1999.8611	2.2727
174.6000	2999.7917	3.4091
175.0800	999.9305	1.1364
176.1600	999.9305	1.1364
176.7600	999.9305	1.1364
178.9200	999.9305	1.1364
179.0400	4999.6528	5.6818
179.1600	5999.5835	6.8182
179.2800	999.9305	1.1364
179.4000	1999.8611	2.2727
179.6400	3999.7222	4.5455
180.2400	999.9305	1.1364
187.0800	2999.7917	3.4091
190.2000	1999.8611	2.2727
190.3200	999.9305	1.1364
