61.6800	61.6800	1529.3055	61.5600	61.8000	0.1600	10.5263
71.0400	71.0550	2676.2847	70.8000	71.1600	0.3600	18.4211
72.9600	73.0000	1529.3055	72.8400	73.2000	Undefined	10.5263
80.6400	79.9200	764.6528	79.9200	80.6400	Undefined	5.2632
81.0000	81.0000	2293.9583	80.8800	81.0000	Undefined	15.7895
82.9200	82.9200	764.6528	82.8000	82.9200	Undefined	5.2632
84.9600	84.9600	2293.9583	84.8400	85.0800	Undefined	15.7895
87.0000	86.9400	3058.6111	86.7600	87.1200	0.2571	21.0526
89.0400	89.0000	4587.9165	88.6800	89.1600	0.2640	31.5789
94.9200	94.9200	764.6528	94.8000	95.0400	0.2400	5.2632
96.9600	96.9158	1.3764e4	96.6000	97.2000	0.3293	94.7368
98.0400	97.8600	764.6528	97.6800	98.0400	Undefined	5.2632
99.0000	99.0200	3823.2639	98.8800	99.2400	0.2107	26.3158
99.6000	99.6000	1146.9791	99.4800	99.7200	0.1800	7.8947
100.9200	100.9200	2293.9583	100.8000	101.0400	0.1620	15.7895
111.1200	111.1200	1529.3055	110.8800	111.1200	Undefined	10.5263
113.1600	113.1600	2676.2847	113.0400	113.1600	Undefined	18.4211
115.0800	115.0800	1529.3055	114.9600	115.2000	Undefined	10.5263
123.1200	123.1200	1146.9791	122.8800	123.1200	Undefined	7.8947
125.0400	125.0743	7646.5278	124.8000	125.2800	0.2771	52.6316
127.0800	127.0800	1911.6320	127.0800	127.2000	Undefined	13.1579
129.0000	129.0000	1529.3055	128.8800	129.1200	0.1600	10.5263
137.0400	137.0400	1529.3055	137.0400	137.1600	Undefined	10.5263
140.8800	140.9100	1146.9791	140.7600	141.0000	0.2400	7.8947
141.1200	141.1200	2293.9583	140.7600	141.1200	Undefined	15.7895
143.1600	143.1095	8411.1807	142.8000	143.2800	0.2541	57.8947
159.1200	159.0343	1146.9791	158.8800	159.1200	Undefined	7.8947
169.0800	169.1400	3058.6111	168.9600	169.4400	0.3386	21.0526
169.8000	169.6800	764.6528	169.6800	169.8000	Undefined	5.2632
187.2000	187.2000	1.4528e4	186.9600	187.3200	0.1998	100.0000
