61.9200	61.9600	1882.2222	61.8000	62.0400	0.2400	9.3023
78.3600	78.3600	1882.2222	78.3600	78.6000	Undefined	9.3023
78.8400	78.8746	1.7411e4	78.6000	79.0800	0.2366	86.0465
87.0000	87.0000	2352.7778	87.0000	87.1200	Undefined	11.6279
96.6000	96.6000	1882.2222	96.4800	96.6000	Undefined	9.3023
96.9600	96.9600	2.0234e4	96.7200	97.0800	0.1654	100.0000
99.8400	99.8400	1882.2222	99.8400	100.0800	Undefined	9.3023
100.9200	100.9350	3293.8889	100.8000	101.0400	Undefined	16.2791
101.8800	101.8800	941.1111	101.7600	101.8800	Undefined	4.6512
110.1600	110.0400	941.1111	110.0400	110.1600	Undefined	4.6512
154.0800	153.9600	941.1111	153.9600	154.2000	Undefined	4.6512
156.2400	156.1200	941.1111	156.1200	156.2400	Undefined	4.6512
172.0800	172.0800	1411.6666	171.9600	172.0800	Undefined	6.9767
200.2800	200.2255	1.1293e4	199.9200	200.5200	0.3106	55.8140
214.2000	214.2514	3764.4443	214.0800	214.4400	0.2486	18.6047
216.1200	216.1200	7058.3335	215.8800	216.3600	0.2125	34.8837
259.9200	259.9200	1.1764e4	259.6800	260.0400	0.1579	58.1395
260.2800	260.2440	3293.8889	260.1600	260.4000	Undefined	16.2791
