68.6400	588.1945	0.5348
69.6000	1764.5834	1.6043
69.8400	588.1945	0.5348
69.9600	1176.3889	1.0695
70.0800	588.1945	0.5348
70.2000	588.1945	0.5348
70.4400	1176.3889	1.0695
70.5600	1176.3889	1.0695
70.6800	1764.5834	1.6043
70.8000	4705.5557	4.2781
70.9200	2.2351e4	20.3209
71.0400	1.8822e4	17.1123
71.1600	2940.9722	2.6738
71.2800	2940.9722	2.6738
71.4000	588.1945	0.5348
71.5200	1764.5834	1.6043
71.6400	1176.3889	1.0695
71.7600	1176.3889	1.0695
71.8800	5881.9443	5.3476
72.0000	2352.7778	2.1390
72.1200	588.1945	0.5348
72.6000	588.1945	0.5348
87.1200	2352.7778	2.1390
87.2400	4117.3608	3.7433
87.3600	2940.9722	2.6738
87.4800	5293.7500	4.8128
87.6000	1.4705e4	13.3690
87.7200	1.4705e4	13.3690
87.8400	5.0585e4	45.9893
87.9600	1.0999e5	100.0000
88.0800	7.6465e4	69.5187
88.2000	1.4705e4	13.3690
88.3200	8234.7217	7.4866
88.4400	2940.9722	2.6738
88.5600	2940.9722	2.6738
88.8000	1176.3889	1.0695
88.9200	2352.7778	2.1390
89.1600	1176.3889	1.0695
89.4000	588.1945	0.5348
90.0000	588.1945	0.5348
90.7200	588.1945	0.5348
90.9600	1176.3889	1.0695
91.4400	588.1945	0.5348
92.2800	588.1945	0.5348
92.8800	588.1945	0.5348
98.0400	2940.9722	2.6738
98.6400	588.1945	0.5348
99.2400	588.1945	0.5348
99.7200	1176.3889	1.0695
99.8400	9411.1113	8.5562
99.9600	4705.5557	4.2781
100.2000	1176.3889	1.0695
100.8000	588.1945	0.5348
113.8800	1176.3889	1.0695
114.0000	4117.3608	3.7433
114.1200	5293.7500	4.8128
114.2400	588.1945	0.5348
114.3600	588.1945	0.5348
114.7200	1176.3889	1.0695
114.8400	2940.9722	2.6738
114.9600	2.2351e4	20.3209
115.0800	3.0586e4	27.8075
115.2000	3529.1667	3.2086
115.3200	2940.9722	2.6738
115.4400	2352.7778	2.1390
115.5600	1176.3889	1.0695
115.9200	588.1945	0.5348
117.9600	588.1945	0.5348
131.5200	588.1945	0.5348
131.6400	1176.3889	1.0695
131.7600	1764.5834	1.6043
131.8800	5293.7500	4.8128
132.0000	5.1761e4	47.0588
132.1200	5.0585e4	45.9893
132.2400	1.1764e4	10.6952
132.3600	2352.7778	2.1390
132.4800	588.1945	0.5348
132.6000	1176.3889	1.0695
132.8400	1176.3889	1.0695
132.9600	588.1945	0.5348
