134.1600	134.1429	3.4802e5	133.9200	134.2800	Undefined	8.8398
143.2800	143.2800	4.3503e4	143.1600	143.2800	Undefined	1.1050
159.0000	159.0000	3.8935e6	158.5200	159.2400	0.1987	98.8950
175.0800	175.0800	1.7401e5	174.9600	175.2000	Undefined	4.4199
177.0000	177.0000	4.3503e5	176.7600	177.2400	0.1906	11.0497
239.0400	238.9800	1.9576e5	238.6800	239.1600	0.2955	4.9724
273.0000	273.0150	6.0904e5	272.7600	273.2400	0.2440	15.4696
328.2000	328.2000	2.6102e5	328.0800	328.3200	0.1929	6.6298
328.6800	328.6800	4.3503e4	328.5600	328.6800	Undefined	1.1050
408.0000	408.0116	1.5661e6	407.6400	408.4800	0.3711	39.7790
426.0000	426.0000	5.0028e5	426.0000	426.2400	Undefined	12.7072
487.9200	487.9200	1.5226e5	487.8000	488.0400	0.1540	3.8674
505.9200	505.8692	3.9370e6	505.4400	506.4000	0.3666	100.0000
506.6400	506.6000	8.7005e4	506.5200	506.7600	0.2400	2.2099
507.0000	507.0000	4.3503e4	506.8800	507.1200	0.2400	1.1050
