66.7200	66.7200	1.4734e4	66.7200	66.8400	Undefined	2.5641
66.9600	66.9600	9822.8467	66.8400	66.9600	Undefined	1.7094
72.9600	72.9600	6.3849e4	72.8400	72.9600	Undefined	11.1111
84.3600	84.3600	1.9646e4	84.2400	84.3600	Undefined	3.4188
84.8400	84.8979	1.4243e5	84.6000	85.0800	0.2616	24.7863
87.0000	86.9689	1.9646e5	86.5200	87.1200	0.2431	34.1880
100.9200	100.9200	5.4026e4	100.9200	101.0400	Undefined	9.4017
102.8400	102.8400	3.4380e5	102.6000	103.0800	0.1818	59.8291
103.4400	103.3920	2.9469e4	103.2000	103.5600	0.3600	5.1282
111.0000	111.0466	3.4871e5	110.6400	111.3600	0.2473	60.6838
111.6000	111.6000	9822.8467	111.4800	111.7200	0.2400	1.7094
117.1200	114.9600	9822.8467	114.9600	117.0000	Undefined	1.7094
129.0000	129.0000	2.9469e4	129.0000	129.1200	Undefined	5.1282
147.1200	147.1200	1.4734e4	147.1200	147.2400	Undefined	2.5641
155.1600	155.1000	9822.8467	154.9200	155.1600	Undefined	1.7094
173.1600	173.1600	1.2279e5	173.0400	173.4000	0.1504	21.3675
191.1600	191.1888	5.7464e5	190.8000	191.4000	0.2653	100.0000
191.6400	191.6700	4.4203e4	191.5200	191.8800	0.2460	7.6923
