61.5600	4470.2778	10.0000
61.6800	4470.2778	10.0000
69.4800	4470.2778	10.0000
71.0400	8940.5557	20.0000
71.2800	8940.5557	20.0000
76.9200	4470.2778	10.0000
84.8400	8940.5557	20.0000
84.9600	1.3411e4	30.0000
85.0800	1.7881e4	40.0000
85.5600	8940.5557	20.0000
85.8000	4470.2778	10.0000
85.9200	4.4703e4	100.0000
86.0400	1.7881e4	40.0000
86.1600	4470.2778	10.0000
87.1200	4470.2778	10.0000
87.6000	4470.2778	10.0000
101.0400	8940.5557	20.0000
102.0000	8940.5557	20.0000
102.1200	1.7881e4	40.0000
110.1600	4470.2778	10.0000
111.0000	4470.2778	10.0000
112.0800	8940.5557	20.0000
114.8400	4470.2778	10.0000
130.0800	2.2351e4	50.0000
138.1200	4470.2778	10.0000
140.1600	4470.2778	10.0000
143.8800	4470.2778	10.0000
155.8800	8940.5557	20.0000
156.1200	8940.5557	20.0000
157.9200	4470.2778	10.0000
174.1200	1.7881e4	40.0000
174.6000	8940.5557	20.0000
174.7200	4470.2778	10.0000
