experiment_id,sample_name,filename,_,_,met_id,_,_,_,scan_type,_,precursor_formula,used_
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_thr-L_119_EPI.txt,7,_,thr-L,_,119,_,EPI,.txt,C3[13C]H8NO3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_thr-L_119_EPI.txt,7,_,thr-L,_,119,_,EPI,.txt,C3[13C]H8NO3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_succ_120_EPI.txt,7,_,succ,_,120,_,EPI,.txt,C[13C]3H5O4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_thr-L_120_EPI.txt,7,_,thr-L,_,120,_,EPI,.txt,C2[13C]2H8NO3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_thr-L_120_EPI.txt,7,_,thr-L,_,120,_,EPI,.txt,C2[13C]2H8NO3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_thr-L_120_EPI.txt,7,_,thr-L,_,120,_,EPI,.txt,C2[13C]2H8NO3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_succ_121_EPI.txt,7,_,succ,_,121,_,EPI,.txt,[13C]4H5O4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_thr-L_121_EPI.txt,7,_,thr-L,_,121,_,EPI,.txt,C[13C]3H8NO3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_thr-L_121_EPI.txt,7,_,thr-L,_,121,_,EPI,.txt,C[13C]3H8NO3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_thr-L_122_EPI.txt,7,_,thr-L,_,122,_,EPI,.txt,[13C]4H8NO3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_asp-L_132_EPI.txt,7,_,asp-L,_,132,_,EPI,.txt,C4H6NO4-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_asp-L_133_EPI.txt,7,_,asp-L,_,133,_,EPI,.txt,C3[13C]H6NO4-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_mal-L_133_EPI.txt,7,_,mal-L,_,133,_,EPI,.txt,C4H5O5-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_asp-L_134_EPI.txt,7,_,asp-L,_,134,_,EPI,.txt,C2[13C]2H6NO4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_asp-L_134_EPI.txt,7,_,asp-L,_,134,_,EPI,.txt,C2[13C]2H6NO4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_mal-L_134_EPI.txt,7,_,mal-L,_,134,_,EPI,.txt,C3[13C]H5O5-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_asp-L_135_EPI.txt,7,_,asp-L,_,135,_,EPI,.txt,C[13C]3H6NO4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_asp-L_135_EPI.txt,7,_,asp-L,_,135,_,EPI,.txt,C[13C]3H6NO4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_mal-L_135_EPI.txt,7,_,mal-L,_,135,_,EPI,.txt,C2[13C]2H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_asp-L_136_EPI.txt,7,_,asp-L,_,136,_,EPI,.txt,[13C]4H6NO4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_mal-L_136_EPI.txt,7,_,mal-L,_,136,_,EPI,.txt,C[13C]3H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_mal-L_137_EPI.txt,7,_,mal-L,_,137,_,EPI,.txt,[13C]4H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_145_EPI.txt,7,_,akg,_,145,_,EPI,.txt,C5H5O5-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_146_EPI.txt,7,_,akg,_,146,_,EPI,.txt,C4[13C]H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_146_EPI.txt,7,_,akg,_,146,_,EPI,.txt,C4[13C]H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_glu-L_146_EPI.txt,7,_,glu-L,_,146,_,EPI,.txt,C5H8NO4-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_147_EPI.txt,7,_,akg,_,147,_,EPI,.txt,C3[13C]2H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_147_EPI.txt,7,_,akg,_,147,_,EPI,.txt,C3[13C]2H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_glu-L_147_EPI.txt,7,_,glu-L,_,147,_,EPI,.txt,C4[13C]H8NO4-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_148_EPI.txt,7,_,akg,_,148,_,EPI,.txt,C2[13C]3H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_148_EPI.txt,7,_,akg,_,148,_,EPI,.txt,C2[13C]3H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_glu-L_148_EPI.txt,7,_,glu-L,_,148,_,EPI,.txt,C3[13C]2H8NO4-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_148_EPI.txt,7,_,met-L,_,148,_,EPI,.txt,C5H10NO2S-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_149_EPI.txt,7,_,akg,_,149,_,EPI,.txt,C[13C]4H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_149_EPI.txt,7,_,akg,_,149,_,EPI,.txt,C[13C]4H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_glu-L_149_EPI.txt,7,_,glu-L,_,149,_,EPI,.txt,C2[13C]3H8NO4-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_149_EPI.txt,7,_,met-L,_,149,_,EPI,.txt,C4[13C]H10NO2S-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_149_EPI.txt,7,_,met-L,_,149,_,EPI,.txt,C4[13C]H10NO2S-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_akg_150_EPI.txt,7,_,akg,_,150,_,EPI,.txt,[13C]5H5O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_glu-L_150_EPI.txt,7,_,glu-L,_,150,_,EPI,.txt,C[13C]4H8NO4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_150_EPI.txt,7,_,met-L,_,150,_,EPI,.txt,C3[13C]2H10NO2S-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_150_EPI.txt,7,_,met-L,_,150,_,EPI,.txt,C3[13C]2H10NO2S-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_glu-L_151_EPI.txt,7,_,glu-L,_,151,_,EPI,.txt,[13C]5H8NO4-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_151_EPI.txt,7,_,met-L,_,151,_,EPI,.txt,C2[13C]3H10NO2S-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_151_EPI.txt,7,_,met-L,_,151,_,EPI,.txt,C2[13C]3H10NO2S-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_152_EPI.txt,7,_,met-L,_,152,_,EPI,.txt,C[13C]4H10NO2S-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_152_EPI.txt,7,_,met-L,_,152,_,EPI,.txt,C[13C]4H10NO2S-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_met-L_153_EPI.txt,7,_,met-L,_,153,_,EPI,.txt,[13C]5H10NO2S-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_163_EPI.txt,7,_,phpyr,_,163,_,EPI,.txt,C9H7O3-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_164_EPI.txt,7,_,phe-L,_,164,_,EPI,.txt,C9H10NO2-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_164_EPI.txt,7,_,phpyr,_,164,_,EPI,.txt,C8[13C]H7O3-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_164_EPI.txt,7,_,phpyr,_,164,_,EPI,.txt,C8[13C]H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_165_EPI.txt,7,_,phe-L,_,165,_,EPI,.txt,C8[13C]H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_165_EPI.txt,7,_,phpyr,_,165,_,EPI,.txt,C7[13C]2H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_165_EPI.txt,7,_,phpyr,_,165,_,EPI,.txt,C7[13C]2H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_165_EPI.txt,7,_,phpyr,_,165,_,EPI,.txt,C7[13C]2H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_166_EPI.txt,7,_,phe-L,_,166,_,EPI,.txt,C7[13C]2H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_166_EPI.txt,7,_,phpyr,_,166,_,EPI,.txt,C6[13C]3H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_166_EPI.txt,7,_,phpyr,_,166,_,EPI,.txt,C6[13C]3H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_166_EPI.txt,7,_,phpyr,_,166,_,EPI,.txt,C6[13C]3H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_pep_167_EPI.txt,7,_,pep,_,167,_,EPI,.txt,C3H4O6P-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_167_EPI.txt,7,_,phe-L,_,167,_,EPI,.txt,C6[13C]3H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_167_EPI.txt,7,_,phpyr,_,167,_,EPI,.txt,C5[13C]4H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_167_EPI.txt,7,_,phpyr,_,167,_,EPI,.txt,C5[13C]4H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_167_EPI.txt,7,_,phpyr,_,167,_,EPI,.txt,C5[13C]4H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_pep_168_EPI.txt,7,_,pep,_,168,_,EPI,.txt,C2[13C]H4O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_168_EPI.txt,7,_,phe-L,_,168,_,EPI,.txt,C5[13C]4H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_168_EPI.txt,7,_,phpyr,_,168,_,EPI,.txt,C4[13C]5H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_168_EPI.txt,7,_,phpyr,_,168,_,EPI,.txt,C4[13C]5H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_168_EPI.txt,7,_,phpyr,_,168,_,EPI,.txt,C4[13C]5H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_dhap_169_EPI.txt,7,_,dhap,_,169,_,EPI,.txt,C3H6O6P-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_pep_169_EPI.txt,7,_,pep,_,169,_,EPI,.txt,C[13C]2H4O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_169_EPI.txt,7,_,phe-L,_,169,_,EPI,.txt,C4[13C]5H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_169_EPI.txt,7,_,phpyr,_,169,_,EPI,.txt,C3[13C]6H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_169_EPI.txt,7,_,phpyr,_,169,_,EPI,.txt,C3[13C]6H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_169_EPI.txt,7,_,phpyr,_,169,_,EPI,.txt,C3[13C]6H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_dhap_170_EPI.txt,7,_,dhap,_,170,_,EPI,.txt,C2[13C]H6O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_pep_170_EPI.txt,7,_,pep,_,170,_,EPI,.txt,[13C]3H4O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_170_EPI.txt,7,_,phe-L,_,170,_,EPI,.txt,C3[13C]6H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_170_EPI.txt,7,_,phpyr,_,170,_,EPI,.txt,C2[13C]7H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_170_EPI.txt,7,_,phpyr,_,170,_,EPI,.txt,C2[13C]7H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_170_EPI.txt,7,_,phpyr,_,170,_,EPI,.txt,C2[13C]7H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_dhap_171_EPI.txt,7,_,dhap,_,171,_,EPI,.txt,C[13C]2H6O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_glyc3p_171_EPI.txt,7,_,glyc3p,_,171,_,EPI,.txt,C3H8O6P-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_171_EPI.txt,7,_,phe-L,_,171,_,EPI,.txt,C2[13C]7H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_171_EPI.txt,7,_,phpyr,_,171,_,EPI,.txt,C[13C]8H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_171_EPI.txt,7,_,phpyr,_,171,_,EPI,.txt,C[13C]8H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_dhap_172_EPI.txt,7,_,dhap,_,172,_,EPI,.txt,[13C]3H6O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_glyc3p_172_EPI.txt,7,_,glyc3p,_,172,_,EPI,.txt,C2[13C]H8O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_172_EPI.txt,7,_,phe-L,_,172,_,EPI,.txt,C[13C]8H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phpyr_172_EPI.txt,7,_,phpyr,_,172,_,EPI,.txt,[13C]9H7O3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_acon-C_173_EPI.txt,7,_,acon-C,_,173,_,EPI,.txt,C6H5O6-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_glyc3p_173_EPI.txt,7,_,glyc3p,_,173,_,EPI,.txt,C[13C]2H8O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_phe-L_173_EPI.txt,7,_,phe-L,_,173,_,EPI,.txt,[13C]9H10NO2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_skm_173_EPI.txt,7,_,skm,_,173,_,EPI,.txt,C7H9O5-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_174_EPI.txt,7,_,acon-C,_,174,_,EPI,.txt,C5[13C]H5O6-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_174_EPI.txt,7,_,acon-C,_,174,_,EPI,.txt,C5[13C]H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_glyc3p_174_EPI.txt,7,_,glyc3p,_,174,_,EPI,.txt,[13C]3H8O6P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_174_EPI.txt,7,_,skm,_,174,_,EPI,.txt,C6[13C]H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_174_EPI.txt,7,_,skm,_,174,_,EPI,.txt,C6[13C]H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_175_EPI.txt,7,_,acon-C,_,175,_,EPI,.txt,C4[13C]2H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_175_EPI.txt,7,_,acon-C,_,175,_,EPI,.txt,C4[13C]2H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_175_EPI.txt,7,_,skm,_,175,_,EPI,.txt,C5[13C]2H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_175_EPI.txt,7,_,skm,_,175,_,EPI,.txt,C5[13C]2H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_176_EPI.txt,7,_,acon-C,_,176,_,EPI,.txt,C3[13C]3H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_176_EPI.txt,7,_,acon-C,_,176,_,EPI,.txt,C3[13C]3H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_176_EPI.txt,7,_,skm,_,176,_,EPI,.txt,C4[13C]3H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_176_EPI.txt,7,_,skm,_,176,_,EPI,.txt,C4[13C]3H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_177_EPI.txt,7,_,acon-C,_,177,_,EPI,.txt,C2[13C]4H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_177_EPI.txt,7,_,acon-C,_,177,_,EPI,.txt,C2[13C]4H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_177_EPI.txt,7,_,skm,_,177,_,EPI,.txt,C3[13C]4H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_177_EPI.txt,7,_,skm,_,177,_,EPI,.txt,C3[13C]4H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_178_EPI.txt,7,_,acon-C,_,178,_,EPI,.txt,C[13C]5H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_178_EPI.txt,7,_,acon-C,_,178,_,EPI,.txt,C[13C]5H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_178_EPI.txt,7,_,skm,_,178,_,EPI,.txt,C2[13C]5H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_178_EPI.txt,7,_,skm,_,178,_,EPI,.txt,C2[13C]5H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_acon-C_179_EPI.txt,7,_,acon-C,_,179,_,EPI,.txt,[13C]6H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_179_EPI.txt,7,_,skm,_,179,_,EPI,.txt,C[13C]6H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_179_EPI.txt,7,_,skm,_,179,_,EPI,.txt,C[13C]6H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_skm_180_EPI.txt,7,_,skm,_,180,_,EPI,.txt,[13C]7H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_Pool_2pg_3pg_185_EPI.txt,7,_,Pool_2pg_3pg,_,185,_,EPI,.txt,C3H6O7P-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_Pool_2pg_3pg_186_EPI.txt,7,_,Pool_2pg_3pg,_,186,_,EPI,.txt,C2[13C]H6O7P-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_Pool_2pg_3pg_187_EPI.txt,7,_,Pool_2pg_3pg,_,187,_,EPI,.txt,C[13C]2H6O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_Pool_2pg_3pg_188_EPI.txt,7,_,Pool_2pg_3pg,_,188,_,EPI,.txt,[13C]3H6O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_191_EPI.txt,7,_,icit,_,191,_,EPI,.txt,C6H7O7-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_192_EPI.txt,7,_,icit,_,192,_,EPI,.txt,C5[13C]H7O7-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_192_EPI.txt,7,_,icit,_,192,_,EPI,.txt,C5[13C]H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_193_EPI.txt,7,_,icit,_,193,_,EPI,.txt,C4[13C]2H7O7-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_193_EPI.txt,7,_,icit,_,193,_,EPI,.txt,C4[13C]2H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_194_EPI.txt,7,_,icit,_,194,_,EPI,.txt,C3[13C]3H7O7-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_194_EPI.txt,7,_,icit,_,194,_,EPI,.txt,C3[13C]3H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_195_EPI.txt,7,_,icit,_,195,_,EPI,.txt,C2[13C]4H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_195_EPI.txt,7,_,icit,_,195,_,EPI,.txt,C2[13C]4H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_196_EPI.txt,7,_,icit,_,196,_,EPI,.txt,C[13C]5H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_196_EPI.txt,7,_,icit,_,196,_,EPI,.txt,C[13C]5H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_icit_197_EPI.txt,7,_,icit,_,197,_,EPI,.txt,[13C]6H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_223_EPI.txt,7,_,chor,_,223,_,EPI,.txt,C10H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_224_EPI.txt,7,_,chor,_,224,_,EPI,.txt,C9[13C]H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_224_EPI.txt,7,_,chor,_,224,_,EPI,.txt,C9[13C]H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_225_EPI.txt,7,_,chor,_,225,_,EPI,.txt,C8[13C]2H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_225_EPI.txt,7,_,chor,_,225,_,EPI,.txt,C8[13C]2H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_226_EPI.txt,7,_,chor,_,226,_,EPI,.txt,C7[13C]3H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_226_EPI.txt,7,_,chor,_,226,_,EPI,.txt,C7[13C]3H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_227_EPI.txt,7,_,chor,_,227,_,EPI,.txt,C6[13C]4H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_227_EPI.txt,7,_,chor,_,227,_,EPI,.txt,C6[13C]4H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_228_EPI.txt,7,_,chor,_,228,_,EPI,.txt,C5[13C]5H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_228_EPI.txt,7,_,chor,_,228,_,EPI,.txt,C5[13C]5H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_229_EPI.txt,7,_,chor,_,229,_,EPI,.txt,C4[13C]6H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_229_EPI.txt,7,_,chor,_,229,_,EPI,.txt,C4[13C]6H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7-10x,7_ru5p-D_229_EPI.txt,7,_,ru5p-D,_,229,_,EPI,.txt,C5H10O8P-,TRUE
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_230_EPI.txt,7,_,chor,_,230,_,EPI,.txt,C3[13C]7H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_230_EPI.txt,7,_,chor,_,230,_,EPI,.txt,C3[13C]7H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_ru5p-D_230_EPI.txt,7,_,ru5p-D,_,230,_,EPI,.txt,C4[13C]H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_231_EPI.txt,7,_,chor,_,231,_,EPI,.txt,C2[13C]8H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_231_EPI.txt,7,_,chor,_,231,_,EPI,.txt,C2[13C]8H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_ru5p-D_231_EPI.txt,7,_,ru5p-D,_,231,_,EPI,.txt,C3[13C]2H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_232_EPI.txt,7,_,chor,_,232,_,EPI,.txt,C[13C]9H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_232_EPI.txt,7,_,chor,_,232,_,EPI,.txt,C[13C]9H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_ru5p-D_232_EPI.txt,7,_,ru5p-D,_,232,_,EPI,.txt,C2[13C]3H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-7,7_chor_233_EPI.txt,7,_,chor,_,233,_,EPI,.txt,[13C]10H7O6-,
