experiment_id,sample_name,filename,_,_,met_id,_,_,_,scan_type,_,precursor_formula,used_
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_174_EPI.txt,11,_,skm,_,174,_,EPI,.txt,C6[13C]H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_175_EPI.txt,11,_,acon-C,_,175,_,EPI,.txt,C4[13C]2H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_175_EPI.txt,11,_,acon-C,_,175,_,EPI,.txt,C4[13C]2H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_175_EPI.txt,11,_,skm,_,175,_,EPI,.txt,C5[13C]2H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_175_EPI.txt,11,_,skm,_,175,_,EPI,.txt,C5[13C]2H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_176_EPI.txt,11,_,acon-C,_,176,_,EPI,.txt,C3[13C]3H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_176_EPI.txt,11,_,acon-C,_,176,_,EPI,.txt,C3[13C]3H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_176_EPI.txt,11,_,skm,_,176,_,EPI,.txt,C4[13C]3H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_176_EPI.txt,11,_,skm,_,176,_,EPI,.txt,C4[13C]3H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_177_EPI.txt,11,_,acon-C,_,177,_,EPI,.txt,C2[13C]4H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_177_EPI.txt,11,_,acon-C,_,177,_,EPI,.txt,C2[13C]4H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_177_EPI.txt,11,_,skm,_,177,_,EPI,.txt,C3[13C]4H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_177_EPI.txt,11,_,skm,_,177,_,EPI,.txt,C3[13C]4H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_178_EPI.txt,11,_,acon-C,_,178,_,EPI,.txt,C[13C]5H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_178_EPI.txt,11,_,acon-C,_,178,_,EPI,.txt,C[13C]5H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_178_EPI.txt,11,_,skm,_,178,_,EPI,.txt,C2[13C]5H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_178_EPI.txt,11,_,skm,_,178,_,EPI,.txt,C2[13C]5H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_acon-C_179_EPI.txt,11,_,acon-C,_,179,_,EPI,.txt,[13C]6H5O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_179_EPI.txt,11,_,skm,_,179,_,EPI,.txt,C[13C]6H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_179_EPI.txt,11,_,skm,_,179,_,EPI,.txt,C[13C]6H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_skm_180_EPI.txt,11,_,skm,_,180,_,EPI,.txt,[13C]7H9O5-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_Pool_2pg_3pg_185_EPI.txt,11,_,Pool_2pg_3pg,_,185,_,EPI,.txt,C3H6O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_Pool_2pg_3pg_186_EPI.txt,11,_,Pool_2pg_3pg,_,186,_,EPI,.txt,C2[13C]H6O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_Pool_2pg_3pg_187_EPI.txt,11,_,Pool_2pg_3pg,_,187,_,EPI,.txt,C[13C]2H6O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_Pool_2pg_3pg_188_EPI.txt,11,_,Pool_2pg_3pg,_,188,_,EPI,.txt,[13C]3H6O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_191_EPI.txt,11,_,icit,_,191,_,EPI,.txt,C6H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_192_EPI.txt,11,_,icit,_,192,_,EPI,.txt,C5[13C]H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_192_EPI.txt,11,_,icit,_,192,_,EPI,.txt,C5[13C]H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_193_EPI.txt,11,_,icit,_,193,_,EPI,.txt,C4[13C]2H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_193_EPI.txt,11,_,icit,_,193,_,EPI,.txt,C4[13C]2H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_194_EPI.txt,11,_,icit,_,194,_,EPI,.txt,C3[13C]3H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_194_EPI.txt,11,_,icit,_,194,_,EPI,.txt,C3[13C]3H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_195_EPI.txt,11,_,icit,_,195,_,EPI,.txt,C2[13C]4H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_195_EPI.txt,11,_,icit,_,195,_,EPI,.txt,C2[13C]4H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_196_EPI.txt,11,_,icit,_,196,_,EPI,.txt,C[13C]5H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_196_EPI.txt,11,_,icit,_,196,_,EPI,.txt,C[13C]5H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_icit_197_EPI.txt,11,_,icit,_,197,_,EPI,.txt,[13C]6H7O7-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_223_EPI.txt,11,_,chor,_,223,_,EPI,.txt,C10H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_224_EPI.txt,11,_,chor,_,224,_,EPI,.txt,C9[13C]H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_224_EPI.txt,11,_,chor,_,224,_,EPI,.txt,C9[13C]H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_225_EPI.txt,11,_,chor,_,225,_,EPI,.txt,C8[13C]2H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_225_EPI.txt,11,_,chor,_,225,_,EPI,.txt,C8[13C]2H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_226_EPI.txt,11,_,chor,_,226,_,EPI,.txt,C7[13C]3H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_226_EPI.txt,11,_,chor,_,226,_,EPI,.txt,C7[13C]3H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_227_EPI.txt,11,_,chor,_,227,_,EPI,.txt,C6[13C]4H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_227_EPI.txt,11,_,chor,_,227,_,EPI,.txt,C6[13C]4H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_228_EPI.txt,11,_,chor,_,228,_,EPI,.txt,C5[13C]5H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_228_EPI.txt,11,_,chor,_,228,_,EPI,.txt,C5[13C]5H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_229_EPI.txt,11,_,chor,_,229,_,EPI,.txt,C4[13C]6H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_229_EPI.txt,11,_,chor,_,229,_,EPI,.txt,C4[13C]6H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ru5p-D_229_EPI.txt,11,_,ru5p-D,_,229,_,EPI,.txt,C5H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_230_EPI.txt,11,_,chor,_,230,_,EPI,.txt,C3[13C]7H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_230_EPI.txt,11,_,chor,_,230,_,EPI,.txt,C3[13C]7H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ru5p-D_230_EPI.txt,11,_,ru5p-D,_,230,_,EPI,.txt,C4[13C]H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_231_EPI.txt,11,_,chor,_,231,_,EPI,.txt,C2[13C]8H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_231_EPI.txt,11,_,chor,_,231,_,EPI,.txt,C2[13C]8H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ru5p-D_231_EPI.txt,11,_,ru5p-D,_,231,_,EPI,.txt,C3[13C]2H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_232_EPI.txt,11,_,chor,_,232,_,EPI,.txt,C[13C]9H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_232_EPI.txt,11,_,chor,_,232,_,EPI,.txt,C[13C]9H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ru5p-D_232_EPI.txt,11,_,ru5p-D,_,232,_,EPI,.txt,C2[13C]3H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_chor_233_EPI.txt,11,_,chor,_,233,_,EPI,.txt,[13C]10H7O6-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ru5p-D_233_EPI.txt,11,_,ru5p-D,_,233,_,EPI,.txt,C[13C]4H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ru5p-D_234_EPI.txt,11,_,ru5p-D,_,234,_,EPI,.txt,[13C]5H10O8P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_f6p_259_EPI.txt,11,_,f6p,_,259,_,EPI,.txt,C6H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g1p_259_EPI.txt,11,_,g1p,_,259,_,EPI,.txt,C6H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g6p_259_EPI.txt,11,_,g6p,_,259,_,EPI,.txt,C6H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_f6p_260_EPI.txt,11,_,f6p,_,260,_,EPI,.txt,C5[13C]H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g1p_260_EPI.txt,11,_,g1p,_,260,_,EPI,.txt,C5[13C]H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g6p_260_EPI.txt,11,_,g6p,_,260,_,EPI,.txt,C5[13C]H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_f6p_261_EPI.txt,11,_,f6p,_,261,_,EPI,.txt,C4[13C]2H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g1p_261_EPI.txt,11,_,g1p,_,261,_,EPI,.txt,C4[13C]2H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g6p_261_EPI.txt,11,_,g6p,_,261,_,EPI,.txt,C4[13C]2H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_f6p_262_EPI.txt,11,_,f6p,_,262,_,EPI,.txt,C3[13C]3H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g1p_262_EPI.txt,11,_,g1p,_,262,_,EPI,.txt,C3[13C]3H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g6p_262_EPI.txt,11,_,g6p,_,262,_,EPI,.txt,C3[13C]3H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_f6p_263_EPI.txt,11,_,f6p,_,263,_,EPI,.txt,C2[13C]4H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g1p_263_EPI.txt,11,_,g1p,_,263,_,EPI,.txt,C2[13C]4H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g6p_263_EPI.txt,11,_,g6p,_,263,_,EPI,.txt,C2[13C]4H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_f6p_264_EPI.txt,11,_,f6p,_,264,_,EPI,.txt,C[13C]5H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g1p_264_EPI.txt,11,_,g1p,_,264,_,EPI,.txt,C[13C]5H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g6p_264_EPI.txt,11,_,g6p,_,264,_,EPI,.txt,C[13C]5H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_23dpg_265_EPI.txt,11,_,23dpg,_,265,_,EPI,.txt,C3H7O10P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_f6p_265_EPI.txt,11,_,f6p,_,265,_,EPI,.txt,[13C]6H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g1p_265_EPI.txt,11,_,g1p,_,265,_,EPI,.txt,[13C]6H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_g6p_265_EPI.txt,11,_,g6p,_,265,_,EPI,.txt,[13C]6H12O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_23dpg_266_EPI.txt,11,_,23dpg,_,266,_,EPI,.txt,C2[13C]H7O10P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_23dpg_267_EPI.txt,11,_,23dpg,_,267,_,EPI,.txt,C[13C]2H7O10P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_23dpg_268_EPI.txt,11,_,23dpg,_,268,_,EPI,.txt,[13C]3H7O10P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_6pgc_275_EPI.txt,11,_,6pgc,_,275,_,EPI,.txt,C6H12O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_6pgc_276_EPI.txt,11,_,6pgc,_,276,_,EPI,.txt,C5[13C]H12O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_6pgc_277_EPI.txt,11,_,6pgc,_,277,_,EPI,.txt,C4[13C]2H12O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_6pgc_278_EPI.txt,11,_,6pgc,_,278,_,EPI,.txt,C3[13C]3H12O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_6pgc_279_EPI.txt,11,_,6pgc,_,279,_,EPI,.txt,C2[13C]4H12O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_6pgc_280_EPI.txt,11,_,6pgc,_,280,_,EPI,.txt,C[13C]5H12O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_6pgc_281_EPI.txt,11,_,6pgc,_,281,_,EPI,.txt,[13C]6H12O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_s7p_289_EPI.txt,11,_,s7p,_,289,_,EPI,.txt,C7H14O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_s7p_290_EPI.txt,11,_,s7p,_,290,_,EPI,.txt,C6[13C]H14O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_s7p_291_EPI.txt,11,_,s7p,_,291,_,EPI,.txt,C5[13C]2H14O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_s7p_292_EPI.txt,11,_,s7p,_,292,_,EPI,.txt,C4[13C]3H14O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_s7p_293_EPI.txt,11,_,s7p,_,293,_,EPI,.txt,C3[13C]4H14O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_s7p_294_EPI.txt,11,_,s7p,_,294,_,EPI,.txt,C2[13C]5H14O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_s7p_295_EPI.txt,11,_,s7p,_,295,_,EPI,.txt,C[13C]6H14O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_s7p_296_EPI.txt,11,_,s7p,_,296,_,EPI,.txt,[13C]7H14O10P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_323_EPI.txt,11,_,ump,_,323,_,EPI,.txt,C9H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_324_EPI.txt,11,_,ump,_,324,_,EPI,.txt,C8[13C]H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_325_EPI.txt,11,_,ump,_,325,_,EPI,.txt,C7[13C]2H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_326_EPI.txt,11,_,ump,_,326,_,EPI,.txt,C6[13C]3H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_327_EPI.txt,11,_,ump,_,327,_,EPI,.txt,C5[13C]4H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_328_EPI.txt,11,_,ump,_,328,_,EPI,.txt,C4[13C]5H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_329_EPI.txt,11,_,ump,_,329,_,EPI,.txt,C3[13C]6H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_330_EPI.txt,11,_,ump,_,330,_,EPI,.txt,C2[13C]7H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_331_EPI.txt,11,_,ump,_,331,_,EPI,.txt,C[13C]8H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_ump_332_EPI.txt,11,_,ump,_,332,_,EPI,.txt,[13C]9H12N2O9P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fdp_339_EPI.txt,11,_,fdp,_,339,_,EPI,.txt,C6H13O12P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fdp_340_EPI.txt,11,_,fdp,_,340,_,EPI,.txt,C5[13C]H13O12P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fdp_341_EPI.txt,11,_,fdp,_,341,_,EPI,.txt,C4[13C]2H13O12P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fdp_342_EPI.txt,11,_,fdp,_,342,_,EPI,.txt,C3[13C]3H13O12P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fdp_343_EPI.txt,11,_,fdp,_,343,_,EPI,.txt,C2[13C]4H13O12P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fdp_344_EPI.txt,11,_,fdp,_,344,_,EPI,.txt,C[13C]5H13O12P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fdp_345_EPI.txt,11,_,fdp,_,345,_,EPI,.txt,[13C]6H13O12P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_346_EPI.txt,11,_,amp,_,346,_,EPI,.txt,C10H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_347_EPI.txt,11,_,amp,_,347,_,EPI,.txt,C9[13C]H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_348_EPI.txt,11,_,amp,_,348,_,EPI,.txt,C8[13C]2H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_349_EPI.txt,11,_,amp,_,349,_,EPI,.txt,C7[13C]3H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_350_EPI.txt,11,_,amp,_,350,_,EPI,.txt,C6[13C]4H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_351_EPI.txt,11,_,amp,_,351,_,EPI,.txt,C5[13C]5H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_352_EPI.txt,11,_,amp,_,352,_,EPI,.txt,C4[13C]6H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_353_EPI.txt,11,_,amp,_,353,_,EPI,.txt,C3[13C]7H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_354_EPI.txt,11,_,amp,_,354,_,EPI,.txt,C2[13C]8H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_355_EPI.txt,11,_,amp,_,355,_,EPI,.txt,C[13C]9H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_amp_356_EPI.txt,11,_,amp,_,356,_,EPI,.txt,[13C]10H13N5O7P-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_prpp_389_EPI.txt,11,_,prpp,_,389,_,EPI,.txt,C5H12O14P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_prpp_390_EPI.txt,11,_,prpp,_,390,_,EPI,.txt,C4[13C]H12O14P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_prpp_391_EPI.txt,11,_,prpp,_,391,_,EPI,.txt,C3[13C]2H12O14P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_prpp_392_EPI.txt,11,_,prpp,_,392,_,EPI,.txt,C2[13C]3H12O14P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_prpp_393_EPI.txt,11,_,prpp,_,393,_,EPI,.txt,C[13C]4H12O14P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_prpp_394_EPI.txt,11,_,prpp,_,394,_,EPI,.txt,[13C]5H12O14P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_506_EPI.txt,11,_,atp,_,506,_,EPI,.txt,C10H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_507_EPI.txt,11,_,atp,_,507,_,EPI,.txt,C9[13C]H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_508_EPI.txt,11,_,atp,_,508,_,EPI,.txt,C8[13C]2H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_509_EPI.txt,11,_,atp,_,509,_,EPI,.txt,C7[13C]3H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_510_EPI.txt,11,_,atp,_,510,_,EPI,.txt,C6[13C]4H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_511_EPI.txt,11,_,atp,_,511,_,EPI,.txt,C5[13C]5H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_512_EPI.txt,11,_,atp,_,512,_,EPI,.txt,C4[13C]6H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_513_EPI.txt,11,_,atp,_,513,_,EPI,.txt,C3[13C]7H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_514_EPI.txt,11,_,atp,_,514,_,EPI,.txt,C2[13C]8H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_515_EPI.txt,11,_,atp,_,515,_,EPI,.txt,C[13C]9H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_atp_516_EPI.txt,11,_,atp,_,516,_,EPI,.txt,[13C]10H15N5O13P3-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_784_EPI.txt,11,_,fad,_,784,_,EPI,.txt,C27H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_785_EPI.txt,11,_,fad,_,785,_,EPI,.txt,C26[13C]H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_786_EPI.txt,11,_,fad,_,786,_,EPI,.txt,C25[13C]2H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_787_EPI.txt,11,_,fad,_,787,_,EPI,.txt,C24[13C]3H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_788_EPI.txt,11,_,fad,_,788,_,EPI,.txt,C23[13C]4H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_789_EPI.txt,11,_,fad,_,789,_,EPI,.txt,C22[13C]5H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_790_EPI.txt,11,_,fad,_,790,_,EPI,.txt,C21[13C]6H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_791_EPI.txt,11,_,fad,_,791,_,EPI,.txt,C20[13C]7H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_792_EPI.txt,11,_,fad,_,792,_,EPI,.txt,C19[13C]8H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_793_EPI.txt,11,_,fad,_,793,_,EPI,.txt,C18[13C]9H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_794_EPI.txt,11,_,fad,_,794,_,EPI,.txt,C17[13C]10H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_795_EPI.txt,11,_,fad,_,795,_,EPI,.txt,C16[13C]11H32N9O15P2-,
WTEColi12C02,140221_0_OxicWTEcoliGlcM9_Broth-11,11_fad_796_EPI.txt,11,_,fad,_,796,_,EPI,.txt,C15[13C]12H32N9O15P2-,
