Mass/Charge	Intensity
58.8	333.333330435885
59.04	333.333330435885
70.92	333.333330435885
71.16	333.333330435885
71.28	333.333330435885
71.64	333.333330435885
71.88	999.999991307656
72	4999.99995653828
72.12	2666.66664348708
72.36	333.333330435885
72.48	333.333330435885
72.84	999.999991307656
72.96	333.333330435885
73.8	333.333330435885
73.92	666.666660871771
74.04	333.333330435885
74.64	999.999991307656
75	666.666660871771
75.84	333.333330435885
75.96	2333.3333130512
76.08	666.666660871771
76.2	333.333330435885
76.32	333.333330435885
76.44	999.999991307656
77.04	333.333330435885
79.44	333.333330435885
90	333.333330435885
91.08	666.666660871771
94.08	333.333330435885
101.88	333.333330435885
102	666.666660871771
102.12	333.333330435885
102.6	333.333330435885
102.84	1999.99998261531
102.96	999.999991307656
103.92	999.999991307656
104.04	333.333330435885
106.08	333.333330435885
109.08	666.666660871771
119.04	666.666660871771
119.28	333.333330435885
120.12	333.333330435885
122.04	333.333330435885
128.04	1333.33332174354
128.16	333.333330435885
128.4	666.666660871771
128.76	333.333330435885
135.84	333.333330435885
136.08	999.999991307656
145.92	333.333330435885
146.04	333.333330435885
146.16	999.999991307656
146.76	666.666660871771
146.88	2999.99997392297
147	22666.6664696402
147.12	25666.6664435632
147.24	3666.66663479474
147.36	1333.33332174354
147.48	666.666660871771
147.6	666.666660871771
147.96	333.333330435885
163.92	1333.33332174354
164.04	6999.99993915359
164.16	11999.9998956919
164.28	3999.99996523062
164.4	1666.66665217943
164.52	2333.3333130512
164.88	999.999991307656
