id,mapping_id,rxn_id,rxn_description,reactants_stoichiometry_tracked,products_stoichiometry_tracked,reactants_ids_tracked,products_ids_tracked,reactants_mapping,products_mapping,rxn_equation,used_,comment_,reactants_elements_tracked,products_elements_tracked,reactants_positions_tracked,products_positions_tracked,corrected
251,central03,IPPMIb,,{-1},{1},{2ippm_c},{3c3hmp_c},{abcdefg},{abcdefg},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6]]","[[0, 1, 2, 3, 4, 5, 6]]",
1161,full02,IPPMIb,,{-1},{1},{2ippm_c},{3c3hmp_c},{abcdefg},{abcdefg},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6]]","[[0, 1, 2, 3, 4, 5, 6]]",
252,central03,IPPMIb_reverse,,{-1},{1},{3c3hmp_c},{2ippm_c},{abcdefg},{abcdefg},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6]]","[[0, 1, 2, 3, 4, 5, 6]]",
1162,full02,IPPMIb_reverse,,{-1},{1},{3c3hmp_c},{2ippm_c},{abcdefg},{abcdefg},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6]]","[[0, 1, 2, 3, 4, 5, 6]]",
254,central03,IPPS,,"{-1,-1}",{1},"{3mob_c,accoa_c}",{3c3hmp_c},"{abcde,fg}",{fgbcdae},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1]]","[[0, 1, 2, 3, 4, 5, 6]]",
1163,full02,IPPS,,"{-1,-1}","{1,1}","{3mob_c,accoa_c}","{3c3hmp_c,coa_c}","{abcde,ABCDEFGHIJKLMNOPQRSTUfg}","{fgbcdae,ABCDEFGHIJKLMNOPQRSTU}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]",
1164,full02,IPPS,,"{-1,-1}",{1},"{3mob_c,accoa_c}",{3c3hmp_c},"{abcde,fg}",{fgbcdae},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1]]","[[0, 1, 2, 3, 4, 5, 6]]",
253,central03,IPPS_coa,,"{-1,-1}","{1,1}","{3mob_c,accoa_c}","{3c3hmp_c,coa_c}","{abcde,ABCDEFGHIJKLMNOPQRSTUfg}","{fgbcdae,ABCDEFGHIJKLMNOPQRSTU}",,f,,"[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]",
495,central03,KAS15,,{-1},{},{accoa_c},{},{ab},"{""""}",,t,,"[[""C"", ""C""]]",[],"[[0, 1]]",[],
1396,full02,KAS15,,{-1},{1},{accoa_c},{coa_c},{ABCDEFGHIJKLMNOPQRSTUab},{ABCDEFGHIJKLMNOPQRSTU},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]",
1397,full02,KAS15,,{-1},{},{accoa_c},{},{ab},"{""""}",,f,,"[[""C"", ""C""]]",[],"[[0, 1]]",[],
494,central03,KAS15_coa,,{-1},{1},{accoa_c},{coa_c},{ABCDEFGHIJKLMNOPQRSTUab},{ABCDEFGHIJKLMNOPQRSTU},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]",
259,central03,L_DASH_LACD2,,{-1},{1},{lac_DASH_L_c},{pyr_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1169,full02,L_DASH_LACD2,,{-1},{1},{lac_DASH_L_c},{pyr_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
260,central03,L_DASH_LACD3,,{-1},{1},{lac_DASH_L_c},{pyr_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1170,full02,L_DASH_LACD3,,{-1},{1},{lac_DASH_L_c},{pyr_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
261,central03,L_DASH_LACt2rpp,,{-1},{1},{lac_DASH_L_p},{lac_DASH_L_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1171,full02,L_DASH_LACt2rpp,,{-1},{1},{lac_DASH_L_p},{lac_DASH_L_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
263,central03,L_DASH_LACt2rpp_reverse,,{-1},{1},{lac_DASH_L_c},{lac_DASH_L_p},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1173,full02,L_DASH_LACt2rpp_reverse,,{-1},{1},{lac_DASH_L_c},{lac_DASH_L_p},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
262,central03,L_DASH_LACtex,,{-1},{1},{lac_DASH_L_e},{lac_DASH_L_p},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1172,full02,L_DASH_LACtex,,{-1},{1},{lac_DASH_L_e},{lac_DASH_L_p},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
264,central03,L_DASH_LACtex_reverse,,{-1},{1},{lac_DASH_L_p},{lac_DASH_L_e},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1174,full02,L_DASH_LACtex_reverse,,{-1},{1},{lac_DASH_L_p},{lac_DASH_L_e},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
496,central03,LCADi,,{-1},{1},{lald_DASH_L_c},{lac_DASH_L_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1398,full02,LCADi,,{-1},{1},{lald_DASH_L_c},{lac_DASH_L_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
497,central03,LCARR,"lacaldehyde reductase (R-propane-1,2-diol forming)",{-1},{1},{lald_DASH_D_c},{12ppd_DASH_R_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1399,full02,LCARR,"lacaldehyde reductase (R-propane-1,2-diol forming)",{-1},{1},{lald_DASH_D_c},{12ppd_DASH_R_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
498,central03,LCARR_reverse,,{-1},{1},{12ppd_DASH_R_c},{lald_DASH_D_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1400,full02,LCARR_reverse,,{-1},{1},{12ppd_DASH_R_c},{lald_DASH_D_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
499,central03,LCARS,,{-1},{1},{lald_DASH_L_c},{12ppd_DASH_S_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1401,full02,LCARS,,{-1},{1},{lald_DASH_L_c},{12ppd_DASH_S_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
500,central03,LCARS_reverse,,{-1},{1},{12ppd_DASH_S_c},{lald_DASH_L_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1402,full02,LCARS_reverse,,{-1},{1},{12ppd_DASH_S_c},{lald_DASH_L_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
255,central03,LDH_D,,{-1},{1},{lac_DASH_D_c},{pyr_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1165,full02,LDH_D,,{-1},{1},{lac_DASH_D_c},{pyr_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
256,central03,LDH_D_reverse,,{-1},{1},{pyr_c},{lac_DASH_D_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1166,full02,LDH_D_reverse,,{-1},{1},{pyr_c},{lac_DASH_D_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
257,central03,LDH_D2,,{-1},{1},{lac_DASH_D_c},{pyr_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
1167,full02,LDH_D2,,{-1},{1},{lac_DASH_D_c},{pyr_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
258,central03,LEUTAi,,"{-1,-1}","{1,1}","{4mop_c,glu_DASH_L_c}","{akg_c,leu_DASH_L_c}","{abcdef,ghijk}","{ghijk,abcdef}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5]]",
1150,full02,LEUTAi,,"{-1,-1}","{1,1}","{4mop_c,glu_DASH_L_c}","{akg_c,leu_DASH_L_c}","{abcdef,ghijk}","{ghijk,abcdef}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5]]",
501,central03,LIPOPOLYSACCHARIDE_1,"['COLIPAabcpp','COLIPAabctex','EDTXS1','EDTXS2','GALT1','GLCTR1','GLCTR2','GLCTR3','HEPK1','HEPK2','HEPT1','HEPT2','HEPT3','HEPT4','LPADSS','MOAT','MOAT2','MOAT3C','RHAT1','TDSK','USHD']",{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1404,full02,LIPOPOLYSACCHARIDE_1,"['COLIPAabcpp','COLIPAabctex','EDTXS1','EDTXS2','GALT1','GLCTR1','GLCTR2','GLCTR3','HEPK1','HEPK2','HEPT1','HEPT2','HEPT3','HEPT4','LPADSS','MOAT','MOAT2','MOAT3C','RHAT1','TDSK','USHD']",{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
502,central03,LIPOPOLYSACCHARIDE_2,"['AGMHE','GMHEPAT','GMHEPK','GMHEPPA','S7PI']",{-1},{},{s7p_c},{},{abcdefg},"{""""}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]",[],"[[0, 1, 2, 3, 4, 5, 6]]",[],
1405,full02,LIPOPOLYSACCHARIDE_2,"['AGMHE','GMHEPAT','GMHEPK','GMHEPPA','S7PI']",{-1},{},{s7p_c},{},{abcdefg},"{""""}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]",[],"[[0, 1, 2, 3, 4, 5, 6]]",[],
503,central03,LIPOPOLYSACCHARIDE_3,"['U23GAAT','UHGADA','UAGAAT']",{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1406,full02,LIPOPOLYSACCHARIDE_3,"['U23GAAT','UHGADA','UAGAAT']",{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
504,central03,LIPOPOLYSACCHARIDE_4,"['KDOPP','KDOCT2','KDOPS']","{-1,-1}",{},"{pep_c,ara5p_c}",{},"{abc,defgh}","{""""}",,t,,"[[""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]",[],"[[0, 1, 2], [0, 1, 2, 3, 4]]",[],
1407,full02,LIPOPOLYSACCHARIDE_4,"['KDOPP','KDOCT2','KDOPS']","{-1,-1}",{},"{pep_c,ara5p_c}",{},"{abc,defgh}","{""""}",,t,,"[[""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]",[],"[[0, 1, 2], [0, 1, 2, 3, 4]]",[],
505,central03,LSERDHr,L-serine dehydrogenase,{-1},{},{ser_DASH_L_c},{},{abc},"{""""}",,t,,"[[""C"", ""C"", ""C""]]",[],"[[0, 1, 2]]",[],
1408,full02,LSERDHr,L-serine dehydrogenase,{-1},{},{ser_DASH_L_c},{},{abc},"{""""}",,t,,"[[""C"", ""C"", ""C""]]",[],"[[0, 1, 2]]",[],
507,central03,LSERDHr_reverse,,{-1},{1},{2amsa_c},{ser_DASH_L_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
506,central03,LSERDHr_reverse,,{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1409,full02,LSERDHr_reverse,,{},{},{},{},"{""""}","{""""}",,t,,[],[],[],[],
1410,full02,LSERDHr_reverse,,{-1},{1},{2amsa_c},{ser_DASH_L_c},{abc},{abc},,t,,"[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]",
508,central03,M1PD,,{-1},{1},{mnl1p_c},{f6p_c},{abcdef},{abcdef},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
1411,full02,M1PD,,{-1},{1},{mnl1p_c},{f6p_c},{abcdef},{abcdef},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
509,central03,M1PD_reverse,,{-1},{1},{f6p_c},{mnl1p_c},{abcdef},{abcdef},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
1412,full02,M1PD_reverse,,{-1},{1},{f6p_c},{mnl1p_c},{abcdef},{abcdef},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]",
266,central03,MALS,,"{-1,-1}",{1},"{accoa_c,glx_c}",{mal_DASH_L_c},"{ab,cd}",{cdba},,t,,"[[""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""]]","[[0, 1], [0, 1]]","[[0, 1, 2, 3]]",
1175,full02,MALS,,"{-1,-1}","{1,1}","{accoa_c,glx_c}","{coa_c,mal_DASH_L_c}","{ABCDEFGHIJKLMNOPQRSTUab,cd}","{ABCDEFGHIJKLMNOPQRSTU,cdba}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], [0, 1]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [0, 1, 2, 3]]",
1176,full02,MALS,,"{-1,-1}",{1},"{accoa_c,glx_c}",{mal_DASH_L_c},"{ab,cd}",{cdba},,f,,"[[""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""]]","[[0, 1], [0, 1]]","[[0, 1, 2, 3]]",
265,central03,MALS_coa,,"{-1,-1}","{1,1}","{accoa_c,glx_c}","{coa_c,mal_DASH_L_c}","{ABCDEFGHIJKLMNOPQRSTUab,cd}","{ABCDEFGHIJKLMNOPQRSTU,cdba}",,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], [0, 1]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [0, 1, 2, 3]]",
512,central03,MALTATr,,"{-1,-1}",{1},"{malt_c,accoa_c}",{acmalt_c},"{abcdefghijkl,mn}",{abcdefghijklmn},,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]]",
1413,full02,MALTATr,,"{-1,-1}","{1,1}","{malt_c,accoa_c}","{acmalt_c,coa_c}","{abcdefghijkl,ABCDEFGHIJKLMNOPQRSTUmn}","{abcdefghijklmn,ABCDEFGHIJKLMNOPQRSTU}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]",
1414,full02,MALTATr,,"{-1,-1}",{1},"{malt_c,accoa_c}",{acmalt_c},"{abcdefghijkl,mn}",{abcdefghijklmn},,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]]",
510,central03,MALTATr_coa,,"{-1,-1}","{1,1}","{malt_c,accoa_c}","{acmalt_c,coa_c}","{abcdefghijkl,ABCDEFGHIJKLMNOPQRSTUmn}","{abcdefghijklmn,ABCDEFGHIJKLMNOPQRSTU}",,f,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]",
514,central03,MALTATr_reverse,,{-1},"{1,1}",{acmalt_c},"{malt_c,accoa_c}",{abcdefghijklmn},"{abcdefghijkl,mn}",,t,,"[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1]]",
