,ControlFermentorGEN_Broth-1,ControlFermentorGEN_Broth-2,ControlFermentorGEN_Broth-3,ControlFermentorGEN_Broth-4,ControlFermentor_25uL_Broth-1,ControlFermentor_25uL_Broth-2,ControlFermentor_25uL_Broth-3,ControlFermentor_25uL_Broth-4,ControlFermentor_25uL_Broth-5,ControlFermentor_25uL_Broth-6,ControlFermentor_Broth-1,ControlFermentor_Broth-2,ControlFermentor_Broth-3,ControlFermentor_Broth-4
f6p,0.00361913534902597,0.00356151757305195,0.00398272094155844,0.00400638977272727,0.0435638245400433,0.0349524928300866,0.0366017824675325,0.0426518916396104,0.0379235633116883,0.0566392993777056,0.03198738183171,0.023819992288961,0.0285304866747836,0.0278881532061688
fad,0.00442219203192641,0.00525977286255411,0.00468191538149351,0.00357899826839827,0.00294341599025974,0.0029253474025974,0.00421281209415585,0.0029253474025974,0.00210759117965368,0.0057727610930736,0.00185962858495671,0.00247350074404762,0.00321938683712121,0.00275734422348485
fol,NA,NA,NA,NA,0.000298868506493507,0.000301218073593074,NA,0.000209248917748918,0.000392019345238095,0.000560655708874459,0.000824152326839827,0.000726299580627706,0.000650279761904762,0.000405321360930736
fum,0.000325467568993507,0.000294261737012987,0.000369263352272727,0.000302370620941559,0.00490770806277056,0.00410947957251082,0.00247993574134199,0.00413430708874459,0.00420569101731602,0.00305872943722944,0.00410917674512987,0.00444739096320346,0.00415085721049784,0.00315067018398268
g1p,0.000159991347402597,0.000201982191558442,0.000215439828192641,0.000211989036796537,0.00492518262987013,0.00347070238095238,0.00559888162878788,0.00559921374458875,0.00267485971320346,0.00559908495670996,0.00336625290854978,0.00291107034632035,0.00635684997294373,0.00393034232954546
g3p,NA,168.349684388528,140.386645427489,179.169269886364,1052.17085781926,1423.13191558442,1016.86759686147,1162.76377949134,1168.35458969156,1191.28369385823,1334.10041531385,1149.50709077381,1538.92699472403,1220.30825757576
g6p,0.00453957325487013,0.00493076806006494,0.00429465596590909,0.0055793733495671,0.0821158908279221,0.0487846766774892,0.0667161521915585,0.0750218681006494,0.0455299310064935,0.0642761190476191,0.0513815965232684,0.0455116367694805,0.0409239378382035,0.0414402696158009
gam6p,0.000398788713474026,0.000502937827380953,0.000624080082521645,0.000583680420725108,0.0232699637445888,0.010870044237013,0.0110893795995671,0.0214396011904762,0.0194125499188312,0.0157490349025974,0.0209766066017316,0.0167685265827922,0.0208394329004329,0.0149330636498918
gdp,0.0034099043939394,0.00307445165313853,0.00395353137445888,0.00410848665449134,0.163494914772727,0.163979825487013,NA,0.165923894751082,0.164142065070346,0.164980113365801,0.0823231415719697,0.0822268267721862,0.0813321695752165,0.0824523736471862
gln-L,0.00293869222132035,0.00348348651244589,0.00260297389069264,0.00331442087391775,0.0928417510822511,0.135451325081169,0.107371991341991,0.105138886634199,0.176167414637446,0.0926828161525974,0.098864358495671,0.127229182088745,0.119203560741342,0.156897441829004
glu-L,0.280181042884199,0.276647961580087,0.342893081439394,0.314394075892857,19.1443520156926,18.7327495535714,16.7886638122294,16.1043442234849,18.6283006222944,19.1085329410173,14.4916797619048,14.9088732075216,17.0099533008658,18.5013220305736
glutacon,0.0746589665719697,0.0511667959145022,0.0576265233901515,0.0506773934117965,16.5406018668831,22.0635279085498,25.2679909090909,19.1395962932901,18.577856155303,19.8438110660173,15.9801740733225,14.2816841653139,20.4827616139069,14.2874015016234
glx,0.0762448314664502,0.070766645603355,0.0874901682224026,0.0792211208739178,8.46146767045455,8.42887300189394,16.9666137175325,8.97500633928572,11.2531800689935,13.6790426406926,10.5056415449134,7.73524122700217,8.14358762851732,11.1861817843615
glyc3p,0.00301714837662338,0.00286145964556277,0.00320720403138528,0.0032064540719697,0.128578952922078,0.14062091112013,0.15063245995671,0.116525807224026,0.160538273809524,0.162140221320346,0.17857946191829,0.161250933441559,0.128263218817641,0.134695115462662
glyclt,0.00542201758387446,0.00556061130952381,0.0061738308495671,0.00573542314935065,0.369481777867965,0.309334411796537,0.522786723484849,0.481352711309524,0.451817968614719,0.487375906520563,0.359706862689394,0.255784527597403,0.328389022862554,0.405495588271104
gmp,16.2921634469697,17.2883329004329,17.5778972537879,18.1688351866883,41.3786410984849,65.0943783820346,55.0242807088745,36.4620163690476,69.167284767316,58.0621766774892,47.6511688988095,34.4115381493507,49.3351718073593,30.9925810335498
gsn,2.25761498917749e-05,4.77109848484849e-05,3.36022321428572e-05,5.41577245670996e-05,0.00408721645021645,0.000924147321428572,0.00364244778138528,0.00335522199675325,0.000977893804112554,0.00379005938852814,0.00101110058170996,0.000615809050324675,0.00105343804112554,0.000614053909632035
gthox,0.0375432775568182,0.0580183652732684,0.0360522211580087,0.0571736148944805,0.382071614989178,0.515144615665585,0.549792665449134,0.40479963771645,0.501766338338745,0.552456996482684,0.830111964962121,1.04703338000541,1.15534720170455,1.10773164975649
gthrd,0.153775459550866,0.0775672693587663,0.157256121753247,0.0844316553571429,1.81412337662338,2.42627728219697,3.32411460227273,1.74934976055195,2.33253109983766,4.21145945481602,2.15525162811147,2.90700337594697,2.19519113095238,2.45456607548701
gtp,0.00512746386228355,0.00682623369318182,0.00712507669101732,0.00695670395698052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gua,0.000185211028138528,0.000233837184794372,0.000234566114718615,0.000223053014069264,0.00232192261904762,0.00398342600108225,0.00378088595779221,0.00357306628787879,0.00364203733766234,0.00512980343614719,0.0048939540719697,0.00272728341450217,0.00562225338203463,0.00353883468614719
hxan,1.62579626623377e-05,1.88005262445888e-05,1.72536891233766e-05,2.41285213744589e-05,0.000613445346320347,0.000885286661255412,0.000731793831168831,0.000582607683982684,0.000684622970779221,0.00065952178030303,0.000558457454004329,0.000454155370670996,0.00069058143939394,0.00038820285443723
icit,0.00219331850378788,0.0036740881155303,0.00366393703057359,0.00372774559794372,0.145101774350649,0.210750021645022,0.138652217667749,0.12338625,0.136334462662338,0.086159488771645,0.207829463676948,0.147889389813312,0.181272104301948,0.162469007102273
imp,0.0105651398674242,0.0133389437229437,0.0136488719967532,0.0094233003517316,0.0190976995400433,0.0298031596320346,0.0395433111471862,0.0136082091450216,0.038710145021645,0.0374414412878788,0.031282953125,0.0180086577380952,0.0310834879599567,0.0154379163961039
ins,5.02761498917749e-06,6.94296536796537e-06,5.18393668831169e-06,6.57394615800866e-06,0.000948630275974026,0.00031573051948052,0.000736686417748918,0.000851191423160173,0.000309941423160173,0.000709103354978355,0.000318069399350649,0.00024321875,0.000216869588744589,0.000215119182900433
lac-L,0.00852795036931818,0.00851460971726191,0.00889143996888528,0.00834192994994589,0.205216069940476,0.19577020211039,0.175624160037879,0.193263493371212,0.204576281791126,0.202595511634199,0.135989654356061,0.160582909226191,0.158270009334416,0.145681580289502
mal-L,0.000889079667207792,0.00082743713474026,0.000774881290584416,0.000951914759199135,0.0247408524080087,0.0235359829545455,0.0223931983225108,0.0257541396103896,0.0245480961850649,0.0233808632305195,0.0189062748241342,0.0123430513392857,0.0200981030167749,0.0119109615800866
met-L,0.000155406923701299,0.000146835381493507,0.00011739880275974,0.000144087863906926,0.00222725757575758,0.00224802083333333,0.00318982102272727,0.00234052854437229,0.00321006588203463,0.00325129058441559,0.00246772510822511,0.001745389745671,0.00239129038149351,0.00151190320616883
mmal,4.64128693181818e-05,5.29340746753247e-05,5.28261160714286e-05,5.12370075757576e-05,0.00327927922077922,0.00380433563311688,0.00321232954545455,0.00287428354978355,0.00340974499458875,0.00409390381493507,0.00360490002705628,0.00300868607954546,0.00299277752976191,0.0024725514745671
nad,0.0144245169507576,0.0191040756628788,0.0144457963609307,0.0202395793019481,0.166907852137446,0.157121175189394,0.241313929247836,0.197637145968615,0.164216194399351,0.23337818357684,0.213724428503788,0.174856355384199,0.205801183779762,0.171431598417208
nadh,0.0521477679383117,0.0205299827786797,0.038571440137987,0.0188956606737013,0.000129866612554113,0.000193633116883117,0.000169772727272727,0.000113142045454545,0.00015525,0.000203945481601732,0.000215864042207792,0.000114031385281385,0.000202123106060606,0.00014130505952381
nadp,0.00383818441558442,0.00563595143398269,0.00358366517857143,0.00533465344967533,0.00883050351731602,0.00370706561147186,0.0141047766504329,0.00753866220238095,0.00369061187770563,0.0141519749729437,0.00458860923971862,0.00420473383387446,0.0046688961715368,0.00389079281655844
nadph,0.00467964151785714,0.00402578294101732,0.00633472509469697,0.00701147858495671,0.00132255221861472,0.00130955289502165,NA,0.00128948065476191,0.00129728693181818,0.00139560836038961,0.000684067573051948,0.000686279220779221,0.000685630614177489,0.000712871550324675
orn,1.12176051136364,0.230973301948052,0.206059141098485,0.217680795995671,9.40113946428572,9.16737414772728,9.51585817234849,9.56625134063853,10.3913610795455,9.4667570116342,7.93297415449134,8.57026086985931,7.37514943181818,8.51978605248918
oxa,0.0010742892383658,0.00107549071563853,0.00083307662202381,0.00140721726461039,0.204631221455628,0.209508371212121,0.232977480925325,0.213582749594156,0.234520085633117,0.226017010281385,0.155928433441559,0.164738415584416,0.158941765625,0.139521222740801
pep,0.0002524575879329,0.000341261795183983,0.000203767780032468,0.000264424135551948,0.0323963484848485,0.0347963492965368,0.0392446557088745,0.0308888482142857,0.036882294237013,0.0373480290854979,0.0399697855113637,0.0362416458333334,0.048954383590368,0.0399525425459957
phe-L,0.000925599879599567,0.000950831181006494,0.000779813359036797,0.000600338346861472,0.198817939799784,0.265197292613636,0.283615279897186,0.281996758252165,0.344460155573593,0.24628687012987,0.256587340367965,0.367423526244589,0.28957001853355,0.17381768946158
phpyr,8.8576976461039e-05,7.04570170454546e-05,5.16401542207792e-05,0.000113271017316017,0.561223666666667,0.596734083739178,0.672261960362554,0.444472989312771,0.609738402191559,0.615149824810606,NA,NA,NA,NA
pyr,0.118193097794913,0.0779274306412338,0.0711789656926407,0.0657396343885282,0.20271221387987,0.215237028544372,0.257817411931818,0.202492181277056,0.183677334280303,0.213457072781385,0.218365287811147,0.259305742491883,0.214889802962662,0.319058286931818
r5p,0.00324840296266234,0.00398613463203463,0.00346397966720779,0.00359682368777056,0.0136610323322511,0.0146915915854978,0.0172314071969697,0.0142273417207792,0.0213777460768398,0.0184232781385281,0.0176204416260823,0.0123330038555195,0.0159734554247836,0.0157701413690476
s7p,0.00124666076839827,0.00149672126623377,0.00174657598755411,0.00162829043560606,0.018694829004329,0.0214192428300866,0.0228655777867965,0.0228017600108225,0.0205788900162338,0.0257540853625541,0.0174641824945888,0.0220348177083333,0.0164401950081169,0.021628936620671
ser-L,0.00135995185335498,0.00193677368777056,0.00168492817911255,0.00223245033820346,0.0196665067640693,0.0388315351731602,0.0240140201569264,0.0436613921807359,0.0476192441829005,0.0290185386904762,0.0377962034632035,0.0334230619588745,0.0450557446563853,0.0332187078598485
skm,3.50973484848485e-05,4.10581236471862e-05,4.41604694264069e-05,3.68047416125541e-05,0.00126712635281385,0.00126265124458874,0.00249751163419913,0.00172859239718615,0.00204721360930736,0.00219994615800866,0.00166632514880952,0.00140273396915584,0.00170235044642857,0.00198729531926407
succ,0.00491887755140693,0.00487595499864719,0.00457029664502165,0.00461635364448052,0.21663664448052,0.246745035037879,0.236945159767316,0.210413296536797,0.233246678300866,0.24685003219697,0.178575631020022,0.151343112621753,0.17479665232684,0.139267785714286
thr-L,0.00530682709686147,0.00544543756764069,0.00635605150162338,0.00584043572781385,0.0694383418560606,0.0537504872835498,0.0812580201569264,0.0668504882305195,0.0740638708062771,0.0725151013257576,0.0647078899485931,0.0680933870400433,0.0679228336038961,0.0575250806277056
thym,1.29275257034632e-05,9.51931141774892e-06,1.20885579004329e-05,4.73017586580087e-06,0.304770501217533,0.395824857142857,0.279131759063853,0.319650270968615,0.386288132440476,0.358317042207792,0.327092667275433,0.242106965909091,0.205427110186688,0.281766422348485
trp-L,5.33523795995671e-05,7.01011336580087e-05,4.92976366341991e-05,4.76312838203463e-05,0.00662909618506494,0.0092900036525974,0.0114470159632035,0.00654814366883117,0.011714634469697,0.0101654638798701,0.00618540733225108,0.00716321130952381,0.00700030661525974,0.00902085599296537
tyr-L,0.00758212671807359,0.00922056066017316,0.00766837723214286,0.00858865956439394,0.300758553030303,0.355190385822511,0.452315442911256,0.301087986877706,0.432591704139611,0.423124612824675,0.311621718208875,0.347947118303572,0.388186012040043,0.334158537405303
udp,0.00100652813852814,0.000916591386634199,0.000938238208874459,0.000971708954274892,0.000570678977272728,0.00159564448051948,0.00589919182900433,0.0014674632034632,0.00172464772727273,0.00400714136904762,0.0022641268262987,0.00128547362012987,0.00165445292207792,0.0013050220508658
udpg,0.00104415596320346,0.0013613972659632,0.00098495715232684,0.00145909355384199,0.00944975541125541,0.00875978233225109,0.0194410637175325,0.00888916193181819,0.00853372578463204,0.0201130602002165,0.00847884855248918,0.00705039163961039,0.00857569223484849,0.00655584043560606
udpglcur,0.000342189826839827,0.000418525446428572,0.000351709307359307,0.000346768425324675,0.000395948457792208,0.000239415178571429,0.000991760010822511,0.000310159632034632,0.000273608360389611,0.00112281060606061,0.000348304180194805,0.000192142248376623,0.000349470102813853,0.000216834889069264
ump,0.00698929239718615,0.00868783778409091,0.0065324759469697,0.0075769402732684,0.0121249318181818,0.0198521254058442,0.0186581153950217,0.0109111186417749,0.0179845418019481,0.0169440516774892,0.0164516841856061,0.0127994180871212,0.0163976916937229,0.0114370209686147
ura,8.7094595508658e-05,0.000104396807359307,9.58016112012987e-05,7.98627827380953e-05,0.0135407230790043,0.0120803043831169,0.0141017551406926,0.015068060741342,0.0123983593073593,0.0202705542478355,0.010596543357684,0.00837197551406927,0.0124310971320346,0.00695930918560606
uri,0.0227035302895022,0.0209356912743507,0.0242530446563853,0.0198075759199134,0.0044367252435065,0.000430261634199134,0.00602372348484849,0.0270120518127706,0.0231346186417749,0.566691324134199,0.000746943317099567,0.000332214962121212,0.00065548795995671,0.000530837662337663
xan,0.000240109956709957,0.000218728760822511,0.000271954694264069,0.000240088663419914,0.00812695278679654,0.00802230762987013,0.00635450500541126,0.0079315946969697,0.00875966152597403,0.0078130367965368,0.00910093804112554,0.00394101420454546,0.00700273667478355,0.00381735152867965
