sample_name_short,met_id,sample_id,time [hr],OD600,culture_density [gDW*L-1],concentration [mM],growth_rate [hr-1],,,
OxicEvo04sdhCBEcoliGlc_Broth-1,glc-D,140716_2_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665316.48,0.245550337,0.110497652,20.67338,0.675048818,,-10.60287246,
OxicEvo04sdhCBEcoliGlc_Broth-1,glc-D,140716_3_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665317.03,0.355945922,0.160175665,19.9966,0.675048818,,-13.62333063,
OxicEvo04sdhCBEcoliGlc_Broth-1,glc-D,140716_4_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665317.68,0.5520069,0.248403105,18.29771,0.675048818,,-19.25580068,
OxicEvo04sdhCBEcoliGlc_Broth-1,glc-D,140716_5_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665318.5,0.958002527,0.431101137,14.62319,0.675048818,,-20.1125319,
OxicEvo04sdhCBEcoliGlc_Broth-1,glc-D,140716_6_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665318.8,1.173053035,0.527873866,12.4766,0.675048818,-18.09441849,-22.18176582,
OxicEvo04sdhCBEcoliGlc_Broth-1,succ,140716_3_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665317.03,0.355945922,0.160175665,0.06401,0.675048818,,,
OxicEvo04sdhCBEcoliGlc_Broth-1,succ,140716_4_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665317.68,0.5520069,0.248403105,0.13755,0.675048818,,0.833527528,
OxicEvo04sdhCBEcoliGlc_Broth-1,succ,140716_5_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665318.5,0.958002527,0.431101137,0.44172,0.675048818,,1.664878359,
OxicEvo04sdhCBEcoliGlc_Broth-1,succ,140716_6_OxicEvo04sdhCBEcoliGlcM9_Broth-1,17665318.8,1.173053035,0.527873866,0.62029,0.675048818,1.545295528,1.845251269,
OxicEvo04sdhCBEcoliGlc_Broth-2,ac,140716_1_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665315.46,0.075802938,0.034111322,0.43159,0.839208897,,,
OxicEvo04sdhCBEcoliGlc_Broth-2,ac,140716_2_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665316.5,0.180425794,0.081191607,1.09766,0.839208897,,14.14753539,
OxicEvo04sdhCBEcoliGlc_Broth-2,ac,140716_3_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665317.05,0.286255415,0.128814937,1.84063,0.839208897,,15.60096716,
OxicEvo04sdhCBEcoliGlc_Broth-2,ac,140716_4_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665317.7,0.493918367,0.222263265,3.26945,0.839208897,,15.2899471,
OxicEvo04sdhCBEcoliGlc_Broth-2,ac,140716_5_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665318.51,0.980168197,0.441075689,6.41663,0.839208897,,14.38300419,
OxicEvo04sdhCBEcoliGlc_Broth-2,ac,140716_6_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665318.81,1.260781263,0.567351568,7.8122,0.839208897,14.05808952,11.05175432,
OxicEvo04sdhCBEcoliGlc_Broth-2,glc-D,140716_1_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665315.46,0.075802938,0.034111322,21.27224,0.839208897,,,
OxicEvo04sdhCBEcoliGlc_Broth-2,glc-D,140716_2_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665316.5,0.180425794,0.081191607,20.61686,0.839208897,,-13.92047644,
OxicEvo04sdhCBEcoliGlc_Broth-2,glc-D,140716_3_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665317.05,0.286255415,0.128814937,19.91433,0.839208897,,-14.75180352,
OxicEvo04sdhCBEcoliGlc_Broth-2,glc-D,140716_4_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665317.7,0.493918367,0.222263265,18.15131,0.839208897,,-18.86625505,
OxicEvo04sdhCBEcoliGlc_Broth-2,glc-D,140716_5_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665318.51,0.980168197,0.441075689,14.25939,0.839208897,,-17.78655865,
OxicEvo04sdhCBEcoliGlc_Broth-2,glc-D,140716_6_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665318.81,1.260781263,0.567351568,12.05234,0.839208897,-17.54202657,-17.47800138,
OxicEvo04sdhCBEcoliGlc_Broth-2,succ,140716_3_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665317.05,0.286255415,0.128814937,0.06851,0.839208897,,,
OxicEvo04sdhCBEcoliGlc_Broth-2,succ,140716_4_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665317.7,0.493918367,0.222263265,0.15093,0.839208897,,0.881984743,
OxicEvo04sdhCBEcoliGlc_Broth-2,succ,140716_5_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665318.51,0.980168197,0.441075689,0.53295,0.839208897,,1.745878933,
OxicEvo04sdhCBEcoliGlc_Broth-2,succ,140716_6_OxicEvo04sdhCBEcoliGlcM9_Broth-2,17665318.81,1.260781263,0.567351568,0.76751,0.839208897,1.630962615,1.857520221,
OxicEvo04sdhCBEcoliGlc_Broth-3,ac,140716_1_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665315.48,0.096119045,0.04325357,0.44272,0.750514323,,,
OxicEvo04sdhCBEcoliGlc_Broth-3,ac,140716_2_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665316.51,0.208746155,0.09393577,1.13032,0.750514323,,13.56689352,
OxicEvo04sdhCBEcoliGlc_Broth-3,ac,140716_3_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665317.06,0.31541897,0.141938537,1.93359,0.750514323,,16.73382698,
OxicEvo04sdhCBEcoliGlc_Broth-3,ac,140716_4_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665317.71,0.513749673,0.231187353,3.33078,0.750514323,,15.65499754,
OxicEvo04sdhCBEcoliGlc_Broth-3,ac,140716_5_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665318.53,0.948286015,0.426728707,6.4054,0.750514323,,15.72363051,
OxicEvo04sdhCBEcoliGlc_Broth-3,ac,140716_6_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665318.85,1.202693651,0.541212143,8.07616,0.750514323,15.4882966,14.5939016,
OxicEvo04sdhCBEcoliGlc_Broth-3,glc-D,140716_1_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665315.48,0.096119045,0.04325357,21.45669,0.750514323,,,
OxicEvo04sdhCBEcoliGlc_Broth-3,glc-D,140716_2_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665316.51,0.208746155,0.09393577,20.7684,0.750514323,,-13.58050777,
OxicEvo04sdhCBEcoliGlc_Broth-3,glc-D,140716_3_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665317.06,0.31541897,0.141938537,20.46975,0.750514323,,-6.221516338,
OxicEvo04sdhCBEcoliGlc_Broth-3,glc-D,140716_4_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665317.71,0.513749673,0.231187353,18.39077,0.750514323,,-23.2942025,
OxicEvo04sdhCBEcoliGlc_Broth-3,glc-D,140716_5_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665318.53,0.948286015,0.426728707,14.43947,0.750514323,,-20.20697883,
OxicEvo04sdhCBEcoliGlc_Broth-3,glc-D,140716_6_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665318.85,1.202693651,0.541212143,12.30411,0.750514323,-18.77553526,-18.6521306,
OxicEvo04sdhCBEcoliGlc_Broth-3,succ,140716_3_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665317.06,0.31541897,0.141938537,0.06999,0.750514323,,,
OxicEvo04sdhCBEcoliGlc_Broth-3,succ,140716_4_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665317.71,0.513749673,0.231187353,0.20278,0.750514323,,1.48786287,
OxicEvo04sdhCBEcoliGlc_Broth-3,succ,140716_5_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665318.53,0.948286015,0.426728707,0.52087,0.750514323,,1.626714726,
OxicEvo04sdhCBEcoliGlc_Broth-3,succ,140716_6_OxicEvo04sdhCBEcoliGlcM9_Broth-3,17665318.85,1.202693651,0.541212143,0.7586,0.750514323,1.709654904,2.076544942,
OxicEvo04tpiAEcoliGlc_Broth-1,ac,140721_3_OxicEvo04tpiAEcoliGlcM9_Broth-1,17667140.64,1.030718217,0.463823198,0.37124,0.18493529,,,
OxicEvo04tpiAEcoliGlc_Broth-1,ac,140721_4_OxicEvo04tpiAEcoliGlcM9_Broth-1,17667142.06,1.339434512,0.60274553,0.636,0.18493529,,1.905813089,
OxicEvo04tpiAEcoliGlc_Broth-1,ac,140721_5_OxicEvo04tpiAEcoliGlcM9_Broth-1,17667143.21,1.656858107,0.745586148,1.64729,0.18493529,4.540795792,7.079848961,
OxicEvo04tpiAEcoliGlc_Broth-1,glc-D,140721_1_OxicEvo04tpiAEcoliGlcM9_Broth-1,17667138.96,0.754989164,0.339745124,16.45147,0.18493529,,,
OxicEvo04tpiAEcoliGlc_Broth-1,glc-D,140721_2_OxicEvo04tpiAEcoliGlcM9_Broth-1,17667139.51,0.835823785,0.376120703,15.7509,0.18493529,,-19.25934968,
OxicEvo04tpiAEcoliGlc_Broth-1,glc-D,140721_3_OxicEvo04tpiAEcoliGlcM9_Broth-1,17667140.64,1.030718217,0.463823198,14.35112,0.18493529,,-15.96054945,
OxicEvo04tpiAEcoliGlc_Broth-1,glc-D,140721_4_OxicEvo04tpiAEcoliGlcM9_Broth-1,17667142.06,1.339434512,0.60274553,12.14771,0.18493529,,-15.86073281,
OxicEvo04tpiAEcoliGlc_Broth-1,glc-D,140721_5_OxicEvo04tpiAEcoliGlcM9_Broth-1,17667143.21,1.656858107,0.745586148,9.88415,0.18493529,-15.87471788,-15.84675307,
OxicEvo04tpiAEcoliGlc_Broth-2,ac,140721_3_OxicEvo04tpiAEcoliGlcM9_Broth-2,17667140.66,1.059416887,0.476737599,0.3887,0.185607462,,,
OxicEvo04tpiAEcoliGlc_Broth-2,ac,140721_4_OxicEvo04tpiAEcoliGlcM9_Broth-2,17667142.07,1.378040489,0.62011822,0.59687,0.185607462,,1.451869846,
OxicEvo04tpiAEcoliGlc_Broth-2,ac,140721_5_OxicEvo04tpiAEcoliGlcM9_Broth-2,17667143.22,1.705931226,0.767669052,1.70427,0.185607462,4.536381752,7.505210164,
OxicEvo04tpiAEcoliGlc_Broth-2,glc-D,140721_1_OxicEvo04tpiAEcoliGlcM9_Broth-2,17667138.97,0.775133058,0.348809876,16.42012,0.185607462,,,
OxicEvo04tpiAEcoliGlc_Broth-2,glc-D,140721_2_OxicEvo04tpiAEcoliGlcM9_Broth-2,17667139.52,0.858441732,0.386298779,15.80731,0.185607462,,-16.34643709,
OxicEvo04tpiAEcoliGlc_Broth-2,glc-D,140721_3_OxicEvo04tpiAEcoliGlcM9_Broth-2,17667140.66,1.059416887,0.476737599,14.31597,0.185607462,,-16.49004266,
OxicEvo04tpiAEcoliGlc_Broth-2,glc-D,140721_4_OxicEvo04tpiAEcoliGlcM9_Broth-2,17667142.07,1.378040489,0.62011822,12.06165,0.185607462,,-15.72262685,
OxicEvo04tpiAEcoliGlc_Broth-2,glc-D,140721_5_OxicEvo04tpiAEcoliGlcM9_Broth-2,17667143.22,1.705931226,0.767669052,9.76319,0.185607462,-15.88742044,-15.57741137,
OxicEvo04tpiAEcoliGlc_Broth-3,ac,140721_3_OxicEvo04tpiAEcoliGlcM9_Broth-3,17667140.67,1.109185039,0.499133268,0.43382,0.18323439,,,
OxicEvo04tpiAEcoliGlc_Broth-3,ac,140721_4_OxicEvo04tpiAEcoliGlcM9_Broth-3,17667142.09,1.437934342,0.647070454,0.72218,0.18323439,,1.949205653,
OxicEvo04tpiAEcoliGlc_Broth-3,ac,140721_5_OxicEvo04tpiAEcoliGlcM9_Broth-3,17667143.24,1.775224952,0.798851228,1.68683,0.18323439,4.19004611,6.355548024,
OxicEvo04tpiAEcoliGlc_Broth-3,glc-D,140721_1_OxicEvo04tpiAEcoliGlcM9_Broth-3,17667138.99,0.814794772,0.366657648,16.55215,0.18323439,,,
OxicEvo04tpiAEcoliGlc_Broth-3,glc-D,140721_2_OxicEvo04tpiAEcoliGlcM9_Broth-3,17667139.54,0.901189162,0.405535123,15.85057,0.18323439,,-18.04592485,
OxicEvo04tpiAEcoliGlc_Broth-3,glc-D,140721_3_OxicEvo04tpiAEcoliGlcM9_Broth-3,17667140.67,1.109185039,0.499133268,14.49779,0.18323439,,-14.45306427,
OxicEvo04tpiAEcoliGlc_Broth-3,glc-D,140721_4_OxicEvo04tpiAEcoliGlcM9_Broth-3,17667142.09,1.437934342,0.647070454,12.24594,0.18323439,,-15.22166302,
OxicEvo04tpiAEcoliGlc_Broth-3,glc-D,140721_5_OxicEvo04tpiAEcoliGlcM9_Broth-3,17667143.24,1.775224952,0.798851228,9.88051,0.18323439,-15.30619846,-15.58451663,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-1,glc-D,140728_2_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-1,17669697.05,0.03661511,0.016476799,21.21029,0.68644103,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-1,glc-D,140728_1_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-1,17669697.15,0.039216795,0.017647558,21.33376,0.68644103,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-1,glc-D,140728_3_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-1,17669699.42,0.185868251,0.083640713,20.78335,0.68644103,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-1,glc-D,140728_4_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-1,17669700.72,0.453688771,0.204159947,19.49565,0.68644103,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-1,glc-D,140728_5_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-1,17669701.4,0.725223202,0.326350441,18.06294,0.68644103,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-1,glc-D,140728_6_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-1,17669701.87,0.999063781,0.449578702,16.66507,0.68644103,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-2,glc-D,140728_2_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-2,17669697.05,0.036927628,0.016617432,21.08257,0.678878709,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-2,glc-D,140728_1_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-2,17669697.15,0.03952162,0.017784729,21.3205,0.678878709,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-2,glc-D,140728_3_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-2,17669699.42,0.184129553,0.082858299,20.82679,0.678878709,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-2,glc-D,140728_4_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-2,17669700.72,0.445047904,0.200271557,19.4228,0.678878709,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-2,glc-D,140728_5_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-2,17669701.4,0.707743951,0.318484778,18.0366,0.678878709,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-2,glc-D,140728_6_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-2,17669701.87,0.971549717,0.437197373,16.55148,0.678878709,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-3,glc-D,140728_2_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-3,17669697.05,0.036566889,0.0164551,21.06473,0.67167472,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-3,glc-D,140728_1_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-3,17669697.15,0.039107358,0.017598311,21.31337,0.67167472,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-3,glc-D,140728_3_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-3,17669699.42,0.17924854,0.080661843,20.79111,0.67167472,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-3,glc-D,140728_4_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-3,17669700.72,0.429211787,0.193145304,19.39754,0.67167472,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-3,glc-D,140728_5_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-3,17669701.4,0.679208533,0.30564384,18.0595,0.67167472,,,
OxicEvo04pgiEvo01EPEcoliGlc_Broth-3,glc-D,140728_6_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-3,17669701.87,0.929248693,0.418161912,16.73748,0.67167472,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,glc-D,140728_1_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,17669699.48,0.035212867,0.01584579,21.44447,0.628618438,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,glc-D,140728_2_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,17669700.8,0.080567271,0.036255272,21.33988,0.628618438,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,glc-D,140728_3_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,17669701.55,0.129096002,0.058093201,21.09465,0.628618438,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,glc-D,140728_4_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,17669702.62,0.252417047,0.113587671,20.57239,0.628618438,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,glc-D,140728_5_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,17669703.87,0.553828855,0.249222985,18.84866,0.628618438,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-1,glc-D,140728_6_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-1,17669704.92,1.071596714,0.482218521,16.29319,0.628618438,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,glc-D,140728_1_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,17669699.48,0.041628693,0.018732912,21.43903,0.592147315,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,glc-D,140728_2_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,17669700.8,0.090781026,0.040851462,21.39814,0.592147315,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,glc-D,140728_3_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,17669701.55,0.141536947,0.063691626,21.14448,0.592147315,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,glc-D,140728_4_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,17669702.62,0.266183147,0.119782416,20.63777,0.592147315,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,glc-D,140728_5_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,17669703.87,0.558005455,0.251102455,18.9505,0.592147315,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-2,glc-D,140728_6_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2,17669704.92,1.039113701,0.467601166,16.25004,0.592147315,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,glc-D,140728_1_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,17669699.48,0.037550689,0.01689781,21.38811,0.606881999,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,glc-D,140728_2_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,17669700.8,0.083492184,0.037571483,21.32662,0.606881999,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,glc-D,140728_3_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,17669701.55,0.131619413,0.059228736,21.06999,0.606881999,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,glc-D,140728_4_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,17669702.62,0.251452806,0.113153763,20.53005,0.606881999,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,glc-D,140728_5_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,17669703.87,0.536924679,0.241616105,18.91113,0.606881999,,,
OxicEvo04pgiEvo02EPEcoliGlc_Broth-3,glc-D,140728_6_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-3,17669704.92,1.015446726,0.456951027,16.28333,0.606881999,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,ac,140730_3_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670430.37,0.209604771,0.094322147,0.38246,0.663344844,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,ac,140730_4_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670431.4,0.415997833,0.187199025,0.45794,0.663344844,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,ac,140730_5_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670432.18,0.699454104,0.314754347,0.51777,0.663344844,0.605124251,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,glc-D,140730_1_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670427.8,0.038192479,0.017186616,21.71666,0.663344844,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,glc-D,140730_2_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670429.13,0.092489803,0.041620412,21.5924,0.663344844,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,glc-D,140730_3_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670430.37,0.209604771,0.094322147,21.06657,0.663344844,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,glc-D,140730_4_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670431.4,0.415997833,0.187199025,20.03067,0.663344844,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,glc-D,140730_5_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670432.18,0.699454104,0.314754347,18.51951,0.663344844,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-1,glc-D,140730_6_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-1,17670432.83,1.076504318,0.484426943,16.53171,0.663344844,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,ac,140730_3_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670430.37,0.216028425,0.097212791,0.38127,0.644996118,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,ac,140730_4_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670431.4,0.420694106,0.189312348,0.43703,0.644996118,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,ac,140730_5_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670432.18,0.697256217,0.313765298,0.44554,0.644996118,0.605431796,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,glc-D,140730_1_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670427.8,0.041261091,0.018567491,21.82088,0.644996118,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,glc-D,140730_2_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670429.13,0.097506085,0.043877738,21.49162,0.644996118,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,glc-D,140730_3_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670430.37,0.216028425,0.097212791,20.9486,0.644996118,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,glc-D,140730_4_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670431.4,0.420694106,0.189312348,19.874,0.644996118,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,glc-D,140730_5_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670432.18,0.697256217,0.313765298,18.22695,0.644996118,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-2,glc-D,140730_6_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2,17670432.83,1.060398879,0.477179496,16.21434,0.644996118,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,ac,140730_3_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670430.37,0.221654573,0.099744558,0.33483,0.65358187,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,ac,140730_4_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670431.4,0.435497094,0.195973692,0.4195,0.65358187,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,ac,140730_5_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670432.18,0.726661378,0.32699762,0.54121,0.65358187,0.909363069,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,glc-D,140730_1_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670427.8,0.04141294,0.018635823,21.62738,0.65358187,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,glc-D,140730_2_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670429.13,0.098991688,0.04454626,21.42461,0.65358187,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,glc-D,140730_3_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670430.37,0.221654573,0.099744558,20.86512,0.65358187,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,glc-D,140730_4_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670431.4,0.435497094,0.195973692,19.71399,0.65358187,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,glc-D,140730_5_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670432.18,0.726661378,0.32699762,18.01569,0.65358187,,,
OxicEvo04pgiEvo03EPEcoliGlc_Broth-3,glc-D,140730_6_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-3,17670432.83,1.111303361,0.500086512,15.82865,0.65358187,,,
OxicEvo04pgiEvo04EPEcoliGlc_Broth-1,ac,140730_2_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-1,17670430.88,0.12004387,0.054019741,0.48673,0.721944472,,,
OxicEvo04pgiEvo04EPEcoliGlc_Broth-1,ac,140730_3_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-1,17670431.87,0.244146712,0.10986602,0.81252,0.721944472,,,
OxicEvo04pgiEvo04EPEcoliGlc_Broth-1,ac,140730_4_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-1,17670432.95,0.533722389,0.240175075,1.31642,0.721944472,,,
OxicEvo04pgiEvo04EPEcoliGlc_Broth-1,ac,140730_5_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-1,17670433.38,0.729761987,0.328392894,1.52226,0.721944472,,,
OxicEvo04pgiEvo04EPEcoliGlc_Broth-1,ac,140730_6_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-1,17670433.92,1.072508407,0.482628783,1.7526,0.721944472,,,
OxicEvo04pgiEvo04EPEcoliGlc_Broth-1,glc-D,140730_1_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-1,17670429.62,0.048105391,0.021647426,21.83772,0.721944472,,,
OxicEvo04pgiEvo04EPEcoliGlc_Broth-1,glc-D,140730_2_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-1,17670430.88,0.12004387,0.054019741,21.50614,0.721944472,,,
OxicEvo04pgiEvo04EPEcoliGlc_Broth-1,glc-D,140730_3_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-1,17670431.87,0.244146712,0.10986602,20.82994,0.721944472,,,
