,OxicRph-pyrE82_Broth-2,OxicRph-pyrE82_Broth-3,OxicRph-pyrE82_Broth-5,OxicRph-pyrE82_Broth-6,OxicRpoBE546V_Broth-1,OxicRpoBE546V_Broth-2,OxicRpoBE546V_Broth-3,OxicRpoBE546V_Broth-4,OxicRpoBE546V_Broth-5,OxicRpoBE546V_Broth-6,OxicRpoBE672K-rph-pyrE82_Broth-1,OxicRpoBE672K-rph-pyrE82_Broth-3,OxicRpoBE672K-rph-pyrE82_Broth-4,OxicRpoBE672K-rph-pyrE82_Broth-6,OxicRpoBE672K_Broth-1,OxicRpoBE672K_Broth-2,OxicRpoBE672K_Broth-3,OxicRpoBE672K_Broth-4,OxicRpoBE672K_Broth-5,OxicRpoBE672K_Broth-6,OxicWtGlc_Broth-1,OxicWtGlc_Broth-2,OxicWtGlc_Broth-3,OxicWtGlc_Broth-4,OxicWtGlc_Broth-5,OxicWtGlc_Broth-6
glu-L,15.8786655849999,14.7296402749999,14.1092065850002,13.8022661550002,10.6115892105001,12.4880342505002,11.9887645204999,10.6526314604999,12.4164461305003,10.9022873805001,13.4538816650001,15.9823405450003,16.2204553850002,15.1079799449999,10.1082501700001,9.40398794100003,9.30277059500001,10.05571308,12.0344523200001,9.23978861500003,8.80264428400005,9.2030842980001,11.0698998040001,9.49615547599997,9.86389255399992,10.0548332540001
glx,0.936692247999988,0.103067394000003,1.10859500799999,0.160261318000001,0.0382282095000002,0.0192773904999999,0.0877565665000007,0.1560041895,0.345924678500007,0.0714290135000002,0.135330175056961,0.0866671290000007,0.119259283000002,0.108643927000002,0.049644139000001,0.187062074000003,0.0911602080000011,0.129344274000002,0.148350796,0.0544493490000006,0.0174054184999998,0.0566772665000011,0.153838766500001,0.0288193095000004,0.171408128499999,0.0524099484999995
glyc3p,0.0840820250000006,0.138872958999998,0.094454251000001,0.153232755999997,0.134557740499999,0.128527539499999,0.0995198005000012,0.109678817499998,0.106196759499998,0.0833969565000002,0.0608549949999997,0.0767266720000007,0.0664023049999986,0.0811016659999996,0.0760140845000012,0.0739434285000012,0.114631619500002,0.0640735424999989,0.0847718455000005,0.237977708500004,0.0692441899999998,0.089870567999999,0.102592349999998,0.106770140999999,0.0787619800000003,0.13398796
glyclt,0.151026554999999,0.0518177739999999,0.211768702000001,0.0438242090000002,0.0307063774999997,0.0529097304999996,0.0725828374999997,0.0781689084999995,0.147744714500002,0.0564549724999993,0.0329065231445822,0.0601274779999988,0.0518661260000002,0.0407382559999996,0.0243708235,0.0687873405000002,0.0657080774999989,0.063246301500001,0.0882651415000016,0.0458889705,0.0622358055000007,0.075191963499999,0.0414807204999996,0.0579832044999991,0.0940501704999984,0.00910215550000005
gsn,0.00083042200000002,0.00141990799999999,0.000875909999999986,0.00145498899999998,0.000917831999999981,0.00100336300000001,0.000707859000000003,0.000998146000000012,0.000953097999999991,0.000889099000000004,0.000639368999999989,0.00145880290974437,0.000647715000000008,0.00213699908131203,0.00114855700000003,0.00043162754381622,0.000926859000000002,0.00101940499999998,0.000678920360255227,0.00105786799999998,0.000185680332739156,0.000191307009488828,0.000190345667732602,0.000185680332739156,0.000191307009488828,0.000190345667732602
gthox,0.422778997000007,0.312949315000003,0.460289025000006,0.334876711999999,0.324240999999995,0.544810949000003,0.387096830000004,0.398018077000003,0.685725405999995,0.435742036000006,0.299513697000004,0.384593452999995,0.333392365000005,0.45192244600001,0.440306545999992,0.372072318999998,0.401115547000004,0.389034599000008,0.382559548000003,0.375686357999997,0.372929784999997,0.401050687000005,0.365184242999992,0.451011231999997,0.427308245000005,0.372624862999999
gthrd,3.66388763299993,3.23011103899993,3.48358887799997,2.41898155852172,2.58712007299999,2.59991566999998,2.43315483400006,2.172179249,3.07708720600006,2.25734520600004,1.41095618541811,2.58383167900001,0.864379243340489,1.83445256200002,1.82116867800003,1.18175234600001,2.00154313500002,2.01329628600001,1.23554998552035,2.21491622117921,2.06676041702645,1.51246552684712,2.28007594699996,2.25047239336982,1.56592495157882,2.36489424599996
gtp,0.347742697000001,0.376620085000008,0.385658085999996,0.338963619999999,0.206389496000005,0.193616399000004,0.191238147999997,0.211796724999999,0.192567875000002,0.161286114999998,0.157949553,0.186211471,0.107947628000002,0.162779111,0.239399431999999,0.191595575000001,0.153571392000003,0.245534058000003,0.191551315999997,0.170310008000001,0.164549398,0.230799213000004,0.126974876000002,0.173695516000001,0.244760885999996,0.143704658999998
gua,0.000423226680209921,0.000453638178189076,0.000423226680209921,0.000453638178189076,0.00183671699999999,0.00157832700000003,0.00090783800000002,0.00171266599999998,0.00111711599999999,0.00115462700000001,0.000990084999999981,0.001356264,0.00111658682180726,0.000876379000000013,0.00298743400000001,0.00116612400000002,0.00112904400000002,0.00166906600000004,0.00132380300000001,0.00139852600000001,0.00152506000000002,0.00196485199999997,0.00329353899999996,0.00176609999999999,0.00134869799999999,0.00350158999999997
hxan,0.000291090999999999,0.000133287999999999,0.000434403999999999,0.000260292999999997,0.00143691999999997,0.001199879,0.00133884,0.00161652999999997,0.00147174,0.00144651399999997,0.000126001,0.000659677999999997,8.31169999999988e-05,0.000730887000000011,0.000864992500000019,0.000918921499999977,0.00307567149999999,0.00101160550000001,0.000882812499999997,0.00302351149999994,0.000140813085159729,6.51866813268926e-05,0.00176682050000004,9.26725000000008e-05,9.09674999999982e-05,0.00162539949999997
icit,0.00311420400000004,0.0062448430000001,0.00453843000000011,0.00805065700000006,0.00845694549999996,0.0176946604999999,0.0167942444999999,0.0152720874999998,0.0187386415000003,0.0238850984999995,0.00271497600000003,0.0186226509999999,0.00955835000000002,0.01204676,0.0115230435000003,0.0104507955000001,0.0103483974999998,0.00848681250000007,0.0172737704999998,0.0137050384999999,0.00539975700000009,0.00769278799999995,0.0158740109999997,0.00757109300000009,0.00843727400000011,0.0117003320000002
