% header=SampleName	SampleID	Comments	AcqMethod	ProcMethod	RackCode	PlateCode	VialPos	SmplInjVol	DilutFact	WghtToVol	Type	RackPos	PlatePos	SetName	OutputFile
141216_Blank0			140720_McCloskey2013_13CFlux	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02
141216_Blank1			140720_McCloskey2013_13CFlux	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02
141216_Blank2			140720_McCloskey2013_13CFlux	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02
141216_Blank3			140720_McCloskey2013_13CFlux	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02
141216_Blank4			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02
141216_0_OxicWTEcoli13CGlcM9_Filtrate-1-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	1	10	1	0	Unknown	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02_1000x
141209_0_OxicWTEcoli13CGlcM9_Broth-1-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	2	10	1	0	Unknown	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02_1000x
141209_0_OxicWTEcoli13CGlcM9_Broth-2-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	3	10	1	0	Unknown	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02_1000x
141209_0_OxicWTEcoli13CGlcM9_Broth-3-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	4	10	1	0	Unknown	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02_1000x
141216_0_OxicWTEcoli13CGlcM9_Filtrate-4-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	5	10	1	0	Unknown	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02_1000x
141209_0_OxicWTEcoli13CGlcM9_Broth-4-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	6	10	1	0	Unknown	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02_1000x
141209_0_OxicWTEcoli13CGlcM9_Broth-5-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	7	10	1	0	Unknown	3	1	141216_WTEColi_113C80_U13C20_02	14121602\141216_WTEColi_113C80_U13C20_02_1000x
