% header=SampleName	SampleID	Comments	AcqMethod	ProcMethod	RackCode	PlateCode	VialPos	SmplInjVol	DilutFact	WghtToVol	Type	RackPos	PlatePos	SetName	OutputFile
140820_0_QC_Broth-1			140718_McCloskey2013	none	CStk1-03	VT54		10	1	0	QC	3	1	140826_genomatica01	14082602\140826_genomatica01
140826_Blank0			140718_McCloskey2013	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	7	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	5	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-2-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	6	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-3-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	7	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-3-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	5	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	6	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_QC_Broth-2			140718_McCloskey2013	none	CStk1-03	VT54		10	1	0	QC	3	1	140826_genomatica01	14082602\140826_genomatica01
140826_Blank1			140718_McCloskey2013	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Filtrate-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	4	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Broth-1-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	1	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Broth-2-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	2	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Broth-3-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	3	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Filtrate-4-10.0x			140718_McCloskey2013	none	CStk1-03	VT54	4	10	1	0	Unknown	3	1	140826_genomatica01	14082602\140826_genomatica01
