% header=SampleName	SampleID	Comments	AcqMethod	ProcMethod	RackCode	PlateCode	VialPos	SmplInjVol	DilutFact	WghtToVol	Type	RackPos	PlatePos	SetName	OutputFile
140716_Blank0			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	54	10	1	0	Solvent	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140710_0_OxicEvo04EcoliGlcM9_Filtrate-1-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	54	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140710_0_OxicEvo04EcoliGlcM9_Broth-1-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	1	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140710_0_OxicEvo04EcoliGlcM9_Broth-2-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	2	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140711_0_OxicEvo04EcoliGlcM9_Broth-3-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	3	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140711_0_OxicEvo04EcoliGlcM9_Broth-4-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	4	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140710_0_OxicEvo04EcoliGlcM9_Filtrate-5-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	54	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140710_0_OxicEvo04EcoliGlcM9_Broth-5-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	1	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140710_0_OxicEvo04EcoliGlcM9_Broth-6-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	2	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140711_0_OxicEvo04EcoliGlcM9_Broth-7-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	3	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
140711_0_OxicEvo04EcoliGlcM9_Broth-8-1000.0x			140719_McCloskey2013_13CFlux	none	CStk1-03	VT54	4	10	1	0	Unknown	3	1	140716_Isotopomer_ALEsKOs01	14071602\140716_Isotopomer_ALEsKOs01_1000x
