,OxicEvo03Glc_Broth-1,OxicEvo03Glc_Broth-2,OxicEvo03Glc_Broth-3,OxicEvo03Glc_Broth-4,OxicEvo03Glc_Broth-5,OxicEvo03Glc_Broth-6,OxicEvo04Glc_Broth-1,OxicEvo04Glc_Broth-2,OxicEvo04Glc_Broth-3,OxicEvo04Glc_Broth-4,OxicEvo04Glc_Broth-5,OxicEvo04Glc_Broth-6,OxicEvo08Glc_Broth-1,OxicEvo08Glc_Broth-2,OxicEvo08Glc_Broth-3,OxicEvo08Glc_Broth-4,OxicEvo08Glc_Broth-5,OxicEvo08Glc_Broth-6,OxicEvo09Glc_Broth-1,OxicEvo09Glc_Broth-2,OxicEvo09Glc_Broth-3,OxicEvo09Glc_Broth-4,OxicEvo09Glc_Broth-5,OxicEvo09Glc_Broth-6,OxicWtGlc_Broth-1,OxicWtGlc_Broth-2,OxicWtGlc_Broth-3,OxicWtGlc_Broth-4,OxicWtGlc_Broth-5,OxicWtGlc_Broth-6
adpglc,0.00184096836237996,0.00120625627990001,0.00107776469403999,0.000815194889308008,0.000994263456937988,0.00130216329966,0.00109139751387,0.000890955877265983,0.000791819053506004,0.000869512555129009,0.000642269181540988,0.000992992028020973,0.000891479545454989,0.000946823856266989,0.00116410019875999,0.000614391212120999,0.000985819036670027,0.0010584525867,0.000818817544917997,0.00130375765040001,0.00103756935426002,0.000855320042236991,0.000743173107598423,0.00117968677849998,0.00180075419737996,0.00264558689024003,0.00118772624375844,0.00110982657658,0.00110474651238,0.00142521982888999
akg,0.0476117178913,0.0612995667863014,0.0536837604304009,0.0453815659837009,0.0567399973085988,0.0486773516872011,0.0408977098448993,0.054791280614401,0.0510812174305997,0.0408151546273005,0.0608986383526987,0.0475703726861005,0.0413278060606003,0.0536366716779,0.0339753833247008,0.0407510820455004,0.052457428958801,0.0327574027106004,0.062634757223799,0.0385487496267992,0.0500605409452012,0.0636278209641005,0.0389474113674003,0.0472837952741992,0.0287148430589996,0.0273934454684007,0.0309364786861004,0.0294575198607995,0.0263411296655997,0.0290505030718002
amp,0.0544067086670009,0.0452090357854995,0.0370655687308001,0.0569416227036987,0.0406176938795994,0.0383357004831002,0.0324456911544999,0.0490505937803006,0.0353800557087995,0.0390038530551996,0.0502424891897992,0.0284753209394995,0.0462942704545005,0.0559270634359007,0.0450291120088997,0.0574307723485015,0.0466628832094998,0.0533106546693013,0.0300200138274,0.0376764666368003,0.0417656207611995,0.0347531736893,0.0360000960964008,0.0374411451117995,0.0391610257984995,0.0330510798919006,0.0240721040629997,0.047056457514301,0.0368094081439,0.0293631421491005
arg-L,0.163504802145002,0.113779555492998,0.381037105578002,0.266997045923004,1.32816224029998,0.604890733065989,0.147062700164002,0.156567226792001,0.440678908825007,0.300160800978004,0.772462840463013,0.489585743093994,0.625259831689997,0.0375916462960005,0.356940904057007,0.517833140781009,0.40808440783599,0.926675375842016,0.435369391849991,0.671138081174002,0.444457068243009,1.13780172626002,1.85044196702001,0.51411131517601,0.251942246388005,0.852539582097018,0.402211934742009,0.617557824499999,0.771658347572007,1.09317775045998
asn-L,0.0903104392120999,0.149098784162002,0.126907859352998,0.0954377875006998,0.138070031469997,0.106974968580001,0.142001187818,0.0837832929578996,0.0869960644877016,0.0907841323157005,0.102662902149002,0.0676836075173009,0.0485140900044008,0.183750509743997,0.165934853864002,0.123277087429002,0.122726804254998,0.179586168747998,0.180712317598998,0.147634264081003,0.0847400987948004,0.199368415245003,0.100982637998001,0.287454687900001,0.105855825245999,0.199661569733998,0.106751378791999,0.117711093878,0.114840108051997,0.217547543046003
asp-L,161.479714832998,178.228407643998,135.090313545999,166.540366033997,145.616502840001,141.603378251002,162.905205186,196.535441620004,173.664931926995,131.457083832003,156.237681657,158.460665413002,154.228381145,171.677483893,186.654007774,165.653776068998,180.959940266001,192.643191220004,166.09262408,186.328509201997,221.823633688997,178.882415579,201.036534840001,204.288965488997,183.081676183998,219.229195638998,155.178652293999,166.358920553001,199.571971414998,160.018556655003
atp,4.09751006829995,3.87892652611993,4.04402698542992,4.40646284738988,3.50743912280996,3.8280815162501,2.62819630193004,2.65795941088998,3.82969701882994,2.93117653204994,2.44011012521999,4.15839359547,3.59148893712005,4.05470140829996,4.24375972822005,3.43086696363993,3.04961396872007,4.23344856693993,3.25691499229003,3.43702836897,3.28325324855997,3.07062061042004,3.09067058889002,3.28659318542997,3.73638642916003,5.00730759539,3.8244455600801,4.10098877661996,4.79283923342002,4.77771859169996
camp,0.00264025913724999,0.00197297634529002,0.00105498976370999,0.00304952275791003,0.00216082801992995,0.00207841038294005,0.00301279538448996,0.00436319747237001,0.00259765246716003,0.00259482794601996,0.00392315561543999,0.00108482756542003,0.00162495579307003,0.000719904384920987,0.00202486267376001,0.00155226056580003,0.00136305127207998,0.00153319759136999,0.00230072963669996,0.00237251618529003,0.00465621806554998,0.00168933700462003,0.00214782117484002,0.00332309035991996,0.00167445115947997,0.00229385935522998,0.00155908950643997,0.00219776862466996,0.00239946980422997,0.00303342116255001
cit,0.716216646693996,0.429533458517995,0.552111514666007,0.759469640491982,0.57255143599001,0.476822778023988,0.532661955416005,0.511366424338005,0.434345446089995,0.557839564339994,0.490793212424993,0.384596836035997,0.355431476924995,0.439950464205995,0.308159012207,0.331436606545996,0.538461496367002,0.424280898513004,0.443144234193011,0.503253752965989,0.498456921756997,0.705786803413996,0.572308715179995,0.631832056407006,0.312954043701001,0.344281639868997,0.233311757248003,0.230291618639001,0.272878146012999,0.252673348817005
citr-L,0.0306351504959003,0.0266736583836004,0.0170452494072998,0.0422755744242999,0.0192620864138998,0.0194134921609003,0.0209002570855003,0.0247487124353005,0.0215164478825,0.0173254493247997,0.0204699308697002,0.0190204187365002,0.0197740519249002,0.0304277430630007,0.0190394398735997,0.0219418883642997,0.0432893509216993,0.0147811795613998,0.0126927086917999,0.0345064769335004,0.0212534469569999,0.0256719718151999,0.0185096047323998,0.0330957509793996,0.0261904655326004,0.0233656382212999,0.0246856221873995,0.0180292968185004,0.0412029767744997,0.0166762573638
cmp,0.0345526770293998,0.0253812386363998,0.0247245524995998,0.0392212586355996,0.0386678373206001,0.0295588104780002,0.0319182563309004,0.0367793916044003,0.0294406116870005,0.0331207341905004,0.0451107310259999,0.0396473425414996,0.0331088260606007,0.0360068175922995,0.0388692795109002,0.0468690371211997,0.0419869434619002,0.0498665754263001,0.0265405332361004,0.0294652219548005,0.0337593578644003,0.0262673728713995,0.0380942670548,0.0524113746391994,0.040047217342299,0.0453349385624995,0.0280619961744006,0.0358635619368997,0.0581090331669998,0.0340286290139997
coa,0.222451422310998,0.157326498051001,0.168855900989001,0.227420903784002,0.167547811448998,0.175682134703001,0.142086292227999,0.203575904355004,0.147359923367999,0.143426989873003,0.193783645637003,0.149726919928999,0.188483682190999,0.238880791018003,0.137638911050002,0.213048761206003,0.199241421766002,0.139824629594999,0.198878068601003,0.137572890819001,0.149502382399999,0.185268735502004,0.123964870498,0.135552080452,0.198822840540999,0.201596152776003,0.219569541044997,0.249432130877004,0.200813405755005,0.228842754804995
ctp,0.142992545140999,0.120471213117998,0.0967691099399988,0.159394528869998,0.136808603966999,0.117817307129001,0.0896732934094006,0.113992074685001,0.136973646111001,0.0874481307796011,0.119060963142002,0.145256958364998,0.113458366212001,0.105110232726001,0.130313262184999,0.137277096061,0.136505398832998,0.146907372105003,0.0921869104485003,0.0988809988431001,0.0811908318001002,0.104739514111999,0.120133819320002,0.0877419154039995,0.0928705538492989,0.173148359316998,0.163855333464997,0.139251072993003,0.177286511109998,0.134684758215998
dadp,0.0120979362929999,0.0108201623803998,0.0124773373224998,0.0115119952111999,0.0112102160088002,0.0104042221124001,0.00956757033362014,0.00739701051611986,0.00637874683023009,0.00705951815691997,0.00577664331672992,0.00654710837453992,0.00837888484848006,0.00840490397654017,0.00811542530821991,0.00807809098485008,0.00939458642849008,0.00751324835811017,0.00645940592317011,0.00883519863038988,0.00919840900072011,0.00726719914857015,0.00912023921481009,0.00756350577201008,0.00917331623668998,0.00895890740484005,0.00760264096185993,0.00753874989761988,0.00692550235588009,0.00717233133574988
damp,0.00139938088789003,0.000953093600478011,0.00118352025692,0.00195967910975002,0.00101245693780003,0.00133460492607,0.00109630228339999,0.00109956352912999,0.00133908155825998,0.00111486537913998,0.0012038178013,0.000860613747305981,0.000824205833332987,0.00107075116448553,0.000851828623689013,0.000963481893939015,0.0014494380333172,0.000985471252447988,0.00101461475931999,0.00116028278473999,0.00134023250361002,0.00108626692812998,0.00140335833707,0.00165166314934996,0.00125567823504999,0.00122861442166,0.000735681252826998,0.00112830794430999,0.00130133361050003,0.000687912709181004
datp,0.0656378362969007,0.0593630707735002,0.057702295417899,0.0625676215850017,0.0619585529305993,0.0610340271373015,0.0357684343434,0.0405184050262997,0.0419347548973,0.0390992463365999,0.0379838804137003,0.0444515401927009,0.052851219469701,0.0507128293390995,0.0450179794619007,0.0532047967423993,0.0448744452304998,0.0555469330424003,0.0459862311443994,0.0595938638229986,0.0514862432358996,0.0485251991987995,0.0521535439058007,0.0492031602633011,0.0635876485463013,0.0634119163432989,0.0683950992197993,0.0669559282351015,0.0749606214199996,0.0466244373775007
dcdp,0.0209207184213001,0.0118164738836003,0.0162274965232001,0.0174181629769001,0.0114179714912001,0.0147733069828998,0.0107934121141001,0.0118128033762001,0.0128909969728999,0.0144384629748,0.0139427339318003,0.0103568610529999,0.0181789318938997,0.0172106720906,0.0184857107674003,0.0244072399999997,0.0162929141611002,0.0152360395063002,0.0136403412147997,0.0115581410221998,0.0108775550702999,0.0111901472116999,0.0161344010050004,0.0136860930393002,0.0125213357903,0.0114663243717998,0.00667631897332011,0.00937647880835005,0.0108322112896999,0.00775971656867008
dcmp,0.00298904282462006,0.00140917633573001,0.00195608155833997,0.00236751952818003,0.00159860067782997,0.00170838996852997,0.00201269926375996,0.00207242329113001,0.00173475981045001,0.00152037923247,0.00342106579494003,0.00164525833650002,0.00189480530303004,0.00193855603701998,0.00184297060432997,0.00170896477272998,0.00192712526529997,0.00210822452183,0.00206424066439003,0.00184846936110001,0.00201976361832995,0.00219118848886997,0.00165447464173997,0.00246152552309002,0.00112528357903,0.00144455423133999,0.000850649781396014,0.00157268847255998,0.00153156665743002,0.00118810361072998
dctp,0.0541848195359992,0.0577142443181989,0.0536434318730988,0.0522042593028991,0.0513602887759013,0.0524925587396008,0.0348206266004995,0.0434871858136008,0.0556288683117998,0.0341123347027005,0.0408708422408994,0.0493152447064992,0.0427598975000001,0.0443796379407004,0.0478207128557008,0.0484974182575991,0.050987252461399,0.0487621296376002,0.0455231234915991,0.0501479215181013,0.0380804285714001,0.0523030944957997,0.0477092425174992,0.0511510675504995,0.0418203473587008,0.0531959862343001,0.0445546185738001,0.0421157026002993,0.051546410638401,0.0380622287238002
dgdp,0.00724903320771997,0.00600585087719006,0.00539768326379995,0.00667808476605009,0.00770251973684014,0.00672112117552004,0.00563613974250013,0.00563950731631001,0.00482920311906012,0.00574279902902011,0.00578116611318993,0.00575730252313994,0.00577579515151991,0.00628730780567999,0.00482719696969989,0.00537776219696998,0.00708558048873994,0.00534091413180997,0.00517888022927993,0.00778647092850004,0.00717030176767987,0.00690205928198015,0.0064440584415601,0.00617414826839992,0.00729829944716994,0.0067669624214701,0.00453474662670997,0.00737851259214016,0.00653106776607992,0.00518281735262994
dhap,0.286975934310994,0.229858996710995,0.275149555061002,0.227825005396996,0.204786332435995,0.199645563973,0.256109629748005,0.264784135100998,0.236462053538154,0.157285820884996,0.158306101079003,0.170652359817002,0.196228858105997,0.181084577658995,0.217461754017996,0.162264352424,0.178198925613003,0.236321012644999,0.275363050499003,0.282908057545999,0.188970441918997,0.159614287175003,0.140239291872004,0.160605049422998,0.248755480753003,0.312166893246001,0.197633186247003,0.220123276208,0.222562861350005,0.175542100011
dtdpglu,0.000232780263777995,0.000173156299841001,0.000240065510173998,0.000250376236457995,0.000249186204146996,0.000189289086516998,0.000486732910086996,0.000383089802130993,0.000405104760998992,0.000499048495519006,0.000415179967483009,0.000629090909091013,0.000257400075758001,0.000144307127697001,0.000101051892498999,0.000149959090908999,0.000146543302676997,0.000139850717248998,0.000463483507643011,0.000761500876997001,0.000428925595237995,0.000567987815097998,0.000539710031348005,0.000497008567820991,0.000452133497133008,0.00051411238913501,0.000291339043418997,0.000329467444717008,0.000528876570583991,0.000276425071611999
dtmp,0.00548534794609994,0.00529647053102998,0.00504771937146007,0.00594936192003993,0.00569525850950002,0.00507711349384008,0.00525327618660009,0.00631997015941993,0.0068282628657401,0.00569901251111003,0.00592230982318013,0.00659532512008008,0.00484260115615004,0.00499512323786,0.00464472681577995,0.00487354411069002,0.00476824963805004,0.00471955628923002,0.00446289474330006,0.00519779431348003,0.0046426491736601,0.0045024991110899,0.00503971484267006,0.00484966035692002,0.00758364625939012,0.00831225278319003,0.00655524225769997,0.00753077658290007,0.00894073982586998,0.00722539688230015
dttp,0.0296045972942994,0.0370238642627001,0.0304811560218996,0.0398031053999,0.0278618172132996,0.0351526877338992,0.0421310429387993,0.0373059208102001,0.0548029630403006,0.0334530321086001,0.0387226449868999,0.0516415935398998,0.0550181449632991,0.058069951538899,0.0527607336380009,0.055872970417901,0.0536064411184988,0.0551229244145992,0.0326685845314998,0.0340784326882005,0.0344373415023003,0.0325511571045995,0.0383486981195993,0.0308506845758994,0.0398389873029999,0.0672682614103993,0.0522030260439994,0.0513157585969993,0.0538735483884008,0.0328835465475992
dump,0.00633056052755991,0.00619783871611007,0.00730883444956998,0.00640606276495986,0.00684296580941002,0.00681034685624013,0.00434322111965005,0.00381510325861001,0.0061727590496999,0.00369321436193006,0.00368130015912993,0.00543062571319997,0.00296920856060993,0.00345545926187995,0.00449930766792997,0.00347143492423996,0.00415140741068006,0.00493174674501996,0.00600707369603004,0.00633696176667996,0.00897222393579,0.00547874589366991,0.00688700636288988,0.00839465277778008,0.00280126740377004,0.00245405095158997,0.00268269325720003,0.00317026914414007,0.0047048753926501,0.00332716370798003
dutp,0.00218736654106004,0.00201195643938995,0.00177023084101996,0.00292093833412006,0.00228086971691003,0.00264615877983006,0.00225407419263002,0.00224931774941,0.00293007028971995,0.00195421797197003,0.00178401376782,0.00287025722707994,0.00293802886363995,0.00168914411626003,0.00342128060548006,0.00207781954545004,0.00173374985260999,0.00264188925855996,0.00230754977875995,0.00187430577324999,0.00186798069986004,0.00156289663784002,0.00177074917898001,0.00148989844876997,0.00235379617117,0.00290783813747005,0.00164427766471003,0.00185293120392998,0.00321186033351995,0.00134556950098001
f6p,0.0818537072146005,0.059447604864401,0.0783561014127,0.078477799105001,0.0666487668461002,0.0587131554677001,0.0640122793961012,0.0887025420299017,0.0954564660199999,0.130563366588003,0.095633432959701,0.0837148681374009,0.108411985226998,0.0895597052971008,0.109514846612999,0.103246157803,0.102481768217,0.124164970115001,0.0719284524168988,0.0914737298477015,0.0714887371933995,0.117124397626998,0.101029722532999,0.0875482211399982,0.0994046997337995,0.0838477870934996,0.0609211520993985,0.105414652744002,0.104342991731001,0.0782133649932021
fad,0.0202840665651998,0.0159731101877996,0.0191042562427,0.0263228222569003,0.0157011741830003,0.0184990523926001,0.0190151052059001,0.0180319345766998,0.0166927754476999,0.0104269495294999,0.0157303143505003,0.0148925029264003,0.0176677187763999,0.0257282001984001,0.0180590257196001,0.0150828122612997,0.0165564339709996,0.0132241544786998,0.0135368219482999,0.0285581905178996,0.0214940263173998,0.0130654382831997,0.0191948367524001,0.0125546489725002,0.0217588169368998,0.0160832433698004,0.0163383650079002,0.0159332898074997,0.0205942685221995,0.0113821644763999
fdp,1.28857211199002,0.991188276316023,1.20074161634001,1.20802341518,0.88302727452199,1.22518192981001,0.866723498186016,0.877882276531985,1.23813722740001,0.920210234385992,0.990508882489024,1.11602425906997,0.967852015151978,1.29518127799998,0.893877294330993,1.10997151363997,1.27170494119,0.809953285228998,0.994828600998979,1.09425853859001,1.00630373286001,0.90593540996201,1.14691875373001,1.03309208784001,1.04737999999998,1.26436568043002,0.968000581372986,1.30626902744,1.40183989398998,1.05908904625002
fum,0.470186794747005,0.500500188256009,0.36032172422,0.590864419373997,0.505126716765004,0.417582409514994,0.366725277187997,0.467394980192008,0.348824083663999,0.377284320170004,0.466928556451009,0.376997990964009,0.414286328339997,0.46392524317201,0.315098954928999,0.401452412507008,0.540278248786993,0.362323172508996,0.477554551009988,0.452780569064999,0.476200546198004,0.435439834934003,0.459473563821989,0.493000052329993,0.342519233966999,0.322840132275001,0.293044473699006,0.420528886403006,0.386510445930009,0.268963148413001
g1p,0.0375671880396998,0.0268933941387995,0.0312691667582001,0.0310342248587004,0.0250231593899999,0.0260371232249996,0.0373924640773995,0.0345250660717006,0.0338924253518008,0.0322718879818995,0.0351542982045997,0.0356320403037,0.0247313090908997,0.0233009338520998,0.0325107773073006,0.0309478166666999,0.0290341500117997,0.0282232090391004,0.0245376029934004,0.0302853548103997,0.0326442362012998,0.0262797418040997,0.0390729664875001,0.0339832024710994,0.0550838629197012,0.0452846473114994,0.0352818407017994,0.0600593932228007,0.0571365176922001,0.0398727246343996
g3p,135.27866492,143.416577451998,151.452391853002,147.593919570997,166.637545753999,139.537174187998,124.744253628,143.80082875,129.110951723997,115.144364330001,135.396000414999,123.453511871002,136.996108409001,113.414728068998,120.123648822001,137.229160985004,148.338544540999,144.253825253002,107.125685924999,165.309151646001,168.353541757,123.883021923,141.961022820996,131.940194174003,165.991757473003,173.011698425,156.619542533998,145.675144451001,168.242224916999,156.251218622999
g6p,0.607884464692005,0.547843050737996,0.670020775233988,0.493031816612006,0.478897099381994,0.509342238600013,0.550233505388001,0.598325611422001,0.625041622447996,0.578961013923999,0.506010538864995,0.611376304599003,0.653122412500008,0.707884764694996,0.575667130717992,0.609980306439001,0.46598237118299,0.536681400147007,0.519830112211995,0.657179766383013,0.687434126443007,0.47182523313899,0.669352820103996,0.490332962120991,0.550496865888995,0.695812573678991,0.556621245666001,0.624683700962007,0.519099940987996,0.525228548828006
gam6p,0.0707085385265016,0.0694763121013008,0.0679926100681014,0.0721106096915003,0.0726765227273001,0.0855791790183998,0.062948719856999,0.0592696452538992,0.0883042146094987,0.0631313464753007,0.0638407652726012,0.0649076107043012,0.0848917478787996,0.0801830911744003,0.0786657319392007,0.0781723985606008,0.0774083865404987,0.0724842957138004,0.0696777271889017,0.0657993189281996,0.0621948189934987,0.0538401618228991,0.0640166657337016,0.0737295540224006,0.0762915218058994,0.0747812303677002,0.0679584722222013,0.0544190509828009,0.0774123919068996,0.0646676262625989
gdp,0.0959449068456015,0.0884768537418991,0.0829619050675009,0.0820354344990006,0.0908243344038009,0.0882078295294994,0.0609896967028991,0.0771135854261997,0.0704042591448005,0.0701096387288,0.0752653120243992,0.0628482552777001,0.101638804090999,0.0844697013912993,0.0802221853755995,0.103914937273,0.108267406186998,0.0853106867151,0.0663632085512005,0.0732965090872,0.0826183766234007,0.0718063283555005,0.0948384295230985,0.0757132519840991,0.062925710585601,0.0856070179692992,0.0552163050278994,0.0559854294635989,0.0675468214153997,0.061988144127801
gln-L,0.965789678912989,1.04432700258999,0.902928897305994,1.24528084078998,0.992018577950973,0.553955877890995,1.17705455701002,1.03865420039003,0.970518863318974,0.910201179932989,1.67599421786002,0.992050129960973,1.46865264166998,1.25129941118,1.32667400334001,0.878708208333015,0.94120656320001,1.28102431948,1.04822740429998,0.855782617368017,1.12198179472999,1.39558262772,1.17670938012998,0.681491200758006,1.44110025594,1.21518876339998,1.40248379033003,1.81455652845995,1.89851859178998,1.86150164423998
glu-L,8.87133842131994,8.87223623764009,8.67399351344005,8.92777504304001,8.8259870809399,10.2443131691999,7.89356430275989,8.86984177362984,8.69539012544009,9.06703967355013,8.56776668368998,7.54846084703988,7.99706964993016,9.24418762853015,7.71029608309988,8.2266631271998,10.1927329357002,8.35285046003993,10.6936491700999,8.64184304418996,9.41298338914016,9.60009170659016,9.3959787370101,10.2552162354999,9.36461717826008,10.7103533057998,7.48715253743007,8.90343303412009,8.21544426110995,8.47385284650023
glx,0.96015253517499,0.342083747125002,0.624169833884014,0.357335850843997,0.703949135880985,0.670090777355727,0.514021951566988,0.98895216937101,0.90052886850299,0.438276617060008,0.695766989662996,0.349153386697996,0.209540030494999,0.0789432785762996,0.672572386068999,0.467306431253004,0.315122257323003,0.141200239940001,1.32419133573998,0.585338807513998,1.25883887692999,0.541498588024006,0.383109230337994,0.526716166789994,1.20885771247002,1.24734169528003,0.936197825917014,0.647687215949989,1.84338469002,0.418759181073011
glyc3p,0.0875148168016009,0.0704031621528998,0.0724651163578992,0.0782854206051991,0.0622699139471991,0.0673476765613986,0.0777596368170008,0.0980588605905987,0.0606519596370991,0.063487167404601,0.0995884611337018,0.065185105161399,0.0801481543361006,0.0896397120277005,0.108191375291,0.0890966645633996,0.0827624021585988,0.0854913863809991,0.0585676168256996,0.0696351409588001,0.0792700373456993,0.0606361046910994,0.0689237899175996,0.0700668202642008,0.069994815002501,0.0817257520967008,0.0681089479820985,0.0640571997280989,0.0813299471725007,0.0538732171664992
glyclt,0.275872210300003,0.16606232515241,0.0690832776582004,0.0926661378196012,0.176036531048996,0.0109036926779999,0.117770969877998,0.243461398909004,0.185366350347002,0.151480431394999,0.203796085501003,0.144692877782003,0.0698325426427999,0.0369405044786005,0.185777140390002,0.255286709081993,0.0694540782759012,0.0606927922503999,0.326415761554,0.242833812319994,0.372568226511005,0.229429960902997,0.171316175545998,0.120178080588002,0.263176900468004,0.239492312919998,0.164755659522998,0.206914678417001,0.484690468406996,0.175517735319003
