"id","mapping_id","rxn_id","rxn_description","reactants_stoichiometry_tracked","products_stoichiometry_tracked","reactants_ids_tracked","products_ids_tracked","reactants_mapping","products_mapping","rxn_equation","used_","comment_","reactants_elements_tracked","products_elements_tracked","reactants_positions_tracked","products_positions_tracked"
882,"central02","TYRTA_reverse","","{-0.5,-0.5,-1}","{1,1}","{34hpp_c,34hpp_c,glu_DASH_L_c}","{akg_c,tyr_DASH_L_c}","{fghijklmn,fghinmlkj,abcde}","{abcde,fghijklmn}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8]]"
883,"central02","UMPK","","{-1,-1}","{1,1}","{atp_c,ump_c}","{adp_c,udp_c}","{abcdefghij,klmnopqrs}","{abcdefghij,klmnopqrs}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8]]"
884,"central02","UMPK_Full","","{-1,-1}","{1,1}","{atp_c,ump_c}","{adp_c,udp_c}","{abcdefghij,klmnopqrs}","{abcdefghij,klmnopqrs}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8]]"
885,"central02","ASPCT","","{-1,-1}","{1}","{cbp_c,asp_DASH_L_c}","{cbasp_c}","{a,bcde}","{cdeab}","",t,"","[[""C""], [""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0], [0, 1, 2, 3]]","[[0, 1, 2, 3, 4]]"
886,"central02","DHORD2","","{-1}","{1}","{dhorS_c}","{orot_c}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
887,"central02","DHORTS","","{-1}","{1}","{cbasp_c}","{dhorS_c}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
888,"central02","OMPDC","","{-1}","{1,1}","{orot5p_c}","{ump_c,co2_c}","{abcdefghij}","{abcdefghi,j}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0]]"
1178,"full01","MTHFR2","","{-1}","{1}","{mlthf_c}","{5mthf_c}","{a}","{a}","",t,"","[[""C""]]","[[""C""]]","[[0]]","[[0]]"
889,"central02","ORPT","","{-1,-1}","{1}","{orot_c,prpp_c}","{orot5p_c}","{abcde,fghijfghijabcde}","{""""}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]]","[]"
908,"full01","ACt2rpp","","{-1}","{1}","{ac_p}","{ac_c}","{ab}","{ab}","",t,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
890,"central02","UMPSYN_aerobic","[ASPCT,DHORTS,DHORD2,ORPT,OMPDC]","{-1,-1,-1}","{1,1}","{cbp_c,prpp_c,asp_DASH_L_c}","{ump_c,co2_c}","{a,bcdef,ghij}","{bcdefahij,g}","",t,"","[[""C""], [""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C""]]","[[0], [0, 1, 2, 3, 4], [0, 1, 2, 3]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0]]"
891,"central02","ASPCT","","{-1,-1}","{1}","{cbp_c,asp_DASH_L_c}","{cbasp_c}","{a,bcde}","{cdeab}","",t,"","[[""C""], [""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0], [0, 1, 2, 3]]","[[0, 1, 2, 3, 4]]"
892,"central02","DHORD5","","{-1}","{1}","{dhorS_c}","{orot_c}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
893,"central02","DHORTS","","{-1}","{1}","{cbasp_c}","{dhorS_c}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
894,"central02","OMPDC","","{-1}","{1,1}","{orot5p_c}","{ump_c,co2_c}","{abcdefghij}","{abcdefghi,j}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0]]"
895,"central02","ORPT","","{-1,-1}","{1}","{orot_c,prpp_c}","{orot5p_c}","{abcde,fghijfghijabcde}","{""""}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]]","[]"
896,"central02","UMPSYN_anaerobic","[ASPCT,DHORTS,DHORD5,ORPT,OMPDC]","{-1,-1,-1}","{1,1}","{cbp_c,prpp_c,asp_DASH_L_c}","{ump_c,co2_c}","{a,bcdef,ghij}","{bcdefahij,g}","",t,"","[[""C""], [""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C""]]","[[0], [0, 1, 2, 3, 4], [0, 1, 2, 3]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0]]"
897,"central02","VALTA","","{-1,-1}","{1,1}","{akg_c,val_DASH_L_c}","{3mob_c,glu_DASH_L_c}","{abcde,fghij}","{fghij,abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]"
898,"central02","VALTA_reverse","","{-1,-1}","{1,1}","{3mob_c,glu_DASH_L_c}","{akg_c,val_DASH_L_c}","{fghij,abcde}","{abcde,fghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]"
899,"central02","Htex","","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
900,"full01","ABTA","","{-1,-1}","{1,1}","{4abut_c,akg_c}","{glu_DASH_L_c,sucsal_c}","{abcd,efghi}","{efghi,abcd}","",t,"","[[""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3]]"
901,"full01","ACKr","","{-1}","{1}","{ac_c}","{actp_c}","{ab}","{ab}","",t,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
902,"full01","ACKr_reverse","","{-1}","{1}","{actp_c}","{ac_c}","{ab}","{ab}","",t,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
903,"full01","ACODA","","{-1}","{1,1}","{acorn_c}","{ac_c,orn_c}","{abcdefg}","{fg,abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6]]","[[0, 1], [0, 1, 2, 3, 4]]"
904,"full01","ACOTA","","{-1,-1}","{1,1}","{acorn_c,akg_c}","{acg5sa_c,glu_DASH_L_c}","{abcdefg,hijkl}","{abcdefg,hijkl}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4]]"
905,"full01","ACOTA_reverse","","{-1,-1}","{1,1}","{acg5sa_c,glu_DASH_L_c}","{acorn_c,akg_c}","{abcdefg,hijkl}","{abcdefg,hijkl}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4]]"
906,"full01","ACS","","{-1,-1}","{1}","{ac_c,coa_c}","{accoa_c}","{ab,ABCDEFGHIJKLMNOPQRSTU}","{ABCDEFGHIJKLMNOPQRSTUab}","",t,"","[[""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]"
907,"full01","ACS","","{-1}","{1}","{ac_c}","{accoa_c}","{ab}","{ab}","",f,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
1033,"full01","EX_co2_LPAREN_e_RPAREN_","","{-1}","{}","{co2_e}","{}","{a}","{""""}","",t,"","[[""C""]]","[]","[[0]]","[]"
911,"full01","Actex_reverse","","{-1}","{1}","{ac_p}","{ac_e}","{ab}","{ab}","",t,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
912,"full01","ACALD_reverse","","{-1}","{1,1}","{accoa_c}","{acald_c,coa_c}","{ABCDEFGHIJKLMNOPQRSTUab}","{ab,ABCDEFGHIJKLMNOPQRSTU}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]"
913,"full01","ACALD_reverse","","{-1}","{1}","{accoa_c}","{acald_c}","{ab}","{ab}","",f,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
914,"full01","ALCD2x","","{-1}","{1,1}","{accoa_c}","{coa_c,etoh_c}","{ABCDEFGHIJKLMNOPQRSTUab}","{ABCDEFGHIJKLMNOPQRSTU,ab}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [0, 1]]"
915,"full01","ALCD2x","","{-1}","{1}","{accoa_c}","{etoh_c}","{ab}","{ab}","",f,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
916,"full01","ACALD","","{-1,-1}","{1}","{acald_c,coa_c}","{accoa_c}","{ab,ABCDEFGHIJKLMNOPQRSTU}","{ABCDEFGHIJKLMNOPQRSTUab}","",t,"","[[""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]"
917,"full01","ACALD","","{-1}","{1}","{acald_c}","{accoa_c}","{ab}","{ab}","",f,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
918,"full01","ALCD2x_reverse","","{-1,-1}","{1}","{etoh_c,coa_c}","{accoa_c}","{ab,ABCDEFGHIJKLMNOPQRSTU}","{ABCDEFGHIJKLMNOPQRSTUab}","",t,"","[[""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]"
919,"full01","ALCD2x_reverse","","{-1}","{1}","{etoh_c}","{accoa_c}","{ab}","{ab}","",f,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
920,"full01","ADK1","","{-1,-1}","{1,1}","{amp_c,atp_c}","{adp_c,adp_c}","{abcdefghij,klmnopqrst}","{abcdefghij,klmnopqrst}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
921,"full01","ADK1","","{-1,-1}","{1,1}","{amp_c,atp_c}","{adp_c,adp_c}","{abcdefghij,klmnopqrst}","{abcdefghij,klmnopqrst}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
922,"full01","ADK3","","{-1,-1}","{1,1}","{amp_c,gtp_c}","{adp_c,gdp_c}","{abcdefghij,klmnopqrst}","{abcdefghij,klmnopqrst}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
923,"full01","ADK3","","{-1,-1}","{1,1}","{amp_c,gtp_c}","{adp_c,gdp_c}","{abcdefghij,klmnopqrst}","{abcdefghij,klmnopqrst}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
924,"full01","AGPR","","{-1}","{1}","{acg5sa_c}","{acg5p_c}","{abcdefg}","{abcdefg}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6]]","[[0, 1, 2, 3, 4, 5, 6]]"
925,"full01","AGPR_reverse","","{-1}","{1}","{acg5p_c}","{acg5sa_c}","{abcdefg}","{abcdefg}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6]]","[[0, 1, 2, 3, 4, 5, 6]]"
926,"full01","ALAR","","{-1}","{1}","{ala_DASH_L_c}","{ala_DASH_D_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
927,"full01","ALAR_reverse","","{-1}","{1}","{ala_DASH_D_c}","{ala_DASH_L_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
928,"full01","ALATA_L","","{-1,-1}","{1,1}","{akg_c,ala_DASH_L_c}","{glu_DASH_L_c,pyr_c}","{abcde,fgh}","{abcde,fgh}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2]]","[[0, 1, 2, 3, 4], [0, 1, 2]]"
929,"full01","ALATA_L_reverse","","{-1,-1}","{1,1}","{glu_DASH_L_c,pyr_c}","{akg_c,ala_DASH_L_c}","{abcde,fgh}","{abcde,fgh}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2]]","[[0, 1, 2, 3, 4], [0, 1, 2]]"
930,"full01","ALDD2x","","{-1}","{1}","{acald_c}","{ac_c}","{ab}","{ab}","",t,"","[[""C"", ""C""]]","[[""C"", ""C""]]","[[0, 1]]","[[0, 1]]"
931,"full01","ARGSL","","{-1}","{1,0.5,0.5}","{argsuc_c}","{arg_DASH_L_c,fum_c,fum_c}","{abcdefghij}","{abcdef,jghi,ihgj}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3], [0, 1, 2, 3]]"
932,"full01","ARGSL_reverse","","{-1,-0.5,-0.5}","{1}","{arg_DASH_L_c,fum_c,fum_c}","{argsuc_c}","{abcdef,jghi,ihgj}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3], [0, 1, 2, 3]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
1256,"full01","CELLENV_4","['EAR120x','3OAR120','3HAD120','3OAS120','EAR100x']","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
933,"full01","ARGSS","","{-1,-1}","{1}","{asp_DASH_L_c,citr_DASH_L_c}","{argsuc_c}","{abcd,efghij}","{efghijbcda}","",t,"","[[""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3], [0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
934,"full01","ASAD","","{-1}","{1}","{aspsa_c}","{4pasp_c}","{abcd}","{abcd}","",t,"","[[""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3]]","[[0, 1, 2, 3]]"
935,"full01","ASAD_reverse","","{-1}","{1}","{4pasp_c}","{aspsa_c}","{abcd}","{abcd}","",t,"","[[""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3]]","[[0, 1, 2, 3]]"
936,"full01","ASNN","","{-1}","{1}","{asn_DASH_L_c}","{asp_DASH_L_c}","{abcd}","{abcd}","",t,"","[[""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3]]","[[0, 1, 2, 3]]"
937,"full01","ASNS1","","{-1,-1}","{1,1}","{asp_DASH_L_c,gln_DASH_L_c}","{asn_DASH_L_c,glu_DASH_L_c}","{abcd,efghi}","{abcd,efghi}","",t,"","[[""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3], [0, 1, 2, 3, 4]]"
938,"full01","ASNS2","","{-1}","{1}","{asp_DASH_L_c}","{asn_DASH_L_c}","{abcd}","{abcd}","",t,"","[[""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3]]","[[0, 1, 2, 3]]"
939,"full01","ASPK","","{-1}","{1}","{asp_DASH_L_c}","{4pasp_c}","{abcd}","{abcd}","",t,"","[[""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3]]","[[0, 1, 2, 3]]"
940,"full01","ASPK_reverse","","{-1}","{1}","{4pasp_c}","{asp_DASH_L_c}","{abcd}","{abcd}","",t,"","[[""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3]]","[[0, 1, 2, 3]]"
