"id","mapping_id","rxn_id","rxn_description","reactants_stoichiometry_tracked","products_stoichiometry_tracked","reactants_ids_tracked","products_ids_tracked","reactants_mapping","products_mapping","rxn_equation","used_","comment_","reactants_elements_tracked","products_elements_tracked","reactants_positions_tracked","products_positions_tracked"
423,"central02","FCLPA","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
424,"central02","FCLPA_reverse","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
425,"central02","FOMETRi","","{-1}","{1}","{5fthf_c}","{methf_c}","{a}","{a}","",t,"","[[""C""]]","[[""C""]]","[[0]]","[[0]]"
426,"central02","FORCT","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
427,"central02","FORCT_reverse","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
428,"central02","FRULYSDG","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
429,"central02","FRULYSDG_reverse","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
430,"central02","FRULYSE","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
431,"central02","FRULYSE_reverse","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
432,"central02","FTHFLi","formate-tetrahydrofolate ligase","{-1}","{1}","{for_c}","{10fthf_c}","{a}","{a}","",t,"","[[""C""]]","[[""C""]]","[[0]]","[[0]]"
433,"central02","G6PDA","","{-1}","{1}","{gam6p_c}","{f6p_c}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
434,"central02","G6PP","glucose-6-phosphate phosphatase","{-1}","{1}","{g6p_c}","{glc_DASH_D_c}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
440,"central02","GK1_reverse_Full","","{-1,-1}","{1,1}","{gdp_c,adp_c}","{gmp_c,atp_c}","{abcdefghij,klmnopqrst}","{abcdefghij,klmnopqrst}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
441,"central02","GLBRAN2","1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
442,"central02","GLCATr_coa","","{-1,-1}","{1,1}","{glc_DASH_D_c,accoa_c}","{acglc_DASH_D_c,coa_c}","{abcdef,ABCDEFGHIJKLMNOPQRSTUgh}","{abcdefgh,ABCDEFGHIJKLMNOPQRSTU}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]"
443,"central02","GLCATr","","{-1,-1}","{1}","{glc_DASH_D_c,accoa_c}","{acglc_DASH_D_c}","{abcdef,gh}","{abcdefgh}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5], [0, 1]]","[[0, 1, 2, 3, 4, 5, 6, 7]]"
444,"central02","GLCATr_reverse_coa","","{-1,-1}","{1,1}","{acglc_DASH_D_c,coa_c}","{glc_DASH_D_c,accoa_c}","{abcdefgh,ABCDEFGHIJKLMNOPQRSTU}","{abcdef,ABCDEFGHIJKLMNOPQRSTUgh}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]"
445,"central02","GLCATr_reverse","","{-1}","{1,1}","{acglc_DASH_D_c}","{glc_DASH_D_c,accoa_c}","{abcdefgh}","{abcdef,gh}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7]]","[[0, 1, 2, 3, 4, 5], [0, 1]]"
447,"central02","GLCtexi","D-glucose transport via diffusion (extracellular to periplasm) irreversible","{-1}","{1}","{glc_DASH_D_e}","{glc_DASH_D_p}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
448,"central02","GLDBRAN2","glycogen debranching enzyme (bglycogen -> glycogen)","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
449,"central02","GLTPD","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
450,"central02","GLTPD_reverse","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
451,"central02","GLUt2rpp_reverse","","{-1}","{1}","{glu_DASH_L_c}","{glu_DASH_L_p}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
452,"central02","GLUt4pp","Na+/glutamate symport (periplasm)","{-1}","{1}","{glu_DASH_L_p}","{glu_DASH_L_c}","{abcde}","{abcde}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
453,"central02","GLYCK2","glycerate kinase","{-1}","{1}","{glyc_DASH_R_c}","{2pg_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
454,"central02","GLYCPHOSPHOLIPID_1","['DASYN181','AGPAT181','G3PAT181']","{-1}","{}","{glyc3p_c}","{}","{abc}","{""""}","",t,"","[[""C"", ""C"", ""C""]]","[]","[[0, 1, 2]]","[]"
455,"central02","GLYCPHOSPHOLIPID_2","['PSSA181','PSD181']","{-1}","{1}","{ser_DASH_L_c}","{co2_c}","{abc}","{a}","",t,"","[[""C"", ""C"", ""C""]]","[[""C""]]","[[0, 1, 2]]","[[0]]"
456,"central02","GLYCPHOSPHOLIPID_3","['PGSA160','PGPP160']","{-1}","{1}","{glyc3p_c}","{pg160_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
457,"central02","GLYCPHOSPHOLIPID_4","['DASYN161','AGPAT161','G3PAT161']","{-1}","{}","{glyc3p_c}","{}","{abc}","{""""}","",t,"","[[""C"", ""C"", ""C""]]","[]","[[0, 1, 2]]","[]"
458,"central02","GLYCPHOSPHOLIPID_5","['PGSA181','PGPP181']","{-1}","{1}","{glyc3p_c}","{pg181_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
459,"central02","GLYCPHOSPHOLIPID_6","['PSD161','PSSA161']","{-1}","{1}","{ser_DASH_L_c}","{co2_c}","{abc}","{a}","",t,"","[[""C"", ""C"", ""C""]]","[[""C""]]","[[0, 1, 2]]","[[0]]"
460,"central02","GLYCPHOSPHOLIPID_7","['PSSA160','PSD160']","{-1}","{1}","{ser_DASH_L_c}","{co2_c}","{abc}","{a}","",t,"","[[""C"", ""C"", ""C""]]","[[""C""]]","[[0, 1, 2]]","[[0]]"
461,"central02","GLYCPHOSPHOLIPID_8","['DASYN160','AGPAT160','G3PAT160']","{-1}","{}","{glyc3p_c}","{}","{abc}","{""""}","",t,"","[[""C"", ""C"", ""C""]]","[]","[[0, 1, 2]]","[]"
604,"central02","NTP11","","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
462,"central02","GLYCPHOSPHOLIPID_9","['PGSA161','PGPP161']","{-1}","{1}","{glyc3p_c}","{pg161_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
463,"central02","GMPR","GMP reductase","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
464,"central02","GMPR_Full","GMP reductase","{-1}","{1}","{gmp_c}","{imp_c}","{abcdefghij}","{abcdefghij}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
466,"central02","GSNK_Full","guanosine kinase","{-1,-1}","{1,1}","{atp_c,gsn_c}","{adp_c,gmp_c}","{abcdefghij,klmnopqrst}","{abcdefghij,klmnopqrst}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
467,"central02","GUACYC","guanylate cyclase","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
468,"central02","GUACYC_Full","guanylate cyclase","{-1}","{1}","{gtp_c}","{35cgmp_c}","{abcdefghij}","{abcdefghij}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
469,"central02","GUAPRT","","{-1}","{}","{prpp_c}","{}","{abcde}","{""""}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4]]","[]"
470,"central02","GUAPRT_Full","","{-1,-1}","{1}","{gua_c,prpp_c}","{gmp_c}","{abcde,fghij}","{abcdefghij}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
536,"central02","MLTP1","","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
472,"central02","GUI1_reverse","","{-1}","{1}","{fruur_c}","{glcur_c}","{abcdef}","{abcdef}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
473,"central02","GUI2","","{-1}","{1}","{galur_c}","{tagur_c}","{abcdef}","{abcdef}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
474,"central02","GUI2_reverse","","{-1}","{1}","{tagur_c}","{galur_c}","{abcdef}","{abcdef}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
475,"central02","HADPCOADH3","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
476,"central02","HADPCOADH3_reverse","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
477,"central02","HBZOPT_Full","","{-1}","{}","{4hbz_c}","{}","{abcdefg}","{""""}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4, 5, 6]]","[]"
478,"central02","HCYSMT","homocysteine S-methyltransferase","{-1,-1}","{1,1}","{amet_c,hcys_DASH_L_c}","{ahcys_c,met_DASH_L_c}","{123456789Aabcde,fghi}","{123456789Aabcd,fghie}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], [0, 1, 2, 3, 4]]"
479,"central02","HCYSMT_ametNEG","homocysteine S-methyltransferase","{-1}","{1}","{hcys_DASH_L_c}","{met_DASH_L_c}","{abcde}","{abcde}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4]]"
480,"central02","HEX4","","{-1}","{1}","{man_c}","{man6p_c}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
481,"central02","HEX7","","{-1}","{1}","{fru_c}","{f6p_c}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
482,"central02","HPYRI","","{-1}","{1}","{hpyr_c}","{2h3oppan_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
483,"central02","HPYRI_reverse","","{-1}","{1}","{2h3oppan_c}","{hpyr_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
484,"central02","HPYRRx","","{-1}","{1}","{hpyr_c}","{glyc_DASH_R_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
485,"central02","HPYRRy","","{-1}","{1}","{hpyr_c}","{glyc_DASH_R_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
486,"central02","HXPRT","","{-1}","{}","{prpp_c}","{}","{abcde}","{""""}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4]]","[]"
487,"central02","HXPRT_Full","","{-1,-1}","{1}","{hxan_c,prpp_c}","{imp_c}","{abcde,fghij}","{abcdefghij}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
488,"central02","ICHORSi","","{-1}","{1}","{chor_c}","{ichor_c}","{abcdefghij}","{abcdefghij}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
489,"central02","ICHORT","","{-1}","{1}","{ichor_c}","{pyr_c}","{abcdefghij}","{ihj}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2]]"
490,"central02","ICHORT_Full","","{-1}","{1,1}","{ichor_c}","{23ddhb_c,pyr_c}","{abcdefghij}","{abcdefg,ihj}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2]]"
491,"central02","ICYSDS","","{-1}","{1}","{cys_DASH_L_c}","{ala_DASH_L_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
492,"central02","IDOND","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
494,"central02","IDOND2","","{}","{}","{}","{}","{""""}","{""""}","",f,"","[]","[]","[]","[]"
495,"central02","INSH","Inosine hydrolase","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
537,"central02","MLTP1_reverse","","{-1}","{}","{g1p_c}","{}","{abcdef}","{""""}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4, 5]]","[]"
496,"central02","INSH_Full","Inosine hydrolase","{-1}","{1,1}","{ins_c}","{hxan_c,rib_DASH_D_c}","{abcdefghij}","{abcde,fghij}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4], [0, 1, 2, 3, 4]]"
497,"central02","INSK","insosine kinase","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
498,"central02","INSK_Full","insosine kinase","{-1,-1}","{1,1}","{atp_c,ins_c}","{adp_c,imp_c}","{abcdefghij,klmnopqrst}","{abcdefghij,klmnopqrst}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]"
499,"central02","KAS15_coa","","{-1}","{1}","{accoa_c}","{coa_c}","{ABCDEFGHIJKLMNOPQRSTUab}","{ABCDEFGHIJKLMNOPQRSTU}","",f,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]"
500,"central02","KAS15","","{-1}","{}","{accoa_c}","{}","{ab}","{""""}","",t,"","[[""C"", ""C""]]","[]","[[0, 1]]","[]"
501,"central02","LCADi","","{-1}","{1}","{lald_DASH_L_c}","{lac_DASH_L_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
502,"central02","LCARR","lacaldehyde reductase (R-propane-1,2-diol forming)","{-1}","{1}","{lald_DASH_D_c}","{12ppd_DASH_R_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
503,"central02","LCARR_reverse","","{-1}","{1}","{12ppd_DASH_R_c}","{lald_DASH_D_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
504,"central02","LCARS","","{-1}","{1}","{lald_DASH_L_c}","{12ppd_DASH_S_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
505,"central02","LCARS_reverse","","{-1}","{1}","{12ppd_DASH_S_c}","{lald_DASH_L_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
506,"central02","LIPOPOLYSACCHARIDE_1","['COLIPAabcpp','COLIPAabctex','EDTXS1','EDTXS2','GALT1','GLCTR1','GLCTR2','GLCTR3','HEPK1','HEPK2','HEPT1','HEPT2','HEPT3','HEPT4','LPADSS','MOAT','MOAT2','MOAT3C','RHAT1','TDSK','USHD']","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
507,"central02","LIPOPOLYSACCHARIDE_2","['AGMHE','GMHEPAT','GMHEPK','GMHEPPA','S7PI']","{-1}","{}","{s7p_c}","{}","{abcdefg}","{""""}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2, 3, 4, 5, 6]]","[]"
508,"central02","LIPOPOLYSACCHARIDE_3","['U23GAAT','UHGADA','UAGAAT']","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
509,"central02","LIPOPOLYSACCHARIDE_4","['KDOPP','KDOCT2','KDOPS']","{-1,-1}","{}","{pep_c,ara5p_c}","{}","{abc,defgh}","{""""}","",t,"","[[""C"", ""C"", ""C""], [""C"", ""C"", ""C"", ""C"", ""C""]]","[]","[[0, 1, 2], [0, 1, 2, 3, 4]]","[]"
510,"central02","LSERDHr","L-serine dehydrogenase","{-1}","{}","{ser_DASH_L_c}","{}","{abc}","{""""}","",t,"","[[""C"", ""C"", ""C""]]","[]","[[0, 1, 2]]","[]"
511,"central02","LSERDHr_reverse","","{}","{}","{}","{}","{""""}","{""""}","",t,"","[]","[]","[]","[]"
512,"central02","LSERDHr_reverse","","{-1}","{1}","{2amsa_c}","{ser_DASH_L_c}","{abc}","{abc}","",t,"","[[""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C""]]","[[0, 1, 2]]","[[0, 1, 2]]"
513,"central02","M1PD","","{-1}","{1}","{mnl1p_c}","{f6p_c}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
514,"central02","M1PD_reverse","","{-1}","{1}","{f6p_c}","{mnl1p_c}","{abcdef}","{abcdef}","",t,"","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]]","[[0, 1, 2, 3, 4, 5]]","[[0, 1, 2, 3, 4, 5]]"
