experiment_id,model_id,sample_name_abbreviation,time_point,rxn_id,dG_r_units,dG_r_lb_base,dG_r_lb,dG_r_ub_base,dG_r_ub,displacement_lb_base,displacement_lb,displacement_ub_base,displacement_ub,feasible_base,feasible
rpomut02,iJO1366,OxicRpoBE672K,0,ALDD3y,kJ/mol,354.864724623336,353.180503780959,356.875597428874,354.481123946776,1.86157883773339e+40,9.68766658365298e+39,2.62166645582012e+40,1.03583838904463e+40,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,PHETA1,kJ/mol,22.5587828382581,25.5774395021305,25.06001469686,25.9778576783537,6301.26239108503,20316.0873488243,16622.3954995965,23729.0239001872,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,RPI,kJ/mol,-0.0988858642375412,-0.842472395170866,0.227364012818665,-0.733264958452594,0.962377151706901,0.721286676745561,1.09217800635548,0.752490464883547,True,False
rpomut02,iJO1366,OxicRpoBE672K,0,H2Otpp,kJ/mol,5.93455963038002,5.93455963038002,5.93455963038002,5.93455963038002,9.98892802429822,9.98892802429822,9.98892802429822,9.98892802429822,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,PIt2rpp,kJ/mol,3015.98598038678,3015.98598038678,3015.98598038678,3015.98598038678,3.66948839635863,3.66948839635863,3.66948839635863,3.66948839635863,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,PPKr,kJ/mol,-23.642567975442,-23.0031710803991,-23.0937006091243,-22.6670372021082,0.000104240773711837,0.000133575572396921,0.000128967342310195,0.000152173792514273,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,SUCFUMtpp,kJ/mol,13824.0150867395,13823.9445621479,13824.5192184183,13823.9760517277,0.134144485612964,0.130525339325356,0.163109933475337,0.132129080875939,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,PPS,kJ/mol,-39.2428536529607,-36.2975962567836,-37.5962973536594,-35.6637715762385,6.69245976476176e-10,1.41601673929332e-09,0.000170962523987972,0.000535736543615633,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,NH4tex,kJ/mol,-3457.2987625,-3457.2987625,-3457.2987625,-3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,AGPR,kJ/mol,46.0670613474266,44.3828405050493,46.9499314132058,44.5554579311077,57381572.5326874,29861402.1321394,80810622.0601119,31928830.7582421,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,FUMtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,ASAD,kJ/mol,-16.2042314105994,-17.8884522529767,-15.3213613448205,-17.7158348269185,0.00186563971422354,0.000970879940740269,0.0026273853990418,0.00103809798271668,False,False
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,NTD11,kJ/mol,-43.5086735374693,-38.1375552913707,-41.7382466482364,-37.7719005294122,4.70023965642982e-08,3.77348089984988e-07,9.33902139236701e-08,4.3483749478383e-07,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,DDPA,kJ/mol,-137.612209079789,-139.996314969924,-136.842343444071,-137.799539390674,5.78843507125644e-24,1.70356404804283e-24,1.03005860606651e-23,9.57880035471985e-24,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,P5CD,kJ/mol,-536.191766409418,-525.212774214371,-527.547666282582,-524.518338817616,4.63809587657488e-50,4.28961610927317e-48,3.49435609748219e-47,8.64206820011546e-47,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,ACtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,D_DASH_LACtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,NADPPPS,kJ/mol,-32.58390709298,-34.1898077802937,-32.572831750687,-33.2793050856689,3.25167124340533e-06,1.74435682799356e-06,3.26566759969737e-06,2.48304914731449e-06,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,3HPPPNH,kJ/mol,-336.883097157635,-338.1390873084,-328.847010243503,-337.513133039122,4.29638950745556e-34,1.49116440438079e-35,5.02107587689926e-34,3.08502449093568e-34,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,FE2tex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,UMPK,kJ/mol,11.3032133901128,11.8252527366002,11.4212719480959,12.9700726039824,80.1172364266818,98.0956201728488,83.8706072497882,152.919935120494,False,False
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,DMPPS,kJ/mol,1731.68037649062,1729.92233786938,1738.588460665,1730.42438633986,2.54573902603902e+48,8.83559419341513e+46,2.97513733108793e+48,1.82796909573319e+48,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,FE3tex,kJ/mol,-10371.8962875,-10371.8962875,-10371.8962875,-10371.8962875,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,THD2pp,kJ/mol,-6186.02050987333,-6196.92326690174,-6185.53956213732,-6187.54310284677,84.2178321558448,1.22779067750971,101.486184521444,46.6620407071578,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,GTHPi,kJ/mol,-254.109225156786,-251.417669962982,-252.526051867977,-251.172239239495,8.30008957678667e-35,2.35723963660831e-34,1.53364998166528e-34,2.59262687842755e-34,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,NTD2,kJ/mol,484.938671416362,478.403737786064,492.37750461166,482.048041831154,1.77403654728017e+38,3.3957558087622e+36,1.86491909472721e+38,1.4071054037899e+37,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,LCADi,kJ/mol,-1008.73993448119,-993.757118463766,-1001.71335770511,-990.6681611771,5.23268335412513e-51,5.78674688909201e-48,2.10534398493155e-48,4.60617210078186e-47,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,DHFS,kJ/mol,360.602110748633,359.181206259061,360.853029170222,359.659272231939,9.96471670884881e+41,5.21063687670219e+41,1.40018849565593e+42,9.71382799092208e+41,False,False
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,ADK3,kJ/mol,8.31118378909639,11.389933819951,10.9337481841831,11.7452688402881,25.1071880015394,82.8574784311183,69.4223583972156,95.0995485075627,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,M1PD,kJ/mol,-12.2877256651553,-1.98965020819992,-3.93051508977016,-1.88390613727697,0.000323072991966498,0.0175282208446266,5.74338093993939,12.701778078846,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,KDOPS,kJ/mol,9.17627638797167,6.79217049783516,9.9461420236887,8.98894607708625,30.5619638345828,8.99453171457609,54.3853623277513,50.5744551706598,False,False
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,H2tpp,kJ/mol,5.93455963038001,5.93455963038001,5.93455963038001,5.93455963038001,9.98892802429816,9.98892802429816,9.98892802429816,9.98892802429816,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,FADRx,kJ/mol,0.0249351788232417,-4.6583504524405,7.10972343055744,-0.617819824795191,0.597427965983059,0.00622681825211259,26.6292000878763,20.7540624421809,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,G5SD,kJ/mol,-41.6443317774389,-40.4948588889869,-40.7614617116604,-38.9267498086303,9.6854283973319e-08,1.51257528703999e-07,1.36400147148496e-07,2.77858258341791e-07,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,SBTPD,kJ/mol,-7.90555466515532,2.39252079180005,0.45165591022981,2.498264862723,0.00176750609833958,0.0958954725597523,31.4215706321959,69.4903962026153,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,SO4tex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,False,False
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,MG2tex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,MNtex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,PItex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,False,False
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,DADK,kJ/mol,45.2129140539571,48.0489635844198,47.7569663275267,48.248476495079,41201595.077569,123757411.454894,110507572.165813,133713071.660302,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,FORtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,FBP,kJ/mol,-34.1596436915769,-35.9590747373889,-34.0657396469243,-35.0894682409003,1.76488197986041e-06,8.7831302145719e-07,1.83033805795932e-06,1.23058446905966e-06,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,SUCCtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,PGM,kJ/mol,-4.12995347545007,-4.12995347545007,-4.12995347545007,-4.12995347545007,0.201566833423535,0.201566833423535,0.201566833423535,0.201566833423535,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,PGI,kJ/mol,2.75986922638703,2.21592962271318,2.77480542085945,2.36302959672746,2.91626267430877,2.36164418680098,2.93320383659989,2.50028518761657,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,ALDD3y,kJ/mol,354.864724623336,354.158015460066,356.875597428874,354.598121800662,1.86157883773339e+40,9.13845890025754e+39,2.62166645582012e+40,1.67872389276061e+40,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,SSALx,kJ/mol,-514.780733714158,-503.966585797071,-506.654822775273,-501.96696542652,5.21940040223408e-50,7.51206627498404e-48,3.21642073418961e-47,9.12294262324702e-47,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,GCALDD,kJ/mol,-660.332950687324,-651.968011468777,-654.829635426745,-651.308277590067,2.24555684580097e-50,7.43516214792804e-49,5.00460418108204e-48,1.51821841392912e-47,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,NADTRHD,kJ/mol,-11.9128730156619,-9.90933230620404,-11.431925279643,-0.529168251233443,0.00985355794698042,0.0214306958042365,0.0118739698517719,0.814471080712516,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,IPPS,kJ/mol,-38.3674446217921,-37.5763009244243,-37.9756772654004,-36.992446673282,3.45162341679757e-07,4.69105517690271e-07,4.0179655456549e-07,5.88308707454778e-07,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,H2Otpp,kJ/mol,5.93455963038002,5.93455963038002,5.93455963038002,5.93455963038002,9.98892802429822,9.98892802429822,9.98892802429822,9.98892802429822,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,HXAND,kJ/mol,337.417248052061,349.853729036132,341.992873649845,352.610014221118,1.12991629977829e+37,1.40488588241325e+39,6.66329172719335e+37,4.09132567290233e+39,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,GLYCLTDx,kJ/mol,-24.3456613729291,-26.8779107588961,-16.5656455692963,-26.8285144592593,6.14891817080813e-05,1.14892357666394e-06,0.00209304553999653,0.000783950339481093,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,PGMT,kJ/mol,-2.40670193156241,-1.90549933405193,-2.36594474411551,0.12302714376294,0.393237573501732,0.477605443263174,0.399502473775171,1.04886755984932,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,PIt2rpp,kJ/mol,3015.98598038678,3015.98598038678,3015.98598038678,3015.98598038678,3.66948839635863,3.66948839635863,3.66948839635863,3.66948839635863,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,PPKr,kJ/mol,-23.642567975442,-22.9576372083727,-23.0937006091243,-22.3070860904203,0.000104240773711837,0.000135955260003798,0.000128967342310195,0.000174970190607258,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,ADK1,kJ/mol,-8.3977009859239,-4.40014675221801,-5.07531689347157,-3.51582209843806,0.0385150443649698,0.181514864148942,0.139700424076068,0.255772109683576,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,SUCFUMtpp,kJ/mol,13824.0150867395,13823.7217242154,13824.5192184183,13823.9782424308,0.134144485612964,0.119719171352872,0.163109933475337,0.132241382131975,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,IPDPS,kJ/mol,1736.58276648859,1734.82472786734,1743.49085066296,1735.32677633782,2.54573902603902e+48,8.83559419341513e+46,2.97513733108793e+48,1.82796909573319e+48,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,NH4tex,kJ/mol,-3457.2987625,-3457.2987625,-3457.2987625,-3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,AP4AH,kJ/mol,-174.519634189038,-167.001590960187,-167.90794523233,-166.25890844343,9.90066128420903e-32,2.43760852902219e-30,2.1454016694558e-27,3.04901744243778e-27,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,AGPR,kJ/mol,46.0670613474266,44.2323494443971,46.9499314132058,45.800458524753,57381572.5326874,28168516.5083087,80810622.0601119,51745225.537747,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,FUMtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,ASAD,kJ/mol,-16.2042314105994,-18.0389433136291,-15.3213613448205,-16.470834233273,0.00186563971422354,0.000915839367398406,0.0026273853990418,0.00168238588668294,False,False
rpomut02,iJO1366,OxicRpoBE672K-rph-pyrE82,0,GF6PTA,kJ/mol,-14.6637727940124,-13.8003990002765,-14.2482795688957,-13.2567842563791,0.00339060424059804,0.00473903019546264,0.00398341812054906,0.00585122684109568,True,True
