experiment_id,model_id,sample_name_abbreviation,time_point,rxn_id,dG_r_units,dG_r_lb_base,dG_r_lb,dG_r_ub_base,dG_r_ub,displacement_lb_base,displacement_lb,displacement_ub_base,displacement_ub,feasible_base,feasible
rpomut02,iJO1366,OxicRph-pyrE82,0,CYTK2,kJ/mol,14.3095894737146,15.8708276163009,15.2021398933859,16.2525728809895,257.081088321902,470.998161136223,363.409714261762,546.1526662043,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,H2tpp,kJ/mol,5.93455963038001,5.93455963038001,5.93455963038001,5.93455963038001,9.98892802429816,9.98892802429816,9.98892802429816,9.98892802429816,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,FADRx,kJ/mol,0.0249351788232417,-6.79599400179806,7.10972343055744,-2.37520916749514,0.597427965983059,0.0150938724031078,26.6292000878763,1.89040056267496,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,SBTPD,kJ/mol,-7.90555466515532,1.03172769408279,0.45165591022981,7.54034188362019,0.00176750609833958,0.0565729289010869,31.4215706321959,491.053363420867,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,SO4tex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,False,False
rpomut02,iJO1366,OxicRph-pyrE82,0,MG2tex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,ACCOAL,kJ/mol,17.7998156057825,16.9360748677487,18.5814196147629,17.1022784777091,995.189954696515,711.921004620936,1347.55472489722,759.319212320275,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,MNtex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,PItex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,False,False
rpomut02,iJO1366,OxicRph-pyrE82,0,FORtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,FBP,kJ/mol,-34.1596436915769,-35.4914948543945,-34.0657396469243,-35.1673030446634,1.76488197986041e-06,1.05293297972311e-06,1.83033805795932e-06,1.19399422182366e-06,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,PPND,kJ/mol,-52.8415296348599,-46.3970382223354,-51.3116045653406,-42.9239771606497,1.25964560030718e-09,1.53338678929022e-08,2.27994095912392e-09,5.89653079749353e-08,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,ABUTD,kJ/mol,334.876811667457,341.321303079981,336.406736736976,344.794364141667,2.42878662864393e+38,2.95660091176369e+39,2.83845818216836e+38,7.34100417011875e+39,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,SUCCtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,SADT2,kJ/mol,3.9436572875075,1.0127931481544,5.15884617876965,1.36929829539434,4.61534620758788,1.48107855975869,7.39384878215027,1.70067729833179,False,False
rpomut02,iJO1366,OxicRph-pyrE82,0,PGM,kJ/mol,-4.12995347545007,-4.12995347545007,-4.12995347545007,-4.12995347545007,0.201566833423535,0.201566833423535,0.201566833423535,0.201566833423535,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,PGI,kJ/mol,2.75986922638703,1.74154937673895,2.77480542085945,2.21720262826921,2.91626267430877,1.9647971439751,2.93320383659989,2.36281037909083,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,HISTD,kJ/mol,254.866345613226,267.755328438275,265.236202256396,282.011457065778,1.2179333406353e+35,1.80480466888154e+37,1.66345016117628e+35,1.11264272936621e+38,False,False
rpomut02,iJO1366,OxicRph-pyrE82,0,RPI,kJ/mol,-0.0988858642375412,-8.8797837110396,0.227364012818665,-8.506348248557,0.962377151706901,0.03194746306586,1.09217800635548,0.0369259483517897,True,False
rpomut02,iJO1366,OxicRph-pyrE82,0,G3PD2,kJ/mol,10.7949702375729,-2.0418308894508,20.0627787802558,4.86947863074174,65.7848525576082,0.250596982294185,2393.54723105421,11.9472043553206,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,SSALx,kJ/mol,-514.780733714158,-504.880421850586,-506.654822775273,-498.524304879587,5.21940040223408e-50,2.42697380571629e-48,3.21642073418961e-47,7.52909120936623e-46,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,GCALDD,kJ/mol,-660.332950687324,-649.922502773199,-654.829635426745,-646.830081843772,2.24555684580097e-50,1.27258673192225e-48,5.00460418108204e-48,1.11347887252342e-46,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,NADTRHD,kJ/mol,-11.9128730156619,-5.7203402401297,-11.431925279643,-3.11803827254516,0.00985355794698042,0.108782912068758,0.0118739698517719,0.298434688398409,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,IPPS,kJ/mol,-38.3674446217921,-40.5437746527072,-37.9756772654004,-39.8052164800926,3.45162341679757e-07,1.48415219869925e-07,4.0179655456549e-07,1.97637312611819e-07,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,H2Otpp,kJ/mol,5.93455963038002,5.93455963038002,5.93455963038002,5.93455963038002,9.98892802429822,9.98892802429822,9.98892802429822,9.98892802429822,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,HXAND,kJ/mol,337.417248052061,352.495879039509,341.992873649845,352.563569916702,1.12991629977829e+37,3.91418197258884e+39,6.66329172719335e+37,4.01829430683017e+39,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,NHFRBO,kJ/mol,-232.198706014695,-240.586333419386,-227.817583240023,-234.262074652548,2.2281657556446e-36,8.61538172949226e-38,2.60399791638674e-33,2.13913054520571e-34,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,GLYCLTDx,kJ/mol,-24.3456613729291,-32.7453098822285,-16.5656455692963,-28.8353759811498,6.14891817080813e-05,5.27580386943829e-07,0.00209304553999653,8.0552879867319e-05,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,PGMT,kJ/mol,-2.40670193156241,-2.09147028609754,-2.36594474411551,-1.08390932452611,0.393237573501732,0.44437273282246,0.399502473775171,0.65681683328851,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,CITt7pp,kJ/mol,16864.6697123854,16870.2091124534,16868.033504332,16871.1164715408,0.000395326722360947,0.00338782467592255,0.00145712747296354,0.00481660970043863,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,PIt2rpp,kJ/mol,3015.98598038678,3015.98598038678,3015.98598038678,3015.98598038678,3.66948839635863,3.66948839635863,3.66948839635863,3.66948839635863,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,PPKr,kJ/mol,-23.642567975442,-24.6879696101371,-23.0937006091243,-23.6466769528991,0.000104240773711837,6.94972304849137e-05,0.000128967342310195,0.000104074798358809,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,DURADx,kJ/mol,103.202021725421,109.630739951292,106.666194009715,112.321819614959,9130192789229900.0,1.10465513836928e+17,2.43357440275764e+19,2.18164703134365e+20,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,ADK1,kJ/mol,-8.3977009859239,-4.35630896449361,-5.07531689347157,-2.62370112170861,0.0385150443649698,0.184627124384701,0.139700424076068,0.36149913284325,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,ALDD19xr,kJ/mol,159.86114731251,166.305638725034,161.39107238203,169.77869978672,8.40161213265039e+26,1.02274171797249e+28,1.52068007217525e+27,3.93288117520447e+28,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,NDPK8,kJ/mol,1.56736625969472,1.04072264058491,2.37649560563215,1.47616632266243,1.83645884511626,1.4972077827435,2.51337643798776,1.77264183316657,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,NDPK7,kJ/mol,138.145056195854,136.265075555531,141.087394588382,136.47219403925,1.84869000482299e+23,8.91725748146271e+22,5.78659137170974e+23,9.66306525035687e+22,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,SUCFUMtpp,kJ/mol,13824.0150867395,13821.6889930395,13824.5192184183,13822.2305357783,0.134144485612964,0.0544257154644179,0.163109933475337,0.0671448382531157,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,IPDPS,kJ/mol,1736.58276648859,1730.13827507606,1743.49085066296,1735.10322325827,2.54573902603902e+48,9.84330426828903e+46,2.97513733108793e+48,2.44401391455137e+47,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,MALS,kJ/mol,-47.6220097031054,-55.1097791373374,-43.6873713585739,-48.5281292564192,9.53537593366649e-09,5.22663310107768e-10,4.38554026283969e-08,6.71005465168882e-09,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,PPS,kJ/mol,-39.2428536529607,-43.2562843512883,-37.5962973536594,-43.1585815373789,6.69245976476176e-10,7.45266070078012e-11,0.000170962523987972,3.74455835253968e-05,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,NH4tex,kJ/mol,-3457.2987625,-3457.2987625,-3457.2987625,-3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,FUMtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRph-pyrE82,0,GF6PTA,kJ/mol,-14.6637727940124,-13.4366853471374,-14.2482795688957,-13.0612103236474,0.00339060424059804,0.00545691735690236,0.00398341812054906,0.00631227872938525,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,NTD11,kJ/mol,-43.5086735374693,-36.7412367950645,-41.7382466482364,-35.9840085938476,4.70023965642982e-08,6.48507354291177e-07,9.33902139236701e-08,8.69861032131806e-07,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,ACtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,D_DASH_LACtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,NADPPPS,kJ/mol,-32.58390709298,-33.2149916125566,-32.572831750687,-33.136199558518,3.25167124340533e-06,2.54575855199728e-06,3.26566759969737e-06,2.62474815615919e-06,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,FE2tex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,UMPK,kJ/mol,11.3032133901128,11.916261770111,11.4212719480959,13.6486464253965,80.1172364266818,101.619644368929,83.8706072497882,198.953615161039,False,False
rpomut02,iJO1366,OxicRpoBE546V,0,FE3tex,kJ/mol,-10371.8962875,-10371.8962875,-10371.8962875,-10371.8962875,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,THD2pp,kJ/mol,-6186.02050987333,-6193.57523061435,-6185.53956213732,-6190.91068785196,84.2178321558448,4.49792370096205,101.486184521444,12.6410606051257,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,LCADi,kJ/mol,-1008.73993448119,-994.81811383615,-1001.71335770511,-990.127135698422,5.23268335412513e-51,1.15740466621148e-48,2.10534398493155e-48,1.88241036641636e-46,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,ADK3,kJ/mol,8.31118378909639,12.915378230571,10.9337481841831,13.852358923217,25.1071880015394,149.710510461695,69.4223583972156,215.308805976244,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PDE1,kJ/mol,-50.1357803117295,-52.055823036734,-47.2073574074257,-51.3600215479515,3.59716164185996e-09,1.70836149291962e-09,1.11988900661023e-08,2.23753092537748e-09,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,CYTK2,kJ/mol,14.3095894737146,10.5791135151644,15.2021398933859,13.1021912365245,257.081088321902,60.5021177161161,363.409714261762,160.959264263973,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,H2tpp,kJ/mol,5.93455963038001,5.93455963038001,5.93455963038001,5.93455963038001,9.98892802429816,9.98892802429816,9.98892802429816,9.98892802429816,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,G5SD,kJ/mol,-41.6443317774389,-40.1562488919467,-40.7614617116604,-39.4602823838666,9.6854283973319e-08,1.72483222436688e-07,1.36400147148496e-07,2.25924808713853e-07,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,SO4tex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,False,False
rpomut02,iJO1366,OxicRpoBE546V,0,MG2tex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,GLCP,kJ/mol,805.628220695536,803.220405978349,807.051526103574,803.778435367869,2.16182280614288e+44,1.05504966986332e+44,1.68605946418877e+47,3.81612417582163e+46,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,MNtex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PItex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,False,False
rpomut02,iJO1366,OxicRpoBE546V,0,FORtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,FBP,kJ/mol,-34.1596436915769,-34.8391353776528,-34.0657396469243,-34.7158228498975,1.76488197986041e-06,1.3560426494618e-06,1.83033805795932e-06,1.42246656694233e-06,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PPND,kJ/mol,-52.8415296348599,-49.252530984027,-51.3116045653406,-44.7640189738011,1.25964560030718e-09,5.06663751333967e-09,2.27994095912392e-09,2.88862003508749e-08,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,ABUTD,kJ/mol,334.876811667457,338.46581031829,336.406736736976,342.954322328516,2.42878662864393e+38,9.76924100047206e+38,2.83845818216836e+38,3.59624539440712e+39,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,SUCCtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PGM,kJ/mol,-4.12995347545007,-4.12995347545007,-4.12995347545007,-4.12995347545007,0.201566833423535,0.201566833423534,0.201566833423535,0.201566833423535,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PGI,kJ/mol,2.75986922638703,3.17004980459701,2.77480542085945,3.2540076891357,2.91626267430877,3.41909099252769,2.93320383659989,3.53224755907288,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PHETA1,kJ/mol,22.5587828382581,25.4253832782376,25.06001469686,25.8556071884424,6301.26239108503,19152.7103476173,16622.3954995965,22630.285190079,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,RPI,kJ/mol,-0.0988858642375412,-0.817731061649617,0.227364012818665,-0.504322048781063,0.962377151706901,0.728240671909347,1.09217800635548,0.822356919671098,True,False
rpomut02,iJO1366,OxicRpoBE546V,0,GCALDD,kJ/mol,-660.332950687324,-653.557179345139,-654.829635426745,-649.683674623743,2.24555684580097e-50,3.10829835525564e-49,5.00460418108204e-48,3.68188398108417e-47,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,NADTRHD,kJ/mol,-11.9128730156619,-6.54174730101626,-11.431925279643,-3.87720453863014,0.00985355794698042,0.079107286266353,0.0118739698517719,0.222324802838741,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,IPPS,kJ/mol,-38.3674446217921,-37.4477976207997,-37.9756772654004,-37.2887739232934,3.45162341679757e-07,4.93075595925735e-07,4.0179655456549e-07,5.24441226912926e-07,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,H2Otpp,kJ/mol,5.93455963038002,5.93455963038002,5.93455963038002,5.93455963038002,9.98892802429822,9.98892802429822,9.98892802429822,9.98892802429822,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,HXAND,kJ/mol,337.417248052061,342.093681848007,341.992873649845,348.255136847084,1.12991629977829e+37,6.92894780835566e+37,6.66329172719335e+37,7.55789179559117e+38,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PGMT,kJ/mol,-2.40670193156241,-0.318333674110555,-2.36594474411551,1.54023564104677,0.393237573501732,0.883863400917646,0.399502473775171,1.81723782740788,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,CITt7pp,kJ/mol,16864.6697123854,16868.3186795601,16868.033504332,16872.795580945,0.000395326722360947,0.00162752525486749,0.00145712747296354,0.00923725259915048,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PIt2rpp,kJ/mol,3015.98598038678,3015.98598038678,3015.98598038678,3015.98598038678,3.66948839635863,3.66948839635863,3.66948839635863,3.66948839635863,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,DURADx,kJ/mol,103.202021725421,109.108109276666,106.666194009715,113.441692384062,9130192789229900.0,9.01993621911543e+16,2.43357440275764e+19,3.3681955635675e+20,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,ADK1,kJ/mol,-8.3977009859239,-3.5312171848572,-5.07531689347157,-2.13314111562418,0.0385150443649698,0.254249608252456,0.139700424076068,0.437249234992954,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,ALDD19xr,kJ/mol,159.86114731251,163.450145963343,161.39107238203,167.938657973569,8.40161213265039e+26,3.37935711389263e+27,1.52068007217525e+27,1.92665819080317e+28,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,SUCFUMtpp,kJ/mol,13824.0150867395,13825.1976433658,13824.5192184183,13825.4891564942,0.134144485612964,0.212198869922933,0.163109933475337,0.237596865798249,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,PPS,kJ/mol,-39.2428536529607,-40.8647423720701,-37.5962973536594,-40.0892217372223,6.69245976476176e-10,2.54518230631801e-10,0.000170962523987972,9.11458419403668e-05,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,NH4tex,kJ/mol,-3457.2987625,-3457.2987625,-3457.2987625,-3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,AGPR,kJ/mol,46.0670613474266,44.7658820196327,46.9499314132058,45.4618485277136,57381572.5326874,34643627.5928591,80810622.0601119,45377485.5693201,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,FUMtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE546V,0,ASAD,kJ/mol,-16.2042314105994,-17.5054107383933,-15.3213613448205,-16.8094442303126,0.00186563971422354,0.00112636382429552,0.0026273853990418,0.0014753523731246,False,False
rpomut02,iJO1366,OxicRpoBE546V,0,GF6PTA,kJ/mol,-14.6637727940124,-14.0824985124297,-14.2482795688957,-13.8936590525148,0.00339060424059804,0.00424792958044088,0.00398341812054906,0.00457069558995092,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,NTD11,kJ/mol,-43.5086735374693,-39.8572285512777,-41.7382466482364,-38.5687176581996,4.70023965642982e-08,1.93690753435721e-07,9.33902139236701e-08,3.19245152616219e-07,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,DDPA,kJ/mol,-137.612209079789,-138.272454346948,-136.842343444071,-137.842101157858,5.78843507125644e-24,3.92806389605648e-24,1.03005860606651e-23,7.97372333712993e-24,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,ACtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,D_DASH_LACtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,NADPPPS,kJ/mol,-32.58390709298,-32.7406916228763,-32.572831750687,-32.5908361947636,3.25167124340533e-06,3.05985214956901e-06,3.26566759969737e-06,3.24294517959367e-06,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,FE2tex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,UMPK,kJ/mol,11.3032133901128,12.3604049440373,11.4212719480959,12.510272729668,80.1172364266818,120.720711698605,83.8706072497882,127.944915999891,False,False
rpomut02,iJO1366,OxicRpoBE672K,0,FE3tex,kJ/mol,-10371.8962875,-10371.8962875,-10371.8962875,-10371.8962875,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,GTHPi,kJ/mol,-254.109225156786,-252.316431846578,-252.526051867977,-250.150126136986,8.30008957678667e-35,1.66353206567268e-34,1.53364998166528e-34,3.85378793648281e-34,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,KDOPS,kJ/mol,9.17627638797167,8.51603112081283,9.9461420236887,8.94638430990184,30.5619638345828,20.7395168561769,54.3853623277513,42.0999184160067,False,False
rpomut02,iJO1366,OxicRpoBE672K,0,H2tpp,kJ/mol,5.93455963038001,5.93455963038001,5.93455963038001,5.93455963038001,9.98892802429816,9.98892802429816,9.98892802429816,9.98892802429816,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,G5SD,kJ/mol,-41.6443317774389,-39.2498582953409,-40.7614617116604,-39.0772408692832,9.6854283973319e-08,2.45134405213076e-07,1.36400147148496e-07,2.62106076011973e-07,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,SO4tex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,False,False
rpomut02,iJO1366,OxicRpoBE672K,0,MG2tex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,MNtex,kJ/mol,-6914.597525,-6914.597525,-6914.597525,-6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,PItex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,False,False
rpomut02,iJO1366,OxicRpoBE672K,0,DADK,kJ/mol,45.2129140539571,47.973473394074,47.7569663275267,48.2145587870504,41201595.077569,120186835.446831,110507572.165813,131965779.936976,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,FORtex,kJ/mol,3457.2987625,3457.2987625,3457.2987625,3457.2987625,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,FBP,kJ/mol,-34.1596436915769,-35.070789389015,-34.0657396469243,-34.4912150084958,1.76488197986041e-06,1.23953098067248e-06,1.83033805795932e-06,1.55192700592414e-06,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,SUCCtex,kJ/mol,6914.597525,6914.597525,6914.597525,6914.597525,1.0,1.0,1.0,1.0,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,SADT2,kJ/mol,3.9436572875075,5.17573250415677,5.15884617876965,5.47961954615198,4.61534620758788,7.44242757453645,7.39384878215027,8.37329350788543,False,False
rpomut02,iJO1366,OxicRpoBE672K,0,PGM,kJ/mol,-4.12995347545007,-4.12995347545007,-4.12995347545007,-4.12995347545007,0.201566833423535,0.201566833423535,0.201566833423535,0.201566833423535,True,True
rpomut02,iJO1366,OxicRpoBE672K,0,PGI,kJ/mol,2.75986922638703,3.36297222143241,2.77480542085945,3.47891518355176,2.91626267430877,3.68471000749641,2.93320383659989,3.85416963186046,True,True
