mapping_id,rxn_id,rxn_description,used_,reactants_elements_tracked,products_elements_tracked,comments_,reactants_trackedids,reactants_mapping,products_trackedids,products_mapping
central02,DHACOAH,,FALSE,C,C,not included; involved in phenylacetate catabolism,,,,
central02,DHACOAH_reverse,,FALSE,C,C,not included; involved in phenylacetate catabolism,,,,
central02,DRPA,,FALSE,C,C,not included; growth on pyrimidine deoxyribonucleoside,,,,
central02,DSERDHr,,TRUE,C,C,individual,1*ser_DASH_D_c,abc,1*2amsa_c,abc
central02,DSERDHr_reverse,,TRUE,C,C,individual,1*2amsa_c,abc,1*ser_DASH_D_c,abc
central02,DTMPK_reverse,,TRUE,C,C,individual,,,,
central02,DTMPK_reverse_Full,,FALSE,C,C,individual,1*dtdp_c+1*adp_c,abcdefghij+klmnopqrst,1*dtmp_c+1*atp_c,abcdefghij+klmnopqrst
central02,DXPS,,TRUE,C,C,individual,1*pyr_c+1*g3p_c,abc+def,1*co2_c,a
central02,DXPS_Full,,FALSE,C,C,individual,1*pyr_c+1*g3p_c,abc+def,1*dxyl5p_c+1*co2_c,cbdef+a
central02,Ec_biomass_iJO1366_WT_53p95M_amet_coa,,FALSE,C,C,,0.000223*ribflv_c+0.006744*spmd_c+0.149336*met_DASH_L_c+0.024805*datp_c+0.499149*ala_DASH_L_c+0.133993*tyr_DASH_L_c+0.209684*ser_DASH_L_c+0.234232*asn_DASH_L_c+0.000223*10fthf_c+0.003805*pg161_p+0.004439*pg161_c+0.129799*ctp_c+0.255712*glu_DASH_L_c+54.119975*atp_c+0.000168*coa_c+0.000279*accoa_c+0.000223*5mthf_c+0.000223*mlthf_c+0.209121*gtp_c+0.000223*fad_c+0.03327*ptrc_c+0.140101*utp_c+0.004892*pg160_p+0.255712*gln_DASH_L_c+0.005707*pg160_c+0.088988*cys_DASH_L_c+0.214798*pro_DASH_L_c+0.595297*gly_c+0.411184*val_DASH_L_c+0.180021*phe_DASH_L_c+0.234232*asp_DASH_L_c+0.000223*chor_c+3.10E-05*malcoa_c+0.333448*lys_DASH_L_c+0.282306*ile_DASH_L_c+0.001961*pg181_p+0.025612*dgtp_c+0.28742*arg_DASH_L_c+0.002288*pg181_c+0.024805*dttp_c+0.437778*leu_DASH_L_c+9.80E-05*succoa_c+0.025612*dctp_c+0.092056*his_DASH_L_c+0.246506*thr_DASH_L_c+0.055234*trp_DASH_L_c+0.000223*amet_c,abcdefghijklmnopq+abcdefg+hijkl+ABCDEFGHIJ+mno+pqrstuvwx+yz1+2345+6+789+ABC+ABCDEFGHIJ+DEFGH+ABCDEFGHIJ+ABCDEFGHIJKLMNOPQRSTU+ABCDEFGHIJKLMNOPQRSTUIJ+K+L+ABCDEFGHIJ+abcdefghijklmnopqABCDEFGHIJ+MNOP+ABCDEFGHIJ+QRS+TUVWX+Y12+345+6789a+bc+defgh+ijklmnopq+rstu+vwxyz12345+ABCDEFGHIJKLMNOPQRSTU678+9ABCDE+FGHIJK+LMN+ABCDEFGHIJ+OPQRST+UVW+ABCDEFGHIJ+XYZ123+ABCDEFGHIJKLMNOPQRSTU4567+ABCDEFGHIJ+89abcd+efgh+ijklmnopqrs+123456789Aabcde,,
central02,Ec_biomass_iJO1366_WT_53p95M_ametNEG_coaNEG,,FALSE,C,C,"individual; FAD, atp, gtp, utp not included",0.006744*spmd_c+0.149336*met_DASH_L_c+0.499149*ala_DASH_L_c+0.133993*tyr_DASH_L_c+0.209684*ser_DASH_L_c+0.234232*asn_DASH_L_c+0.000223*10fthf_c+0.003805*pg161_p+0.004439*pg161_c+0.255712*glu_DASH_L_c+0.000279*accoa_c+0.000223*5mthf_c+0.000223*mlthf_c+0.03327*ptrc_c+0.004892*pg160_p+0.255712*gln_DASH_L_c+0.005707*pg160_c+0.088988*cys_DASH_L_c+0.214798*pro_DASH_L_c+0.595297*gly_c+0.411184*val_DASH_L_c+0.180021*phe_DASH_L_c+0.234232*asp_DASH_L_c+0.000223*chor_c+3.10E-05*malcoa_c+0.333448*lys_DASH_L_c+0.282306*ile_DASH_L_c+0.001961*pg181_p+0.28742*arg_DASH_L_c+0.002288*pg181_c+0.437778*leu_DASH_L_c+9.80E-05*succoa_c+0.092056*his_DASH_L_c+0.246506*thr_DASH_L_c+0.055234*trp_DASH_L_c,abcdefg+hijkl+mno+pqrstuvwx+yz1+2345+6+789+ABC+DEFGH+IJ+K+L+MNOP+QRS+TUVWX+Y12+345+6789a+bc+defgh+ijklmnopq+rstu+vwxyz12345+678+9ABCDE+FGHIJK+LMN+OPQRST+UVW+XYZ123+4567+89abcd+efgh+ijklmnopqrs,,
central02,Ec_biomass_iJO1366_WT_53p95M,,TRUE,C,C,"individual; FAD, utp, coa not included",0.006744*spmd_c+0.149336*met_DASH_L_c+0.499149*ala_DASH_L_c+0.133993*tyr_DASH_L_c+0.209684*ser_DASH_L_c+0.234232*asn_DASH_L_c+0.000223*10fthf_c+0.003805*pg161_p+0.004439*pg161_c+0.255712*glu_DASH_L_c+0.000279*accoa_c+0.000223*5mthf_c+0.000223*mlthf_c+0.03327*ptrc_c+0.004892*pg160_p+0.255712*gln_DASH_L_c+0.005707*pg160_c+0.088988*cys_DASH_L_c+0.214798*pro_DASH_L_c+0.595297*gly_c+0.411184*val_DASH_L_c+0.180021*phe_DASH_L_c+0.234232*asp_DASH_L_c+0.000223*chor_c+3.10E-05*malcoa_c+0.333448*lys_DASH_L_c+0.282306*ile_DASH_L_c+0.001961*pg181_p+0.28742*arg_DASH_L_c+0.002288*pg181_c+0.437778*leu_DASH_L_c+9.80E-05*succoa_c+0.092056*his_DASH_L_c+0.246506*thr_DASH_L_c+0.055234*trp_DASH_L_c+0.000223+amet_c+54.119975*atp_c+0.209121*gtp_c,abcdefg+hijkl+mno+pqrstuvwx+yz1+2345+6+789+ABC+DEFGH+IJ+K+L+MNOP+QRS+TUVWX+Y12+345+6789a+bc+defgh+ijklmnopq+rstu+vwxyz12345+678+9ABCDE+FGHIJK+LMN+OPQRST+UVW+XYZ123+4567+89abcd+efgh+ijklmnopqrs+123456789Aabcde+ABCDEFGHIJ+ABCDEFGHIJ,,
central02,EX_co_LPAREN_e_RPAREN_,,TRUE,C,C,individual,1*co_e,a,,
central02,F6PP,,TRUE,C,C,individual,1*f6p_c,abcdef,1*fru_c,abcdef
central02,FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",TRUE,C,C,individual,1*s17bp_c,abcdefg,1*dhap_c+1*e4p_c,abc+defg
central02,FBA3_reverse,,TRUE,C,C,individual,1*e4p_c+1*dhap_c,abcd+efg,1*s17bp_c,gfeabcd
central02,FCI,,FALSE,C,C,not included; growth on L-fucose,1*fuc_DASH_L_c,abcdef,1*fcl_DASH_L_c,abcdef
central02,FCI_reverse,,FALSE,C,C,not included; growth on L-fucose,1*fcl_DASH_L_c,abcdef,1*fuc_DASH_L_c,abcdef
central02,FCLPA,,FALSE,C,C,not included; growth on psicoselysine,,,,
central02,FCLPA_reverse,,FALSE,C,C,not included; growth on psicoselysine,,,,
central02,FOMETRi,,TRUE,C,C,individual,1*5fthf_c,a,1*methf_c,a
central02,FORCT,,FALSE,C,C,not included; oxalate-induced acid response (J Bacteriol. 2013 Apr;195(7):1446-55. doi: 10.1128/JB.01936-12. Epub 2013 Jan 18.),,,,
central02,FORCT_reverse,,FALSE,C,C,not included; oxalate-induced acid response (J Bacteriol. 2013 Apr;195(7):1446-55. doi: 10.1128/JB.01936-12. Epub 2013 Jan 18.),,,,
central02,FRULYSDG,,FALSE,C,C,not included; growth on psicoselysine,,,,
central02,FRULYSDG_reverse,,FALSE,C,C,not included; growth on psicoselysine,,,,
central02,FRULYSE,,FALSE,C,C,not included; growth on psicoselysine,,,,
central02,FRULYSE_reverse,,FALSE,C,C,not included; growth on psicoselysine,,,,
central02,FTHFLi,formate-tetrahydrofolate ligase,TRUE,C,C,individual,1*for_c,a,1*10fthf_c,a
central02,G6PDA,,TRUE,C,C,individual,1*gam6p_c,abcdef,1*f6p_c,abcdef
central02,G6PP,glucose-6-phosphate phosphatase,TRUE,C,C,individual,1*g6p_c,abcdef,1*glc_DASH_D_c,abcdef
central02,GALKr,,TRUE,C,C,individual,1*gal_c,abcdef,1*gal1p_c,abcdef
central02,GALKr_reverse,,TRUE,C,C,individual,1*gal1p_c,abcdef,1*gal_c,abcdef
central02,GALUi,,TRUE,C,C,individual,1*utp_c+1*g1p_c,abcdefghi+jklmno,1*udpg_c,abcdefghijklmno
central02,GARFT_reverse,,TRUE,C,C,individual,1*fgam_c,abcdefgh,1*gar_c+1*10fthf_c,abcdefg+h
central02,GK1_reverse,,TRUE,C,C,individual,,,,
central02,GK1_reverse_Full,,FALSE,C,C,individual,1*gdp_c+1*adp_c,abcdefghij+klmnopqrst,1*gmp_c+1*atp_c,abcdefghij+klmnopqrst
central02,GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",TRUE,C,C,individual,,,,
central02,GLCATr_coa,,FALSE,C,C,individual,1*glc_DASH_D_c+1*accoa_c,abcdef+ABCDEFGHIJKLMNOPQRSTUgh,1*acglc_DASH_D_c+1*coa_c,abcdefgh+ABCDEFGHIJKLMNOPQRSTU
central02,GLCATr,,TRUE,C,C,individual,1*glc_DASH_D_c+1*accoa_c,abcdef+gh,1*acglc_DASH_D_c,abcdefgh
central02,GLCATr_reverse_coa,,FALSE,C,C,individual,1*acglc_DASH_D_c+1*coa_c,abcdefgh+ABCDEFGHIJKLMNOPQRSTU,1*glc_DASH_D_c+1*accoa_c,abcdef+ABCDEFGHIJKLMNOPQRSTUgh
central02,GLCATr_reverse,,TRUE,C,C,individual,1*acglc_DASH_D_c,abcdefgh,1*glc_DASH_D_c+1*accoa_c,abcdef+gh
central02,GLCP2,glycogen phosphorylase,TRUE,C,C,individual,,,,
central02,GLCtexi,D-glucose transport via diffusion (extracellular to periplasm) irreversible,TRUE,C,C,individual,1*glc_DASH_D_e,abcdef,1*glc_DASH_D_p,abcdef
central02,GLDBRAN2,glycogen debranching enzyme (bglycogen -> glycogen),TRUE,C,C,individual,,,,
central02,GLTPD,,FALSE,C,C,not included; growth on galactitol,,,,
central02,GLTPD_reverse,,FALSE,C,C,not included; growth on galactitol,,,,
central02,GLUt2rpp_reverse,,TRUE,C,C,individual,1*glu_DASH_L_c,abcde,1*glu_DASH_L_p,abcde
central02,GLUt4pp,Na+/glutamate symport (periplasm),TRUE,C,C,individual,1*glu_DASH_L_p,abcde,1*glu_DASH_L_c,abcde
central02,GLYCK2,glycerate kinase,TRUE,C,C,individual,1*glyc_DASH_R_c,abc,1*2pg_c,abc
central02,GLYCPHOSPHOLIPID_1,"['DASYN181','AGPAT181','G3PAT181']",TRUE,C,C,combo,1*glyc3p_c,abc,,
central02,GLYCPHOSPHOLIPID_2,"['PSSA181','PSD181']",TRUE,C,C,combo,1*ser_DASH_L_c,abc,1*co2_c,a
central02,GLYCPHOSPHOLIPID_3,"['PGSA160','PGPP160']",TRUE,C,C,combo,1*glyc3p_c,abc,1*pg160_c,abc
central02,GLYCPHOSPHOLIPID_4,"['DASYN161','AGPAT161','G3PAT161']",TRUE,C,C,combo,1*glyc3p_c,abc,,
central02,GLYCPHOSPHOLIPID_5,"['PGSA181','PGPP181']",TRUE,C,C,combo,1*glyc3p_c,abc,1*pg181_c,abc
central02,GLYCPHOSPHOLIPID_6,"['PSD161','PSSA161']",TRUE,C,C,combo,1*ser_DASH_L_c,abc,1*co2_c,a
central02,GLYCPHOSPHOLIPID_7,"['PSSA160','PSD160']",TRUE,C,C,combo,1*ser_DASH_L_c,abc,1*co2_c,a
central02,GLYCPHOSPHOLIPID_8,"['DASYN160','AGPAT160','G3PAT160']",TRUE,C,C,combo,1*glyc3p_c,abc,,
central02,GLYCPHOSPHOLIPID_9,"['PGSA161','PGPP161']",TRUE,C,C,combo,1*glyc3p_c,abc,1*pg161_c,abc
central02,GMPR,GMP reductase,TRUE,C,C,individual,,,,
central02,GMPR_Full,GMP reductase,FALSE,C,C,individual,1*gmp_c,abcdefghij,1*imp_c,abcdefghij
central02,GSNK,guanosine kinase,TRUE,C,C,individual,,,,
central02,GSNK_Full,guanosine kinase,FALSE,C,C,individual,1*atp_c+1*gsn_c,abcdefghij+klmnopqrst,1*adp_c+1*gmp_c,abcdefghij+klmnopqrst
central02,GUACYC,guanylate cyclase,TRUE,C,C,individual,,,,
central02,GUACYC_Full,guanylate cyclase,FALSE,C,C,individual,1*gtp_c,abcdefghij,1*35cgmp_c,abcdefghij
central02,GUAPRT,,TRUE,C,C,individual,1*prpp_c,abcde,,
central02,GUAPRT_Full,,FALSE,C,C,individual,1*gua_c+1*prpp_c,abcde+fghij,1*gmp_c,abcdefghij
central02,GUI1,,FALSE,C,C,not included; growth on glucuronate and galacturonate,1*glcur_c,abcdef,1*fruur_c,abcdef
central02,GUI1_reverse,,FALSE,C,C,not included; growth on glucuronate and galacturonate,1*fruur_c,abcdef,1*glcur_c,abcdef
central02,GUI2,,FALSE,C,C,not included; growth on glucuronate and galacturonate,1*galur_c,abcdef,1*tagur_c,abcdef
central02,GUI2_reverse,,FALSE,C,C,not included; growth on glucuronate and galacturonate,1*tagur_c,abcdef,1*galur_c,abcdef
central02,HADPCOADH3,,FALSE,C,C,not included; involved in phenylacetate catabolism,,,,
central02,HADPCOADH3_reverse,,FALSE,C,C,not included; involved in phenylacetate catabolism,,,,
central02,HBZOPT_Full,,FALSE,C,C,individual,1*4hbz_c,abcdefg,,
central02,HCYSMT,homocysteine S-methyltransferase,TRUE,C,C,individual,1*amet_c+1*hcys_DASH_L_c,123456789Aabcde+fghi,1*ahcys_c+1*met_DASH_L_c,123456789Aabcd+fghie
central02,HCYSMT_ametNEG,homocysteine S-methyltransferase,FALSE,C,C,individual; Incorrect,1*hcys_DASH_L_c,abcde,1*met_DASH_L_c,abcde
central02,HEX4,,TRUE,C,C,individual,1*man_c,abcdef,1*man6p_c,abcdef
central02,HEX7,,TRUE,C,C,individual,1*fru_c,abcdef,1*f6p_c,abcdef
central02,HPYRI,,TRUE,C,C,individual,1*hpyr_c,abc,1*2h3oppan_c,abc
central02,HPYRI_reverse,,TRUE,C,C,individual,1*2h3oppan_c,abc,1*hpyr_c,abc
central02,HPYRRx,,TRUE,C,C,individual,1*hpyr_c,abc,1*glyc_DASH_R_c,abc
central02,HPYRRy,,TRUE,C,C,individual,1*hpyr_c,abc,1*glyc_DASH_R_c,abc
central02,HXPRT,,TRUE,C,C,individual,1*prpp_c,abcde,,
central02,HXPRT_Full,,FALSE,C,C,individual,1*hxan_c+1*prpp_c,abcde+fghij,1*imp_c,abcdefghij
central02,ICHORSi,,TRUE,C,C,individual,1*chor_c,abcdefghij,1*ichor_c,abcdefghij
central02,ICHORT,,TRUE,C,C,individual,1*ichor_c,abcdefghij,1*pyr_c,ihj
central02,ICHORT_Full,,FALSE,C,C,individual,1*ichor_c,abcdefghij,1*23ddhb_c+1*pyr_c,abcdefg+ihj
central02,ICYSDS,,TRUE,C,C,individual,1*cys_DASH_L_c,abc,1*ala_DASH_L_c,abc
central02,IDOND,,FALSE,C,C,not included; growth on L-idonate,,,,
central02,IDOND_reverse,,FALSE,C,C,not included; growth on L-idonate,,,,
central02,IDOND2,,FALSE,C,C,not included; growth on L-idonate,,,,
central02,INSH,Inosine hydrolase,TRUE,C,C,individual,,,,
central02,INSH_Full,Inosine hydrolase,FALSE,C,C,individual,1*ins_c,abcdefghij,1*hxan_c+1*rib_DASH_D_c,abcde+fghij
central02,INSK,insosine kinase,TRUE,C,C,individual,,,,
central02,INSK_Full,insosine kinase,FALSE,C,C,individual,1*atp_c+1*ins_c,abcdefghij+klmnopqrst,1*adp_c+1*imp_c,abcdefghij+klmnopqrst
central02,KAS15_coa,,FALSE,C,C,individual,1*accoa_c,ABCDEFGHIJKLMNOPQRSTUab,1*coa_c,ABCDEFGHIJKLMNOPQRSTU
central02,KAS15,,TRUE,C,C,individual,1*accoa_c,ab,,
central02,LCADi,,TRUE,C,C,individual,1*lald_DASH_L_c,abc,1*lac_DASH_L_c,abc
central02,LCARR,"lacaldehyde reductase (R-propane-1,2-diol forming)",TRUE,C,C,individual,1*lald_DASH_D_c,abc,1*12ppd_DASH_R_c,abc
central02,LCARR_reverse,,TRUE,C,C,individual,1*12ppd_DASH_R_c,abc,1*lald_DASH_D_c,abc
central02,LCARS,,TRUE,C,C,individual,1*lald_DASH_L_c,abc,1*12ppd_DASH_S_c,abc
central02,LCARS_reverse,,TRUE,C,C,individual,1*12ppd_DASH_S_c,abc,1*lald_DASH_L_c,abc
central02,LIPOPOLYSACCHARIDE_1,"['COLIPAabcpp','COLIPAabctex','EDTXS1','EDTXS2','GALT1','GLCTR1','GLCTR2','GLCTR3','HEPK1','HEPK2','HEPT1','HEPT2','HEPT3','HEPT4','LPADSS','MOAT','MOAT2','MOAT3C','RHAT1','TDSK','USHD']",TRUE,C,C,combo,,,,
central02,LIPOPOLYSACCHARIDE_2,"['AGMHE','GMHEPAT','GMHEPK','GMHEPPA','S7PI']",TRUE,C,C,combo,1*s7p_c,abcdefg,,
central02,LIPOPOLYSACCHARIDE_3,"['U23GAAT','UHGADA','UAGAAT']",TRUE,C,C,combo,,,,
central02,LIPOPOLYSACCHARIDE_4,"['KDOPP','KDOCT2','KDOPS']",TRUE,C,C,combo,1*pep_c+1*ara5p_c,abc+defgh,,
central02,LSERDHr,L-serine dehydrogenase,TRUE,C,C,individual,1*ser_DASH_L_c,abc,,
central02,LSERDHr_reverse,,TRUE,C,C,individual,,,,
central02,LSERDHr_reverse,,TRUE,C,C,individual,1*2amsa_c,abc,1*ser_DASH_L_c,abc
central02,M1PD,,TRUE,C,C,individual,1*mnl1p_c,abcdef,1*f6p_c,abcdef
central02,M1PD_reverse,,TRUE,C,C,individual,1*f6p_c,abcdef,1*mnl1p_c,abcdef
central02,MALTATr_coa,,FALSE,C,C,individual,1*malt_c+1*accoa_c,abcdefghijkl+ABCDEFGHIJKLMNOPQRSTUmn,1*acmalt_c+1*coa_c,abcdefghijklmn+ABCDEFGHIJKLMNOPQRSTU
central02,MALTATr,,TRUE,C,C,individual,1*malt_c+1*accoa_c,abcdefghijkl+mn,1*acmalt_c,abcdefghijklmn
central02,MALTATr_reverse_coa,,FALSE,C,C,individual,1*acmalt_c+1*coa_c,abcdefghijklmn+ABCDEFGHIJKLMNOPQRSTU,1*malt_c+1*accoa_c,abcdefghijkl+ABCDEFGHIJKLMNOPQRSTUmn
central02,MALTATr_reverse,,TRUE,C,C,individual,1*acmalt_c,abcdefghijklmn,1*malt_c+1*accoa_c,abcdefghijkl+mn
central02,MAN6PI,,TRUE,C,C,individual,1*man6p_c,abcdef,1*f6p_c,abcdef
central02,MAN6PI_reverse,,TRUE,C,C,individual,1*f6p_c,abcdef,1*man6p_c,abcdef
central02,MANAO,,TRUE,C,C,individual,1*mana_c,abcdef,1*fruur_c,abcdef
central02,MANAO_reverse,,TRUE,C,C,individual,1*fruur_c,abcdef,1*mana_c,abcdef
central02,MCITD,,TRUE,C,C,individual,1*2mcit_c,abcdefg,1*2mcacn_c,abcdefg
central02,MCITL2,,TRUE,C,C,individual,1*micit_c,abcdefg,0.5*succ_c+0.5*succ_c+1*pyr_c,edcf+fcde+abg
central02,MCITL2_reverse,,TRUE,C,C,individual,0.5*succ_c+0.5*succ_c+1*pyr_c,edcf+fcde+abg,1*micit_c,abcdefg
central02,MCITS,,TRUE,C,C,individual,1*oaa_c+1*ppcoa_c,abcd+efg,1*2mcit_c,efbcdag
central02,MCOATA_coa,,FALSE,C,C,individual,1*malcoa_c,ABCDEFGHIJKLMNOPQRSTUabc,1*coa_c,ABCDEFGHIJKLMNOPQRSTU
central02,MCOATA,,TRUE,C,C,individual,1*malcoa_c,abc,,
central02,METOX1s,methionine oxidation (spontaneous),TRUE,C,C,individual,1*met_DASH_L_c,abcde,,
central02,METOX2s,methionine oxidation 2 (spontaneous),TRUE,C,C,individual,1*met_DASH_L_c,abcde,,
central02,MICITDr,,TRUE,C,C,individual,1*2mcacn_c,abcdefg,1*micit_c,abcdefg
central02,MICITDr_reverse,,TRUE,C,C,individual,1*micit_c,abcdefg,1*2mcacn_c,abcdefg
central02,MLTG3,,TRUE,C,C,individual,,,,
central02,MLTG4,,TRUE,C,C,individual,,,,
central02,MLTG5,,TRUE,C,C,individual,,,,
central02,MLTP1,,TRUE,C,C,individual,,,,
central02,MLTP1_reverse,,TRUE,C,C,individual,1*g1p_c,abcdef,,
central02,MLTP2,,TRUE,C,C,individual,,,,
central02,MLTP2_reverse,,TRUE,C,C,individual,1*g1p_c,abcdef,,
central02,MLTP3,,TRUE,C,C,individual,,,,
central02,MLTP3_reverse,,TRUE,C,C,individual,1*g1p_c,abcdef,,
central02,MMCD,,TRUE,C,C,individual,1*mmcoa_DASH_S_c,abcd,1*co2_c+1*ppcoa_c,d+abc
central02,MMM_coa,,FALSE,C,C,individual,1*succoa_c,ABCDEFGHIJKLMNOPQRSTUabcd,1*mmcoa_DASH_S_c,ABCDEFGHIJKLMNOPQRSTUabcd
central02,MMM,,TRUE,C,C,individual,1*succoa_c,abcd,1*mmcoa_DASH_S_c,abcd
central02,MN6PP,,TRUE,C,C,individual,1*man6p_c,abcdef,1*man_c,abcdef
central02,MOLYBDOPTERIN_1,"['MPTAT','MPTS','CPMPS']",TRUE,C,C,combo,,,,
central02,MOLYBDOPTERIN_2,"['MOCDS','MOGDS']",TRUE,C,C,combo,,,,
central02,MOLYBDOPTERIN_3,"['MOADSUx','MPTSS']",TRUE,C,C,combo,,,,
central02,MOX,malate oxidase,TRUE,C,C,individual,1*mal_DASH_L_c,abcd,1*oaa_c,abcd
central02,MOX_reverse,,TRUE,C,C,individual,1*oaa_c,abcd,1*mal_DASH_L_c,abcd
central02,NADDP,,TRUE,C,C,add NADSALVAGE,,,,
central02,NADDP_Full,,FALSE,C,C,add NADSALVAGE,1*nad_c,abcdefghijklmnopqrstu,1*nmn_c+1*amp_c,abcdefghijk+lmnopqrstu
central02,NADN,,TRUE,C,C,add NADSALVAGE,,,,
central02,NADN_Full,,FALSE,C,C,add NADSALVAGE,1*nad_c,abcdefghijklmnopqrstu,1*adprib_c+1*ncam_c,abcdelmnopqrstu+fghijk
central02,NADPPPS,,TRUE,C,C,add NADSALVAGE,,,,
central02,NADPPPS_Full,,FALSE,C,C,add NADSALVAGE,1*nadp_c,abcdefghijklmnopqrstu,1*nad_c,abcdefghijklmnopqrstu
central02,NADSALVAGE,"[NADPPPS,NADN,NNAM,NAMNPP,NMNN,NMNDA,NMNAT,NADDP,ADPRDP]",TRUE,C,C,combo,,,,
central02,NAMNPP,,TRUE,C,C,add NADSALVAGE,,,,
central02,NAMNPP_Full,,FALSE,C,C,add NADSALVAGE,1*prpp_c+1*nac_c,abcde+fghijk,1*nicrnt_c,abcdefghijk
central02,NDPK1_reverse,,TRUE,C,C,individual,,,,
central02,NDPK1_reverse_Full,,FALSE,C,C,individual,1*gtp_c+1*adp_c,abcdefghij+klmnopqrst,1*gdp_c+1*atp_c,abcdefghij+klmnopqrst
central02,NDPK2_reverse,,TRUE,C,C,individual,,,,
central02,NDPK2_reverse_Full,,FALSE,C,C,individual,1*utp_c+1*adp_c,abcdefghi+jklmnopqrs,1*udp_c+1*atp_c,abcdefghi+jklmnopqrs
central02,NDPK3_reverse,,TRUE,C,C,individual,,,,
central02,NDPK3_reverse_Full,,FALSE,C,C,individual,1*ctp_c+1*adp_c,abcdefghi+jklmnopqrs,1*cdp_c+1*atp_c,abcdefghi+jklmnopqrs
central02,NDPK4_reverse,,TRUE,C,C,individual,,,,
central02,NDPK4_reverse_Full,,FALSE,C,C,individual,1*dttp_c+1*adp_c,abcdefghij+klmnopqrst,1*dtdp_c+1*atp_c,abcdefghij+klmnopqrst
central02,NMNAT,,TRUE,C,C,add NADSALVAGE,,,,
central02,NMNAT_Full,,FALSE,C,C,add NADSALVAGE,1*nmn_c+1*atp_c,abcdefghijk+lmnopqrstu,1*nad_c,abcdefghijklmnopqrstu
central02,NMNDA,,TRUE,C,C,add NADSALVAGE,,,,
central02,NMNDA_Full,,FALSE,C,C,add NADSALVAGE,1*nmn_c,abcdefghijk,1*nicrnt_c,abcdefghijk
central02,NMNN,,TRUE,C,C,add NADSALVAGE,,,,
central02,NMNN_Full,,FALSE,C,C,add NADSALVAGE,1*nmn_c,abcdefghijk,1*r5p_c+1*ncam_c,abcde+fghijk
central02,NNAM,,TRUE,C,C,add NADSALVAGE,,,,
central02,NNAM_Full,,FALSE,C,C,add NADSALVAGE,1*ncam_c,abcdef,1*nac_c,abcdef
central02,NTD1,,TRUE,C,C,,,,,
central02,NTD1_Full,5'-nucleotidase (dUMP),FALSE,C,C,individual,1*dump_c,abcdefghi,1*duri_c,abcdefghi
central02,NTD10,,TRUE,C,C,,,,,
central02,NTD10_Full,5'-nucleotidase (XMP),FALSE,C,C,individual,1*xmp_c,abcdefghij,1*xtsn_c,abcdefghij
central02,NTD11,,TRUE,C,C,,,,,
central02,NTD11_Full,5'-nucleotidase (IMP),FALSE,C,C,individual,1*imp_c,abcdefghij,1*ins_c,abcdefghij
central02,NTD12,,TRUE,C,C,,,,,
central02,NTD12_Full,5'-nucleotidase (dIMP),FALSE,C,C,individual,1*dimp_c,abcdefghij,1*din_c,abcdefghij
central02,NTD2,,TRUE,C,C,,,,,
central02,NTD2_Full,5'-nucleotidase (UMP),FALSE,C,C,individual,1*ump_c,abcdefghi,1*uri_c,abcdefghi
central02,NTD3,,TRUE,C,C,,,,,
central02,NTD3_Full,5'-nucleotidase (dCMP),FALSE,C,C,individual,1*dcmp_c,abcdefghi,1*dcyt_c,abcdefghi
central02,NTD4,,TRUE,C,C,,,,,
central02,NTD4_Full,5'-nucleotidase (CMP),FALSE,C,C,individual,1*cmp_c,abcdefghi,1*cytd_c,abcdefghi
central02,NTD5,,TRUE,C,C,,,,,
central02,NTD5_Full,5'-nucleotidase (dTMP),FALSE,C,C,individual,1*dtmp_c,abcdefghij,1*thymd_c,abcdefghij
central02,NTD6,,TRUE,C,C,,,,,
central02,NTD6_Full,5'-nucleotidase (dAMP),FALSE,C,C,individual,1*damp_c,abcdefghij,,
central02,NTD7,,TRUE,C,C,,,,,
central02,NTD7_Full,5'-nucleotidase (AMP),FALSE,C,C,individual,1*amp_c,abcdefghi,1*adn_c,abcdefghi
central02,NTD8,,TRUE,C,C,,,,,
central02,NTD8_Full,5'-nucleotidase (dGMP),FALSE,C,C,individual,1*dgmp_c,abcdefghij,1*dgsn_c,abcdefghij
central02,NTD9,,TRUE,C,C,,,,,
central02,NTD9_Full,5'-nucleotidase (GMP),FALSE,C,C,individual,1*gmp_c,abcdefghij,1*gsn_c,abcdefghij
central02,NTP1,,TRUE,C,C,,,,,
central02,NTP1_Full,nucleoside-triphosphatase (ATP),FALSE,C,C,individual,1*atp_c,abcdefghij,1*adp_c,abcdefghij
central02,NTP10,,TRUE,C,C,,,,,
central02,NTP10_Full,nucleoside-triphosphatase (ITP),FALSE,C,C,individual,1*itp_c,abcdefghij,1*idp_c,abcdefghij
central02,NTP11,,TRUE,C,C,,,,,
central02,NTP11_Full,nucleoside-triphosphatase (dITP),FALSE,C,C,individual,1*ditp_c,abcdefghij,1*didp_c,abcdefghij
central02,NTP12,,TRUE,C,C,,,,,
central02,NTP12_Full,nucleoside-triphosphatase (XTP),FALSE,C,C,individual,1*xtp_c,abcdefghij,1*xdp_c,abcdefghij
central02,NTP3,,TRUE,C,C,,,,,
central02,NTP3_Full,nucleoside-triphosphatase (GTP),FALSE,C,C,individual,1*gtp_c,abcdefghij,1*gdp_c,abcdefghij
central02,NTP5,,TRUE,C,C,,,,,
