mapping_id,rxn_id,rxn_description,used_,reactants_elements_tracked,products_elements_tracked,comments_,reactants_trackedids,reactants_mapping,products_trackedids,products_mapping
central02,GLCptspp,,TRUE,C,C,individual,1*glc_DASH_D_e+1*pep_c,abcdef+ghi,1*g6p_c+1*pyr_c,abcdef+ghi
central02,GLNS,,TRUE,C,C,individual,1*glu_DASH_L_c,abcde,1*gln_DASH_L_c,abcde
central02,GLUDC,,TRUE,C,C,individual,1*glu_DASH_L_c,abcde,1*4abut_c+1*co2_c,edcb+a
central02,GLUDy,,TRUE,C,C,individual,1*glu_DASH_L_c,abcde,1*akg_c,abcde
central02,GLUDy_reverse,,TRUE,C,C,individual,1*akg_c,abcde,1*glu_DASH_L_c,abcde
central02,GLUN,,TRUE,C,C,individual,1*gln_DASH_L_c,abcde,1*glu_DASH_L_c,abcde
central02,GLUSy,,TRUE,C,C,individual,1*akg_c+1*gln_DASH_L_c,abcde+fghij,1*glu_DASH_L_c+1*glu_DASH_L_c,abcde+fghij
central02,GLXCL,,TRUE,C,C,individual,1*glx_c+1*glx_c,ab+cd,1*2h3oppan_c+1*co2_c,abd+c
central02,GLYCDx,,TRUE,C,C,individual,1*glyc_c,abc,0.5*dha_c+0.5*dha_c,abc+cba
central02,GLYCK,,TRUE,C,C,individual,1*glyc_DASH_R_c,abc,1*3pg_c,abc
central02,GLYCL,,TRUE,C,C,individual,1*gly_c,ab,1*co2_c+1*mlthf_c,a+b
central02,GLYCLTDx,,TRUE,C,C,individual,1*glx_c,ab,1*glyclt_c,ab
central02,GLYCLTDy,,TRUE,C,C,individual,1*glx_c,ab,1*glyclt_c,ab
central02,GLYCtex,,TRUE,C,C,individual,1*glyc_e,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
central02,GLYCtpp,,TRUE,C,C,individual,1*glyc_p,abc,0.5*glyc_c+0.5*glyc_c,abc+cba
central02,GLYCtex_reverse,,TRUE,C,C,individual,1*glyc_p,abc,0.5*glyc_e+0.5*glyc_e,abc+cba
central02,GLYCtpp_reverse,,TRUE,C,C,individual,1*glyc_c,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
central02,GLYCTO2,,TRUE,C,C,individual,1*glyclt_c,ab,1*glx_c,ab
central02,GLYCTO3,,TRUE,C,C,individual,1*glyclt_c,ab,1*glx_c,ab
central02,GLYCTO4,,TRUE,C,C,individual,1*glyclt_c,ab,1*glx_c,ab
central02,GLYK,,TRUE,C,C,individual,0.5*glyc_c+0.5*glyc_c,abc+cba,1*glyc3p_c,abc
central02,GND,,TRUE,C,C,individual,1*6pgc_c,abcdef,1*co2_c+1*ru5p_DASH_D_c,a+bcdef
central02,GTHOr,,TRUE,C,C,add glutathione synthesis,,,,
central02,GTHOr_Full,,FALSE,C,C,add glutathione synthesis,1*gthox_c,abcdefghijklmnopqrst,1*gthrd_c+1*gthrd_c,abcdefghij+klmnopqrst
central02,GTHOr_reverse,,TRUE,C,C,add glutathione synthesis,,,,
central02,GTHOr_reverse_Full,,FALSE,C,C,add glutathione synthesis,1*gthrd_c+1*gthrd_c,abcdefghij+klmnopqrst,1*gthox_c,abcdefghijklmnopqrst
central02,GLUCYS,,TRUE,C,C,added GTHSYN,1*glu_DASH_L_c+1*cys_DASH_L_c,abcde+fgh,1*glucys_c,abcdegfh
central02,GTHS,,TRUE,C,C,added GTHSYN,1*glucys_c+1*gly_c,abcdefgh+ij,1*gthrd_c,abcdefgjih
central02,GTHSYN,"[GLUCYS,GTHS]",TRUE,C,C,combo,1*glu_DASH_L_c+1*cys_DASH_L_c+1*gly_c,abcde+fgh+ij,,
central02,HCO3E,,TRUE,C,C,individual,1*co2_c,a,1*hco3_c,a
central02,HCO3E_reverse,,TRUE,C,C,individual,1*hco3_c,a,1*co2_c,a
central02,HEX1,,TRUE,C,C,individual,1*glc_DASH_D_c,abcdef,1*g6p_c,abcdef
central02,prpp_to_his_DASH_L,"[ATPPRT,PRATPP,PRAMPC,PRMICI,IG3PS,IGPDH,HSTPT,HISTP,HISTD]",TRUE,C,C,combo,1*atp_c+1*gln_DASH_L_c+1*prpp_c,123456789a+bcdef+ghijk,1*aicar_c+1*akg_c+1*his_DASH_L_c,12345789a+bcdef+kjihg6
central02,HSDy,,TRUE,C,C,individual,1*hom_DASH_L_c,abcd,1*aspsa_c,abcd
central02,HSDy_reverse,,TRUE,C,C,individual,1*aspsa_c,abcd,1*hom_DASH_L_c,abcd
central02,ICDHyr,,TRUE,C,C,individual,1*icit_c,abcdef,1*akg_c+1*co2_c,abcde+f
central02,ICDHyr_reverse,,TRUE,C,C,individual,1*akg_c+1*co2_c,abcde+f,1*icit_c,abcdef
central02,ICL,,TRUE,C,C,individual,1*icit_c,abcdef,1*glx_c+0.5*succ_c+0.5*succ_c,ab+fcde+edcf
central02,ILETA,,TRUE,C,C,individual,1*akg_c+1*ile_DASH_L_c,abcde+fghijk,1*3mop_c+1*glu_DASH_L_c,fghijk+abcde
central02,ILETA_reverse,,TRUE,C,C,individual,1*3mop_c+1*glu_DASH_L_c,fghijk+abcde,1*akg_c+1*ile_DASH_L_c,abcde+fghijk
central02,ADSL2r,,TRUE,C,C,added IMPSYN1,1*25aics_c,abcdefghijklm,1*aicar_c+0.5*fum_c+0.5*fum_c,abcdefghi+jklm+mlkj
central02,AICART,,TRUE,C,C,added IMPSYN1,1*aicar_c+1*10fthf_c,abcdefghi+j,1*fprica_c,abcdejfghi
central02,AIRC2,,TRUE,C,C,added IMPSYN1,1*air_c+1*hco3,abcdefgh+i,1*5caiz_c,abcdefgih
central02,AIRC3_reverse,,TRUE,C,C,added IMPSYN1,1*5caiz_c,abcdefghi,1*5aizc_c,abcdefghi
central02,GARFT,,TRUE,C,C,added IMPSYN1,1*gar_c+1*10fthf_c,abcdefg+h,1*fgam_c,abcdefgh
central02,GART,,TRUE,C,C,added IMPSYN1,1*gar_c+1*for_c,abcdefg+h,1*fgam_c,abcdefgh
central02,GLUPRT,,TRUE,C,C,added IMPSYN1,1*prpp_c,abcde,1*pram_c,abcde
central02,IMPC_reverse,,TRUE,C,C,added IMPSYN1,1*fprica_c,abcdefghij,1*imp_c,abcdefghij
central02,IMPSYN_1,"[GLUPRT,PRAGSr,PRFGS,PRAIS]",TRUE,C,C,combo,1*prpp_c+1*gly_c+1*fgam_c,abcde+fg+hijklmno,1*gar_c+1*air_c,abcdefg+hijklmno
central02,IMPSYN_2,"[AIRC2,AIRC3_reverse,PRASCSi,ADSL2r]",TRUE,C,C,combo,1*air_c+1*hco3+1*asp_DASH_L_c,abcdefgh+i+jklm,1*aicar_c+0.5*fum_c+0.5*fum_c,abcdefghi+jklm+mlkj
central02,IMPSYN_3,"[AICART,IMPC_reverse]",TRUE,C,C,combo,1*aicar_c+1*10fthf_c,abcdefghi+j,1*imp_c,abcdejfghi
central02,PRAGSr,,TRUE,C,C,added IMPSYN1,1*pram_c+1*gly_c,abcde+fg,1*gar_c,abcdefg
central02,PRAGSr_reverse,,TRUE,C,C,added IMPSYN1,1*gar_c,abcdefg,1*pram_c+1*gly_c,abcde+fg
central02,PRAIS,,TRUE,C,C,added IMPSYN1,1*fpram_c,abcdefgh,1*air_c,abcdefgh
central02,PRASCSi,,TRUE,C,C,added IMPSYN1,1*5aizc_c+1*asp_DASH_L_c,abcdefghi+jklm,1*25aics_c,abcdefghijklm
central02,PRFGS,,TRUE,C,C,added IMPSYN1,1*fgam_c,abcdefgh,1*fpram_c,abcdefgh
central02,IPMD,,TRUE,C,C,individual,1*3c2hmp_c,abcdefg,1*3c4mop_c,abcdefg
central02,IPPMIa,,TRUE,C,C,individual,1*3c2hmp_c,abcdefg,1*2ippm_c,abcdefg
central02,IPPMIa_reverse,,TRUE,C,C,individual,1*2ippm_c,abcdefg,1*3c2hmp_c,abcdefg
central02,IPPMIb,,TRUE,C,C,individual,1*2ippm_c,abcdefg,1*3c3hmp_c,abcdefg
central02,IPPMIb_reverse,,TRUE,C,C,individual,1*3c3hmp_c,abcdefg,1*2ippm_c,abcdefg
central02,IPPS_coa,,FALSE,C,C,individual,1*3mob_c+1*accoa_c,abcde+ABCDEFGHIJKLMNOPQRSTUfg,1*3c3hmp_c+1*coa_c,fgbcdae+ABCDEFGHIJKLMNOPQRSTU
central02,IPPS,,TRUE,C,C,individual,1*3mob_c+1*accoa_c,abcde+fg,1*3c3hmp_c,fgbcdae
central02,LDH_D,,TRUE,C,C,individual,1*lac_DASH_D_c,abc,1*pyr_c,abc
central02,LDH_D_reverse,,TRUE,C,C,individual,1*pyr_c,abc,1*lac_DASH_D_c,abc
central02,LDH_D2,,TRUE,C,C,individual,1*lac_DASH_D_c,abc,1*pyr_c,abc
central02,LEUTAi,,TRUE,C,C,individual,1*4mop_c+1*glu_DASH_L_c,abcdef+ghijk,1*akg_c+1*leu_DASH_L_c,ghijk+abcdef
central02,L_DASH_LACD2,,TRUE,C,C,individual,1*lac_DASH_L_c,abc,1*pyr_c,abc
central02,L_DASH_LACD3,,TRUE,C,C,individual,1*lac_DASH_L_c,abc,1*pyr_c,abc
central02,L_DASH_LACt2rpp,,TRUE,C,C,individual,1*lac_DASH_L_p,abc,1*lac_DASH_L_c,abc
central02,L_DASH_LACtex,,TRUE,C,C,individual,1*lac_DASH_L_e,abc,1*lac_DASH_L_p,abc
central02,L_DASH_LACt2rpp_reverse,,TRUE,C,C,individual,1*lac_DASH_L_c,abc,1*lac_DASH_L_p,abc
central02,L_DASH_LACtex_reverse,,TRUE,C,C,individual,1*lac_DASH_L_p,abc,1*lac_DASH_L_e,abc
central02,MALS_coa,,FALSE,C,C,individual,1*accoa_c+1*glx_c,ABCDEFGHIJKLMNOPQRSTUab+cd,1*coa_c+1*mal_DASH_L_c,ABCDEFGHIJKLMNOPQRSTU+cdba
central02,MALS,,TRUE,C,C,individual,1*accoa_c+1*glx_c,ab+cd,1*mal_DASH_L_c,cdba
central02,MDH,,TRUE,C,C,individual,1*mal_DASH_L_c,abcd,1*oaa_c,abcd
central02,MDH_reverse,,TRUE,C,C,individual,1*oaa_c,abcd,1*mal_DASH_L_c,abcd
central02,MDH2,,TRUE,C,C,individual,1*mal_DASH_L_c,abcd,1*oaa_c,abcd
central02,MDH3,,TRUE,C,C,individual,1*mal_DASH_L_c,abcd,1*oaa_c,abcd
central02,ME1,,TRUE,C,C,individual,1*mal_DASH_L_c,abcd,1*co2_c+1*pyr_c,d+abc
central02,ME2,,TRUE,C,C,individual,1*mal_DASH_L_c,abcd,1*co2_c+1*pyr_c,d+abc
central02,MTHFC,,TRUE,C,C,individual,1*methf_c,a,1*10fthf_c,a
central02,MTHFC_reverse,,TRUE,C,C,individual,1*10fthf_c,a,1*methf_c,a
central02,MTHFD,,TRUE,C,C,individual,1*mlthf_c,a,1*methf_c,a
central02,MTHFD_reverse,,TRUE,C,C,individual,1*methf_c,a,1*mlthf_c,a
central02,MTHFR2,,TRUE,C,C,individual,1*mlthf_c,a,1*5mthf_c,a
central02,NACODA,,TRUE,C,C,individual,1*acg5sa_c,abcdefg,1*ac_c+1*glu5sa_c,fg+abcde
central02,ASPO6,,TRUE,C,C,add NADSYN_aerobic,1*asp_DASH_L_c,abcd,1*iasp_c,abcd
central02,NADK,,TRUE,C,C,add NADSYN_aerobic,1*nad_c,abcdefghijklmnopqrstu,1*nadp_c,abcdefghijklmnopqrstu
central02,NADS1,,TRUE,C,C,add NADSYN_aerobic,1*dnad_c,abcdefghijklmnopqrstu,1*nad_c,abcdefghijklmnopqrstu
central02,NADSYN_aerobic,"[ASPO6,QULNS,NNDPR,NNATr,NADS1,NADK]",TRUE,C,C,combo,1*dhap_c+1*prpp_c+1*asp_DASH_L_c,abc+defgh+ijkl,1*co2_c,i
central02,NADSYN_aerobic_Full,"[ASPO6,QULNS,NNDPR,NNATr,NADS1,NADK]",FALSE,C,C,combo,1*dhap_c+1*prpp_c+1*asp_DASH_L_c+1*atp_c,abc+defgh+ijkl+123456789A,1*nad_c+1*co2_c,defghjklabc123456789A+i
central02,NNATr,,TRUE,C,C,add NADSYN_aerobic,1*nicrnt_c+1*atp_c,abcdefghijk+lmnopqrstuv,1*dnad_c,abcdefghijklmnopqrstu
central02,NNDPR,,TRUE,C,C,add NADSYN_aerobic,1*quln_c+1*prpp_c,abcdefg+ABCDE,1*nicrnt_c+1*co2_c,ABCDEbcdefg+a
central02,QULNS,,TRUE,C,C,add NADSYN_aerobic,1*iasp_c+1*dhap_c,abcd+efg,1*quln_c,abcdefg
central02,ASPO5,,TRUE,C,C,add NADSYN_anaerobic,1*asp_DASH_L_c+1*fum_c,abcd+efgh,1*iasp_c+0.5*succ_c+0.5*succ_c,abcd+efgh+hgfe
central02,NADK,,TRUE,C,C,add NADSYN_anaerobic,1*nad_c,abcdefghijklmnopqrstu,1*nadp_c,abcdefghijklmnopqrstu
central02,NADS1,,TRUE,C,C,add NADSYN_anaerobic,1*dnad_c,abcdefghijklmnopqrstu,1*nad_c,abcdefghijklmnopqrstu
central02,NADSYN_anaerobic,"[ASPO5,QULNS,NNDPR,NNATr,NADS1,NADK]",TRUE,C,C,combo,,,,
central02,NNATr,,TRUE,C,C,add NADSYN_anaerobic,1*nicrnt_c+1*atp_c,abcdefghijk+lmnopqrstuv,1*dnad_c,abcdefghijklmnopqrstu
central02,NNDPR,,TRUE,C,C,add NADSYN_anaerobic,1*quln_c+1*prpp_c,abcdefg+ABCDE,1*nicrnt_c+1*co2_c,ABCDEbcdefg+a
central02,QULNS,,TRUE,C,C,add NADSYN_anaerobic,1*iasp_c+1*dhap_c,abcd+efg,1*quln_c,abcdefg
central02,NDPK1,,TRUE,C,C,modified,1*atp_c+1*gdp_c,abcdefghij+klmnopqrst,1*adp_c+1*gtp_c,abcdefghij+klmnopqrst
central02,NDPK1_Full,,FALSE,C,C,modified,1*atp_c+1*gdp_c,abcdefghij+klmnopqrst,1*adp_c+1*gtp_c,abcdefghij+klmnopqrst
central02,NDPK2,,TRUE,C,C,modified,,,,
central02,NDPK2_Full,,FALSE,C,C,modified,1*atp_c+1*udp_c,abcdefghij+klmnopqrs,1*adp_c+1*utp_c,abcdefghij+klmnopqrs
central02,NDPK3,,TRUE,C,C,modified,,,,
central02,NDPK3_Full,,FALSE,C,C,modified,1*atp_c+1*cdp_c,abcdefghij+klmnopqrs,1*adp_c+1*ctp_c,abcdefghij+klmnopqrs
central02,5DGLCNR,,FALSE,C,C,not included; growth on L-idonate,1*5dglcn_c,abcdef,1*glcn_c,abcdef
central02,5DGLCNR_reverse,,FALSE,C,C,not included; growth on L-idonate,1*glcn_c,abcdef,1*5dglcn_c,abcdef
central02,A5PISO,,TRUE,C,C,individual,1*ru5p_DASH_D_c,abcde,1*ara5p_c,abcde
central02,A5PISO,,TRUE,C,C,individual,1*ru5p_DASH_D_c,abcde,1*ara5p_c,abcde
central02,A5PISO_reverse,,TRUE,C,C,individual,1*ara5p_c,abcde,1*ru5p_DASH_D_c,abcde
central02,A5PISO_reverse,,TRUE,C,C,individual,1*ara5p_c,abcde,1*ru5p_DASH_D_c,abcde
central02,ACCOAC_coa,,FALSE,C,C,individual,1*hco3_c+1*accoa_c,a+ABCDEFGHIJKLMNOPQRSTUbc,1*malcoa_c,ABCDEFGHIJKLMNOPQRSTUbca
central02,ACCOAC,,TRUE,C,C,individual,1*hco3_c+1*accoa_c,a+bc,1*malcoa_c,bca
central02,ACCOAL,,TRUE,C,C,individual; growth on proprionate,1*ppa_c,abc,1*ppcoa_c,abc
central02,ACGAMK,,TRUE,C,C,individual,,,,
central02,ACM6PH,,FALSE,C,C,not included; growth on acmum6p,,,,
central02,ADK1_reverse,,TRUE,C,C,individual,,,,
central02,ADK1_reverse_Full,,FALSE,C,C,individual,1*adp_c+1*adp_c,abcdefghij+klmnopqrst,1*amp_c+1*atp_c,abcdefghij+klmnopqrst
central02,ADK3_reverse,,TRUE,C,C,individual,,,,
central02,ADK3_reverse_Full,,FALSE,C,C,individual,1*gdp_c+1*adp_c,abcdefghij+klmnopqrst,1*gtp_c+1*amp_c,abcdefghij+klmnopqrst
central02,ADK4_reverse,,TRUE,C,C,individual,,,,
central02,ADK4_reverse_Full,,FALSE,C,C,individual,1*idp_c+1*adp_c,abcdefghij+klmnopqrst,1*amp_c+1*itp_c,klmnopqrst+abcdefghij
central02,ADNCYC,adenylate cyclase,TRUE,C,C,individual,,,,
central02,ADNCYC_Full,adenylate cyclase,FALSE,C,C,individual,1*atp_c,abcdefghij,1*camp_c,abcdefghij
central02,ADNK1,adenosine kinase,TRUE,C,C,individual,,,,
central02,ADNK1_Full,adenosine kinase,FALSE,C,C,individual,1*adn_c+1*atp_c,abcdefghij+klmnopqrst,1*adp_c+1*amp_c,abcdefghij+klmnopqrst
central02,ADNUC,,FALSE,C,C,not included; growth on acmum6p,,,,
central02,ADPRDP,,TRUE,C,C,add NADSALVAGE,,,,
central02,ADPRDP_Full,,FALSE,C,C,add NADSALVAGE,1*adprib_c,abcdefghijklmno,1*r5p_c+1*amp_c,abcde+fghijklmno
central02,ADPT,,TRUE,C,C,individual,1*prpp_c,abcde,,
central02,ADPT_Full,,FALSE,C,C,individual,1*ade_c+1*prpp_c,abcde+fghij,1*amp_c,abcdefghij
central02,AGDC,,FALSE,C,C,not included; growth on acmum6p,,,,
central02,AHCYSNS,,TRUE,C,C,individual,1*ahcys_c,123456789Aabcd,,
central02,ALAALAr,,TRUE,C,C,individual,1*ala_DASH_D_c+1*ala_DASH_D_c,abc+def,,
central02,ALCD19,,TRUE,C,C,individual,1*glyald_c,abc,1*glyc_c,abc
central02,ALCD19_reverse,,TRUE,C,C,individual,1*glyc_c,abc,1*glyald_c,abc
central02,ALDD19xr,,FALSE,C,C,not included; growth on 2-phenylethylamine,,,,
central02,ALDD19xr_reverse,,FALSE,C,C,not included; growth on 2-phenylethylamine,,,,
central02,ALDD2y,,TRUE,C,C,individual,1*acald_c,ab,1*ac_c,ab
central02,ALLPI,,FALSE,C,C,not included; growth on allose,1*all6p_c,abcdef,1*allul6p_c,abcdef
central02,ALLPI_reverse,,FALSE,C,C,not included; growth on allose,1*allul6p_c,abcdef,1*all6p_c,abcdef
central02,ALLULPE,,FALSE,C,C,not included; growth on allose,1*allul6p_c,abcdef,1*f6p_c,abcdef
central02,ALLULPE_reverse,,FALSE,C,C,not included; growth on allose,1*f6p_c,abcdef,1*allul6p_c,abcdef
central02,AMANAPEr,,FALSE,C,C,not included; growth on acmum6p,,,,
central02,AMANAPEr_reverse,,FALSE,C,C,not included; growth on acmum6p,,,,
central02,AMPN,AMP nucleosidase,TRUE,C,C,individual,,,,
central02,AMPN_Full,AMP nucleosidase,FALSE,C,C,individual,1*amp_c,abcdefghij,1*ade_c+1*r5p_c,abcde+fghij
central02,ARAI,,FALSE,C,C,not included; growth on L-arabinose,,,,
central02,ARAI_reverse,,FALSE,C,C,not included; growth on L-arabinose,1*rbl_DASH_L_c,abcdef,1*arab_DASH_L_c,abcdef
central02,ASPT,L-aspartase,TRUE,C,C,individual,1*asp_DASH_L_c,abcd,0.5*fum_c+0.5*fum_c,abcd+dcba
central02,AST,Arginine succinyltransferase,TRUE,C,C,individual,,,,
central02,ASTPathway,"['AST','SADH','SGDS','SGSAD','SOTA']",TRUE,C,C,individual,1*arg_DASH_L_c+1*akg_c+1*succoa_c,abcdef+ghijk+mnop,0.5*succ_c+0.5*succ_c+1*glu_DASH_L_c+1*glu_DASH_L_c+1*co2_c,mnop+ponm+ghijk+abcde+f
central02,ASTPathway_Full,"['AST','SADH','SGDS','SGSAD','SOTA']",FALSE,C,C,individual,1*arg_DASH_L_c+1*akg_c+1*succoa_c,abcdef+ghijk+ABCDEFGHIJKLMNOPQRSTUmnop,1*coa_c+0.5*succ_c+0.5*succ_c+1*glu_DASH_L_c+1*glu_DASH_L_c+1*co2_c,ABCDEFGHIJKLMNOPQRSTU+mnop+ponm+abcde+ghijk+f
central02,ATPS4rpp_reverse,,TRUE,C,C,individual,1*atp_c,abcdefghij,1*adp_c,abcdefghij
central02,CBMKr,Carbamate kinase,TRUE,C,C,individual,1*co2_c,a,1*cbp_c,a
central02,CELLENV_1,"['UAMAGS','UAPGR','UAGPT3','PAPPT3','GLUR','reverse','UAGCVT','UAMAS','UDCPDP','UGMDDS','UAAGDS']",TRUE,C,C,combo,1*ala_DASH_L_c+1*pep_c+1*glu_DASH_L_c+1*26dap_DASH_M_c,abc+def+ghijk+lmnopqr,,
central02,CELLENV_10,"['3HAD140','EAR140x']",TRUE,C,C,combo,,,,
central02,CELLENV_11,"['3OAR100','3HAD100','3OAS100']",TRUE,C,C,combo,,,,
central02,CELLENV_2,"['3HAD181','3OAR181','3OAS181','EAR181x']",TRUE,C,C,combo,,,,
central02,CELLENV_3,"['3HAD160','3OAR160','EAR160x','3OAS160']",TRUE,C,C,combo,,,,
central02,CELLENV_4,"['EAR120x','3OAR120','3HAD120','3OAS120','EAR100x']",TRUE,C,C,combo,,,,
central02,CELLENV_5,"['G1PACT','UAGDP','PGAMT','reverse','GF6PTA']",TRUE,C,C,combo,1*f6p_c+1*gln_DASH_L_c,abcdef+ghijk,1*glu_DASH_L_c,ghijk
central02,CELLENV_6,"['3OAR40','EAR40x','3OAS60','3OAR60','3HAD80','3OAS80','3OAR80','EAR60x','3HAD60','EAR80x','3HAD40']",TRUE,C,C,combo,,,,
central02,CELLENV_7,"['3HAD161','EAR161x','3OAS161','3OAR161','3OAS141','3HAD141','3OAR121','EAR121x','3HAD121','EAR141x','T2DECAI','3OAR141','3OAS121']",TRUE,C,C,combo,,,,
central02,CELLENV_8,"['TDPGDH','TDPDRR','TDPDRE','G1PTT']",TRUE,C,C,combo,1*g1p_c,abcdef,,
central02,CELLENV_9,"['3OAS140','3OAR140']",TRUE,C,C,combo,,,,
central02,CHRPL,,TRUE,C,C,individual,1*chor_c,abcdefghij,1*pyr_c,ihj
central02,CHRPL_Full,,FALSE,C,C,individual,1*chor_c,abcdefghij,1*4hbz_c+1*pyr_c,abcdefg+ihj
central02,CITL,Citrate lyase,TRUE,C,C,individual,1*cit_c,abcdef,0.5*ac_c+0.5*ac_c+0.5*oaa_c+0.5*oaa_c,ab+ed+fcde+fdba
central02,CLPNS160pp,,TRUE,C,C,individual,1*pg160_p,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
central02,CLPNS161pp,,TRUE,C,C,individual,1*pg161_p,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
central02,CLPNS181pp,,TRUE,C,C,individual,1*pg181_p,abc,0.5*glyc_p+0.5*glyc_p,abc+cba
central02,CMPN,CMP nucleosidase,TRUE,C,C,individual,,,,
central02,CMPN_Full,CMP nucleosidase,FALSE,C,C,individual,1*cmp_c,abcdefghi,1*csn_c+1*r5p_c,fghi+abcde
central02,COFACTOR_1,"['GLUTRR','G1SAT','GLUTRS']",TRUE,C,C,combo,1*glu_DASH_L_c,abcde,,
central02,COFACTOR_10,"['SERASr','DHBD','UPP3S','HMBS','ICHORT','DHBS']",TRUE,C,C,combo,1*ichor_c+1*ser_DASH_L_c,abcdefghij+klm,1*pyr_c,ihj
central02,COFACTOR_11,"['PMEACPE','EGMEACPR','DBTS','AOXSr2','I2FE2SR','OPMEACPD','MALCOAMT','AMAOTr','OPMEACPS','OPMEACPR','OGMEACPD','OGMEACPR','OGMEACPS','EPMEACPR','BTS5']",TRUE,C,C,combo,1*amet_c+1*amet_c+1*amet_c+1*ala_DASH_L_c,123456789Aabcde+123456789Aabcde+123456789Aabcde+fgh,1*ahcys_c+1*met_DASH_L_c1*co2_c,123456789Aabcd+abcde+f
central02,COFACTOR_11_ametNEG,"['PMEACPE','EGMEACPR','DBTS','AOXSr2','I2FE2SR','OPMEACPD','MALCOAMT','AMAOTr','OPMEACPS','OPMEACPR','OGMEACPD','OGMEACPR','OGMEACPS','EPMEACPR','BTS5']",FALSE,C,C,combo,1*ala_DASH_L_c,abc,1*co2_c,a
central02,COFACTOR_2,"['DHNAOT4','UPPDC1','DHNCOAT','DHNCOAS','SEPHCHCS','SUCBZS','SUCBZL','PPPGO3','FCLT','CPPPGO','SHCHCS3']",TRUE,C,C,combo,1*akg_c+1*ichor_c+3*fum_c,abcde+fghijklmno+pqrs,1.5*succ_c+1.5*succ_c+1*co2_c+1*pyr_c,pqrs+srqp+a+nom
central02,COFACTOR_3,"['TYRL','AMMQLT8','HEMEOS','UPP3MT','SHCHD2','SHCHF','ENTCS','CBLAT']",TRUE,C,C,combo,1*amet_c+1*tyr_DASH_L_c,123456789Aabcde+fghijklmn,1*met_DASH_L_c,abcde
central02,COFACTOR_3_ametNEG,"['TYRL','AMMQLT8','HEMEOS','UPP3MT','SHCHD2','SHCHF','ENTCS','CBLAT']",FALSE,C,C,combo,1*tyr_DASH_L_c,fghijklmn,,
central02,COFACTOR_4,"['I4FE4ST','I4FE4SR','I2FE2SS2']",TRUE,C,C,combo,,,,
central02,COFACTOR_5,"['BMOGDS1','BMOGDS2','BMOCOS']",TRUE,C,C,combo,,,,
central02,COFACTOR_6,"['DMPPS','GRTT','DMATT']",TRUE,C,C,combo,,,,
central02,COFACTOR_7,"['MECDPS','DXPRIi','MEPCT','CDPMEK','MECDPDH5']",TRUE,C,C,combo,,,,
central02,COFACTOR_8,"['LIPOS','LIPOCT']",TRUE,C,C,combo,2*amet_c,123456789Aabcde,2*met_DASH_L_c,abcde
central02,COFACTOR_8_ametNEG,"['LIPOS','LIPOCT']",FALSE,C,C,combo,,,,
central02,COFACTOR_9,"['OMMBLHX','OMPHHX','OPHHX','HBZOPT','DMQMT','CHRPL','OMBZLM','OPHBDC','OHPHM']",TRUE,C,C,combo,3*amet_c+1*chor_c,123456789Aabcde+fghijklmno,3*ahcys_c+1*co2_c+1*pyr_c,123456789Aabcd+f+nmo
central02,COFACTOR_9_ametNEG,"['OMMBLHX','OMPHHX','OPHHX','HBZOPT','DMQMT','CHRPL','OMBZLM','OPHBDC','OHPHM']",FALSE,C,C,combo,1*chor_c,abcdefghij,1*co2_c+1*pyr_c,a+ihj
central02,COtex,,TRUE,C,C,individual,1*co_p,a,1*co_e,a
central02,COtex_reverse,,TRUE,C,C,individual,1*co_e,a,1*co_p,a
central02,COtpp,,TRUE,C,C,individual,1*co_c,a,1*co_p,a
central02,COtpp_reverse,,TRUE,C,C,individual,1*co_p,a,1*co_c,a
central02,CYTDH,,TRUE,C,C,individual,,,,
central02,CYTDK2,cytidine kinase (GTP),TRUE,C,C,individual,,,,
central02,CYTDK2_Full,cytidine kinase (GTP),FALSE,C,C,individual,1*cytd_c+1*gtp_c,abcdefghi+jklmnopqrs,1*cmp_c+1*gdp_c,abcdefghi+jklmnopqrs
central02,CYTK1_reverse,,TRUE,C,C,individual,,,,
central02,CYTK1_reverse_Full,,FALSE,C,C,individual,1*cdp_c+1*adp_c,abcdefghi+jklmnopqrs,1*atp_c+1*cmp_c,jklmnopqrs+abcdefghi
central02,CYTK2,cytidylate kinase (dCMP),TRUE,C,C,individual,,,,
central02,CYTK2_Full,cytidylate kinase (dCMP),FALSE,C,C,individual,1*atp_c+1*dcmp_c,abcdefghij+klmnopqrs,1*adp_c+1*dcdp_c,abcdefghij+klmnopqrs
central02,CYTK2_reverse,,TRUE,C,C,individual,,,,
central02,CYTK2_reverse_Full,,FALSE,C,C,individual,1*adp_c+1*dcdp_c,abcdefghij+klmnopqrs,1*dcmp_c+1*atp_c,klmnopqrs+abcdefghij
central02,DAAD,,TRUE,C,C,individual,1*ala_DASH_D_c,abc,1*pyr_c,abc
central02,DALAt2pp,,TRUE,C,C,individual,1*ala_DASH_D_p,abc,1*ala_DASH_D_c,abc
central02,DDPGALA,,FALSE,C,C,not included; growth on D-galactonate,,,,
central02,DDPGALA_reverse,,FALSE,C,C,not included; growth on D-galactonate,,,,
