"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype"
168,151,,"N(pai)-Methyl-L-histidine",-132,-10,-18.2,-10.6,,,"-",1,41000,"","","","","NPmehis","","Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis",5000,1,"",f,f,"","",,,"tuning"
289,131,,"N(omega)-(L-Arginino)succinate",-27.4,-10,-36.1,-8,,,"-",2,470000,"C10H17N4O6-","","C5H11N2O2-","","argsuc","","Da","Da","Da","count","volts","volts","volts","volts","volts","argsuc",5000,1,"",f,f,"","",289.1148093,,"tuning"
171,97,,"Glycerol 3-phosphate",-47.9,-10,-23.5,-5.3,,,"-",4,29000,"C3H8O6P-","","H2O4P-","","glyc3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyc3p",5000,1,"",f,f,"{t,t,t}","{f,f,f}",171.0058495,,"tuning"
171,103,,"Glycerol 3-phosphate",-42.1,-10,-14.6,-6,,,"-",3,69000,"C3H8O6P-","","C3H4O2P","","glyc3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyc3p",5000,1,"",f,f,"{t,t,t}","{t,t,t}",171.0058495,,"tuning"
362,211,,"GMP",-23.8,-10,-24.1,-4,,,"-",3,94000,"C10H13N5O8P-","","C5H8O7P-","","gmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f,f}",362.0501739,,"tuning"
222,119,,"N-Acetyl-L-tyrosine",-70.1,-10,-32.2,-14.2,,,"-",3,490000,"","","","","Nactyr","C01657","Da","Da","Da","count","volts","volts","volts","volts","volts","Nactyr",5000,1,"",f,f,"","",,,"tuning"
222,180,,"N-Acetyl-L-tyrosine",-49.8,-10,-19.7,-11.9,,,"-",1,2900000,"","","","","Nactyr","C01657","Da","Da","Da","count","volts","volts","volts","volts","volts","Nactyr",5000,1,"",f,f,"","",,,"tuning"
222,58,,"N-Acetyl-L-tyrosine",-61.5,-10,-29.1,-7.1,,,"-",2,670000,"","","","","Nactyr","C01657","Da","Da","Da","count","volts","volts","volts","volts","volts","Nactyr",5000,1,"",f,f,"","",,,"tuning"
178,58,,"N-Benzoylglycine",-151.8,-10,-21.9,-6.8,,,"-",3,200000,"C9H8NO3-","","","","bgly","","Da","Da","Da","count","volts","volts","volts","volts","volts","bgly",5000,1,"",f,f,"","",,,"tuning"
178,134,,"N-Benzoylglycine",-83.6,-10,-16.5,-8.9,,,"-",1,2900000,"C9H8NO3-","","C8H8NO-","","bgly","","Da","Da","Da","count","volts","volts","volts","volts","volts","bgly",5000,1,"",f,f,"","",,,"tuning"
611,128,,"Oxidized glutathione",-49.9,-10,-64.2,-6.3,,,"-",4,120000,"C20H31N6O12S2-","","C5H6NO3-","","gthox","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthox",5000,1,"",f,f,"","",611.1441369,,"tuning"
306,128,,"Reduced glutathione",-32.1,-10,-24.6,-6.9,,,"-",3,200000,"C10H16N3O6S-","","C5H6NO3-","Glutamate","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd",5000,1,"",f,f,"","",306.075981,,"tuning"
156,56,,"L-Histidine",21,10,42.7,12,,,"+",,160000,"C6H10N3O2+","","","","his-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","his-L",5000,1,"",f,f,"","",156.0773016,,"tuning"
131,85,,"Pool_2h3mv_2hic",-55,-10,-19,-12.5,,,"-",,,"C6H11O3-","","C5H9O-","","Pool_2h3mv_2hic","","Da","Da","Da","count","volts","volts","volts","volts","volts","Pool_2h3mv_2hic",5000,1,"",f,f,"","",,,"tuning"
149.916,132.9,,"Guanine",-135,-10,-20,-13,,,"-",2,,"C5H4N5O-","Beuscher 2010","C5HN4O-","","gua","","Da","Da","Da","count","volts","volts","volts","volts","volts","gua",5000,1,"",f,f,"","",150.0415848,,"tuning"
151.923,110,,"Guanine",110,10,27,10,,,"+",2,,"C5H6N5O+","","","","gua","","Da","Da","Da","count","volts","volts","volts","volts","volts","gua",5000,1,"",f,f,"","",152.0572348,,"tuning"
151.923,135,,"Guanine",125,10,25,12,,,"+",1,,"C5H6N5O+","Bajad 2006","C4H4N3O+","","gua","","Da","Da","Da","count","volts","volts","volts","volts","volts","gua",5000,1,"",f,f,"","",152.0572348,,"tuning"
242.937,127,,"Thymidine",35,10,13,10,,,"+",1,,"","","","","thymd","","Da","Da","Da","count","volts","volts","volts","volts","volts","thymd",5000,1,"",f,f,"","",,,"tuning"
306,254,,"Reduced glutathione",-40.7,-10,-19.3,-17.9,,,"-",4,140000,"C10H16N3O6S-","","C10H14N3O6-","","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd",5000,1,"",f,f,"","",306.075981,,"tuning"
134,33,,"L-Homocysteine",-131.8,-10,-27.2,-8.6,,,"-",1,110000,"C4H8NO2S-","","HS-","","hcys-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","hcys-L",5000,1,"",f,f,"","",134.0275742,,"tuning"
134,81,,"L-Homocysteine",-28.1,-10,-23.3,-4.5,,,"-",3,16000,"C4H8NO2S-","","","","hcys-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","hcys-L",5000,1,"",f,f,"","",134.0275742,,"tuning"
134,92,,"L-Homocysteine",-111.6,-10,-29.8,-4.6,,,"-",4,14000,"C4H8NO2S-","","","","hcys-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","hcys-L",5000,1,"",f,f,"","",134.0275742,,"tuning"
134,107,,"L-Homocysteine",-83.8,-10,-25,-9,,,"-",2,49000,"C4H8NO2S-","","","","hcys-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","hcys-L",5000,1,"",f,f,"","",134.0275742,,"tuning"
154,80,,"L-Histidine",-56.5,-10,-27.6,-11.1,,,"-",3,15000,"C6H8N3O2-","","C4H4N2-","","his-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","his-L",5000,1,"",f,f,"","",154.0616515,,"tuning"
154,110,,"L-Histidine",-62,-10,-20.7,-13,,,"-",4,16000,"C6H8N3O2-","","C5H8N3-","","his-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","his-L",5000,1,"",f,f,"","",154.0616515,,"tuning"
157,71,,"Succinylacetone",-46.2,-10,-24.6,-7.2,,,"-",3,410000,"","","","","succlac","HMDB00635","Da","Da","Da","count","volts","volts","volts","volts","volts","succlac",5000,1,"",f,f,"","",,,"tuning"
157,57,,"Succinylacetone",-32.4,-10,-30.2,-5.6,,,"-",4,330000,"","","","","succlac","HMDB00635","Da","Da","Da","count","volts","volts","volts","volts","volts","succlac",5000,1,"",f,f,"","",,,"tuning"
165,73,,"Phenyllactate",-27.9,-10,-24.1,-6.9,,,"-",3,810000,"C9H9O3-","","C2HO3-","","G_phlac","","Da","Da","Da","count","volts","volts","volts","volts","volts","G_phlac",5000,1,"",f,f,"","",165.0551692,,"tuning"
165,103,,"Phenyllactate",-48.2,-10,-22.2,-5.7,,,"-",2,2200000,"C9H9O3-","","C8H7-","","G_phlac","","Da","Da","Da","count","volts","volts","volts","volts","volts","G_phlac",5000,1,"",f,f,"","",165.0551692,,"tuning"
165,119,,"Phenyllactate",-26.6,-10,-23.7,-7.4,,,"-",3,1200000,"C9H9O3-","","C8H7O-","","G_phlac","","Da","Da","Da","count","volts","volts","volts","volts","volts","G_phlac",5000,1,"",f,f,"","",165.0551692,,"tuning"
156,83,,"L-Histidine",16,10,30.3,12,,,"+",2,430000,"C6H10N3O2+","","","","his-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","his-L",5000,1,"",f,f,"","",156.0773016,,"tuning"
191,111,,"Isocitrate",-28.4,-10,-19.2,-9.8,,,"-",2,970000,"C6H7O7-","Bajad 2006 / Luo 2007 / Beuscher 2010","C5H3O3-","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit",5000,1,"",f,f,"{t,t,t,t,t,t}","{t,t,t,t,t,f}",191.0191776,,"tuning"
191,173,,"Isocitrate",-28.5,-10,-14.7,-11.2,,,"-",4,700000,"C6H7O7-","","C6H5O6-","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit",5000,1,"",f,f,"{t,t,t,t,t,t}","{t,t,t,t,t,t}",191.0191776,,"tuning"
130,46,,"L-Isoleucine",-32,-10,-53.8,-5.1,,,"-",2,140000,"C6H12NO2-","","","","ile-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ile-L",5000,1,"",f,f,"","",130.0868036,,"tuning"
130,62,,"L-Isoleucine",-32,-10,-31.7,-2.9,,,"-",1,1100000,"C6H12NO2-","","C2H38","?","ile-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ile-L",5000,1,"",f,f,"","",130.0868036,,"tuning"
157,115,,"Succinylacetone",-31.8,-10,-19,-8.1,,,"-",2,990000,"","","","","succlac","HMDB00635","Da","Da","Da","count","volts","volts","volts","volts","volts","succlac",5000,1,"",f,f,"","",,,"tuning"
157,99,,"Succinylacetone",-36.1,-10,-13.9,-5.6,,,"-",1,1200000,"","","","","succlac","HMDB00635","Da","Da","Da","count","volts","volts","volts","volts","volts","succlac",5000,1,"",f,f,"","",,,"tuning"
133,45,,"L-Isoleucine",21.3,10,24.6,8.1,,,"+",,180000,"C6H14NO2+","","","","ile-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ile-L",5000,1,"",f,f,"","",132.1024537,,"tuning"
133,70,,"L-Isoleucine",30.1,10,23.2,12,,,"+",,190000,"C6H14NO2+","","","","ile-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ile-L",5000,1,"",f,f,"","",132.1024537,,"tuning"
349,137,,"IMP",23.4,10,15.8,6.8,,,"+",,98000,"C10H14N4O8P+","Bajad 2006","C5H5N4O+","","imp","","Da","Da","Da","count","volts","volts","volts","volts","volts","imp",5000,1,"",f,f,"","",349.054925,,"tuning"
321.06,79,,"dTMP",-45.1,-10,-70.2,-9,,,"-",1,640000,"C10H14N2O8P-","","O3P-","","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",321.0487769,,"tuning"
241,125,,"Thymidine",0,0,0,0,,,"-",,,"C10H13N2O5-","Bajad 2006","C5H5N2O2-","Thymine","thymd","","Da","Da","Da","count","volts","volts","volts","volts","volts","thymd",5000,1,"",f,f,"","",,,"tuning"
242.937,175,,"Thymidine",35,10,13,10,,,"+",2,,"","","","","thymd","","Da","Da","Da","count","volts","volts","volts","volts","volts","thymd",5000,1,"",f,f,"","",,,"tuning"
240.899,154.8,,"Thymidine",-80,-10,-30,-7,,,"-",2,,"C10H13N2O5-","","","Could be C6H7N2O3 or C7H11N2O2","thymd","","Da","Da","Da","count","volts","volts","volts","volts","volts","thymd",5000,1,"",f,f,"","",,,"tuning"
240.899,42,,"Thymidine",-105,-10,-52,-7,,,"-",1,,"C10H13N2O5-","","CNO","","thymd","","Da","Da","Da","count","volts","volts","volts","volts","volts","thymd",5000,1,"",f,f,"","",,,"tuning"
268.944,137.1,,"Inosine",20,10,13,6,,,"+",1,,"C10H13N4O5+","Bajad 2006","C5H5N4O+","","ins","","Da","Da","Da","count","volts","volts","volts","volts","volts","ins",5000,1,"",f,f,"","",269.0885945,,"tuning"
268.944,228.2,,"Inosine",20,10,11,12,,,"+",2,,"C10H13N4O5+","","","","ins","","Da","Da","Da","count","volts","volts","volts","volts","volts","ins",5000,1,"",f,f,"","",269.0885945,,"tuning"
61,44,,"Urea",50,10,20.4,20.9,,,"+",1,500000,"","","","","urea","","Da","Da","Da","count","volts","volts","volts","volts","volts","urea",5000,1,"",f,f,"","",,,"tuning"
133,74,,"L-Isoleucine",30.3,10,18.7,8.9,,,"+",2,200000,"C6H14NO2+","","","","ile-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ile-L",5000,1,"",f,f,"","",132.1024537,,"tuning"
133,87,,"L-Isoleucine",32.5,10,13.1,4.2,,,"+",1,910000,"C6H14NO2+","","","","ile-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ile-L",5000,1,"",f,f,"","",132.1024537,,"tuning"
347,92,,"IMP",-23.9,-10,-69.7,-11,,,"-",4,97000,"C10H12N4O8P-","","CHO3P-","","imp","","Da","Da","Da","count","volts","volts","volts","volts","volts","imp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,t,f,f,f,f,f}",347.0392749,,"tuning"
179,45,,"myo-Inositol",-46.5,-10,-49.6,-11.2,,,"-",2,220000,"C6H11O6-","","C2H5O-","","inost","","Da","Da","Da","count","volts","volts","volts","volts","volts","inost",5000,1,"",f,f,"","",179.0555631,,"tuning"
179,91,,"myo-Inositol",-42.2,-10,-26.4,-5,,,"-",3,220000,"C6H11O6-","","C3H7O3-","","inost","","Da","Da","Da","count","volts","volts","volts","volts","volts","inost",5000,1,"",f,f,"","",179.0555631,,"tuning"
267,134,,"L-Homocystine",-31.7,-10,-19.9,-11,,,"-",2,100000,"C8H15N2O4S2-","","C4H8NO2S-","","Lhcystin","C01817","Da","Da","Da","count","volts","volts","volts","volts","volts","Lhcystin",5000,1,"",f,f,"","",267.0473234,,"tuning"
507,159,,"ITP",-47,-10,-42.1,-8.2,,,"-",3,1400000,"C10H14N4O14P3-","","HO6P2-","Ppi","itp","","Da","Da","Da","count","volts","volts","volts","volts","volts","itp",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",506.9719357,,"tuning"
160,116,,"L-2-Aminoadipate",-72.6,-10,-18.9,-16.1,,,"-",1,20000,"C6H10NO4-","","C5H10NO2-","","L2aadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","L2aadp",5000,1,"",f,f,"","",160.0609828,,"tuning"
160,142,,"L-2-Aminoadipate",-67.5,-10,-16,-11.8,,,"-",2,19000,"C6H10NO4-","","C6H8NO3-","","L2aadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","L2aadp",5000,1,"",f,f,"","",160.0609828,,"tuning"
162,98,,"L-2-Aminoadipate",35.6,10,19.8,12,,,"+",2,160000,"C6H12NO4+","","","","L2aadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","L2aadp",5000,1,"",f,f,"","",162.0766329,,"tuning"
162,121,,"L-2-Aminoadipate",20.1,10,6.8,6.1,,,"+",1,560000,"C6H12NO4+","","","","L2aadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","L2aadp",5000,1,"",f,f,"","",162.0766329,,"tuning"
239,45,,"L-Cystine",-58.7,-10,-65.9,-22,,,"-",3,64000,"C6H11N2O4S2-","","CHO2","","Lcystin","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcystin",5000,1,"",f,f,"","",239.0160232,,"tuning"
241,120,,"L-Cystine",38.7,10,23.4,11,,,"+",,100000,"C6H13N2O4S2+","","","","Lcystin","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcystin",5000,1,"",f,f,"","",241.0316733,,"tuning"
145.188,35,,"L-Lysine",-102.6,-10,-29.1,-5.9,,,"-",1,,"C6H13N2O2-","","","","lys-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","lys-L",5000,1,"",f,f,"","",145.0977027,,"tuning"
156,74,,"N-Tiglylglycine",-64,-10,-14,-9,,,"-",2,,"C7H10NO3-","","C2H4NO2-","","Ntigly","HMDB00959","Da","Da","Da","count","volts","volts","volts","volts","volts","Ntigly",5000,1,"",f,f,"","",156.0660682,,"tuning"
158,55,,"N-Tiglylglycine",39,10,13,10,,,"+",2,,"C7H12NO3+","","","","Ntigly","HMDB00959","Da","Da","Da","count","volts","volts","volts","volts","volts","Ntigly",5000,1,"",f,f,"","",158.0817183,,"tuning"
158,83,,"N-Tiglylglycine",30,10,13,10,,,"+",1,,"C7H12NO3+","","","","Ntigly","HMDB00959","Da","Da","Da","count","volts","volts","volts","volts","volts","Ntigly",5000,1,"",f,f,"","",158.0817183,,"tuning"
241,74,,"L-Cystine",48.6,10,35.9,9.8,,,"+",2,110000,"C6H13N2O4S2+","","","","Lcystin","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcystin",5000,1,"",f,f,"","",241.0316733,,"tuning"
241,152,,"L-Cystine",34.3,10,17.7,8,,,"+",1,180000,"C6H13N2O4S2+","","","","Lcystin","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcystin",5000,1,"",f,f,"","",241.0316733,,"tuning"
133,35,,"L-Leucine",-76.3,-10,-35.1,-17.3,,,"-",1,100000,"C6H12NO2-","","","","leu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","leu-L",5000,1,"",f,f,"","",130.0868036,,"tuning"
135,46,,"L-Leucine",13.5,10,32.9,20.9,,,"+",2,2800000,"C6H14NO2+","","","","leu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","leu-L",5000,1,"",f,f,"","",132.1024537,,"tuning"
135,89,,"L-Leucine",86.6,10,5.9,4.3,,,"+",1,3000000,"C6H14NO2+","","","","leu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","leu-L",5000,1,"",f,f,"","",132.1024537,,"tuning"
267,72,,"L-Homocystine",-46,-10,-36.1,-8.5,,,"-",3,92000,"C8H15N2O4S2-","","C2H2NO2-","","Lhcystin","C01817","Da","Da","Da","count","volts","volts","volts","volts","volts","Lhcystin",5000,1,"",f,f,"","",267.0473234,,"tuning"
267,132,,"L-Homocystine",-51.5,-10,-16,-16.1,,,"-",1,220000,"C8H15N2O4S2-","","C4H6NO2S-","","Lhcystin","C01817","Da","Da","Da","count","volts","volts","volts","volts","volts","Lhcystin",5000,1,"",f,f,"","",267.0473234,,"tuning"
150,56,,"L-Methionine",29.6,10,19.8,9.6,,,"+",2,370000,"C5H12NO2S+","","","","met-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","met-L",5000,1,"",f,f,"","",150.0588743,,"tuning"
150,104,,"L-Methionine",36.1,10,13,9.5,,,"+",1,440000,"C5H12NO2S+","","","","met-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","met-L",5000,1,"",f,f,"","",150.0588743,,"tuning"
147,57,,"(R)-Mevalonate",-38.4,-10,-16.88,-6.3,,,"-",2,320000,"C6H11O4-","","C2HO2-","","mev-R","","Da","Da","Da","count","volts","volts","volts","volts","volts","mev-R",5000,1,"",f,f,"","",147.0657338,,"tuning"
147,59,,"(R)-Mevalonate",-64.1,-10,-16.7,-7.03,,,"-",1,2700000,"C6H11O4-","","C2H3O2-","","mev-R","","Da","Da","Da","count","volts","volts","volts","volts","volts","mev-R",5000,1,"",f,f,"","",147.0657338,,"tuning"
147,62,,"(R)-Mevalonate",-57.8,-10,-33.1,-9,,,"-",3,150000,"C6H11O4-","","","","mev-R","","Da","Da","Da","count","volts","volts","volts","volts","volts","mev-R",5000,1,"",f,f,"","",147.0657338,,"tuning"
346,135,,"3',5'-Cyclic GMP",63,3,61.1,11.9,,,"+",2,45000,"C10H13N5O7P+","","","","35cgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","35cgmp",5000,1,"",f,f,"","",,,"tuning"
346,305,,"3',5'-Cyclic GMP",33.7,6,9,18,,,"+",3,28000,"C10H13N5O7P+","","","","35cgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","35cgmp",5000,1,"",f,f,"","",,,"tuning"
146,116,,"N-Acetyl-L-Serine",-46.1,-10,-14.1,-6.06,,,"-",1,1400000,"C5H8NO4-","","C4H6NO3-","","Nacser","HMDB02931","Da","Da","Da","count","volts","volts","volts","volts","volts","Nacser",5000,1,"",f,f,"","",146.0453328,,"tuning"
664,397,,"Nicotinamide adenine dinucleotide - reduced",-26,-10,-44.5,-16.3,,,"-",3,30000,"C21H28N7O14P2-","","","","nadh","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadh",5000,1,"",f,f,"","",664.1169467,,"tuning"
744,622,,"Nicotinamide adenine dinucleotide phosphate - reduced",-20,-10,-22.9,-13.2,,,"-",4,10000,"C21H29N7O17P3-","","","","nadph","","Da","Da","Da","count","volts","volts","volts","volts","volts","nadph",5000,1,"",f,f,"","",744.0832771,,"tuning"
131,62,,"Oxaloacetate",-22,-9,-22,-6.4,,,"-",3,9000,"C4H3O5-","","","","oaa","","Da","Da","Da","count","volts","volts","volts","volts","volts","oaa",5000,1,"",f,f,"{t,t,t,t}","",130.9980482,,"tuning"
131,62,,"L-Ornithine",-26.4,-10,-23.9,-6.7,,,"-",3,14000,"C5H11N2O2-","","","","orn","","Da","Da","Da","count","volts","volts","volts","volts","volts","orn",5000,1,"",f,f,"","",131.0820526,,"tuning"
166,77,,"L-Phenylalanine",41.1,10,48.5,9.1,,,"+",,520000,"C9H12NO2+","","","","phe-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","phe-L",5000,1,"",f,f,"","",166.0868036,,"tuning"
166,103,,"L-Phenylalanine",33.6,10,35.8,12.1,,,"+",,640000,"C9H12NO2+","","","","phe-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","phe-L",5000,1,"",f,f,"","",166.0868036,,"tuning"
166,120,,"L-Phenylalanine",42.1,10,16.5,6.1,,,"+",,2100000,"C9H12NO2+","","","","phe-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","phe-L",5000,1,"",f,f,"","",166.0868036,,"tuning"
116,57,,"L-Proline",29.5,10,9.2,9.2,,,"+",,87000,"C5H10NO2+","","","","pro-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","pro-L",5000,1,"",f,f,"","",116.0711536,,"tuning"
242.91,42.1,,"Uridine",-110,-10,-52,-7,,,"-",2,,"C9H11N2O6-","","CNO","","uri","","Da","Da","Da","count","volts","volts","volts","volts","volts","uri",5000,1,"",f,f,"","",243.0617111,,"tuning"
133,70,,"L-Ornithine",26,10,21.8,14,,,"+",1,770000,"C5H13N2O2+","","","","orn","","Da","Da","Da","count","volts","volts","volts","volts","volts","orn",5000,1,"",f,f,"","",133.0977027,,"tuning"
133,73,,"L-Ornithine",26,10,10.63,14,,,"+",2,1060000,"C5H13N2O2+","","","","orn","","Da","Da","Da","count","volts","volts","volts","volts","volts","orn",5000,1,"",f,f,"","",133.0977027,,"tuning"
588,346,,"ADPglucose",-15.66,-10,-35.45,-14.26,,1,"-",,1400000,"C16H24N5O15P2-","","C10H13N5O7P-","AMP","adpglc","","Da","Da","Da","count","volts","volts","volts","volts","volts","adpglc",5000,1,"",t,t,"","",588.0744131,,"tuning"
265.889,134,,"Adenosine",-115,-10,-30,-17,,1,"-",,,"C10H12N5O4-","","C5H4N5+","","adn","","Da","Da","Da","count","volts","volts","volts","volts","volts","adn",5000,1,"",t,t,"","",266.0889289,,"tuning"
101,57,,"acetoacetate",-38.4,-10,-14.7,-6.7,,1,"-",1,77000,"C4H5O3-","","C2HO2-","C3H5O- is in equal abundance to C2HO2- (1:1 fragmentation)","acac","","Da","Da","Da","count","volts","volts","volts","volts","volts","acac",60000,1,"",f,t,"","",101.023869,,"tuning"
139,63,,"Acetyl phosphate",-12.4,-10,-75.8,-7.2,,1,"-",3,23000,"C2H4O5P-","","O2P","?","actp","","Da","Da","Da","count","volts","volts","volts","volts","volts","actp",5000,1,"",t,t,"{t,t}","{f,f}",138.9796347,,"tuning"
89,45,,"Oxalate",-39.5,-10,-12.8,-5.1,,,"-",2,57000,"C2HO4-","","CHO2-","","oxa","","Da","Da","Da","count","volts","volts","volts","volts","volts","oxa",5000,1,"",f,f,"","",88.98748352,,"tuning"
133.91,92,,"Adenine",-90,-10,-26,-11,,2,"-",2,,"C5H4N5-","","C4H2N3","","ade","","Da","Da","Da","count","volts","volts","volts","volts","volts","ade",5000,1,"",t,f,"","",134.0466702,,"tuning"
265.889,62,,"Adenosine",-30,-10,-38,-7,,2,"-",2,,"C10H12N5O4-","","","","adn","","Da","Da","Da","count","volts","volts","volts","volts","volts","adn",5000,1,"",f,f,"","",266.0889289,,"tuning"
89,61,,"Oxalate",-20.6,-10,-11.9,-6.82,,,"-",1,170000,"C2HO4-","","C2H37-temp","Must have 2 carbons","oxa","","Da","Da","Da","count","volts","volts","volts","volts","volts","oxa",5000,1,"",f,f,"","",88.98748352,,"tuning"
167,99,,"Phosphoenolpyruvate",-33.9,-10,-21.9,-5.2,,,"-",3,70000,"C3H4O6P-","","","","pep","","Da","Da","Da","count","volts","volts","volts","volts","volts","pep",5000,1,"",f,f,"","",166.9745494,,"tuning"
164,72,,"L-Phenylalanine",-127.1,-10,-19.1,-8.2,,,"-",3,23000,"C9H10NO2-","","C2H2NO2-","","phe-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","phe-L",5000,1,"",f,f,"{t,t,t,t,t,t,t,t,t}","{t,t,f,f,f,f,f,f,f}",164.0711536,,"tuning"
114,45,,"L-Proline",-33.5,-10,-21.6,-12.8,,,"-",1,13000,"C5H8NO2-","","CHO2-","","pro-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","pro-L",5000,1,"",f,f,"","",114.0555035,,"tuning"
116,70,,"L-Proline",42,10,18.8,8.33,,,"+",1,1200000,"C5H10NO2+","","","","pro-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","pro-L",5000,1,"",f,f,"","",116.0711536,,"tuning"
389,79,,"5-Phospho-alpha-D-ribose 1-diphosphate",-23.4,-10,-107.3,-9.33,,,"-",1,1200000,"C5H12O14P3-","","O3P-","","prpp","","Da","Da","Da","count","volts","volts","volts","volts","volts","prpp",5000,1,"",f,f,"{t,t,t,t,t}","{f,f,f,f,f}",388.9439896,,"tuning"
389,159,,"5-Phospho-alpha-D-ribose 1-diphosphate",-53.5,-10,-43.86,-10.02,,,"-",4,400000,"C5H12O14P3-","","HO6P2-","","prpp","","Da","Da","Da","count","volts","volts","volts","volts","volts","prpp",5000,1,"",f,f,"{t,t,t,t,t}","{f,f,f,f,f}",388.9439896,,"tuning"
184,79,,"O-Phospho-L-serine",-47,-10,-44,-10.6,,,"-",1,130000,"C3H7NO6P-","","O3P-","","pser-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","pser-L",5000,1,"",f,f,"","",184.0010985,,"tuning"
