"experiment_id","sample_name_abbreviation","time_point","component_group_name","component_name","n_replicates_broth","calculated_concentration_broth_average","calculated_concentration_broth_cv","n_replicates_filtrate","calculated_concentration_filtrate_average","calculated_concentration_filtrate_cv","n_replicates","calculated_concentration_average","calculated_concentration_cv","calculated_concentration_units","extracellular_percent","used_","id"
"genomatica01","ControlFermentor_25uL","0","cmp","cmp.cmp_1.Light",6,0.0161824853219697,27.3182204212297,0,0,0,6,0.0161824853219697,27.3182204212297,"mM",0,t,2325
"genomatica01","ControlFermentor_25uL","0","coa","coa.coa_1.Light",5,0.110591047808442,43.5449110384976,0,0,0,5,0.110591047808442,43.5449110384976,"mM",0,t,2326
"genomatica01","ControlFermentor_25uL","0","cytd","cytd.cytd_1.Light",5,0.00178222797619048,43.7979887087668,0,0,0,5,0.00178222797619048,43.7979887087668,"mM",0,t,2327
"genomatica01","ControlFermentor_25uL","0","dadp","dadp.dadp_1.Light",5,0.0145180523538961,3.51375079080422,0,0,0,5,0.0145180523538961,3.51375079080422,"mM",0,t,2328
"genomatica01","ControlFermentor_25uL","0","damp","damp.damp_1.Light",6,0.00322633387445887,16.6860334772284,0,0,0,6,0.00322633387445887,16.6860334772284,"mM",0,t,2329
"genomatica01","ControlFermentor_25uL","0","datp","datp.datp_1.Light",5,0.0340390540584416,0.701589251963122,0,0,0,5,0.0340390540584416,0.701589251963122,"mM",0,t,2330
"genomatica01","ControlFermentor_25uL","0","dcdp","dcdp.dcdp_1.Light",5,0.012539465530303,5.54653593374274,0,0,0,5,0.012539465530303,5.54653593374274,"mM",0,t,2331
"genomatica01","ControlFermentor_25uL","0","dcmp","dcmp.dcmp_1.Light",6,0.00145069417388168,21.6398862200796,0,0,0,6,0.00145069417388168,21.6398862200796,"mM",0,t,2332
"genomatica01","ControlFermentor_25uL","0","dhap","dhap.dhap_1.Light",6,0.00746681464195527,8.18562761172164,0,0,0,6,0.00746681464195527,8.18562761172164,"mM",0,t,2333
"genomatica01","ControlFermentor_25uL","0","dtdpglu","dtdpglu.dtdpglu_1.Light",6,0.000263654694264069,9.52113824470881,0,0,0,6,0.000263654694264069,9.52113824470881,"mM",0,t,2334
"genomatica01","ControlFermentor_25uL","0","dtmp","dtmp.dtmp_1.Light",6,0.00527582361562049,15.2769708329414,0,0,0,6,0.00527582361562049,15.2769708329414,"mM",0,t,2335
"genomatica01","ControlFermentor_25uL","0","dttp","dttp.dttp_1.Light",6,0.00649332217261905,27.3379373138158,0,0,0,6,0.00649332217261905,27.3379373138158,"mM",0,t,2336
"genomatica01","ControlFermentor_25uL","0","dump","dump.dump_1.Light",6,0.033778443452381,154.93400946525,0,0,0,6,0.033778443452381,154.93400946525,"mM",0,t,2337
"genomatica01","ControlFermentor_25uL","0","f6p","f6p.f6p_1.Light",6,0.0420554756944445,17.1627543829999,0,0,0,6,0.0420554756944445,17.1627543829999,"mM",0,t,2338
"genomatica01","ControlFermentor_25uL","0","fad","fad.fad_1.Light",6,0.00348121252705628,34.3517813797765,0,0,0,6,0.00348121252705628,34.3517813797765,"mM",0,t,2339
"genomatica01","ControlFermentor_25uL","0","fol","fol.fol_1.Light",5,0.000352402110389611,33.795076756339,0,0,0,5,0.000352402110389611,33.795076756339,"mM",0,t,2340
"genomatica01","ControlFermentor_25uL","0","fum","fum.fum_1.Light",6,0.00571743540313853,69.6245647769545,0,0,0,6,0.00571743540313853,69.6245647769545,"mM",0,t,2341
"genomatica01","ControlFermentor_25uL","0","g1p","g1p.g1p_1.Light",6,0.00464465417568543,24.9687942310992,0,0,0,6,0.00464465417568543,24.9687942310992,"mM",0,t,2342
"genomatica01","ControlFermentor_25uL","0","g3p","g3p.g3p_1.Light",6,1169.09540555105,11.1477553613002,0,0,0,6,1169.09540555105,11.1477553613002,"height_ratio",0,t,2343
"genomatica01","ControlFermentor_25uL","0","g6p","g6p.g6p_1.Light",6,0.0637407729752886,20.5490711265231,0,0,0,6,0.0637407729752886,20.5490711265231,"mM",0,t,2344
