id,experiment_id,sample_name,sample_id,component_group_name,component_name,calculated_concentration,calculated_concentration_units,used_,comment_,average,CV
36425,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-6,140503_0_OxicRpoBE672KGlcM9_Broth-6,camp,camp.camp_1.Light,0.01041686,mM,t,,,
36507,rpomut02,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,camp,camp.camp_1.Light,0.002256076,mM,t,,,
36553,rpomut02,140503_0_OxicRpoBE672KGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-4,camp,camp.camp_1.Light,0.001994986,mM,t,,,
35377,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-1,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-1,camp,camp.camp_1.Light,0.00584884,mM,t,,,
35464,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-2,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-2,camp,camp.camp_1.Light,0.035282176,mM,t,,,
35547,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-3,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-3,camp,camp.camp_1.Light,0.00787497,mM,t,,,
35635,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-4,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-4,camp,camp.camp_1.Light,0.005071479,mM,t,,,
35722,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-5,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-5,camp,camp.camp_1.Light,0.041628959,mM,t,,,
35805,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-6,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-6,camp,camp.camp_1.Light,0.010456218,mM,t,,,
35889,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-1,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-1,camp,camp.camp_1.Light,0.002640865,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
35936,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-4,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-4,camp,camp.camp_1.Light,0.002640865,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
36604,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-1,140503_0_OxicWTEcoliGlcM9_Broth-1,camp,camp.camp_1.Light,0.007002894,mM,t,,,
36687,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-2,140503_0_OxicWTEcoliGlcM9_Broth-2,camp,camp.camp_1.Light,0.006935699,mM,t,,,
36772,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-3,140503_0_OxicWTEcoliGlcM9_Broth-3,camp,camp.camp_1.Light,0.007454991,mM,t,,,
36857,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-4,140503_0_OxicWTEcoliGlcM9_Broth-4,camp,camp.camp_1.Light,0.007582927,mM,t,,,
36941,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-5,140503_0_OxicWTEcoliGlcM9_Broth-5,camp,camp.camp_1.Light,0.008518663,mM,t,,,
37027,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-6,140503_0_OxicWTEcoliGlcM9_Broth-6,camp,camp.camp_1.Light,0.009329382,mM,t,,,
37109,rpomut02,140503_0_OxicWTEcoliGlcM9_Filtrate-1,140503_0_OxicWTEcoliGlcM9_Filtrate-1,camp,camp.camp_1.Light,0.002110059,mM,t,,,
37150,rpomut02,140503_0_OxicWTEcoliGlcM9_Filtrate-4,140503_0_OxicWTEcoliGlcM9_Filtrate-4,camp,camp.camp_1.Light,0.002258588,mM,t,,,
37195,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-1,140523_0_OxicRph-pyrE82GlcM9_Broth-1,camp,camp.camp_1.Light,,mM,t,,,
37270,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-2,140523_0_OxicRph-pyrE82GlcM9_Broth-2,camp,camp.camp_1.Light,0.005130773,mM,t,,,
37354,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-3,140523_0_OxicRph-pyrE82GlcM9_Broth-3,camp,camp.camp_1.Light,0.008851234,mM,t,,,
37439,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-4,140523_0_OxicRph-pyrE82GlcM9_Broth-4,camp,camp.camp_1.Light,,mM,t,,,
37515,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-5,140523_0_OxicRph-pyrE82GlcM9_Broth-5,camp,camp.camp_1.Light,0.004542511,mM,t,,,
37599,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-6,140523_0_OxicRph-pyrE82GlcM9_Broth-6,camp,camp.camp_1.Light,0.008913868,mM,t,,,
37683,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Filtrate-1,140523_0_OxicRph-pyrE82GlcM9_Filtrate-1,camp,camp.camp_1.Light,0.002640865,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
37758,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Filtrate-4,140523_0_OxicRph-pyrE82GlcM9_Filtrate-4,camp,camp.camp_1.Light,0.002640865,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
34771,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-1,140503_0_OxicRpoBE546VGlcM9_Broth-1,chor,chor.chor_1.Light,6.858206852,mM,t,,,
34854,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-2,140503_0_OxicRpoBE546VGlcM9_Broth-2,chor,chor.chor_1.Light,8.977997214,mM,t,,,
34938,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-3,140503_0_OxicRpoBE546VGlcM9_Broth-3,chor,chor.chor_1.Light,4.182503132,mM,t,,,
35027,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-4,140503_0_OxicRpoBE546VGlcM9_Broth-4,chor,chor.chor_1.Light,6.263538647,mM,t,,,
35112,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-5,140503_0_OxicRpoBE546VGlcM9_Broth-5,chor,chor.chor_1.Light,8.850018672,mM,t,,,
35196,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-6,140503_0_OxicRpoBE546VGlcM9_Broth-6,chor,chor.chor_1.Light,3.213947496,mM,t,,,
35280,rpomut02,140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-1,chor,chor.chor_1.Light,2.010142449,mM,t,,,
35327,rpomut02,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,chor,chor.chor_1.Light,1.921341658,mM,t,,,
35985,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-1,140503_0_OxicRpoBE672KGlcM9_Broth-1,chor,chor.chor_1.Light,4.102796546,mM,t,,,
36074,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-2,140503_0_OxicRpoBE672KGlcM9_Broth-2,chor,chor.chor_1.Light,3.912856328,mM,t,,,
36162,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-3,140503_0_OxicRpoBE672KGlcM9_Broth-3,chor,chor.chor_1.Light,5.821251319,mM,t,,,
36250,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-4,140503_0_OxicRpoBE672KGlcM9_Broth-4,chor,chor.chor_1.Light,3.575464139,mM,t,,,
36339,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-5,140503_0_OxicRpoBE672KGlcM9_Broth-5,chor,chor.chor_1.Light,3.378827923,mM,t,,,
36426,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-6,140503_0_OxicRpoBE672KGlcM9_Broth-6,chor,chor.chor_1.Light,4.892428511,mM,t,,,
36508,rpomut02,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,chor,chor.chor_1.Light,1.613696761,mM,t,,,
36554,rpomut02,140503_0_OxicRpoBE672KGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-4,chor,chor.chor_1.Light,1.523126086,mM,t,,,
35378,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-1,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-1,chor,chor.chor_1.Light,3.554182666,mM,t,,,
35465,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-2,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-2,chor,chor.chor_1.Light,5.659353708,mM,t,,,
35548,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-3,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-3,chor,chor.chor_1.Light,3.21666595,mM,t,,,
35636,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-4,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-4,chor,chor.chor_1.Light,3.729340465,mM,t,,,
35723,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-5,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-5,chor,chor.chor_1.Light,4.755121015,mM,t,,,
35806,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-6,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-6,chor,chor.chor_1.Light,2.820324271,mM,t,,,
35890,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-1,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-1,chor,chor.chor_1.Light,1.767076739,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
35937,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-4,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-4,chor,chor.chor_1.Light,1.767076739,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
36605,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-1,140503_0_OxicWTEcoliGlcM9_Broth-1,chor,chor.chor_1.Light,7.600719027,mM,t,,,
36688,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-2,140503_0_OxicWTEcoliGlcM9_Broth-2,chor,chor.chor_1.Light,5.352021548,mM,t,,,
36773,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-3,140503_0_OxicWTEcoliGlcM9_Broth-3,chor,chor.chor_1.Light,4.159838329,mM,t,,,
36858,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-4,140503_0_OxicWTEcoliGlcM9_Broth-4,chor,chor.chor_1.Light,7.64912777,mM,t,,,
36942,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-5,140503_0_OxicWTEcoliGlcM9_Broth-5,chor,chor.chor_1.Light,5.931058416,mM,t,,,
37028,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-6,140503_0_OxicWTEcoliGlcM9_Broth-6,chor,chor.chor_1.Light,4.987971636,mM,t,,,
37110,rpomut02,140503_0_OxicWTEcoliGlcM9_Filtrate-1,140503_0_OxicWTEcoliGlcM9_Filtrate-1,chor,chor.chor_1.Light,1.868516304,mM,t,,,
37151,rpomut02,140503_0_OxicWTEcoliGlcM9_Filtrate-4,140503_0_OxicWTEcoliGlcM9_Filtrate-4,chor,chor.chor_1.Light,4.222875006,mM,t,,,
37196,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-1,140523_0_OxicRph-pyrE82GlcM9_Broth-1,chor,chor.chor_1.Light,,mM,t,,,
37271,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-2,140523_0_OxicRph-pyrE82GlcM9_Broth-2,chor,chor.chor_1.Light,5.313826852,mM,t,,,
37355,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-3,140523_0_OxicRph-pyrE82GlcM9_Broth-3,chor,chor.chor_1.Light,7.564615953,mM,t,,,
37440,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-4,140523_0_OxicRph-pyrE82GlcM9_Broth-4,chor,chor.chor_1.Light,,mM,t,,,
37516,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-5,140523_0_OxicRph-pyrE82GlcM9_Broth-5,chor,chor.chor_1.Light,4.81816401,mM,t,,,
37600,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-6,140523_0_OxicRph-pyrE82GlcM9_Broth-6,chor,chor.chor_1.Light,9.727593089,mM,t,,,
37684,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Filtrate-1,140523_0_OxicRph-pyrE82GlcM9_Filtrate-1,chor,chor.chor_1.Light,1.767076739,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
37759,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Filtrate-4,140523_0_OxicRph-pyrE82GlcM9_Filtrate-4,chor,chor.chor_1.Light,1.767076739,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
34829,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-1-10.0x,140503_0_OxicRpoBE546VGlcM9_Broth-1,cit,cit.cit_1.Light,0.813302497,mM,t,,,
34912,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-2-10.0x,140503_0_OxicRpoBE546VGlcM9_Broth-2,cit,cit.cit_1.Light,0.63993171,mM,t,,,
35001,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-3-10.0x,140503_0_OxicRpoBE546VGlcM9_Broth-3,cit,cit.cit_1.Light,0.710051004,mM,t,,,
35087,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-4-10.0x,140503_0_OxicRpoBE546VGlcM9_Broth-4,cit,cit.cit_1.Light,0.75861991,mM,t,,,
35170,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-5-10.0x,140503_0_OxicRpoBE546VGlcM9_Broth-5,cit,cit.cit_1.Light,0.71756815,mM,t,,,
35259,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-6-10.0x,140503_0_OxicRpoBE546VGlcM9_Broth-6,cit,cit.cit_1.Light,0.827101961,mM,t,,,
35312,rpomut02,140503_0_OxicRpoBE546VGlcM9_Filtrate-1-10.0x,140503_0_OxicRpoBE546VGlcM9_Filtrate-1,cit,cit.cit_1.Light,0.179122754,mM,t,,,
35359,rpomut02,140503_0_OxicRpoBE546VGlcM9_Filtrate-4-10.0x,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,cit,cit.cit_1.Light,0.155013336,mM,t,,,
36048,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-1-10.0x,140503_0_OxicRpoBE672KGlcM9_Broth-1,cit,cit.cit_1.Light,0.386381626,mM,t,,,
36136,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-2-10.0x,140503_0_OxicRpoBE672KGlcM9_Broth-2,cit,cit.cit_1.Light,0.43175787,mM,t,,,
36224,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-3-10.0x,140503_0_OxicRpoBE672KGlcM9_Broth-3,cit,cit.cit_1.Light,0.393970912,mM,t,,,
36313,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-4-10.0x,140503_0_OxicRpoBE672KGlcM9_Broth-4,cit,cit.cit_1.Light,0.31478034,mM,t,,,
36400,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-5-10.0x,140503_0_OxicRpoBE672KGlcM9_Broth-5,cit,cit.cit_1.Light,0.386679919,mM,t,,,
36487,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-6-10.0x,140503_0_OxicRpoBE672KGlcM9_Broth-6,cit,cit.cit_1.Light,0.541374221,mM,t,,,
36540,rpomut02,140503_0_OxicRpoBE672KGlcM9_Filtrate-1-10.0x,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,cit,cit.cit_1.Light,0.080454016,mM,t,,,
36586,rpomut02,140503_0_OxicRpoBE672KGlcM9_Filtrate-4-10.0x,140503_0_OxicRpoBE672KGlcM9_Filtrate-4,cit,cit.cit_1.Light,0.089687563,mM,t,,,
35439,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-1-10.0x,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-1,cit,cit.cit_1.Light,0.502161845,mM,t,,,
35523,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-2-10.0x,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-2,cit,cit.cit_1.Light,1.971355229,mM,t,,,
35610,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-3-10.0x,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-3,cit,cit.cit_1.Light,0.511246719,mM,t,,,
35697,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-4-10.0x,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-4,cit,cit.cit_1.Light,0.447901701,mM,t,,,
35781,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-5-10.0x,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-5,cit,cit.cit_1.Light,1.093084878,mM,t,,,
35867,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-6-10.0x,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-6,cit,cit.cit_1.Light,0.782381131,mM,t,,,
35921,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-1-10.0x,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-1,cit,cit.cit_1.Light,0.126069417,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
35966,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-4-10.0x,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Filtrate-4,cit,cit.cit_1.Light,0.126069417,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
36662,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-1-10.0x,140503_0_OxicWTEcoliGlcM9_Broth-1,cit,cit.cit_1.Light,0.185739408,mM,t,,,
36747,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-2-10.0x,140503_0_OxicWTEcoliGlcM9_Broth-2,cit,cit.cit_1.Light,0.208002995,mM,t,,,
36834,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-3-10.0x,140503_0_OxicWTEcoliGlcM9_Broth-3,cit,cit.cit_1.Light,0.259941921,mM,t,,,
36916,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-4-10.0x,140503_0_OxicWTEcoliGlcM9_Broth-4,cit,cit.cit_1.Light,0.199306607,mM,t,,,
37002,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-5-10.0x,140503_0_OxicWTEcoliGlcM9_Broth-5,cit,cit.cit_1.Light,0.190901461,mM,t,,,
37090,rpomut02,140503_0_OxicWTEcoliGlcM9_Broth-6-10.0x,140503_0_OxicWTEcoliGlcM9_Broth-6,cit,cit.cit_1.Light,0.295320304,mM,t,,,
37139,rpomut02,140503_0_OxicWTEcoliGlcM9_Filtrate-1-10.0x,140503_0_OxicWTEcoliGlcM9_Filtrate-1,cit,cit.cit_1.Light,0.101078592,mM,t,,,
37179,rpomut02,140503_0_OxicWTEcoliGlcM9_Filtrate-4-10.0x,140503_0_OxicWTEcoliGlcM9_Filtrate-4,cit,cit.cit_1.Light,0.13875097,mM,t,,,
37251,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-1-10.0x,140523_0_OxicRph-pyrE82GlcM9_Broth-1,cit,cit.cit_1.Light,,mM,t,,,
37332,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-2-10.0x,140523_0_OxicRph-pyrE82GlcM9_Broth-2,cit,cit.cit_1.Light,1.592180587,mM,t,,,
37417,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-3-10.0x,140523_0_OxicRph-pyrE82GlcM9_Broth-3,cit,cit.cit_1.Light,1.58686274,mM,t,,,
37496,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-4-10.0x,140523_0_OxicRph-pyrE82GlcM9_Broth-4,cit,cit.cit_1.Light,,mM,t,,,
37577,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-5-10.0x,140523_0_OxicRph-pyrE82GlcM9_Broth-5,cit,cit.cit_1.Light,1.417854691,mM,t,,,
37661,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Broth-6-10.0x,140523_0_OxicRph-pyrE82GlcM9_Broth-6,cit,cit.cit_1.Light,0.425495724,mM,t,,,
37737,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Filtrate-1-10.0x,140523_0_OxicRph-pyrE82GlcM9_Filtrate-1,cit,cit.cit_1.Light,0.126069417,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
37816,rpomut02,140523_0_OxicRph-pyrE82GlcM9_Filtrate-4-10.0x,140523_0_OxicRph-pyrE82GlcM9_Filtrate-4,cit,cit.cit_1.Light,0.126069417,mM,t,"Replaced with the average of 140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-4",,
34772,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-1,140503_0_OxicRpoBE546VGlcM9_Broth-1,citr-L,citr-L.citr-L_1.Light,0.031719868,mM,t,,,
34855,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-2,140503_0_OxicRpoBE546VGlcM9_Broth-2,citr-L,citr-L.citr-L_1.Light,0.026217043,mM,t,,,
34939,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-3,140503_0_OxicRpoBE546VGlcM9_Broth-3,citr-L,citr-L.citr-L_1.Light,0.030435087,mM,t,,,
35028,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-4,140503_0_OxicRpoBE546VGlcM9_Broth-4,citr-L,citr-L.citr-L_1.Light,0.022214914,mM,t,,,
35113,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-5,140503_0_OxicRpoBE546VGlcM9_Broth-5,citr-L,citr-L.citr-L_1.Light,0.034638869,mM,t,,,
35197,rpomut02,140503_0_OxicRpoBE546VGlcM9_Broth-6,140503_0_OxicRpoBE546VGlcM9_Broth-6,citr-L,citr-L.citr-L_1.Light,0.02577084,mM,t,,,
35281,rpomut02,140503_0_OxicRpoBE546VGlcM9_Filtrate-1,140503_0_OxicRpoBE546VGlcM9_Filtrate-1,citr-L,citr-L.citr-L_1.Light,0.00490197,mM,t,,,
35328,rpomut02,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,140503_0_OxicRpoBE546VGlcM9_Filtrate-4,citr-L,citr-L.citr-L_1.Light,0.003849152,mM,t,,,
35986,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-1,140503_0_OxicRpoBE672KGlcM9_Broth-1,citr-L,citr-L.citr-L_1.Light,0.021189699,mM,t,,,
36075,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-2,140503_0_OxicRpoBE672KGlcM9_Broth-2,citr-L,citr-L.citr-L_1.Light,0.027101682,mM,t,,,
36163,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-3,140503_0_OxicRpoBE672KGlcM9_Broth-3,citr-L,citr-L.citr-L_1.Light,0.022956113,mM,t,,,
36251,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-4,140503_0_OxicRpoBE672KGlcM9_Broth-4,citr-L,citr-L.citr-L_1.Light,0.028089935,mM,t,,,
36340,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-5,140503_0_OxicRpoBE672KGlcM9_Broth-5,citr-L,citr-L.citr-L_1.Light,0.02776262,mM,t,,,
36427,rpomut02,140503_0_OxicRpoBE672KGlcM9_Broth-6,140503_0_OxicRpoBE672KGlcM9_Broth-6,citr-L,citr-L.citr-L_1.Light,0.023705973,mM,t,,,
36509,rpomut02,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,140503_0_OxicRpoBE672KGlcM9_Filtrate-1,citr-L,citr-L.citr-L_1.Light,0.001550604,mM,t,,,
36555,rpomut02,140503_0_OxicRpoBE672KGlcM9_Filtrate-4,140503_0_OxicRpoBE672KGlcM9_Filtrate-4,citr-L,citr-L.citr-L_1.Light,0.002152472,mM,t,,,
35379,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-1,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-1,citr-L,citr-L.citr-L_1.Light,0.020599494,mM,t,,,
35466,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-2,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-2,citr-L,citr-L.citr-L_1.Light,0.113319553,mM,t,,,
35549,rpomut02,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-3,140503_0_OxicRpoBE672K-rph-pyrE82GlcM9_Broth-3,citr-L,citr-L.citr-L_1.Light,0.029152178,mM,t,,,
