exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,date_label,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconstitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos
5,10,,WTEColi_113C80_U13C20_02,141209_0_OxicWTEcoli13CGlcM9_Broth-1,OxicWtGlc_Broth-1,OxicWtGlc,141209,12/9/2014 14:17,0,OxicWTEcoli13CGlcM9,Aqueous acetonitrile filtration,MG1655,Broth,1,0,0,mL,0.25,mL,0,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,,0,0,10,0.00E+00,0.00,0.00,cells*L-1,g*L-1,mL,mg,mg,,140720_McCloskey2013_13CFlux,,Unknown,WT1,7,13,70
5,10,,WTEColi_113C80_U13C20_02,141209_0_OxicWTEcoli13CGlcM9_Broth-2,OxicWtGlc_Broth-2,OxicWtGlc,141209,12/9/2014 14:17,0,OxicWTEcoli13CGlcM9,Aqueous acetonitrile filtration,MG1655,Broth,2,0,0,mL,0.25,mL,0,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,,0,0,10,0.00E+00,0.00,0.00,cells*L-1,g*L-1,mL,mg,mg,,140720_McCloskey2013_13CFlux,,Unknown,WT2,7,13,71
5,10,,WTEColi_113C80_U13C20_02,141209_0_OxicWTEcoli13CGlcM9_Broth-3,OxicWtGlc_Broth-3,OxicWtGlc,141209,12/9/2014 14:17,0,OxicWTEcoli13CGlcM9,Aqueous acetonitrile filtration,MG1655,Broth,3,0,0,mL,0.25,mL,0,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,,0,0,10,0.00E+00,0.00,0.00,cells*L-1,g*L-1,mL,mg,mg,,140720_McCloskey2013_13CFlux,,Unknown,WT3,7,13,72
5,10,,WTEColi_113C80_U13C20_02,141216_0_OxicWTEcoli13CGlcM9_Filtrate-1,OxicWtGlc_Filtrate-1,OxicWtGlc,141216,12/16/2014 0:00,0,OxicWTEcoli13CGlcM9,Aqueous acetonitrile filtration,MG1655,Filtrate,1,0,0,mL,0.25,mL,0,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,,0,0,10,0.00E+00,0.00,0.00,cells*L-1,g*L-1,mL,mg,mg,,140720_McCloskey2013_13CFlux,,Unknown,WTEcoliF1,7,13,73
