q1_mass,q3_mass,ms3_mass,met_name,dp,ep,ce,cxp,af,quantifier,ms_mode,ion_intensity_rank,ion_abundance,precursor_formula,product_ion_reference,product_formula,production_ion_notes,met_id,external_reference,q1_mass_units,q3_mass_units,ms3_mass_units,threshold_units,dp_units,ep_units,ce_units,cxp_units,af_units,ms_group,threshold,dwell_weight,component_name,ms_include,ms_is,precursor_fragment,product_fragment,precursor_exactmass,product_exactmass,ms_methodtype
229.002,79,,D-Arabinose 5-phosphate,-57.6,-10,-54.2,-9.6,,3,-,,,C5H10O8P-,,O3P-,,ara5p,,Da,Da,Da,count,volts,volts,volts,volts,volts,r5p,5000,1,,FALSE,FALSE,,,229.0113288,,tuning
229.002,97,,D-Arabinose 5-phosphate,-53.1,-10,-18.9,-5.3,,1,-,,,C5H10O8P-,,H2O4P-,Phosphate,ara5p,,Da,Da,Da,count,volts,volts,volts,volts,volts,r5p,5000,1,,TRUE,TRUE,,,229.0113288,,tuning
229.002,139,,D-Arabinose 5-phosphate,-46.2,-10,-19.4,-7.3,,2,-,,,C5H10O8P-,,C2H4O5P-,,ara5p,,Da,Da,Da,count,volts,volts,volts,volts,volts,r5p,5000,1,,TRUE,FALSE,,,229.0113288,,tuning
229.003,139,,D-Xylulose 5-phosphate,-46.2,-10,-19.4,-7.3,,2,-,,,C5H10O8P-,,C2H4O5P-,,xu5p-D,,Da,Da,Da,count,volts,volts,volts,volts,volts,ru5p-D,5000,1,,TRUE,FALSE,,,229.0113288,,tuning
229.003,97,,D-Xylulose 5-phosphate,-41.3,-12,-17,-6,,1,-,,,C5H10O8P-,,H2O4P-,,xu5p-D,,Da,Da,Da,count,volts,volts,volts,volts,volts,ru5p-D,5000,1,,TRUE,TRUE,,,229.0113288,,tuning
229.003,79,,D-Xylulose 5-phosphate,-42,-12,-53.3,-7.1,,3,-,,,C5H10O8P-,,O3P-,,xu5p-D,,Da,Da,Da,count,volts,volts,volts,volts,volts,ru5p-D,5000,1,,FALSE,FALSE,,,229.0113288,,tuning
