Accuracy For QCs Used,Accuracy For Stds Used,Acq. Index - 1,Baseline Sub. Window,Calc Conc Used,Comment,Expected RT,Experiment,Extraction Type,Group Name,Ion Ratio Tolerance,Ion Ratio Used,IS,Lower Lim Calc Conc,Max Tolerance LLOQ,Max Tolerance QC,Max Tolerance Stds,Min Peak Height,Min Peak Width,Name,Noise Percentage,Peak Splitting Factor,Period,Q1 Mass - 1,Q3 Mass - 1,Regression Type,Regression Weighting,Report Largest Peak,RT Window,Smoothing Width,Units,Update RT,Upper Lim Calc Conc,Use Area
TRUE,TRUE,160,2,TRUE,Too low of a concentration,6,1,MRM,e4p_m0-0,20,FALSE,FALSE,,20,15,15,0,3,e4p.e4p_m0-0,40,2,1,199.0008,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,161,2,TRUE,,6,1,MRM,e4p_m1-0,20,FALSE,FALSE,,20,15,15,0,3,e4p.e4p_m1-0,40,2,1,200.0041,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,162,2,TRUE,,6,1,MRM,e4p_m2-0,20,FALSE,FALSE,,20,15,15,0,3,e4p.e4p_m2-0,40,2,1,201.0075,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,163,2,TRUE,,6,1,MRM,e4p_m3-0,20,FALSE,FALSE,,20,15,15,0,3,e4p.e4p_m3-0,40,2,1,202.0108,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,164,2,TRUE,,6,1,MRM,e4p_m4-0,20,FALSE,FALSE,,20,15,15,0,3,e4p.e4p_m4-0,40,2,1,203.0142,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,165,2,TRUE,,6,1,MRM,g3p_m0-0,20,FALSE,FALSE,,20,15,15,0,3,g3p.g3p_m0-0,40,2,1,168.9902,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,166,2,TRUE,,6,1,MRM,g3p_m1-0,20,FALSE,FALSE,,20,15,15,0,3,g3p.g3p_m1-0,40,2,1,169.9936,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,167,2,TRUE,,6,1,MRM,g3p_m2-0,20,FALSE,FALSE,,20,15,15,0,3,g3p.g3p_m2-0,40,2,1,170.9969,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,168,2,TRUE,,6,1,MRM,g3p_m3-0,20,FALSE,FALSE,,20,15,15,0,3,g3p.g3p_m3-0,40,2,1,172.0003,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,169,2,TRUE,,6,1,MRM,r5p_m0-0,20,FALSE,FALSE,,20,15,15,0,3,r5p.r5p_m0-0,40,2,1,229.0113,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,170,2,TRUE,,6,1,MRM,r5p_m1-0,20,FALSE,FALSE,,20,15,15,0,3,r5p.r5p_m1-0,40,2,1,230.0147,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,171,2,TRUE,,6,1,MRM,r5p_m2-0,20,FALSE,FALSE,,20,15,15,0,3,r5p.r5p_m2-0,40,2,1,231.018,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,172,2,TRUE,,6,1,MRM,r5p_m3-0,20,FALSE,FALSE,,20,15,15,0,3,r5p.r5p_m3-0,40,2,1,232.0214,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,173,2,TRUE,,6,1,MRM,r5p_m4-0,20,FALSE,FALSE,,20,15,15,0,3,r5p.r5p_m4-0,40,2,1,233.0247,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,174,2,TRUE,,6,1,MRM,r5p_m5-0,20,FALSE,FALSE,,20,15,15,0,3,r5p.r5p_m5-0,40,2,1,234.0281,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,175,2,TRUE,,6.4,1,MRM,s7p_m0-0,20,FALSE,FALSE,,20,15,15,0,3,s7p.s7p_m0-0,40,2,1,289.0325,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,176,2,TRUE,,6.4,1,MRM,s7p_m1-0,20,FALSE,FALSE,,20,15,15,0,3,s7p.s7p_m1-0,40,2,1,290.0358,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,177,2,TRUE,,6.4,1,MRM,s7p_m2-0,20,FALSE,FALSE,,20,15,15,0,3,s7p.s7p_m2-0,40,2,1,291.0392,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,178,2,TRUE,,6.4,1,MRM,s7p_m3-0,20,FALSE,FALSE,,20,15,15,0,3,s7p.s7p_m3-0,40,2,1,292.0425,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,179,2,TRUE,,6.4,1,MRM,s7p_m4-0,20,FALSE,FALSE,,20,15,15,0,3,s7p.s7p_m4-0,40,2,1,293.0459,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,180,2,TRUE,,6.4,1,MRM,s7p_m5-0,20,FALSE,FALSE,,20,15,15,0,3,s7p.s7p_m5-0,40,2,1,294.0492,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,181,2,TRUE,,6.4,1,MRM,s7p_m6-0,20,FALSE,FALSE,,20,15,15,0,3,s7p.s7p_m6-0,40,2,1,295.0526,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,182,2,TRUE,,6.4,1,MRM,s7p_m7-0,20,FALSE,FALSE,,20,15,15,0,3,s7p.s7p_m7-0,40,2,1,296.0559,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,183,2,TRUE,,6.5,1,MRM,glyc3p_m0-0,20,FALSE,FALSE,,20,15,15,0,3,glyc3p.glyc3p_m0-0,40,2,1,171.0058,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,184,2,TRUE,,6.5,1,MRM,glyc3p_m1-0,20,FALSE,FALSE,,20,15,15,0,3,glyc3p.glyc3p_m1-0,40,2,1,172.0092,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,185,2,TRUE,,6.5,1,MRM,glyc3p_m2-0,20,FALSE,FALSE,,20,15,15,0,3,glyc3p.glyc3p_m2-0,40,2,1,173.0126,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,186,2,TRUE,,6.5,1,MRM,glyc3p_m3-0,20,FALSE,FALSE,,20,15,15,0,3,glyc3p.glyc3p_m3-0,40,2,1,174.0159,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,187,2,TRUE,,7,1,MRM,g6p_m0-0,20,FALSE,FALSE,,20,15,15,0,3,g6p.g6p_m0-0,40,2,1,259.0219,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,188,2,TRUE,,7,1,MRM,g6p_m1-0,20,FALSE,FALSE,,20,15,15,0,3,g6p.g6p_m1-0,40,2,1,260.0252,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,189,2,TRUE,,7,1,MRM,g6p_m2-0,20,FALSE,FALSE,,20,15,15,0,3,g6p.g6p_m2-0,40,2,1,261.0286,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,190,2,TRUE,,7,1,MRM,g6p_m3-0,20,FALSE,FALSE,,20,15,15,0,3,g6p.g6p_m3-0,40,2,1,262.032,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,191,2,TRUE,,7,1,MRM,g6p_m4-0,20,FALSE,FALSE,,20,15,15,0,3,g6p.g6p_m4-0,40,2,1,263.0353,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,192,2,TRUE,,7,1,MRM,g6p_m5-0,20,FALSE,FALSE,,20,15,15,0,3,g6p.g6p_m5-0,40,2,1,264.0387,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,193,2,TRUE,,7,1,MRM,g6p_m6-0,20,FALSE,FALSE,,20,15,15,0,3,g6p.g6p_m6-0,40,2,1,265.042,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,194,2,TRUE,,7.8,1,MRM,ru5p-D_m0-0,20,FALSE,FALSE,,20,15,15,0,3,ru5p-D.ru5p-D_m0-0,40,2,1,229.0113,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,195,2,TRUE,,7.8,1,MRM,ru5p-D_m1-0,20,FALSE,FALSE,,20,15,15,0,3,ru5p-D.ru5p-D_m1-0,40,2,1,230.0147,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,196,2,TRUE,,7.8,1,MRM,ru5p-D_m2-0,20,FALSE,FALSE,,20,15,15,0,3,ru5p-D.ru5p-D_m2-0,40,2,1,231.018,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,197,2,TRUE,,7.8,1,MRM,ru5p-D_m3-0,20,FALSE,FALSE,,20,15,15,0,3,ru5p-D.ru5p-D_m3-0,40,2,1,232.0214,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,198,2,TRUE,,7.8,1,MRM,ru5p-D_m4-0,20,FALSE,FALSE,,20,15,15,0,3,ru5p-D.ru5p-D_m4-0,40,2,1,233.0247,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,199,2,TRUE,,7.8,1,MRM,ru5p-D_m5-0,20,FALSE,FALSE,,20,15,15,0,3,ru5p-D.ru5p-D_m5-0,40,2,1,234.0281,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,200,2,TRUE,Too low of a concentration,8.4,1,MRM,2obut_m0-0,20,FALSE,FALSE,,20,15,15,0,3,2obut.2obut_m0-0,40,2,1,101.0239,31.98983,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,201,2,TRUE,,8.4,1,MRM,2obut_m1-0,20,FALSE,FALSE,,20,15,15,0,3,2obut.2obut_m1-0,40,2,1,102.0272,31.98983,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,202,2,TRUE,,8.4,1,MRM,2obut_m2-0,20,FALSE,FALSE,,20,15,15,0,3,2obut.2obut_m2-0,40,2,1,103.0306,31.98983,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,203,2,TRUE,,8.4,1,MRM,2obut_m3-0,20,FALSE,FALSE,,20,15,15,0,3,2obut.2obut_m3-0,40,2,1,104.0339,31.98983,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,204,2,TRUE,,8.4,1,MRM,2obut_m4-0,20,FALSE,FALSE,,20,15,15,0,3,2obut.2obut_m4-0,40,2,1,105.0373,31.98983,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,205,2,TRUE,,9.6,1,MRM,ump_m0-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m0-0,40,2,1,323.028,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,206,2,TRUE,,9.6,1,MRM,ump_m1-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m1-0,40,2,1,324.0314,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,207,2,TRUE,,9.6,1,MRM,ump_m2-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m2-0,40,2,1,325.0348,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,208,2,TRUE,,9.6,1,MRM,ump_m3-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m3-0,40,2,1,326.0381,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,209,2,TRUE,,9.6,1,MRM,ump_m4-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m4-0,40,2,1,327.0415,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,210,2,TRUE,,9.6,1,MRM,ump_m5-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m5-0,40,2,1,328.0448,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,211,2,TRUE,,9.6,1,MRM,ump_m6-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m6-0,40,2,1,329.0482,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,212,2,TRUE,,9.6,1,MRM,ump_m7-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m7-0,40,2,1,330.0515,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,213,2,TRUE,,9.6,1,MRM,ump_m8-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m8-0,40,2,1,331.0549,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,214,2,TRUE,,9.6,1,MRM,ump_m9-0,20,FALSE,FALSE,,20,15,15,0,3,ump.ump_m9-0,40,2,1,332.0582,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,215,2,TRUE,,10.1,1,MRM,dhap_m0-0,20,FALSE,FALSE,,20,15,15,0,3,dhap.dhap_m0-0,40,2,1,168.9902,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,216,2,TRUE,,10.1,1,MRM,dhap_m1-0,20,FALSE,FALSE,,20,15,15,0,3,dhap.dhap_m1-0,40,2,1,169.9936,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,217,2,TRUE,,10.1,1,MRM,dhap_m2-0,20,FALSE,FALSE,,20,15,15,0,3,dhap.dhap_m2-0,40,2,1,170.9969,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,218,2,TRUE,,10.1,1,MRM,dhap_m3-0,20,FALSE,FALSE,,20,15,15,0,3,dhap.dhap_m3-0,40,2,1,172.0003,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,219,2,TRUE,,11.6,1,MRM,amp_m0-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m0-0,40,2,1,346.0553,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,220,2,TRUE,,11.6,1,MRM,amp_m1-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m1-0,40,2,1,347.0586,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,221,2,TRUE,,11.6,1,MRM,amp_m2-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m2-0,40,2,1,348.062,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,222,2,TRUE,,11.6,1,MRM,amp_m3-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m3-0,40,2,1,349.0653,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,223,2,TRUE,,11.6,1,MRM,amp_m4-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m4-0,40,2,1,350.0687,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,224,2,TRUE,,11.6,1,MRM,amp_m5-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m5-0,40,2,1,351.072,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,225,2,TRUE,,11.6,1,MRM,amp_m6-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m6-0,40,2,1,352.0754,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,226,2,TRUE,Isobaric peak 0.5 min prior,11.6,1,MRM,amp_m7-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m7-0,40,2,1,353.0787,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,227,2,TRUE,,11.6,1,MRM,amp_m8-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m8-0,40,2,1,354.0821,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,228,2,TRUE,,11.6,1,MRM,amp_m9-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m9-0,40,2,1,355.0854,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,229,2,TRUE,,11.6,1,MRM,amp_m10-0,20,FALSE,FALSE,,20,15,15,0,3,amp.amp_m10-0,40,2,1,356.0888,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,230,2,TRUE,Too low of a concentration,11.6,1,MRM,gmp_m0-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m0-0,40,2,1,362.0502,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,231,2,TRUE,,11.6,1,MRM,gmp_m1-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m1-0,40,2,1,363.0535,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,232,2,TRUE,,11.6,1,MRM,gmp_m2-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m2-0,40,2,1,364.0569,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,233,2,TRUE,,11.6,1,MRM,gmp_m3-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m3-0,40,2,1,365.0602,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,234,2,TRUE,,11.6,1,MRM,gmp_m4-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m4-0,40,2,1,366.0636,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,235,2,TRUE,,11.6,1,MRM,gmp_m5-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m5-0,40,2,1,367.067,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,236,2,TRUE,,11.6,1,MRM,gmp_m6-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m6-0,40,2,1,368.0703,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,237,2,TRUE,,11.6,1,MRM,gmp_m7-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m7-0,40,2,1,369.0737,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,238,2,TRUE,,11.6,1,MRM,gmp_m8-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m8-0,40,2,1,370.077,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,239,2,TRUE,Isobaric interference,11.6,1,MRM,gmp_m9-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m9-0,40,2,1,371.0804,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,240,2,TRUE,,11.6,1,MRM,gmp_m10-0,20,FALSE,FALSE,,20,15,15,0,3,gmp.gmp_m10-0,40,2,1,372.0837,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,241,2,TRUE,,11.8,1,MRM,succ_m0-0,20,FALSE,FALSE,,20,15,15,0,3,succ.succ_m0-0,40,2,1,117.0188,99.00822,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,243,2,TRUE,,11.8,1,MRM,succ_m1-1,20,FALSE,FALSE,,20,15,15,0,3,succ.succ_m1-1,40,2,1,118.0221,100.0116,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,246,2,TRUE,,11.8,1,MRM,succ_m2-2,20,FALSE,FALSE,,20,15,15,0,3,succ.succ_m2-2,40,2,1,119.0255,101.0149,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,250,2,TRUE,,11.8,1,MRM,succ_m3-3,20,FALSE,FALSE,,20,15,15,0,3,succ.succ_m3-3,40,2,1,120.0288,102.0183,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,251,2,TRUE,,11.8,1,MRM,succ_m4-4,20,FALSE,FALSE,,20,15,15,0,3,succ.succ_m4-4,40,2,1,121.0322,103.0216,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,252,2,TRUE,Combine lower a + ... distribution of 100x with upper a + ... distribution of 10x; a+0 of 10x is saturated,12,1,MRM,mal-L_m0-0,20,FALSE,FALSE,,20,15,15,0,3,mal-L.mal-L_m0-0,40,2,1,133.0137,115.0031,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,254,2,TRUE,,12,1,MRM,mal-L_m1-1,20,FALSE,FALSE,,20,15,15,0,3,mal-L.mal-L_m1-1,40,2,1,134.0171,116.0065,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,257,2,TRUE,,12,1,MRM,mal-L_m2-2,20,FALSE,FALSE,,20,15,15,0,3,mal-L.mal-L_m2-2,40,2,1,135.0204,117.0098,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,261,2,TRUE,,12,1,MRM,mal-L_m3-3,20,FALSE,FALSE,,20,15,15,0,3,mal-L.mal-L_m3-3,40,2,1,136.0238,118.0132,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,262,2,TRUE,,12,1,MRM,mal-L_m4-4,20,FALSE,FALSE,,20,15,15,0,3,mal-L.mal-L_m4-4,40,2,1,137.0271,119.0166,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,263,2,TRUE,,12.5,1,MRM,akg_m0-0,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m0-0,40,2,1,145.0137,101.0239,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,264,2,TRUE,,12.5,1,MRM,akg_m1-0,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m1-0,40,2,1,146.0171,101.0239,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,265,2,TRUE,,12.5,1,MRM,akg_m1-1,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m1-1,40,2,1,146.0171,102.0272,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,267,2,TRUE,,12.5,1,MRM,akg_m2-1,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m2-1,40,2,1,147.0204,102.0272,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,268,2,TRUE,,12.5,1,MRM,akg_m2-2,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m2-2,40,2,1,147.0204,103.0306,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,271,2,TRUE,,12.5,1,MRM,akg_m3-2,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m3-2,40,2,1,148.0238,103.0306,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,272,2,TRUE,,12.5,1,MRM,akg_m3-3,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m3-3,40,2,1,148.0238,104.0339,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,276,2,TRUE,,12.5,1,MRM,akg_m4-3,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m4-3,40,2,1,149.0271,104.0339,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,277,2,TRUE,,12.5,1,MRM,akg_m4-4,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m4-4,40,2,1,149.0271,105.0373,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,278,2,TRUE,,12.5,1,MRM,akg_m5-4,20,FALSE,FALSE,,20,15,15,0,3,akg.akg_m5-4,40,2,1,150.0305,105.0373,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,279,2,TRUE,,13.8,1,MRM,6pgc_m0-0,20,FALSE,FALSE,,20,15,15,0,3,6pgc.6pgc_m0-0,40,2,1,275.0168,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,280,2,TRUE,,13.8,1,MRM,6pgc_m1-0,20,FALSE,FALSE,,20,15,15,0,3,6pgc.6pgc_m1-0,40,2,1,276.0202,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,281,2,TRUE,Isobaric interference 0.5 sec prior and 0.2 sec after,13.8,1,MRM,6pgc_m2-0,20,FALSE,FALSE,,20,15,15,0,3,6pgc.6pgc_m2-0,40,2,1,277.0235,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,282,2,TRUE,Isobaric interference 0.5 sec prior and 0.2 sec after,13.8,1,MRM,6pgc_m3-0,20,FALSE,FALSE,,20,15,15,0,3,6pgc.6pgc_m3-0,40,2,1,278.0269,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,283,2,TRUE,,13.8,1,MRM,6pgc_m4-0,20,FALSE,FALSE,,20,15,15,0,3,6pgc.6pgc_m4-0,40,2,1,279.0302,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,284,2,TRUE,,13.8,1,MRM,6pgc_m5-0,20,FALSE,FALSE,,20,15,15,0,3,6pgc.6pgc_m5-0,40,2,1,280.0336,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,285,2,TRUE,,13.8,1,MRM,6pgc_m6-0,20,FALSE,FALSE,,20,15,15,0,3,6pgc.6pgc_m6-0,40,2,1,281.0369,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,286,2,TRUE,Combine lower a + ... distribution of 10x with upper a + ... distribution of 1x; a+0 of 10x is saturated,13.8,1,MRM,Pool_2pg_3pg_m0-0,20,FALSE,FALSE,,20,15,15,0,3,Pool_2pg_3pg.Pool_2pg_3pg_m0-0,40,2,1,184.9851,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,287,2,TRUE,,13.8,1,MRM,Pool_2pg_3pg_m1-0,20,FALSE,FALSE,,20,15,15,0,3,Pool_2pg_3pg.Pool_2pg_3pg_m1-0,40,2,1,185.9885,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,288,2,TRUE,,13.8,1,MRM,Pool_2pg_3pg_m2-0,20,FALSE,FALSE,,20,15,15,0,3,Pool_2pg_3pg.Pool_2pg_3pg_m2-0,40,2,1,186.9918,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,289,2,TRUE,,13.8,1,MRM,Pool_2pg_3pg_m3-0,20,FALSE,FALSE,,20,15,15,0,3,Pool_2pg_3pg.Pool_2pg_3pg_m3-0,40,2,1,187.9952,96.96907,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,290,2,TRUE,,14.03,1,MRM,acon-C_m0-0,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m0-0,40,2,1,173.0086,129.0188,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,291,2,TRUE,,14.03,1,MRM,acon-C_m1-0,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m1-0,40,2,1,174.012,129.0188,Linear,None,TRUE,30,0,uM,0,,TRUE
