Accuracy For QCs Used,Accuracy For Stds Used,Acq. Index - 1,Baseline Sub. Window,Calc Conc Used,Comment,Expected RT,Experiment,Extraction Type,Group Name,Ion Ratio Tolerance,Ion Ratio Used,IS,Lower Lim Calc Conc,Max Tolerance LLOQ,Max Tolerance QC,Max Tolerance Stds,Min Peak Height,Min Peak Width,Name,Noise Percentage,Peak Splitting Factor,Period,Q1 Mass - 1,Q3 Mass - 1,Regression Type,Regression Weighting,Report Largest Peak,RT Window,Smoothing Width,Units,Update RT,Upper Lim Calc Conc,Use Area
TRUE,TRUE,292,2,TRUE,Combine lower a + ... distribution of 10x with upper a + ... distribution of 10x; a+0 of 1x is saturated,14.03,1,MRM,acon-C_m1-1,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m1-1,40,2,1,174.012,130.0221,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,294,2,TRUE,,14.03,1,MRM,acon-C_m2-1,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m2-1,40,2,1,175.0153,130.0221,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,295,2,TRUE,,14.03,1,MRM,acon-C_m2-2,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m2-2,40,2,1,175.0153,131.0255,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,298,2,TRUE,,14.03,1,MRM,acon-C_m3-2,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m3-2,40,2,1,176.0187,131.0255,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,299,2,TRUE,,14.03,1,MRM,acon-C_m3-3,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m3-3,40,2,1,176.0187,132.0289,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,303,2,TRUE,,14.03,1,MRM,acon-C_m4-3,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m4-3,40,2,1,177.022,132.0289,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,304,2,TRUE,,14.03,1,MRM,acon-C_m4-4,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m4-4,40,2,1,177.022,133.0322,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,309,2,TRUE,,14.03,1,MRM,acon-C_m5-4,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m5-4,40,2,1,178.0254,133.0322,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,310,2,TRUE,,14.03,1,MRM,acon-C_m5-5,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m5-5,40,2,1,178.0254,134.0356,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,311,2,TRUE,,14.03,1,MRM,acon-C_m6-5,20,FALSE,FALSE,,20,15,15,0,3,acon-C.acon-C_m6-5,40,2,1,179.0287,134.0356,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,312,2,TRUE,,14.2,1,MRM,pep_m0-0,20,FALSE,FALSE,,20,15,15,0,3,pep.pep_m0-0,40,2,1,166.9745,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,313,2,TRUE,,14.2,1,MRM,pep_m1-0,20,FALSE,FALSE,,20,15,15,0,3,pep.pep_m1-0,40,2,1,167.9779,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,314,2,TRUE,,14.2,1,MRM,pep_m2-0,20,FALSE,FALSE,,20,15,15,0,3,pep.pep_m2-0,40,2,1,168.9813,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,315,2,TRUE,,14.2,1,MRM,pep_m3-0,20,FALSE,FALSE,,20,15,15,0,3,pep.pep_m3-0,40,2,1,169.9846,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,316,2,TRUE,,14.7,1,MRM,icit_m0-0,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m0-0,40,2,1,191.0192,111.0082,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,317,2,TRUE,,14.7,1,MRM,icit_m1-0,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m1-0,40,2,1,192.0225,111.0082,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,318,2,TRUE,,14.7,1,MRM,icit_m1-1,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m1-1,40,2,1,192.0225,112.0116,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,320,2,TRUE,,14.7,1,MRM,icit_m2-1,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m2-1,40,2,1,193.0259,112.0116,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,321,2,TRUE,,14.7,1,MRM,icit_m2-2,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m2-2,40,2,1,193.0259,113.0149,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,324,2,TRUE,,14.7,1,MRM,icit_m3-2,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m3-2,40,2,1,194.0292,113.0149,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,325,2,TRUE,,14.7,1,MRM,icit_m3-3,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m3-3,40,2,1,194.0292,114.0183,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,329,2,TRUE,,14.7,1,MRM,icit_m4-3,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m4-3,40,2,1,195.0326,114.0183,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,330,2,TRUE,,14.7,1,MRM,icit_m4-4,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m4-4,40,2,1,195.0326,115.0216,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,335,2,TRUE,,14.7,1,MRM,icit_m5-4,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m5-4,40,2,1,196.0359,115.0216,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,336,2,TRUE,,14.7,1,MRM,icit_m5-5,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m5-5,40,2,1,196.0359,116.025,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,337,2,TRUE,,14.7,1,MRM,icit_m6-5,20,FALSE,FALSE,,20,15,15,0,3,icit.icit_m6-5,40,2,1,197.0393,116.025,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,338,2,TRUE,,15,1,MRM,fdp_m0-0,20,FALSE,FALSE,,20,15,15,0,3,fdp.fdp_m0-0,40,2,1,338.9882,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,339,2,TRUE,,15,1,MRM,fdp_m1-0,20,FALSE,FALSE,,20,15,15,0,3,fdp.fdp_m1-0,40,2,1,339.9916,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,340,2,TRUE,,15,1,MRM,fdp_m2-0,20,FALSE,FALSE,,20,15,15,0,3,fdp.fdp_m2-0,40,2,1,340.9949,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,341,2,TRUE,,15,1,MRM,fdp_m3-0,20,FALSE,FALSE,,20,15,15,0,3,fdp.fdp_m3-0,40,2,1,341.9983,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,342,2,TRUE,Combine lower a + ... distribution of 10x with upper a + ... distribution of 1x; a+0 of 10x is saturated,15,1,MRM,fdp_m4-0,20,FALSE,FALSE,,20,15,15,0,3,fdp.fdp_m4-0,40,2,1,343.0016,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,343,2,TRUE,,15,1,MRM,fdp_m5-0,20,FALSE,FALSE,,20,15,15,0,3,fdp.fdp_m5-0,40,2,1,344.005,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,344,2,TRUE,,15,1,MRM,fdp_m6-0,20,FALSE,FALSE,,20,15,15,0,3,fdp.fdp_m6-0,40,2,1,345.0084,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,345,2,TRUE,,16,1,MRM,23dpg_m0-0,20,FALSE,FALSE,,20,15,15,0,3,23dpg.23dpg_m0-0,40,2,1,264.9514,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,346,2,TRUE,,16,1,MRM,23dpg_m1-0,20,FALSE,FALSE,,20,15,15,0,3,23dpg.23dpg_m1-0,40,2,1,265.9548,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,347,2,TRUE,,16,1,MRM,23dpg_m2-0,20,FALSE,FALSE,,20,15,15,0,3,23dpg.23dpg_m2-0,40,2,1,266.9582,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,348,2,TRUE,,16,1,MRM,23dpg_m3-0,20,FALSE,FALSE,,20,15,15,0,3,23dpg.23dpg_m3-0,40,2,1,267.9615,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,349,2,TRUE,Combine lower a + ... distribution of 10x with upper a + ... distribution of 1x; a+0 of 10x is saturated,16,1,MRM,atp_m0-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m0-0,40,2,1,505.9879,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,350,2,TRUE,,16,1,MRM,atp_m1-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m1-0,40,2,1,506.9913,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,351,2,TRUE,,16,1,MRM,atp_m2-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m2-0,40,2,1,507.9946,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,352,2,TRUE,,16,1,MRM,atp_m3-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m3-0,40,2,1,508.998,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,353,2,TRUE,,16,1,MRM,atp_m4-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m4-0,40,2,1,510.0013,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,354,2,TRUE,,16,1,MRM,atp_m5-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m5-0,40,2,1,511.0047,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,355,2,TRUE,Interference,16,1,MRM,atp_m6-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m6-0,40,2,1,512.0081,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,356,2,TRUE,,16,1,MRM,atp_m7-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m7-0,40,2,1,513.0114,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,357,2,TRUE,,16,1,MRM,atp_m8-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m8-0,40,2,1,514.0148,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,358,2,TRUE,,16,1,MRM,atp_m9-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m9-0,40,2,1,515.0181,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,359,2,TRUE,,16,1,MRM,atp_m10-0,20,FALSE,FALSE,,20,15,15,0,3,atp.atp_m10-0,40,2,1,516.0215,158.9248,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,360,2,TRUE,RT has shifted by 0.5 sec earlier,16,1,MRM,gtp_m0-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m0-0,40,2,1,521.9828,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,361,2,TRUE,,16,1,MRM,gtp_m1-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m1-0,40,2,1,522.9862,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,362,2,TRUE,,16,1,MRM,gtp_m2-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m2-0,40,2,1,523.9896,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,363,2,TRUE,Missed RT,16,1,MRM,gtp_m3-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m3-0,40,2,1,524.9929,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,364,2,TRUE,Missed RT,16,1,MRM,gtp_m4-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m4-0,40,2,1,525.9963,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,365,2,TRUE,,16,1,MRM,gtp_m5-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m5-0,40,2,1,526.9996,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,366,2,TRUE,isobaric peak 0.3 min prior,16,1,MRM,gtp_m6-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m6-0,40,2,1,528.003,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,367,2,TRUE,,16,1,MRM,gtp_m7-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m7-0,40,2,1,529.0063,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,368,2,TRUE,,16,1,MRM,gtp_m8-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m8-0,40,2,1,530.0096,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,369,2,TRUE,,16,1,MRM,gtp_m9-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m9-0,40,2,1,531.013,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,370,2,TRUE,,16,1,MRM,gtp_m10-0,20,FALSE,FALSE,,20,15,15,0,3,gtp.gtp_m10-0,40,2,1,532.0164,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,371,2,TRUE,,16,1,MRM,prpp_m0-0,20,FALSE,FALSE,,20,15,15,0,3,prpp.prpp_m0-0,40,2,1,388.944,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,372,2,TRUE,,16,1,MRM,prpp_m1-0,20,FALSE,FALSE,,20,15,15,0,3,prpp.prpp_m1-0,40,2,1,389.9474,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,373,2,TRUE,,16,1,MRM,prpp_m2-0,20,FALSE,FALSE,,20,15,15,0,3,prpp.prpp_m2-0,40,2,1,390.9507,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,374,2,TRUE,,16,1,MRM,prpp_m3-0,20,FALSE,FALSE,,20,15,15,0,3,prpp.prpp_m3-0,40,2,1,391.954,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,375,2,TRUE,,16,1,MRM,prpp_m4-0,20,FALSE,FALSE,,20,15,15,0,3,prpp.prpp_m4-0,40,2,1,392.9574,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,376,2,TRUE,,16,1,MRM,prpp_m5-0,20,FALSE,FALSE,,20,15,15,0,3,prpp.prpp_m5-0,40,2,1,393.9608,176.9354,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,377,2,TRUE,,17,1,MRM,accoa_m0-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m0-0,40,2,1,808.1179,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,378,2,TRUE,,17,1,MRM,accoa_m1-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m1-0,40,2,1,809.1213,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,379,2,TRUE,,17,1,MRM,accoa_m2-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m2-0,40,2,1,810.1246,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,380,2,TRUE,,17,1,MRM,accoa_m3-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m3-0,40,2,1,811.128,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,381,2,TRUE,,17,1,MRM,accoa_m4-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m4-0,40,2,1,812.1313,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,382,2,TRUE,,17,1,MRM,accoa_m5-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m5-0,40,2,1,813.1347,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,383,2,TRUE,,17,1,MRM,accoa_m6-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m6-0,40,2,1,814.1381,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,384,2,TRUE,,17,1,MRM,accoa_m7-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m7-0,40,2,1,815.1414,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,385,2,TRUE,,17,1,MRM,accoa_m8-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m8-0,40,2,1,816.1448,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,386,2,TRUE,,17,1,MRM,accoa_m9-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m9-0,40,2,1,817.1481,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,387,2,TRUE,,17,1,MRM,accoa_m10-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m10-0,40,2,1,818.1515,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,388,2,TRUE,,17,1,MRM,accoa_m11-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m11-0,40,2,1,819.1548,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,389,2,TRUE,,17,1,MRM,accoa_m12-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m12-0,40,2,1,820.1582,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,390,2,TRUE,,17,1,MRM,accoa_m13-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m13-0,40,2,1,821.1616,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,391,2,TRUE,,17,1,MRM,accoa_m14-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m14-0,40,2,1,822.1649,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,392,2,TRUE,,17,1,MRM,accoa_m15-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m15-0,40,2,1,823.1683,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,393,2,TRUE,,17,1,MRM,accoa_m16-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m16-0,40,2,1,824.1716,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,394,2,TRUE,,17,1,MRM,accoa_m17-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m17-0,40,2,1,825.175,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,395,2,TRUE,,17,1,MRM,accoa_m18-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m18-0,40,2,1,826.1783,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,396,2,TRUE,,17,1,MRM,accoa_m19-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m19-0,40,2,1,827.1817,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,397,2,TRUE,,17,1,MRM,accoa_m20-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m20-0,40,2,1,828.1851,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,398,2,TRUE,,17,1,MRM,accoa_m21-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m21-0,40,2,1,829.1884,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,399,2,TRUE,,17,1,MRM,accoa_m22-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m22-0,40,2,1,830.1918,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,400,2,TRUE,,17,1,MRM,accoa_m23-0,20,FALSE,FALSE,,20,15,15,0,3,accoa.accoa_m23-0,40,2,1,831.1951,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,436,2,TRUE,,15,1,MRM,fad_m0-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m0-0,40,2,1,784.1493,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,437,2,TRUE,,15,1,MRM,fad_m1-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m1-0,40,2,1,785.1526,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,438,2,TRUE,,15,1,MRM,fad_m2-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m2-0,40,2,1,786.156,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,439,2,TRUE,,15,1,MRM,fad_m3-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m3-0,40,2,1,787.1594,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,440,2,TRUE,,15,1,MRM,fad_m4-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m4-0,40,2,1,788.1627,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,441,2,TRUE,,15,1,MRM,fad_m5-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m5-0,40,2,1,789.1661,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,442,2,TRUE,,15,1,MRM,fad_m6-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m6-0,40,2,1,790.1694,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,443,2,TRUE,,15,1,MRM,fad_m7-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m7-0,40,2,1,791.1728,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,444,2,TRUE,,15,1,MRM,fad_m8-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m8-0,40,2,1,792.1761,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,445,2,TRUE,,15,1,MRM,fad_m9-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m9-0,40,2,1,793.1795,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,446,2,TRUE,,15,1,MRM,fad_m10-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m10-0,40,2,1,794.1829,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,447,2,TRUE,,15,1,MRM,fad_m11-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m11-0,40,2,1,795.1862,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,448,2,TRUE,,15,1,MRM,fad_m12-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m12-0,40,2,1,796.1896,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,449,2,TRUE,,15,1,MRM,fad_m13-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m13-0,40,2,1,797.1929,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,450,2,TRUE,,15,1,MRM,fad_m14-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m14-0,40,2,1,798.1963,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,451,2,TRUE,,15,1,MRM,fad_m15-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m15-0,40,2,1,799.1996,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,452,2,TRUE,,15,1,MRM,fad_m16-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m16-0,40,2,1,800.203,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,453,2,TRUE,,15,1,MRM,fad_m17-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m17-0,40,2,1,801.2064,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,454,2,TRUE,,15,1,MRM,fad_m18-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m18-0,40,2,1,802.2097,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,455,2,TRUE,,15,1,MRM,fad_m19-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m19-0,40,2,1,803.2131,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,456,2,TRUE,,15,1,MRM,fad_m20-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m20-0,40,2,1,804.2164,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,457,2,TRUE,,15,1,MRM,fad_m21-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m21-0,40,2,1,805.2198,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,458,2,TRUE,,15,1,MRM,fad_m22-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m22-0,40,2,1,806.2231,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,459,2,TRUE,,15,1,MRM,fad_m23-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m23-0,40,2,1,807.2264,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,460,2,TRUE,,15,1,MRM,fad_m24-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m24-0,40,2,1,808.2298,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,461,2,TRUE,,15,1,MRM,fad_m25-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m25-0,40,2,1,809.2332,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,462,2,TRUE,,15,1,MRM,fad_m26-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m26-0,40,2,1,810.2365,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,463,2,TRUE,,15,1,MRM,fad_m27-0,20,FALSE,FALSE,,20,15,15,0,3,fad.fad_m27-0,40,2,1,811.2399,78.9585,Linear,None,TRUE,30,0,uM,0,,TRUE
TRUE,TRUE,187,2,TRUE,,7,1,MRM,f6p_m0-0,20,FALSE,FALSE,,20,15,15,0,3,f6p.f6p_m0-0,40,2,1,259.0219,78.9585,Linear,None,TRUE,30,0,,0,,TRUE
