Index,Sample Index,Original Filename,Sample Name,Sample ID,Sample Comment,Sample Type,Acquisition Date & Time,Rack Number,Plate Number,Vial Number,Dilution Factor,Injection Volume,Operator Name,Acq. Method Name,IS,Component Name,Component Index,Component Comment,IS Comment,Mass Info,IS Mass Info,IS Name,Component Group Name,Conc. Units,Failed Query,IS Failed Query,Outlier Reasons,Peak Comment,IS Peak Comment,Actual Concentration,IS Actual Concentration,Concentration Ratio,Expected RT,IS Expected RT,Integration Type,IS Integration Type,Area,IS Area,Corrected Area,IS Corrected Area,Area Ratio,Height,IS Height,Corrected Height,IS Corrected Height,Height Ratio,Area / Height,IS Area / Height,Corrected Area/Height,IS Corrected Area/Height,Region Height,IS Region Height,Quality,IS Quality,Retention Time,IS Retention Time,Start Time,IS Start Time,End Time,IS End Time,Total Width,IS Total Width,Width at 50%,IS Width at 50%,Signal / Noise,IS Signal / Noise,Baseline Delta / Height,IS Baseline Delta / Height,Modified,Relative RT,Used,Calculated Concentration,Accuracy,Start Time at 5%,End Time at 5%,Width at 5%,Start Time at 10%,End Time at 10%,Width at 10%,Slope of Baseline,Tailing Factor,Asymmetry Factor,Ion Ratio,Expected Ion Ratio,Points Across Baseline,Points Across Half Height,Comment,Use_Calculated_Concentration
111,1,140521_CalibrationCurves_DM.wiff (sample 1),140521_Blank-01,,,Blank,5/23/2014 15:39,1,1,44,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Baseline,N/A,5805812.989,N/A,5805812.989,N/A,N/A,865408.9087,N/A,865408.9087,N/A,N/A,6.708751125,N/A,6.708751125,N/A,856825,N/A,1,N/A,15.71053542,N/A,15.58676667,N/A,16.75493333,N/A,1.168166667,N/A,0.069289387,N/A,402.195358,N/A,0.007448502,N/A,FALSE,N/A,TRUE,N/A,N/A,15.64741317,15.99956716,0.352153992,15.65764413,15.8837035,0.226059377,5518.048224,2.637061118,2.998276456,1,N/A,88,7,,
313,1,140521_CalibrationCurves_DM.wiff (sample 1),140521_Blank-01,,,Blank,5/23/2014 15:39,1,1,44,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,,,,N/A,1,N/A,16,16,Baseline,Baseline,14883.2865,5805812.989,14883.2865,5805812.989,0.002563515,2513,865408.9087,2513,865408.9087,0.00290383,5.922517509,6.708751125,5.922517509,6.708751125,2403,856825,0.798575978,1,15.70008793,15.71053542,15.62761667,15.58676667,15.90143333,16.75493333,0.273816667,1.168166667,0.14765074,0.069289387,20.1617064,402.195358,0,0.007448502,FALSE,0.999335001,FALSE,< 0,N/A,15.63092063,15.89339135,0.262470725,15.63422459,15.886815,0.252590414,0,1.901152437,2.843116346,1,N/A,20,13,,
314,1,140521_CalibrationCurves_DM.wiff (sample 1),140521_Blank-01,,,Blank,5/23/2014 15:39,1,1,44,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_2.Light,314,,,506.0 / 159.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,,,,N/A,1,N/A,16,16,N/A,Baseline,N/A,5805812.989,N/A,5805812.989,N/A,N/A,865408.9087,N/A,865408.9087,N/A,N/A,6.708751125,N/A,6.708751125,0,856825,N/A,1,N/A,15.71053542,N/A,15.58676667,N/A,16.75493333,N/A,1.168166667,N/A,0.069289387,N/A,402.195358,N/A,0.007448502,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
441,2,140521_CalibrationCurves_DM.wiff (sample 26),140521_Blank-02,,,Blank,5/25/2014 21:27,1,1,45,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Baseline,N/A,5854612.891,N/A,5854612.891,N/A,N/A,706049.5918,N/A,706049.5918,N/A,N/A,8.292070357,N/A,8.292070357,N/A,696996,N/A,1,N/A,15.69724528,N/A,15.54986667,N/A,16.75655,N/A,1.206683333,N/A,0.08465267,N/A,310.7979088,N/A,0.010367544,N/A,FALSE,N/A,TRUE,N/A,N/A,15.62546212,16.0910544,0.465592286,15.63331406,15.93874227,0.305428213,6066.214555,3.277839395,3.835075693,1,N/A,93,8,,
643,2,140521_CalibrationCurves_DM.wiff (sample 26),140521_Blank-02,,,Blank,5/25/2014 21:27,1,1,45,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,,,,N/A,1,N/A,16,16,Baseline,Baseline,3389.6405,5854612.891,3389.6405,5854612.891,0.000578969,983,706049.5918,983,706049.5918,0.001392253,3.448260936,8.292070357,3.448260936,8.292070357,1202,696996,0.215063544,1,15.6924742,15.69724528,15.64065,15.54986667,15.78053333,16.75655,0.139883333,1.206683333,0.056119964,0.08465267,9.93210805,310.7979088,0,0.010367544,FALSE,0.999696056,FALSE,< 0,N/A,15.64378079,15.7773427,0.13356191,15.64691158,15.77415206,0.127240487,0,1.724007737,2.573659899,1,N/A,11,6,,
644,2,140521_CalibrationCurves_DM.wiff (sample 26),140521_Blank-02,,,Blank,5/25/2014 21:27,1,1,45,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_2.Light,314,,,506.0 / 159.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,,,,N/A,1,N/A,16,16,N/A,Baseline,N/A,5854612.891,N/A,5854612.891,N/A,N/A,706049.5918,N/A,706049.5918,N/A,N/A,8.292070357,N/A,8.292070357,0,696996,N/A,1,N/A,15.69724528,N/A,15.54986667,N/A,16.75655,N/A,1.206683333,N/A,0.08465267,N/A,310.7979088,N/A,0.010367544,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
771,3,140521_CalibrationCurves_DM.wiff (sample 27),140521_CM1_Level14,,,Standard,5/25/2014 22:01,2,1,40,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Valley,N/A,3835987.619,N/A,3835987.619,N/A,N/A,507859.9868,N/A,507859.9868,N/A,N/A,7.553238528,N/A,7.553238528,N/A,499986,N/A,1,N/A,15.70608911,N/A,15.57143333,N/A,16.24673333,N/A,0.6753,N/A,0.075473342,N/A,267.7518474,N/A,0.005958955,N/A,FALSE,N/A,TRUE,N/A,N/A,15.63094265,16.11640535,0.485462702,15.64077846,15.95968323,0.31890477,4481.437706,3.979810147,5.234103926,1,N/A,53,7,,
973,3,140521_CalibrationCurves_DM.wiff (sample 27),140521_CM1_Level14,,,Standard,5/25/2014 22:01,2,1,40,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.002,1,0.002,16,16,Baseline,Valley,2466.2185,3835987.619,2466.2185,3835987.619,0.000642916,1530,507859.9868,1530,507859.9868,0.003012641,1.611907516,7.553238528,1.611907516,7.553238528,1530,499986,0.220068299,1,15.69193333,15.70608911,15.65005,15.57143333,15.77528333,16.24673333,0.125233333,0.6753,0.015861661,0.075473342,16.94439788,267.7518474,0,0.005958955,FALSE,0.999098708,FALSE,< 0,N/A,15.65492877,15.77208028,0.117151517,15.65980753,15.76887724,0.109069702,0,1.582933262,2.395081356,1,N/A,10,3,,
974,3,140521_CalibrationCurves_DM.wiff (sample 27),140521_CM1_Level14,,,Standard,5/25/2014 22:01,2,1,40,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_2.Light,314,,,506.0 / 159.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.002,1,0.002,16,16,N/A,Valley,N/A,3835987.619,N/A,3835987.619,N/A,N/A,507859.9868,N/A,507859.9868,N/A,N/A,7.553238528,N/A,7.553238528,0,499986,N/A,1,N/A,15.70608911,N/A,15.57143333,N/A,16.24673333,N/A,0.6753,N/A,0.075473342,N/A,267.7518474,N/A,0.005958955,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1101,4,140521_CalibrationCurves_DM.wiff (sample 2),140521_CM1_Level13,,,Standard,5/23/2014 16:13,1,1,37,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Valley,N/A,5367926.139,N/A,5367926.139,N/A,N/A,805566.223,N/A,805566.223,N/A,N/A,6.663544207,N/A,6.663544207,N/A,797851,N/A,1,N/A,15.70261033,N/A,15.5877,N/A,16.3518,N/A,0.7641,N/A,0.079397906,N/A,342.4504228,N/A,0.005845091,N/A,FALSE,N/A,TRUE,N/A,N/A,15.63843392,16.02744503,0.389011107,15.64784086,15.88635527,0.238514409,6162.292807,3.112118314,3.492433756,1,N/A,57,8,,
1303,4,140521_CalibrationCurves_DM.wiff (sample 2),140521_CM1_Level13,,,Standard,5/23/2014 16:13,1,1,37,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.004,1,0.004,16,16,Baseline,Valley,10943.0425,5367926.139,10943.0425,5367926.139,0.002038598,2236.774938,805566.223,2236.774938,805566.223,0.002776649,4.89233061,6.663544207,4.89233061,6.663544207,2186,797851,0.516715844,1,15.71242067,15.70261033,15.61456667,15.5877,15.8311,16.3518,0.216533333,0.7641,0.063263253,0.079397906,24.91524802,342.4504228,0.048730875,0.005845091,FALSE,1.000624759,FALSE,< 0,N/A,15.62233842,15.82798772,0.205649297,15.63061544,15.825941,0.195325561,-503.3866995,1.104514193,1.302881486,1,N/A,16,6,,
1304,4,140521_CalibrationCurves_DM.wiff (sample 2),140521_CM1_Level13,,,Standard,5/23/2014 16:13,1,1,37,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_2.Light,314,,,506.0 / 159.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.004,1,0.004,16,16,N/A,Valley,N/A,5367926.139,N/A,5367926.139,N/A,N/A,805566.223,N/A,805566.223,N/A,N/A,6.663544207,N/A,6.663544207,0,797851,N/A,1,N/A,15.70261033,N/A,15.5877,N/A,16.3518,N/A,0.7641,N/A,0.079397906,N/A,342.4504228,N/A,0.005845091,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1431,5,140521_CalibrationCurves_DM.wiff (sample 30),140521_CM1_Level12,,,Standard,5/25/2014 23:43,2,1,34,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Valley,N/A,5085208.581,N/A,5085208.581,N/A,N/A,679227.6832,N/A,679227.6832,N/A,N/A,7.486751065,N/A,7.486751065,N/A,670118,N/A,1,N/A,15.69133327,N/A,15.55878333,N/A,16.18713333,N/A,0.62835,N/A,0.07801228,N/A,336.9995752,N/A,0.006432658,N/A,FALSE,N/A,TRUE,N/A,N/A,15.62416482,16.07252531,0.448360491,15.62864024,15.9372741,0.308633865,6953.512065,3.196402085,3.70050222,1,N/A,49,7,,
1633,5,140521_CalibrationCurves_DM.wiff (sample 30),140521_CM1_Level12,,,Standard,5/25/2014 23:43,2,1,34,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.008,1,0.008,16,16,Baseline,Valley,6840.261,5085208.581,6840.261,5085208.581,0.001345129,1370.703407,679227.6832,1370.703407,679227.6832,0.002018032,4.990329028,7.486751065,4.990329028,7.486751065,1420,670118,0.365396108,1,15.69868012,15.69133327,15.5963,15.55878333,15.84383333,16.18713333,0.247533333,0.62835,0.057413865,0.07801228,11.84953015,336.9995752,0.079521215,0.006432658,FALSE,1.000468211,FALSE,< 0,N/A,15.60131743,15.84356084,0.242243406,15.60423575,15.84144623,0.237210484,440.3447347,1.132692336,1.280557476,1,N/A,19,6,,
1634,5,140521_CalibrationCurves_DM.wiff (sample 30),140521_CM1_Level12,,,Standard,5/25/2014 23:43,2,1,34,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_2.Light,314,,,506.0 / 159.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.008,1,0.008,16,16,N/A,Valley,N/A,5085208.581,N/A,5085208.581,N/A,N/A,679227.6832,N/A,679227.6832,N/A,N/A,7.486751065,N/A,7.486751065,0,670118,N/A,1,N/A,15.69133327,N/A,15.55878333,N/A,16.18713333,N/A,0.62835,N/A,0.07801228,N/A,336.9995752,N/A,0.006432658,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1761,6,140521_CalibrationCurves_DM.wiff (sample 5),140521_CM1_Level11,,,Standard,5/23/2014 17:55,1,1,31,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Baseline,N/A,5745898.383,N/A,5745898.383,N/A,N/A,790903.8122,N/A,790903.8122,N/A,N/A,7.264977478,N/A,7.264977478,N/A,781476,N/A,1,N/A,15.69489695,N/A,15.5644,N/A,16.72496667,N/A,1.160566667,N/A,0.066075289,N/A,342.0168652,N/A,0.01160571,N/A,FALSE,N/A,TRUE,N/A,N/A,15.63022413,16.02329745,0.393073322,15.63857778,15.88540284,0.246825062,7909.06741,2.870159381,3.105388121,1,N/A,90,7,,
1963,6,140521_CalibrationCurves_DM.wiff (sample 5),140521_CM1_Level11,,,Standard,5/23/2014 17:55,1,1,31,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.02,1,0.02,16,16,Valley,Baseline,17373.67558,5745898.383,17373.67558,5745898.383,0.003023666,3546.250392,790903.8122,3546.250392,790903.8122,0.004483795,4.899167758,7.264977478,4.899167758,7.264977478,3497,781476,0.568973148,1,15.71066376,15.69489695,15.60145,15.5644,15.78253333,16.72496667,0.181083333,1.160566667,0.082310077,0.066075289,40.90318093,342.0168652,0.020129846,0.01160571,FALSE,1.001004582,FALSE,< 0,N/A,15.60949043,15.78230149,0.172811062,15.61881211,15.78002555,0.161213438,-394.2133816,0.73918543,0.498666962,1,N/A,14,8,,
1964,6,140521_CalibrationCurves_DM.wiff (sample 5),140521_CM1_Level11,,,Standard,5/23/2014 17:55,1,1,31,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_2.Light,314,,,506.0 / 159.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.02,1,0.02,16,16,N/A,Baseline,N/A,5745898.383,N/A,5745898.383,N/A,N/A,790903.8122,N/A,790903.8122,N/A,N/A,7.264977478,N/A,7.264977478,0,781476,N/A,1,N/A,15.69489695,N/A,15.5644,N/A,16.72496667,N/A,1.160566667,N/A,0.066075289,N/A,342.0168652,N/A,0.01160571,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
2091,7,140521_CalibrationCurves_DM.wiff (sample 33),140521_CM1_Level10,,,Standard,5/26/2014 1:25,2,1,28,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Valley,N/A,5104267.592,N/A,5104267.592,N/A,N/A,718470.337,N/A,718470.337,N/A,N/A,7.104353972,N/A,7.104353972,N/A,709692,N/A,0.990850738,N/A,15.69376469,N/A,15.54816667,N/A,16.05003333,N/A,0.501866667,N/A,0.078037174,N/A,362.0936258,N/A,0.004979088,N/A,FALSE,N/A,TRUE,N/A,N/A,15.62187679,16.04239421,0.420517427,15.63051623,15.91626598,0.285749745,7128.042151,2.826442388,3.345975146,1,N/A,39,7,,
2293,7,140521_CalibrationCurves_DM.wiff (sample 33),140521_CM1_Level10,,,Standard,5/26/2014 1:25,2,1,28,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.04,1,0.04,16,16,Baseline,Valley,31487.6855,5104267.592,31487.6855,5104267.592,0.006168894,4917,718470.337,4917,718470.337,0.006843706,6.403840858,7.104353972,6.403840858,7.104353972,4917,709692,0.847466543,0.990850738,15.68719177,15.69376469,15.59781667,15.54816667,15.98916667,16.05003333,0.39135,0.501866667,0.059076841,0.078037174,52.30431586,362.0936258,0,0.004979088,FALSE,0.999581176,FALSE,< 0,N/A,15.60313842,15.97961,0.376471578,15.60846017,15.89591135,0.287451182,0,2.399592022,2.931055218,1,N/A,30,6,,
2294,7,140521_CalibrationCurves_DM.wiff (sample 33),140521_CM1_Level10,,,Standard,5/26/2014 1:25,2,1,28,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_2.Light,314,,,506.0 / 159.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.04,1,0.04,16,16,N/A,Valley,N/A,5104267.592,N/A,5104267.592,N/A,N/A,718470.337,N/A,718470.337,N/A,N/A,7.104353972,N/A,7.104353972,9287,709692,N/A,0.990850738,N/A,15.69376469,N/A,15.54816667,N/A,16.05003333,N/A,0.501866667,N/A,0.078037174,N/A,362.0936258,N/A,0.004979088,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
2421,8,140521_CalibrationCurves_DM.wiff (sample 8),140521_CM1_Level9,,,Standard,5/23/2014 19:37,1,1,25,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Valley,N/A,5321470.465,N/A,5321470.465,N/A,N/A,730139.4064,N/A,730139.4064,N/A,N/A,7.28829374,N/A,7.28829374,N/A,721315,N/A,1,N/A,15.68195328,N/A,15.55613333,N/A,16.35321667,N/A,0.797083333,N/A,0.08064017,N/A,316.8570992,N/A,0.005010715,N/A,FALSE,N/A,TRUE,N/A,N/A,15.61707528,16.03575118,0.418675903,15.62620522,15.88868638,0.262481168,4589.884279,3.291923033,3.81957715,1,N/A,61,8,,
2623,8,140521_CalibrationCurves_DM.wiff (sample 8),140521_CM1_Level9,,,Standard,5/23/2014 19:37,1,1,25,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.08,1,0.08,16,16,Baseline,Valley,82418.4315,5321470.465,82418.4315,5321470.465,0.015487905,11884.13405,730139.4064,11884.13405,730139.4064,0.016276527,6.935165082,7.28829374,6.935165082,7.28829374,11800,721315,0.936736599,1,15.68468859,15.68195328,15.54308333,15.55613333,16.12818333,16.35321667,0.5851,0.797083333,0.071596788,0.08064017,83.63091309,316.8570992,0.009256038,0.005010715,FALSE,1.000174425,FALSE,< 0,N/A,15.61314176,16.09760596,0.484464197,15.61789519,15.91736244,0.299467248,188.0020509,3.587300093,3.770753491,1,N/A,45,7,,
2624,8,140521_CalibrationCurves_DM.wiff (sample 8),140521_CM1_Level9,,,Standard,5/23/2014 19:37,1,1,25,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_2.Light,314,,,506.0 / 159.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.08,1,0.08,16,16,Baseline,Valley,9623.3855,5321470.465,9623.3855,5321470.465,0.001808407,5253.6363,730139.4064,5253.6363,730139.4064,0.007195388,1.831757082,7.28829374,1.831757082,7.28829374,12893,721315,0,1,15.69090955,15.68195328,15.66625,15.55613333,15.73815,16.35321667,0.0719,0.797083333,0.018451331,0.08064017,1.941496209,316.8570992,3.22348161,0.005010715,FALSE,1.00057112,FALSE,<2 points,N/A,15.66625,15.68833253,0.022082529,15.66625,15.68792906,0.021679063,-235535.4659,0.765868063,0.503750014,0.442071444,N/A,6,3,,
2751,9,140521_CalibrationCurves_DM.wiff (sample 36),140521_CM1_Level8,,,Standard,5/26/2014 3:07,2,1,22,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,TRUE,atp.atp_1.Heavy,111,,N/A,516.0 / 159.0,N/A,N/A,atp,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,16,N/A,Valley,N/A,4703836.278,N/A,4703836.278,N/A,N/A,611504.6566,N/A,611504.6566,N/A,N/A,7.692232966,N/A,7.692232966,N/A,604125,N/A,1,N/A,15.69481603,N/A,15.5711,N/A,16.27466667,N/A,0.703566667,N/A,0.080684697,N/A,282.2884808,N/A,0.006237762,N/A,FALSE,N/A,TRUE,N/A,N/A,15.62303125,16.12231623,0.499284975,15.63103428,15.92187722,0.290842944,5421.548357,3.19363548,3.145085752,1,N/A,53,7,,
2953,9,140521_CalibrationCurves_DM.wiff (sample 36),140521_CM1_Level8,,,Standard,5/26/2014 3:07,2,1,22,1,10,BOP5500QTRAP\Administrator,140521_McCloskey2013.dam,FALSE,atp.atp_1.Light,313,,,506.0 / 408.0,516.0 / 159.0,atp.atp_1.Heavy,atp,uM,FALSE,FALSE,Accuracy,,,0.2,1,0.2,16,16,Baseline,Valley,174043.3145,4703836.278,174043.3145,4703836.278,0.037000292,22819.78386,611504.6566,22819.78386,611504.6566,0.037317433,7.626860777,7.692232966,7.626860777,7.692232966,22727,604125,0.972511617,1,15.69987413,15.69481603,15.61256667,15.5711,16.20833333,16.27466667,0.595766667,0.703566667,0.085122336,0.080684697,124.8199658,282.2884808,0.004776557,0.006237762,FALSE,1.000322279,FALSE,< 0,N/A,15.62667071,16.20126359,0.574592879,15.63389967,15.92358849,0.289688824,182.9575337,3.854812423,3.304418885,1,N/A,45,7,,
