ms_method_id,q1_mass,q3_mass,met_id,component_name,ms_methodtype
140227_McCloskey2013_13CFlux,151.0533,46.99554,met-L,met-L.met-L_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,151.0533,47.9989,met-L,met-L.met-L_m3-1,isotopomer_13C
140227_McCloskey2013_13CFlux,152.0566,46.99554,met-L,met-L.met-L_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,152.0566,47.9989,met-L,met-L.met-L_m4-1,isotopomer_13C
140227_McCloskey2013_13CFlux,153.06,47.9989,met-L,met-L.met-L_m5-1,isotopomer_13C
140227_McCloskey2013_13CFlux,132.0297,88.03986,asp-L,asp-L.asp-L_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,133.033,88.03986,asp-L,asp-L.asp-L_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,133.033,89.04321,asp-L,asp-L.asp-L_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,134.0364,89.04321,asp-L,asp-L.asp-L_m2-1,isotopomer_13C
140227_McCloskey2013_13CFlux,134.0364,90.04656,asp-L,asp-L.asp-L_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,135.0397,90.04656,asp-L,asp-L.asp-L_m3-2,isotopomer_13C
140227_McCloskey2013_13CFlux,135.0397,91.04992,asp-L,asp-L.asp-L_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,136.0431,91.04992,asp-L,asp-L.asp-L_m4-3,isotopomer_13C
140227_McCloskey2013_13CFlux,146.0453,128.0348,glu-L,glu-L.glu-L_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,147.0487,129.0381,glu-L,glu-L.glu-L_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,148.052,130.0415,glu-L,glu-L.glu-L_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,149.0554,131.0448,glu-L,glu-L.glu-L_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,150.0587,132.0482,glu-L,glu-L.glu-L_m4-4,isotopomer_13C
140227_McCloskey2013_13CFlux,151.0621,133.0515,glu-L,glu-L.glu-L_m5-5,isotopomer_13C
140227_McCloskey2013_13CFlux,173.045,93.03404,skm,skm.skm_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,174.0484,93.03404,skm,skm.skm_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,174.0484,94.03739,skm,skm.skm_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,175.0517,94.03739,skm,skm.skm_m2-1,isotopomer_13C
140227_McCloskey2013_13CFlux,175.0517,95.04075,skm,skm.skm_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,176.0551,95.04075,skm,skm.skm_m3-2,isotopomer_13C
140227_McCloskey2013_13CFlux,176.0551,96.04411,skm,skm.skm_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,177.0584,96.04411,skm,skm.skm_m4-3,isotopomer_13C
140227_McCloskey2013_13CFlux,177.0584,97.04746,skm,skm.skm_m4-4,isotopomer_13C
140227_McCloskey2013_13CFlux,178.0618,97.04746,skm,skm.skm_m5-4,isotopomer_13C
140227_McCloskey2013_13CFlux,178.0618,98.05081,skm,skm.skm_m5-5,isotopomer_13C
140227_McCloskey2013_13CFlux,179.0651,98.05081,skm,skm.skm_m6-5,isotopomer_13C
140227_McCloskey2013_13CFlux,179.0651,99.05417,skm,skm.skm_m6-6,isotopomer_13C
140227_McCloskey2013_13CFlux,180.0685,99.05417,skm,skm.skm_m7-6,isotopomer_13C
140227_McCloskey2013_13CFlux,72.99257,44.99765,glx,glx.glx_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,73.99593,44.99765,glx,glx.glx_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,73.99593,46.00101,glx,glx.glx_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,74.99928,46.00101,glx,glx.glx_m2-1,isotopomer_13C
140227_McCloskey2013_13CFlux,75.00822,47.01331,glyclt,glyclt.glyclt_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,76.01157,47.01331,glyclt,glyclt.glyclt_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,76.01157,48.01666,glyclt,glyclt.glyclt_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,77.01493,48.01666,glyclt,glyclt.glyclt_m2-1,isotopomer_13C
140227_McCloskey2013_13CFlux,203.082,116.05,trp-L,trp-L.trp-L_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,204.0854,116.05,trp-L,trp-L.trp-L_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,204.0854,117.0534,trp-L,trp-L.trp-L_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,205.0888,116.05,trp-L,trp-L.trp-L_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,205.0888,117.0534,trp-L,trp-L.trp-L_m2-1,isotopomer_13C
140227_McCloskey2013_13CFlux,205.0888,118.0567,trp-L,trp-L.trp-L_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,206.0921,116.05,trp-L,trp-L.trp-L_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,206.0921,117.0534,trp-L,trp-L.trp-L_m3-1,isotopomer_13C
140227_McCloskey2013_13CFlux,206.0921,118.0567,trp-L,trp-L.trp-L_m3-2,isotopomer_13C
140227_McCloskey2013_13CFlux,206.0921,119.0601,trp-L,trp-L.trp-L_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,207.0955,117.0534,trp-L,trp-L.trp-L_m4-1,isotopomer_13C
140227_McCloskey2013_13CFlux,207.0955,118.0567,trp-L,trp-L.trp-L_m4-2,isotopomer_13C
140227_McCloskey2013_13CFlux,207.0955,119.0601,trp-L,trp-L.trp-L_m4-3,isotopomer_13C
140227_McCloskey2013_13CFlux,207.0955,120.0634,trp-L,trp-L.trp-L_m4-4,isotopomer_13C
140227_McCloskey2013_13CFlux,208.0988,118.0567,trp-L,trp-L.trp-L_m5-2,isotopomer_13C
140227_McCloskey2013_13CFlux,208.0988,119.0601,trp-L,trp-L.trp-L_m5-3,isotopomer_13C
140227_McCloskey2013_13CFlux,208.0988,120.0634,trp-L,trp-L.trp-L_m5-4,isotopomer_13C
140227_McCloskey2013_13CFlux,208.0988,121.0668,trp-L,trp-L.trp-L_m5-5,isotopomer_13C
140227_McCloskey2013_13CFlux,209.1022,119.0601,trp-L,trp-L.trp-L_m6-3,isotopomer_13C
140227_McCloskey2013_13CFlux,209.1022,120.0634,trp-L,trp-L.trp-L_m6-4,isotopomer_13C
140227_McCloskey2013_13CFlux,209.1022,121.0668,trp-L,trp-L.trp-L_m6-5,isotopomer_13C
140227_McCloskey2013_13CFlux,209.1022,122.0702,trp-L,trp-L.trp-L_m6-6,isotopomer_13C
140227_McCloskey2013_13CFlux,210.1055,120.0634,trp-L,trp-L.trp-L_m7-4,isotopomer_13C
140227_McCloskey2013_13CFlux,210.1055,121.0668,trp-L,trp-L.trp-L_m7-5,isotopomer_13C
140227_McCloskey2013_13CFlux,210.1055,122.0702,trp-L,trp-L.trp-L_m7-6,isotopomer_13C
140227_McCloskey2013_13CFlux,210.1055,123.0735,trp-L,trp-L.trp-L_m7-7,isotopomer_13C
140227_McCloskey2013_13CFlux,211.1089,121.0668,trp-L,trp-L.trp-L_m8-5,isotopomer_13C
140227_McCloskey2013_13CFlux,211.1089,122.0702,trp-L,trp-L.trp-L_m8-6,isotopomer_13C
140227_McCloskey2013_13CFlux,211.1089,123.0735,trp-L,trp-L.trp-L_m8-7,isotopomer_13C
140227_McCloskey2013_13CFlux,211.1089,124.0769,trp-L,trp-L.trp-L_m8-8,isotopomer_13C
140227_McCloskey2013_13CFlux,212.1122,122.0702,trp-L,trp-L.trp-L_m9-6,isotopomer_13C
140227_McCloskey2013_13CFlux,212.1122,123.0735,trp-L,trp-L.trp-L_m9-7,isotopomer_13C
140227_McCloskey2013_13CFlux,212.1122,124.0769,trp-L,trp-L.trp-L_m9-8,isotopomer_13C
140227_McCloskey2013_13CFlux,213.1156,123.0735,trp-L,trp-L.trp-L_m10-7,isotopomer_13C
140227_McCloskey2013_13CFlux,213.1156,124.0769,trp-L,trp-L.trp-L_m10-8,isotopomer_13C
140227_McCloskey2013_13CFlux,214.119,124.0769,trp-L,trp-L.trp-L_m11-8,isotopomer_13C
140227_McCloskey2013_13CFlux,87.00822,31.98983,pyr,pyr.pyr_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,88.01157,31.98983,pyr,pyr.pyr_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,89.01493,31.98983,pyr,pyr.pyr_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,90.01828,31.98983,pyr,pyr.pyr_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,199.0008,96.96907,e4p,e4p.e4p_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,200.0041,96.96907,e4p,e4p.e4p_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,201.0075,96.96907,e4p,e4p.e4p_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,202.0108,96.96907,e4p,e4p.e4p_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,203.0142,96.96907,e4p,e4p.e4p_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,168.9902,96.96907,g3p,g3p.g3p_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,169.9936,96.96907,g3p,g3p.g3p_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,170.9969,96.96907,g3p,g3p.g3p_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,172.0003,96.96907,g3p,g3p.g3p_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,229.0113,96.96907,r5p,r5p.r5p_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,230.0147,96.96907,r5p,r5p.r5p_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,231.018,96.96907,r5p,r5p.r5p_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,232.0214,96.96907,r5p,r5p.r5p_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,233.0247,96.96907,r5p,r5p.r5p_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,234.0281,96.96907,r5p,r5p.r5p_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,289.0325,96.96907,s7p,s7p.s7p_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,290.0358,96.96907,s7p,s7p.s7p_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,291.0392,96.96907,s7p,s7p.s7p_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,292.0425,96.96907,s7p,s7p.s7p_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,293.0459,96.96907,s7p,s7p.s7p_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,294.0492,96.96907,s7p,s7p.s7p_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,295.0526,96.96907,s7p,s7p.s7p_m6-0,isotopomer_13C
140227_McCloskey2013_13CFlux,296.0559,96.96907,s7p,s7p.s7p_m7-0,isotopomer_13C
140227_McCloskey2013_13CFlux,171.0058,78.9585,glyc3p,glyc3p.glyc3p_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,172.0092,78.9585,glyc3p,glyc3p.glyc3p_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,173.0126,78.9585,glyc3p,glyc3p.glyc3p_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,174.0159,78.9585,glyc3p,glyc3p.glyc3p_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,259.0219,78.9585,g6p,g6p.g6p_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,260.0252,78.9585,g6p,g6p.g6p_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,261.0286,78.9585,g6p,g6p.g6p_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,262.032,78.9585,g6p,g6p.g6p_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,263.0353,78.9585,g6p,g6p.g6p_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,264.0387,78.9585,g6p,g6p.g6p_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,265.042,78.9585,g6p,g6p.g6p_m6-0,isotopomer_13C
140227_McCloskey2013_13CFlux,229.0113,96.96907,ru5p-D,ru5p-D.ru5p-D_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,230.0147,96.96907,ru5p-D,ru5p-D.ru5p-D_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,231.018,96.96907,ru5p-D,ru5p-D.ru5p-D_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,232.0214,96.96907,ru5p-D,ru5p-D.ru5p-D_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,233.0247,96.96907,ru5p-D,ru5p-D.ru5p-D_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,234.0281,96.96907,ru5p-D,ru5p-D.ru5p-D_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,101.0239,31.98983,2obut,2obut.2obut_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,102.0272,31.98983,2obut,2obut.2obut_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,103.0306,31.98983,2obut,2obut.2obut_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,104.0339,31.98983,2obut,2obut.2obut_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,105.0373,31.98983,2obut,2obut.2obut_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,323.028,78.9585,ump,ump.ump_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,324.0314,78.9585,ump,ump.ump_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,325.0348,78.9585,ump,ump.ump_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,326.0381,78.9585,ump,ump.ump_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,327.0415,78.9585,ump,ump.ump_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,328.0448,78.9585,ump,ump.ump_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,329.0482,78.9585,ump,ump.ump_m6-0,isotopomer_13C
140227_McCloskey2013_13CFlux,330.0515,78.9585,ump,ump.ump_m7-0,isotopomer_13C
140227_McCloskey2013_13CFlux,331.0549,78.9585,ump,ump.ump_m8-0,isotopomer_13C
140227_McCloskey2013_13CFlux,332.0582,78.9585,ump,ump.ump_m9-0,isotopomer_13C
140227_McCloskey2013_13CFlux,168.9902,96.96907,dhap,dhap.dhap_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,169.9936,96.96907,dhap,dhap.dhap_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,170.9969,96.96907,dhap,dhap.dhap_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,172.0003,96.96907,dhap,dhap.dhap_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,346.0553,78.9585,amp,amp.amp_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,347.0586,78.9585,amp,amp.amp_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,348.062,78.9585,amp,amp.amp_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,349.0653,78.9585,amp,amp.amp_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,350.0687,78.9585,amp,amp.amp_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,351.072,78.9585,amp,amp.amp_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,352.0754,78.9585,amp,amp.amp_m6-0,isotopomer_13C
140227_McCloskey2013_13CFlux,353.0787,78.9585,amp,amp.amp_m7-0,isotopomer_13C
140227_McCloskey2013_13CFlux,354.0821,78.9585,amp,amp.amp_m8-0,isotopomer_13C
140227_McCloskey2013_13CFlux,355.0854,78.9585,amp,amp.amp_m9-0,isotopomer_13C
140227_McCloskey2013_13CFlux,356.0888,78.9585,amp,amp.amp_m10-0,isotopomer_13C
140227_McCloskey2013_13CFlux,362.0502,78.9585,gmp,gmp.gmp_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,363.0535,78.9585,gmp,gmp.gmp_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,364.0569,78.9585,gmp,gmp.gmp_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,365.0602,78.9585,gmp,gmp.gmp_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,366.0636,78.9585,gmp,gmp.gmp_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,367.067,78.9585,gmp,gmp.gmp_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,368.0703,78.9585,gmp,gmp.gmp_m6-0,isotopomer_13C
140227_McCloskey2013_13CFlux,369.0737,78.9585,gmp,gmp.gmp_m7-0,isotopomer_13C
140227_McCloskey2013_13CFlux,370.077,78.9585,gmp,gmp.gmp_m8-0,isotopomer_13C
140227_McCloskey2013_13CFlux,371.0804,78.9585,gmp,gmp.gmp_m9-0,isotopomer_13C
140227_McCloskey2013_13CFlux,372.0837,78.9585,gmp,gmp.gmp_m10-0,isotopomer_13C
140227_McCloskey2013_13CFlux,117.0188,99.00822,succ,succ.succ_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,118.0221,100.0116,succ,succ.succ_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,119.0255,101.0149,succ,succ.succ_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,120.0288,102.0183,succ,succ.succ_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,121.0322,103.0216,succ,succ.succ_m4-4,isotopomer_13C
140227_McCloskey2013_13CFlux,133.0137,115.0031,mal-L,mal-L.mal-L_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,134.0171,116.0065,mal-L,mal-L.mal-L_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,135.0204,117.0098,mal-L,mal-L.mal-L_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,136.0238,118.0132,mal-L,mal-L.mal-L_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,137.0271,119.0166,mal-L,mal-L.mal-L_m4-4,isotopomer_13C
140227_McCloskey2013_13CFlux,145.0137,101.0239,akg,akg.akg_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,146.0171,101.0239,akg,akg.akg_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,146.0171,102.0272,akg,akg.akg_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,147.0204,102.0272,akg,akg.akg_m2-1,isotopomer_13C
140227_McCloskey2013_13CFlux,147.0204,103.0306,akg,akg.akg_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,148.0238,103.0306,akg,akg.akg_m3-2,isotopomer_13C
140227_McCloskey2013_13CFlux,148.0238,104.0339,akg,akg.akg_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,149.0271,104.0339,akg,akg.akg_m4-3,isotopomer_13C
140227_McCloskey2013_13CFlux,149.0271,105.0373,akg,akg.akg_m4-4,isotopomer_13C
140227_McCloskey2013_13CFlux,150.0305,105.0373,akg,akg.akg_m5-4,isotopomer_13C
140227_McCloskey2013_13CFlux,275.0168,96.96907,6pgc,6pgc.6pgc_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,276.0202,96.96907,6pgc,6pgc.6pgc_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,277.0235,96.96907,6pgc,6pgc.6pgc_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,278.0269,96.96907,6pgc,6pgc.6pgc_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,279.0302,96.96907,6pgc,6pgc.6pgc_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,280.0336,96.96907,6pgc,6pgc.6pgc_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,281.0369,96.96907,6pgc,6pgc.6pgc_m6-0,isotopomer_13C
140227_McCloskey2013_13CFlux,184.9851,96.96907,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,185.9885,96.96907,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,186.9918,96.96907,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,187.9952,96.96907,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,173.0086,129.0188,acon-C,acon-C.acon-C_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,174.012,129.0188,acon-C,acon-C.acon-C_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,174.012,130.0221,acon-C,acon-C.acon-C_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,175.0153,130.0221,acon-C,acon-C.acon-C_m2-1,isotopomer_13C
140227_McCloskey2013_13CFlux,175.0153,131.0255,acon-C,acon-C.acon-C_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,176.0187,131.0255,acon-C,acon-C.acon-C_m3-2,isotopomer_13C
140227_McCloskey2013_13CFlux,176.0187,132.0289,acon-C,acon-C.acon-C_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,177.022,132.0289,acon-C,acon-C.acon-C_m4-3,isotopomer_13C
140227_McCloskey2013_13CFlux,177.022,133.0322,acon-C,acon-C.acon-C_m4-4,isotopomer_13C
140227_McCloskey2013_13CFlux,178.0254,133.0322,acon-C,acon-C.acon-C_m5-4,isotopomer_13C
140227_McCloskey2013_13CFlux,178.0254,134.0356,acon-C,acon-C.acon-C_m5-5,isotopomer_13C
140227_McCloskey2013_13CFlux,179.0287,134.0356,acon-C,acon-C.acon-C_m6-5,isotopomer_13C
140227_McCloskey2013_13CFlux,166.9745,78.9585,pep,pep.pep_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,167.9779,78.9585,pep,pep.pep_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,168.9813,78.9585,pep,pep.pep_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,169.9846,78.9585,pep,pep.pep_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,191.0192,111.0082,icit,icit.icit_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,192.0225,111.0082,icit,icit.icit_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,192.0225,112.0116,icit,icit.icit_m1-1,isotopomer_13C
140227_McCloskey2013_13CFlux,193.0259,112.0116,icit,icit.icit_m2-1,isotopomer_13C
140227_McCloskey2013_13CFlux,193.0259,113.0149,icit,icit.icit_m2-2,isotopomer_13C
140227_McCloskey2013_13CFlux,194.0292,113.0149,icit,icit.icit_m3-2,isotopomer_13C
140227_McCloskey2013_13CFlux,194.0292,114.0183,icit,icit.icit_m3-3,isotopomer_13C
140227_McCloskey2013_13CFlux,195.0326,114.0183,icit,icit.icit_m4-3,isotopomer_13C
140227_McCloskey2013_13CFlux,195.0326,115.0216,icit,icit.icit_m4-4,isotopomer_13C
140227_McCloskey2013_13CFlux,196.0359,115.0216,icit,icit.icit_m5-4,isotopomer_13C
140227_McCloskey2013_13CFlux,196.0359,116.025,icit,icit.icit_m5-5,isotopomer_13C
140227_McCloskey2013_13CFlux,197.0393,116.025,icit,icit.icit_m6-5,isotopomer_13C
140227_McCloskey2013_13CFlux,338.9882,78.9585,fdp,fdp.fdp_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,339.9916,78.9585,fdp,fdp.fdp_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,340.9949,78.9585,fdp,fdp.fdp_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,341.9983,78.9585,fdp,fdp.fdp_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,343.0016,78.9585,fdp,fdp.fdp_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,344.005,78.9585,fdp,fdp.fdp_m5-0,isotopomer_13C
140227_McCloskey2013_13CFlux,345.0084,78.9585,fdp,fdp.fdp_m6-0,isotopomer_13C
140227_McCloskey2013_13CFlux,264.9514,176.9354,23dpg,23dpg.23dpg_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,265.9548,176.9354,23dpg,23dpg.23dpg_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,266.9582,176.9354,23dpg,23dpg.23dpg_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,267.9615,176.9354,23dpg,23dpg.23dpg_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,505.9879,158.9248,atp,atp.atp_m0-0,isotopomer_13C
140227_McCloskey2013_13CFlux,506.9913,158.9248,atp,atp.atp_m1-0,isotopomer_13C
140227_McCloskey2013_13CFlux,507.9946,158.9248,atp,atp.atp_m2-0,isotopomer_13C
140227_McCloskey2013_13CFlux,508.998,158.9248,atp,atp.atp_m3-0,isotopomer_13C
140227_McCloskey2013_13CFlux,510.0013,158.9248,atp,atp.atp_m4-0,isotopomer_13C
140227_McCloskey2013_13CFlux,511.0047,158.9248,atp,atp.atp_m5-0,isotopomer_13C
