ms_method_id,q1_mass,q3_mass,met_id,component_name,ms_methodtype
140509_McCloskey2013_13CFlux,264.9514445,176.9354005,23dpg,23dpg.23dpg_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,265.9547993,176.9354005,23dpg,23dpg.23dpg_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,266.9581541,176.9354005,23dpg,23dpg.23dpg_m2-0,isotopomer_13C
140509_McCloskey2013_13CFlux,267.961509,176.9354005,23dpg,23dpg.23dpg_m3-0,isotopomer_13C
140509_McCloskey2013_13CFlux,275.0168081,96.96907006,6pgc,6pgc.6pgc_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,276.020163,96.96907006,6pgc,6pgc.6pgc_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,277.0235178,96.96907006,6pgc,6pgc.6pgc_m2-0,isotopomer_13C
140509_McCloskey2013_13CFlux,278.0268726,96.96907006,6pgc,6pgc.6pgc_m3-0,isotopomer_13C
140509_McCloskey2013_13CFlux,279.0302275,96.96907006,6pgc,6pgc.6pgc_m4-0,isotopomer_13C
140509_McCloskey2013_13CFlux,280.0335823,96.96907006,6pgc,6pgc.6pgc_m5-0,isotopomer_13C
140509_McCloskey2013_13CFlux,281.0369371,96.96907006,6pgc,6pgc.6pgc_m6-0,isotopomer_13C
140509_McCloskey2013_13CFlux,808.117948,78.95850538,accoa,accoa.accoa_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,809.1213029,78.95850538,accoa,accoa.accoa_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,818.1514964,78.95850538,accoa,accoa.accoa_m10-0,isotopomer_13C
140509_McCloskey2013_13CFlux,819.1548512,78.95850538,accoa,accoa.accoa_m11-0,isotopomer_13C
140509_McCloskey2013_13CFlux,820.1582061,78.95850538,accoa,accoa.accoa_m12-0,isotopomer_13C
140509_McCloskey2013_13CFlux,821.1615609,78.95850538,accoa,accoa.accoa_m13-0,isotopomer_13C
140509_McCloskey2013_13CFlux,822.1649157,78.95850538,accoa,accoa.accoa_m14-0,isotopomer_13C
140509_McCloskey2013_13CFlux,823.1682706,78.95850538,accoa,accoa.accoa_m15-0,isotopomer_13C
140509_McCloskey2013_13CFlux,824.1716254,78.95850538,accoa,accoa.accoa_m16-0,isotopomer_13C
140509_McCloskey2013_13CFlux,825.1749803,78.95850538,accoa,accoa.accoa_m17-0,isotopomer_13C
140509_McCloskey2013_13CFlux,826.1783351,78.95850538,accoa,accoa.accoa_m18-0,isotopomer_13C
140509_McCloskey2013_13CFlux,827.1816899,78.95850538,accoa,accoa.accoa_m19-0,isotopomer_13C
140509_McCloskey2013_13CFlux,810.1246577,78.95850538,accoa,accoa.accoa_m2-0,isotopomer_13C
140509_McCloskey2013_13CFlux,828.1850448,78.95850538,accoa,accoa.accoa_m20-0,isotopomer_13C
140509_McCloskey2013_13CFlux,829.1883996,78.95850538,accoa,accoa.accoa_m21-0,isotopomer_13C
140509_McCloskey2013_13CFlux,830.1917545,78.95850538,accoa,accoa.accoa_m22-0,isotopomer_13C
140509_McCloskey2013_13CFlux,831.1951093,78.95850538,accoa,accoa.accoa_m23-0,isotopomer_13C
140509_McCloskey2013_13CFlux,811.1280125,78.95850538,accoa,accoa.accoa_m3-0,isotopomer_13C
140509_McCloskey2013_13CFlux,812.1313674,78.95850538,accoa,accoa.accoa_m4-0,isotopomer_13C
140509_McCloskey2013_13CFlux,813.1347222,78.95850538,accoa,accoa.accoa_m5-0,isotopomer_13C
140509_McCloskey2013_13CFlux,814.138077,78.95850538,accoa,accoa.accoa_m6-0,isotopomer_13C
140509_McCloskey2013_13CFlux,815.1414319,78.95850538,accoa,accoa.accoa_m7-0,isotopomer_13C
140509_McCloskey2013_13CFlux,816.1447867,78.95850538,accoa,accoa.accoa_m8-0,isotopomer_13C
140509_McCloskey2013_13CFlux,817.1481416,78.95850538,accoa,accoa.accoa_m9-0,isotopomer_13C
140509_McCloskey2013_13CFlux,173.0086129,129.0187836,acon-C,acon-C.acon-C_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,174.0119677,129.0187836,acon-C,acon-C.acon-C_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,174.0119677,130.0221385,acon-C,acon-C.acon-C_m1-1,isotopomer_13C
140509_McCloskey2013_13CFlux,175.0153226,130.0221385,acon-C,acon-C.acon-C_m2-1,isotopomer_13C
140509_McCloskey2013_13CFlux,175.0153226,131.0254933,acon-C,acon-C.acon-C_m2-2,isotopomer_13C
140509_McCloskey2013_13CFlux,176.0186774,131.0254933,acon-C,acon-C.acon-C_m3-2,isotopomer_13C
140509_McCloskey2013_13CFlux,176.0186774,132.0288482,acon-C,acon-C.acon-C_m3-3,isotopomer_13C
140509_McCloskey2013_13CFlux,177.0220322,132.0288482,acon-C,acon-C.acon-C_m4-3,isotopomer_13C
140509_McCloskey2013_13CFlux,177.0220322,133.032203,acon-C,acon-C.acon-C_m4-4,isotopomer_13C
140509_McCloskey2013_13CFlux,178.0253871,133.032203,acon-C,acon-C.acon-C_m5-4,isotopomer_13C
140509_McCloskey2013_13CFlux,178.0253871,134.0355578,acon-C,acon-C.acon-C_m5-5,isotopomer_13C
140509_McCloskey2013_13CFlux,179.0287419,134.0355578,acon-C,acon-C.acon-C_m6-5,isotopomer_13C
140509_McCloskey2013_13CFlux,145.0136983,101.023869,akg,akg.akg_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,146.0170531,101.023869,akg,akg.akg_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,146.0170531,102.0272239,akg,akg.akg_m1-1,isotopomer_13C
140509_McCloskey2013_13CFlux,147.0204079,102.0272239,akg,akg.akg_m2-1,isotopomer_13C
140509_McCloskey2013_13CFlux,147.0204079,103.0305787,akg,akg.akg_m2-2,isotopomer_13C
140509_McCloskey2013_13CFlux,148.0237628,103.0305787,akg,akg.akg_m3-2,isotopomer_13C
140509_McCloskey2013_13CFlux,148.0237628,104.0339335,akg,akg.akg_m3-3,isotopomer_13C
140509_McCloskey2013_13CFlux,149.0271176,104.0339335,akg,akg.akg_m4-3,isotopomer_13C
140509_McCloskey2013_13CFlux,149.0271176,105.0372884,akg,akg.akg_m4-4,isotopomer_13C
140509_McCloskey2013_13CFlux,150.0304725,105.0372884,akg,akg.akg_m5-4,isotopomer_13C
140509_McCloskey2013_13CFlux,346.0552593,78.95850538,amp,amp.amp_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,347.0586141,78.95850538,amp,amp.amp_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,356.0888077,78.95850538,amp,amp.amp_m10-0,isotopomer_13C
140509_McCloskey2013_13CFlux,348.061969,78.95850538,amp,amp.amp_m2-0,isotopomer_13C
140509_McCloskey2013_13CFlux,349.0653238,78.95850538,amp,amp.amp_m3-0,isotopomer_13C
140509_McCloskey2013_13CFlux,350.0686787,78.95850538,amp,amp.amp_m4-0,isotopomer_13C
140509_McCloskey2013_13CFlux,351.0720335,78.95850538,amp,amp.amp_m5-0,isotopomer_13C
140509_McCloskey2013_13CFlux,352.0753883,78.95850538,amp,amp.amp_m6-0,isotopomer_13C
140509_McCloskey2013_13CFlux,353.0787432,78.95850538,amp,amp.amp_m7-0,isotopomer_13C
140509_McCloskey2013_13CFlux,354.082098,78.95850538,amp,amp.amp_m8-0,isotopomer_13C
140509_McCloskey2013_13CFlux,355.0854528,78.95850538,amp,amp.amp_m9-0,isotopomer_13C
140509_McCloskey2013_13CFlux,132.0296827,88.03985344,asp-L,asp-L.asp-L_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,133.0330375,88.03985344,asp-L,asp-L.asp-L_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,133.0330375,89.04320828,asp-L,asp-L.asp-L_m1-1,isotopomer_13C
140509_McCloskey2013_13CFlux,134.0363924,89.04320828,asp-L,asp-L.asp-L_m2-1,isotopomer_13C
140509_McCloskey2013_13CFlux,134.0363924,90.04656312,asp-L,asp-L.asp-L_m2-2,isotopomer_13C
140509_McCloskey2013_13CFlux,135.0397472,90.04656312,asp-L,asp-L.asp-L_m3-2,isotopomer_13C
140509_McCloskey2013_13CFlux,135.0397472,91.04991796,asp-L,asp-L.asp-L_m3-3,isotopomer_13C
140509_McCloskey2013_13CFlux,136.043102,91.04991796,asp-L,asp-L.asp-L_m4-3,isotopomer_13C
140509_McCloskey2013_13CFlux,505.9879201,158.9248358,atp,atp.atp_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,506.991275,158.9248358,atp,atp.atp_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,516.0214685,158.9248358,atp,atp.atp_m10-0,isotopomer_13C
140509_McCloskey2013_13CFlux,507.9946298,158.9248358,atp,atp.atp_m2-0,isotopomer_13C
140509_McCloskey2013_13CFlux,508.9979846,158.9248358,atp,atp.atp_m3-0,isotopomer_13C
140509_McCloskey2013_13CFlux,510.0013395,158.9248358,atp,atp.atp_m4-0,isotopomer_13C
140509_McCloskey2013_13CFlux,511.0046943,158.9248358,atp,atp.atp_m5-0,isotopomer_13C
140509_McCloskey2013_13CFlux,512.0080492,158.9248358,atp,atp.atp_m6-0,isotopomer_13C
140509_McCloskey2013_13CFlux,513.011404,158.9248358,atp,atp.atp_m7-0,isotopomer_13C
140509_McCloskey2013_13CFlux,514.0147588,158.9248358,atp,atp.atp_m8-0,isotopomer_13C
140509_McCloskey2013_13CFlux,515.0181137,158.9248358,atp,atp.atp_m9-0,isotopomer_13C
140509_McCloskey2013_13CFlux,168.9901994,96.96907006,dhap,dhap.dhap_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,169.9935543,96.96907006,dhap,dhap.dhap_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,170.9969091,96.96907006,dhap,dhap.dhap_m2-0,isotopomer_13C
140509_McCloskey2013_13CFlux,172.0002639,96.96907006,dhap,dhap.dhap_m3-0,isotopomer_13C
140509_McCloskey2013_13CFlux,259.0219,78.9585,f6p,f6p.f6p_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,260.0252,78.9585,f6p,f6p.f6p_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,261.0286,78.9585,f6p,f6p.f6p_m2-0,isotopomer_13C
140509_McCloskey2013_13CFlux,262.032,78.9585,f6p,f6p.f6p_m3-0,isotopomer_13C
140509_McCloskey2013_13CFlux,263.0353,78.9585,f6p,f6p.f6p_m4-0,isotopomer_13C
140509_McCloskey2013_13CFlux,264.0387,78.9585,f6p,f6p.f6p_m5-0,isotopomer_13C
140509_McCloskey2013_13CFlux,265.042,78.9585,f6p,f6p.f6p_m6-0,isotopomer_13C
140509_McCloskey2013_13CFlux,784.1493094,78.95850538,fad,fad.fad_m0-0,isotopomer_13C
140509_McCloskey2013_13CFlux,785.1526643,78.95850538,fad,fad.fad_m1-0,isotopomer_13C
140509_McCloskey2013_13CFlux,794.1828578,78.95850538,fad,fad.fad_m10-0,isotopomer_13C
140509_McCloskey2013_13CFlux,795.1862126,78.95850538,fad,fad.fad_m11-0,isotopomer_13C
140509_McCloskey2013_13CFlux,796.1895675,78.95850538,fad,fad.fad_m12-0,isotopomer_13C
140509_McCloskey2013_13CFlux,797.1929223,78.95850538,fad,fad.fad_m13-0,isotopomer_13C
140509_McCloskey2013_13CFlux,798.1962772,78.95850538,fad,fad.fad_m14-0,isotopomer_13C
140509_McCloskey2013_13CFlux,799.199632,78.95850538,fad,fad.fad_m15-0,isotopomer_13C
140509_McCloskey2013_13CFlux,800.2029868,78.95850538,fad,fad.fad_m16-0,isotopomer_13C
140509_McCloskey2013_13CFlux,801.2063417,78.95850538,fad,fad.fad_m17-0,isotopomer_13C
140509_McCloskey2013_13CFlux,802.2096965,78.95850538,fad,fad.fad_m18-0,isotopomer_13C
140509_McCloskey2013_13CFlux,803.2130513,78.95850538,fad,fad.fad_m19-0,isotopomer_13C
140509_McCloskey2013_13CFlux,786.1560191,78.95850538,fad,fad.fad_m2-0,isotopomer_13C
140509_McCloskey2013_13CFlux,804.2164062,78.95850538,fad,fad.fad_m20-0,isotopomer_13C
140509_McCloskey2013_13CFlux,805.219761,78.95850538,fad,fad.fad_m21-0,isotopomer_13C
140509_McCloskey2013_13CFlux,806.2231159,78.95850538,fad,fad.fad_m22-0,isotopomer_13C
140509_McCloskey2013_13CFlux,807.2264707,78.95850538,fad,fad.fad_m23-0,isotopomer_13C
140509_McCloskey2013_13CFlux,808.2298255,78.95850538,fad,fad.fad_m24-0,isotopomer_13C
140509_McCloskey2013_13CFlux,809.2331804,78.95850538,fad,fad.fad_m25-0,isotopomer_13C
140509_McCloskey2013_13CFlux,810.2365352,78.95850538,fad,fad.fad_m26-0,isotopomer_13C
140509_McCloskey2013_13CFlux,811.23989,78.95850538,fad,fad.fad_m27-0,isotopomer_13C
140509_McCloskey2013_13CFlux,787.1593739,78.95850538,fad,fad.fad_m3-0,isotopomer_13C
140509_McCloskey2013_13CFlux,788.1627288,78.95850538,fad,fad.fad_m4-0,isotopomer_13C
140509_McCloskey2013_13CFlux,789.1660836,78.95850538,fad,fad.fad_m5-0,isotopomer_13C
140509_McCloskey2013_13CFlux,790.1694385,78.95850538,fad,fad.fad_m6-0,isotopomer_13C
140509_McCloskey2013_13CFlux,791.1727933,78.95850538,fad,fad.fad_m7-0,isotopomer_13C
140509_McCloskey2013_13CFlux,792.1761481,78.95850538,fad,fad.fad_m8-0,isotopomer_13C
140509_McCloskey2013_13CFlux,793.179503,78.95850538,fad,fad.fad_m9-0,isotopomer_13C
140509_McCloskey2013_13CFlux,338.9882239,78.95850538,fdp,fdp.fdp_m0-0,isotopomer_13C
