id,experiment_id,sample_name,sample_name_abbreviation,sample_type,time_point,dilution,replicate_number,met_id,fragment_formula,fragment_mass,intensity,intensity_units,intensity_corrected,intensity_corrected_units,intensity_normalized,intensity_normalized_units,intensity_theoretical,abs_devFromTheoretical,scan_type,used_,comment_
151778,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,,cps,,cps,0.034812578,normMax,1,0.965187422,EPI,t,
151634,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-1000.0x,OxicWtGlc,Unknown,0,1000,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,46388.21287,cps,29079.59638,cps,0.011763782,normMax,1,0.988236218,MRM,t,
151811,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,,cps,,cps,0.006628942,normMax,1,0.993371058,EPI,t,
151644,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,35490.42187,cps,18181.80538,cps,0.006628942,normMax,1,0.993371058,MRM,t,
151844,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,,cps,,cps,0,normMax,1,,EPI,t,
151654,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,32159.96013,cps,0,cps,0,normMax,1,,MRM,t,
151877,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,,cps,,cps,0.010925995,normMax,1,0.989074005,EPI,t,
151664,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,45548.612,cps,28239.9955,cps,0.010925995,normMax,1,0.989074005,MRM,t,
151910,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,,cps,,cps,0.009436052,normMax,1,0.990563948,EPI,t,
151674,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,37922.6618,cps,20614.04531,cps,0.009436052,normMax,1,0.990563948,MRM,t,
