id,experiment_id,sample_name,sample_name_abbreviation,sample_type,time_point,replicate_number,met_id,precursor_formula,precursor_mass,product_formula,product_mass,intensity,intensity_units,intensity_corrected,intensity_corrected_units,intensity_normalized,intensity_normalized_units,intensity_theoretical,abs_devFromTheoretical,scan_type,used_,comment_
36451,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,182,0,cps,0,cps,0,normMax,0.000871145,,EPI,t,
36549,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,182,0,cps,0,cps,0,normMax,0.000871145,,EPI,t,
36647,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,182,0,cps,0,cps,0,normMax,0.000871145,,EPI,t,
36158,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,183,0,cps,0,cps,0,normMax,8.79E-05,,EPI,t,
36256,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,183,0,cps,0,cps,0,normMax,8.79E-05,,EPI,t,
36354,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,183,0,cps,0,cps,0,normMax,8.79E-05,,EPI,t,
36452,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,183,0,cps,0,cps,0,normMax,8.79E-05,,EPI,t,
36550,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,183,0,cps,0,cps,0,normMax,8.79E-05,,EPI,t,
36648,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,183,0,cps,0,cps,0,normMax,8.79E-05,,EPI,t,
36159,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,184,0,cps,0,cps,0,normMax,4.67E-06,,EPI,t,
36257,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,184,0,cps,0,cps,0,normMax,4.67E-06,,EPI,t,
36355,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,184,0,cps,0,cps,0,normMax,4.67E-06,,EPI,t,
36453,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,184,0,cps,0,cps,0,normMax,4.67E-06,,EPI,t,
36551,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,184,0,cps,0,cps,0,normMax,4.67E-06,,EPI,t,
36649,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,184,0,cps,0,cps,0,normMax,4.67E-06,,EPI,t,
36160,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,185,0,cps,0,cps,0,normMax,3.00E-07,,EPI,t,
36258,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,185,0,cps,0,cps,0,normMax,3.00E-07,,EPI,t,
36356,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,185,0,cps,0,cps,0,normMax,3.00E-07,,EPI,t,
36454,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,185,0,cps,0,cps,0,normMax,3.00E-07,,EPI,t,
36552,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,185,0,cps,0,cps,0,normMax,3.00E-07,,EPI,t,
36650,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C6H11O6-,185,0,cps,0,cps,0,normMax,3.00E-07,,EPI,t,
36161,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,89,0,cps,0,cps,0,normMax,1,,EPI,t,
36259,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,89,382.3263856,cps,0,cps,0,normMax,1,,EPI,t,
36357,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,89,2499.826367,cps,0,cps,0,normMax,1,,EPI,t,
36455,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,89,0,cps,0,cps,,normMax,1,,EPI,t,
36553,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,89,0,cps,0,cps,0,normMax,1,,EPI,t,
36651,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,89,558.7847174,cps,0,cps,,normMax,1,,EPI,t,
36162,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,90,617.6041613,cps,0,cps,0,normMax,0.034165028,,EPI,t,
36260,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,90,0,cps,0,cps,0,normMax,0.034165028,,EPI,t,
36358,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,90,0,cps,0,cps,0,normMax,0.034165028,,EPI,t,
36456,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,90,0,cps,0,cps,,normMax,0.034165028,,EPI,t,
36554,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,90,735.2430492,cps,0,cps,0,normMax,0.034165028,,EPI,t,
36652,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,90,0,cps,0,cps,,normMax,0.034165028,,EPI,t,
36163,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,91,5558.437452,cps,4940.83329,cps,1,normMax,0.006572885,0.993427115,EPI,t,
36261,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,91,3823.263856,cps,3440.93747,cps,1,normMax,0.006572885,0.993427115,EPI,t,
36359,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,91,5499.618008,cps,4999.652734,cps,1,normMax,0.006572885,0.993427115,EPI,t,
36457,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,91,911.701381,cps,0,cps,,normMax,0.006572885,,EPI,t,
36555,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,91,5146.701344,cps,4411.458295,cps,1,normMax,0.006572885,0.993427115,EPI,t,
36653,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,91,2235.138869,cps,0,cps,,normMax,0.006572885,,EPI,t,
36164,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,92,617.6041613,cps,0,cps,0,normMax,0.000210187,,EPI,t,
36262,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,92,0,cps,0,cps,0,normMax,0.000210187,,EPI,t,
36360,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,92,999.9305469,cps,0,cps,0,normMax,0.000210187,,EPI,t,
36458,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,92,0,cps,0,cps,,normMax,0.000210187,,EPI,t,
36556,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,92,0,cps,0,cps,0,normMax,0.000210187,,EPI,t,
36654,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C3H5O3-,92,0,cps,0,cps,,normMax,0.000210187,,EPI,t,
36165,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,59,1235.208323,cps,0,cps,,normMax,1,,EPI,t,
36263,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,59,764.6527711,cps,0,cps,,normMax,1,,EPI,t,
36361,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,59,1499.89582,cps,0,cps,,normMax,1,,EPI,t,
36459,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,59,1823.402762,cps,0,cps,,normMax,1,,EPI,t,
36557,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,59,1470.486098,cps,0,cps,,normMax,1,,EPI,t,
36655,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,59,1676.354152,cps,0,cps,,normMax,1,,EPI,t,
36166,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,60,0,cps,0,cps,,normMax,0.022738348,,EPI,t,
36264,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,60,764.6527711,cps,0,cps,,normMax,0.022738348,,EPI,t,
36362,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,60,0,cps,0,cps,,normMax,0.022738348,,EPI,t,
36460,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,60,0,cps,0,cps,,normMax,0.022738348,,EPI,t,
36558,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,60,0,cps,0,cps,,normMax,0.022738348,,EPI,t,
36656,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,60,558.7847174,cps,0,cps,,normMax,0.022738348,,EPI,t,
36167,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,61,0,cps,0,cps,,normMax,0.004251359,,EPI,t,
36265,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,61,0,cps,0,cps,,normMax,0.004251359,,EPI,t,
36363,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,61,0,cps,0,cps,,normMax,0.004251359,,EPI,t,
36461,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,61,0,cps,0,cps,,normMax,0.004251359,,EPI,t,
36559,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,61,735.2430492,cps,0,cps,,normMax,0.004251359,,EPI,t,
36657,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C6H11O6-,179,C2H3O2-,61,0,cps,0,cps,,normMax,0.004251359,,EPI,t,
36140,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,179,0,cps,0,cps,,normMax,1,,EPI,t,
36238,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,179,0,cps,0,cps,0,normMax,1,,EPI,t,
36336,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,179,0,cps,0,cps,0,normMax,1,,EPI,t,
36434,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,179,0,cps,0,cps,0,normMax,1,,EPI,t,
36532,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,179,666.6666609,cps,0,cps,0,normMax,1,,EPI,t,
36630,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,179,0,cps,0,cps,0,normMax,1,,EPI,t,
36141,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,180,0,cps,0,cps,,normMax,0.068445069,,EPI,t,
36239,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,180,6999.513828,cps,6499.548555,cps,1,normMax,0.068445069,0.931554931,EPI,t,
36337,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,180,5646.666618,cps,5293.749954,cps,1,normMax,0.068445069,0.931554931,EPI,t,
36435,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,180,6333.333278,cps,5999.999948,cps,1,normMax,0.068445069,0.931554931,EPI,t,
36533,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,180,4333.333296,cps,3999.999965,cps,1,normMax,0.068445069,0.931554931,EPI,t,
36631,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,180,3176.249972,cps,2823.333309,cps,1,normMax,0.068445069,0.931554931,EPI,t,
36142,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,181,0,cps,0,cps,,normMax,0.014320878,,EPI,t,
36240,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,2,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,181,0,cps,0,cps,0,normMax,0.014320878,,EPI,t,
36338,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,3,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,181,0,cps,0,cps,0,normMax,0.014320878,,EPI,t,
36436,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,4,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,181,0,cps,0,cps,0,normMax,0.014320878,,EPI,t,
36534,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,5,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,181,0,cps,0,cps,0,normMax,0.014320878,,EPI,t,
36632,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,6,Hexose_Pool_fru_glc-D,C5[13C]H11O6-,180,C6H11O6-,181,0,cps,0,cps,0,normMax,0.014320878,,EPI,t,
