experiment_id,sample_name_short,time_point,component_group_name,component_name,calculated_concentration,calculated_concentration_units,used_
rpomut02,OxicRph-pyrE82_Broth-6,0,glyc3p,glyc3p.glyc3p_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-1,0,glyclt,glyclt.glyclt_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-2,0,glyclt,glyclt.glyclt_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-3,0,glyclt,glyclt.glyclt_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-4,0,glyclt,glyclt.glyclt_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-5,0,glyclt,glyclt.glyclt_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-6,0,glyclt,glyclt.glyclt_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-1,0,gsn,gsn.gsn_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-2,0,gsn,gsn.gsn_1.Light,0.000153851,mM,t
rpomut02,OxicRph-pyrE82_Broth-3,0,gsn,gsn.gsn_1.Light,0.000743337,mM,t
rpomut02,OxicRph-pyrE82_Broth-4,0,gsn,gsn.gsn_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-5,0,gsn,gsn.gsn_1.Light,0.000199339,mM,t
rpomut02,OxicRph-pyrE82_Broth-6,0,gsn,gsn.gsn_1.Light,0.000778418,mM,t
rpomut02,OxicRph-pyrE82_Broth-1,0,gthox,gthox.gthox_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-2,0,gthox,gthox.gthox_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-3,0,gthox,gthox.gthox_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-4,0,gthox,gthox.gthox_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-5,0,gthox,gthox.gthox_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-6,0,gthox,gthox.gthox_1.Light,,mM,t
rpomut02,OxicRph-pyrE82_Broth-2,0,gthrd,gthrd.gthrd_1.Light,3.663887633,mM,t
rpomut02,OxicRph-pyrE82_Broth-3,0,gthrd,gthrd.gthrd_1.Light,3.230111039,mM,t
