experiment_id,sample_name_abbreviation,sample_type,time_point,met_id,fragment_formula,fragment_mass,n_replicates,intensity_normalized_average,intensity_normalized_cv,intensity_normalized_units,intensity_theoretical,abs_devFromTheoretical,scan_type,used_,comment_
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C6H3O5-,157,6,0.277579303,11.86884129,normSum,0.011274679,0.266304624,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C6H3O5-,158,6,0.209876704,12.32919599,normSum,0.000662327,0.209214377,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C6H3O5-,159,6,0.113227319,16.03962604,normSum,5.72E-05,0.113170115,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C6H3O5-,160,6,0.047541314,13.18729151,normSum,2.87E-06,0.047538445,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C6H3O5-,161,0,0,0,normSum,1.55E-07,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,129,6,0.169549759,28.6941895,normSum,0.937915757,0.768365998,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,129,6,0.148202552,8.935714594,normSum,0.937915757,0.789713205,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,130,6,0.221397625,20.56468838,normSum,0.052689678,0.168707946,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,130,6,0.294872384,4.605099837,normSum,0.052689678,0.242182705,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,131,6,0.213599456,17.67948301,normSum,0.008915032,0.204684424,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,131,6,0.272710346,5.164734551,normSum,0.008915032,0.263795314,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,132,6,0.232200715,26.4588727,normSum,0.000444437,0.231756279,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,132,6,0.168670865,2.292364555,normSum,0.000444437,0.168226429,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,133,6,0.129903256,28.01781297,normSum,3.36E-05,0.129869656,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,133,6,0.091848252,3.318570598,normSum,3.36E-05,0.091814652,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,134,6,0.033349188,15.53724546,normSum,1.43E-06,0.033347758,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H5O4-,134,6,0.023695602,8.35952243,normSum,1.43E-06,0.023694171,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H3O3-,111,6,0.11600554,24.15068286,normSum,0.940416728,0.824411187,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H3O3-,112,6,0.166277959,12.26887764,normSum,0.052255627,0.114022332,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H3O3-,113,6,0.124070973,29.27746788,normSum,0.006974233,0.11709674,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H3O3-,114,6,0.122485757,5.245647405,normSum,0.000333526,0.122152232,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H3O3-,115,6,0.26964985,24.37976131,normSum,1.91E-05,0.269630721,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C5H3O3-,116,6,0.20150992,4.563727523,normSum,7.34E-07,0.201509186,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H5O2-,85,6,0.295152569,16.9465161,normSum,0.95268442,0.65753185,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H5O2-,86,6,0.36250602,3.99189021,normSum,0.042489564,0.320016456,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H5O2-,87,6,0.272664304,17.08206634,normSum,0.004639975,0.268024329,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H5O2-,88,6,0.049964491,11.51781594,normSum,0.000178885,0.049785605,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H5O2-,89,6,0.019712617,50.15287896,normSum,6.95E-06,0.019705663,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H3O4-,115,6,0.51273087,5.070596639,normSum,0.94827809,0.43554722,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H3O4-,116,6,0.314879594,10.11540625,normSum,0.04279736,0.272082234,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H3O4-,117,6,0.10951287,14.04492428,normSum,0.008538426,0.100974443,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H3O4-,118,6,0.062208372,106.7015417,normSum,0.000354926,0.061853446,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,acon-C,C4H3O4-,119,4,0.001002441,28.6721236,normSum,3.00E-05,0.000972412,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C5H5O5-,145,0,0,0,normSum,0.935636622,,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C5H5O5-,146,6,0.353333194,5.014386292,normSum,0.05291805,0.300415144,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C5H5O5-,147,6,0.332788918,4.683045334,normSum,0.010836118,0.321952801,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C5H5O5-,148,6,0.216494645,6.019632419,normSum,0.000554758,0.215939886,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C5H5O5-,149,6,0.073871565,14.54877012,normSum,5.20E-05,0.073819602,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C5H5O5-,150,6,0.023511678,14.18213518,normSum,2.35E-06,0.023509327,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C4H5O3-,101,4,0.013933952,11.17983286,normSum,0.950369397,0.936435445,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C4H5O3-,102,6,0.428172081,5.735812321,normSum,0.042748334,0.385423747,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C4H5O3-,103,6,0.352684632,4.46027117,normSum,0.006597849,0.346086783,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C4H5O3-,104,6,0.164230974,5.000823224,normSum,0.000267317,0.163963657,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,akg,C4H5O3-,105,6,0.045623012,30.04629379,normSum,1.65E-05,0.045606495,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C5H4N5-,134,4,0.094141061,81.26316332,normSum,0.929896259,0.835755198,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C5H4N5-,135,6,0.420358845,24.3382441,normSum,0.067888617,0.352470228,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C5H4N5-,136,5,0.4498922,9.773200394,normSum,0.002174472,0.447717728,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C5H4N5-,137,3,0.193535616,29.27865112,normSum,4.02E-05,0.193495441,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C5H4N5-,138,2,0.135607421,34.8327591,normSum,4.73E-07,0.135606948,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C5H4N5-,139,0,0,0,normSum,1.30E-09,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,346,0,0,0,normSum,0.865423503,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,346,6,0.051340325,12.87650006,normSum,0.865423503,0.814083178,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,347,6,0.242847703,10.1667533,normSum,0.113186054,0.129661648,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,347,6,0.195924538,8.171901201,normSum,0.113186054,0.082738484,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,348,6,0.278288083,8.177567609,normSum,0.019314488,0.258973594,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,348,6,0.22464004,6.476800816,normSum,0.019314488,0.205325552,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,349,6,0.264277107,6.259376407,normSum,0.001879705,0.262397402,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,349,6,0.213404753,4.770152475,normSum,0.001879705,0.211525048,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,350,4,0.126228217,20.90023066,normSum,0.000181476,0.126046741,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,350,4,0.103546976,21.4952696,normSum,0.000181476,0.1033655,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,351,6,0.130434964,9.721021957,normSum,1.38E-05,0.130421213,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,351,6,0.105353145,8.915845646,normSum,1.38E-05,0.105339394,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,352,0,0,0,normSum,9.59E-07,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,352,6,0.074627938,7.818806263,normSum,9.59E-07,0.074626979,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,353,0,0,0,normSum,5.74E-08,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,353,6,0.043832146,8.002157481,normSum,5.74E-08,0.043832088,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,354,0,0,0,normSum,1.91E-09,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,354,6,0.015757343,16.33670742,normSum,1.91E-09,0.015757341,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,355,0,0,0,normSum,6.31E-12,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,355,6,0.006088455,18.47465608,normSum,6.31E-12,0.006088455,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,356,0,0,0,normSum,,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,amp,C10H13N5O7P-,356,0,0,0,normSum,,,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,132,6,0.334279959,4.708958626,normSum,0.944462513,0.610182554,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,132,6,0.326136212,4.871247536,normSum,0.944462513,0.6183263,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,133,6,0.360415213,5.335215944,normSum,0.046439493,0.313975719,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,133,6,0.351614355,5.366685376,normSum,0.046439493,0.305174861,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,134,6,0.152423697,5.166585367,normSum,0.008677459,0.143746238,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,134,6,0.148690282,5.057919321,normSum,0.008677459,0.140012823,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,135,6,0.152881132,9.108738511,normSum,0.000387899,0.152493233,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,135,6,0.149126849,8.959133093,normSum,0.000387899,0.14873895,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,136,0,0,0,normSum,3.13E-05,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H6NO4-,136,6,0.024432302,11.15743753,normSum,3.13E-05,0.024400955,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H3O4-,115,6,0.413455802,15.76858287,normSum,0.94827809,0.534822289,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H3O4-,116,6,0.383175402,9.822254969,normSum,0.04279736,0.340378042,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H3O4-,117,5,0.244042556,14.7519046,normSum,0.008538426,0.23550413,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H3O4-,118,0,0,0,normSum,0.000354926,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C4H3O4-,119,0,0,0,normSum,3.00E-05,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H6NO2-,88,6,0.344124947,10.50894403,normSum,0.959334262,0.615209315,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H6NO2-,88,6,0.36268829,3.457580981,normSum,0.959334262,0.596645972,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H6NO2-,89,6,0.354416212,14.10157821,normSum,0.036063973,0.31835224,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H6NO2-,89,6,0.371120347,4.959799477,normSum,0.036063973,0.335056374,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H6NO2-,90,6,0.173967464,40.01837771,normSum,0.004445667,0.169521797,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H6NO2-,90,6,0.156202012,4.278653379,normSum,0.004445667,0.151756344,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H6NO2-,91,6,0.127491376,22.02318032,normSum,0.000149864,0.127341512,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H6NO2-,91,6,0.109989351,8.245464428,normSum,0.000149864,0.109839487,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H3O2-,71,6,0.354441306,10.99771904,normSum,0.963209921,0.608768615,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H3O2-,72,6,0.128916521,25.76264184,normSum,0.032319619,0.096596902,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H3O2-,73,6,0.516642172,9.545211224,normSum,0.004331835,0.512310338,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,asp-L,C3H3O2-,74,0,0,0,normSum,0.000132932,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C5H4N5-,134,6,0.103521563,35.55604247,normSum,0.929896259,0.826374696,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C5H4N5-,135,6,0.328521244,16.78930517,normSum,0.067888617,0.260632627,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C5H4N5-,136,6,0.343554003,19.84076199,normSum,0.002174472,0.341379531,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C5H4N5-,137,6,0.160306431,28.23884369,normSum,4.02E-05,0.160266257,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C5H4N5-,138,6,0.046898645,43.44286423,normSum,4.73E-07,0.046898172,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C5H4N5-,139,3,0.034396229,10.27959157,normSum,1.30E-09,0.034396228,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,506,6,0.068457842,8.111755645,normSum,0.852685883,0.78422804,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,506,6,0.064582384,8.244820588,normSum,0.852685883,0.788103499,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,507,6,0.18353552,2.065862475,normSum,0.11366514,0.069870379,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,507,6,0.173129761,2.137272781,normSum,0.11366514,0.05946462,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,508,6,0.223917111,2.341319493,normSum,0.029826648,0.194090463,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,508,6,0.209802149,2.426927143,normSum,0.029826648,0.179975501,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,509,6,0.200922007,1.812379974,normSum,0.003297697,0.19762431,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,509,6,0.189167412,1.992166911,normSum,0.003297697,0.185869715,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,510,6,0.154587824,5.297440459,normSum,0.000475126,0.154112697,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,510,6,0.145109306,5.000340728,normSum,0.000475126,0.14463418,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,511,6,0.101873866,6.593989311,normSum,4.45E-05,0.101829365,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,511,6,0.095932934,6.314856359,normSum,4.45E-05,0.095888433,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,512,6,0.06670583,3.693350941,normSum,4.60E-06,0.066701231,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,512,6,0.062750175,3.670231081,normSum,4.60E-06,0.062745576,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,513,0,0,0,normSum,3.70E-07,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,513,6,0.036581747,3.936883507,normSum,3.70E-07,0.036581377,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,514,0,0,0,normSum,2.91E-08,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,514,6,0.015788749,7.15185965,normSum,2.91E-08,0.01578872,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,515,0,0,0,normSum,1.03E-10,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,515,6,0.005707916,8.134122808,normSum,1.03E-10,0.005707916,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,516,0,0,0,normSum,,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H15N5O13P3-,516,6,0.001447466,13.29004098,normSum,,,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,426,6,0.067783429,7.80306607,normSum,0.859031084,0.791247655,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,427,6,0.181774834,2.02705613,normSum,0.11343049,0.068344343,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,428,6,0.222418881,3.191318585,normSum,0.024609532,0.197809348,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,429,6,0.201946436,3.112366428,normSum,0.002587278,0.199359158,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,430,6,0.152390488,5.365538114,normSum,0.000312179,0.152078309,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,431,6,0.105438157,8.328904306,normSum,2.69E-05,0.105411245,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,432,6,0.068247775,8.599489018,normSum,2.34E-06,0.068245434,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,433,0,0,0,normSum,1.68E-07,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,434,0,0,0,normSum,1.04E-08,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,435,0,0,0,normSum,3.61E-11,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H14N5O10P2-,436,0,0,0,normSum,,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,408,6,0.067064418,7.875919488,normSum,0.861321707,0.79425729,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,409,6,0.181903257,1.916159672,normSum,0.113206729,0.068696528,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,410,6,0.220332721,2.65486159,normSum,0.022835893,0.197496828,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,411,6,0.202074904,1.582967419,normSum,0.002347168,0.199727737,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,412,6,0.15636723,5.374553486,normSum,0.000264594,0.156102636,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,413,6,0.102490419,5.551122874,normSum,2.20E-05,0.102468431,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,414,6,0.066514847,5.21977384,normSum,1.79E-06,0.066513058,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,415,0,0,0,normSum,1.22E-07,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,416,3,0.00650441,0.782955664,normSum,6.64E-09,0.006504403,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,417,0,0,0,normSum,2.29E-11,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H12N5O9P2-,418,0,0,0,normSum,,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,328,6,0.067976142,13.15189172,normSum,0.867731172,0.79975503,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,329,6,0.181884895,8.455197302,normSum,0.112957725,0.068927171,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,330,6,0.254833679,21.26868199,normSum,0.017513709,0.23731997,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,331,6,0.2019508,6.923499263,normSum,0.001641468,0.200309332,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,332,6,0.15208299,6.520798823,normSum,0.000144911,0.151938079,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,333,6,0.109202945,15.70624022,normSum,1.03E-05,0.109192627,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,334,3,0.064137097,4.572002263,normSum,6.57E-07,0.06413644,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,335,0,0,0,normSum,3.58E-08,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,336,0,0,0,normSum,1.24E-10,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,337,0,0,0,normSum,,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,atp,C10H11N5O6P-,338,0,0,0,normSum,,,EPI,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,dhap,C3H6O6P-,169,6,0.371082714,9.958886027,normSum,0.95355254,0.582469826,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,dhap,C3H6O6P-,169,6,0.285899938,11.3010729,normSum,0.95355254,0.667652602,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,dhap,C3H6O6P-,170,6,0.628917286,5.876083453,normSum,0.033777518,0.595139768,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,dhap,C3H6O6P-,170,6,0.483533282,5.231318621,normSum,0.033777518,0.449755764,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,dhap,C3H6O6P-,171,0,0,0,normSum,0.012187741,,EPI,f,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,dhap,C3H6O6P-,171,0,0,0,normSum,0.012187741,,MRM,t,
WTEColi_113C80_U13C20_01,OxicWtGlc,Unknown,0,dhap,C3H6O6P-,172,0,0,0,normSum,0.000414324,,EPI,f,
