experiment_id,model_id,mapping_id,sample_name_abbreviation,time_point,flux_units,used_,comment_,rxn_id,rxn_id_INCA,rxn_equation,flux_average,flux_stdev,flux_lb,flux_ub
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EDA,R13,2ddg6p_c -> pyr_c + g3p_c,1.5642,0.1974,1.2503,1.8714
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,EDD,R14,6pgc_c -> 2ddg6p_c,1.5642,0.1974,1.2503,1.8714
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split,PYK,R15,pep_c -> pyr_c + atp_c,2.1628,64.2523,1.4562,14.6982
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_ac_LPAREN_e_RPAREN_,R16,ac_c -> ac_c.ext,10.5124,0.1254,10.2606,10.7635
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_co2_LPAREN_e_RPAREN_,R17,co2_c -> co2_c.ext,23.3229,0.5748,22.1597,24.4987
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_co2_LPAREN_e_RPAREN__unlabeled,R18,co2_c.unlabeled + co2_c -> co2_c.out + co2_c,4.7769,1.0373,2.6889,7.3182
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_glc_LPAREN_e_RPAREN_,R19,glc_DASH_D_e.ext -> glc_DASH_D_e,12.9491,0.0745,12.7992,13.0997
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_nh4_LPAREN_e_RPAREN_,R20,nh4_c.ext -> nh4_c,5.8513,0.0524,5.7461,5.9563
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_o2_LPAREN_e_RPAREN_,R21,o2_c.ext -> o2_c,21.3888,0.5833,20.2082,22.5818
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_so4_LPAREN_e_RPAREN_,R22,so4_c.ext -> so4_c,0.1958,0.0018,0.1923,0.1993
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FADR_NADH_CYTBD_HYD_ATPS4r,R23,fadh2_c + 0.5*o2_c -> atp_c,3.0888,0.5145,2.6513,3.5311
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FBA,R24,fdp_c -> dhap_c + g3p_c,19.3764,1.2933,16.7015,22.5144
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FBA_reverse,R25,dhap_c + g3p_c -> fdp_c,8.8275,1.2792,6.1877,11.9307
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FUM,R26,fum_c -> mal_DASH_L_c,19.1726,9.874,9.3338,504.7594
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,FUM_reverse,R27,mal_DASH_L_c -> fum_c,15.7721,9.839,5.9439,509.8658
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,PGL,R28,g6p_c -> 6pgc_c + nadph_c,1.5642,0.1862,1.2507,1.8673
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,G6PDH2r,R28,g6p_c -> 6pgc_c + nadph_c,1.5642,0.1862,1.2507,1.8673
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GAPD,R29,g3p_c -> nadh_c + atp_c + 3pg_c,231.4058,64.2516,231.0241,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PGK,R29,g3p_c -> nadh_c + atp_c + 3pg_c,231.4058,64.2516,231.0241,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GAPD_reverse,R30,nadh_c + atp_c + 3pg_c -> g3p_c,209.2607,64.2516,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PGK_reverse,R30,nadh_c + atp_c + 3pg_c -> g3p_c,209.2607,64.2516,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GHMT2r,R31,ser_DASH_L_c -> gly_c + mlthf_c,1.00E+03,64.2534,999.9615,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GHMT2r_reverse,R32,gly_c + mlthf_c -> ser_DASH_L_c,999.4702,64.2515,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GLCptspp,R33,pep_c + glc_DASH_D_e -> pyr_c + g6p_c,12.949,64.2523,0,13.0996
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,GLCt2pp,R34,,9.77E-05,64.2523,0,12.1054
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,GLNS,R35,glu_DASH_L_c + atp_c + nh4_c -> gln_DASH_L_c,0.5672,0.0051,0.557,0.5774
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,GluSYN,R36,akg_c + nh4_c + nadph_c -> glu_DASH_L_c,5.487,0.5035,5.3884,5.5854
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,GND,R37,6pgc_c -> ru5p_DASH_D_c + co2_c + nadph_c,1.00E-07,0.0771,0,0.1224
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,HEX1,R38,glc_DASH_D_c + atp_c -> g6p_c,9.77E-05,64.2523,0,12.1054
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,HisSYN,R39,10fthf_c + prpp_c + gln_DASH_L_c + 4*atp_c + asp_DASH_L_c -> 2*nadh_c + his_DASH_L_c + akg_c + fum_c,0.0756,6.77E-04,0.0743,0.077
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,ICDHyr,R40,icit_c -> akg_c + nadph_c + co2_c,5.0664,1.2238,3.4203,8.6668
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,ICDHyr_reverse,R41,akg_c + nadph_c + co2_c -> icit_c,2.2284,1.2417,0.5233,5.7701
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,ICL,R42,icit_c -> succ_c + glx_c,1.1566,0.2646,0.6979,1.6147
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,IleSYN,R43,glu_DASH_L_c + pyr_c + nadph_c + thr_DASH_L_c -> ile_DASH_L_c + co2_c + akg_c + nh4_c,0.2319,0.0021,0.2278,0.2361
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,LeuSYN,R44,glu_DASH_L_c + pyr_c + pyr_c + nadph_c + accoa_c -> nadh_c + leu_DASH_L_c + co2_c + co2_c + akg_c,0.3597,0.0032,0.3532,0.3661
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MALS,R45,glx_c + accoa_c -> mal_DASH_L_c,1.1566,0.2646,0.6979,1.6147
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MDH,R46,mal_DASH_L_c -> oaa_c + nadh_c,13.0771,4.7218,8.1514,25.4238
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MDH_reverse,R47,oaa_c + nadh_c -> mal_DASH_L_c,12.1891,4.3176,7.2866,24.4594
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ME1,R48,mal_DASH_L_c -> pyr_c + co2_c + nadph_c,1.00E-07,90.8685,0,4.8106
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ME2,R49,mal_DASH_L_c -> pyr_c + nadh_c + co2_c,3.6692,90.8709,0,4.8105
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,MetSYN,R50,succoa_c + atp_c + methf_c + asp_DASH_L_c + 2*nadph_c + cys_DASH_L_c -> pyr_c + succ_c + met_DASH_L_c + nh4_c,0.1227,0.0011,0.1205,0.1249
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MlthfSYN,R51,gly_c -> nadh_c + co2_c + mlthf_c + nh4_c,0.0408,0.049,0.04,0.0927
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MlthfSYN_reverse,R52,nadh_c + co2_c + mlthf_c + nh4_c -> gly_c,1.00E-07,0.5188,0,0.0519
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MTHFC,R53,mlthf_c -> 10fthf_c + nadph_c,0.0756,6.77E-04,0.0743,0.077
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,MTHFD,R54,nadh_c + mlthf_c -> methf_c,0.1227,0.0011,0.1205,0.1249
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,NADH_CYTBD_HYD_ATPS4r,R55,nadh_c + 0.5*o2_c -> 2*atp_c,39.6889,1.133,37.7574,41.6407
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,NADTRHD_THD2pp,R56,nadh_c -> nadph_c,1000,64.256,998.4281,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,NADTRHD_THD2pp_reverse,R57,nadph_c -> nadh_c,990.2168,64.256,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,PDH,R58,pyr_c -> nadh_c + accoa_c + co2_c,18.1326,0.4926,17.5438,18.7674
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PFK,R59,f6p_c + atp_c -> fdp_c,10.5488,0.1908,10.2353,10.8684
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,PGI,R60,g6p_c -> f6p_c,172.1104,288.4613,45.9512,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,PGI_reverse,R61,f6p_c -> g6p_c,160.8977,288.4635,34.7842,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PGM,R62,3pg_c -> pep_c,20.6816,64.2543,20.2994,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PGM_reverse,R63,pep_c -> 3pg_c,1.00E-07,64.2515,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ENO,R62,3pg_c -> pep_c,20.6816,64.2543,20.2994,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ENO_reverse,R63,pep_c -> 3pg_c,1.00E-07,64.2515,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,PheSYN,R64,e4p_c + glu_DASH_L_c + nadph_c + atp_c + pep_c + pep_c -> phe_DASH_L_c + co2_c + akg_c,0.1479,0.0013,0.1452,0.1506
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,PPC,R65,pep_c + co2_c -> oaa_c,4.9202,0.9686,4.1497,5.7789
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;,PPCK,R66,oaa_c + atp_c -> pep_c + co2_c,1.00E-07,0.8571,0,0.8434
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ProSYN,R67,glu_DASH_L_c + atp_c + 2*nadph_c -> pro_DASH_L_c,0.1765,0.0016,0.1733,0.1796
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PRPPS,R68,r5p_c + atp_c -> prpp_c,0.0756,6.77E-04,0.0743,0.077
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACKr,R69,accoa_c -> atp_c + ac_c,25.3484,64.2516,25.0964,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACKr_reverse,R70,atp_c + ac_c -> accoa_c,15.268,64.2515,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PTAr,R69,accoa_c -> atp_c + ac_c,25.3484,64.2516,25.0964,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,PTAr_reverse,R70,atp_c + ac_c -> accoa_c,15.268,64.2515,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,RPE,R71,ru5p_DASH_D_c -> xu5p_DASH_D_c,999.3958,64.2515,19.6857,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,RPE_reverse,R72,xu5p_DASH_D_c -> ru5p_DASH_D_c,1000,64.2515,999.9192,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,RPI,R73,ru5p_DASH_D_c -> r5p_c,1000,64.2515,999.9892,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,RPI_reverse,R74,r5p_c -> ru5p_DASH_D_c,999.3958,64.2515,19.686,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,SERAT_CYSS,R75,3*atp_c + ser_DASH_L_c + so4_c + accoa_c + 4*nadph_c -> ac_c + cys_DASH_L_c,0.1958,0.0018,0.1923,0.1993
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,SerSYN,R76,glu_DASH_L_c + 3pg_c -> akg_c + nadh_c + ser_DASH_L_c,0.9433,0.4972,0.9033,0.9602
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,SUCOAS,R77,succoa_c -> succ_c + atp_c,6.4039,64.2529,5.8959,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,SUCOAS_reverse,R78,succ_c + atp_c -> succoa_c,4.8684,64.2515,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,SUCDi,R79,succ_c -> fadh2_c + fum_c,3.2328,0.6178,2.6624,4.0827
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,SUCDi_reverse,R80,fadh2_c + fum_c -> succ_c,0.144,0.2633,0,0.7932
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TALA,R81,s7p_c -> e4p_c + TA_C3_c,6.6799,5.9777,2.1992,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TALA_reverse,R82,e4p_c + TA_C3_c -> s7p_c,6.8303,5.9867,2.3368,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,THRD_GLYAT,R83,thr_DASH_L_c -> nadh_c + gly_c + accoa_c,1.00E-07,0.9954,0,0.0759
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ThrSYN,R84,2*atp_c + asp_DASH_L_c + 2*nadph_c -> thr_DASH_L_c,0.4345,0.9957,0.4266,0.5106
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT1a,R85,s7p_c -> TK_C2_c + r5p_c,0.693,0.0855,0.5204,0.8432
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT1a_reverse,R86,TK_C2_c + r5p_c -> s7p_c,0.5425,0.0722,0.394,0.6927
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT1b,R87,f6p_c -> TA_C3_c + g3p_c,2.5476,0.4439,1.9448,3.5856
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT1b_reverse,R88,TA_C3_c + g3p_c -> f6p_c,2.3971,0.4563,1.7944,3.4532
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT2a,R89,xu5p_DASH_D_c -> TK_C2_c + g3p_c,999.3958,64.2515,19.6854,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT2a_reverse,R90,TK_C2_c + g3p_c -> xu5p_DASH_D_c,1000,64.2515,999.9192,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT2b,R91,f6p_c -> e4p_c + TK_C2_c,2.4658,0.2865,2.0606,2.9964
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TKT2b_reverse,R92,e4p_c + TK_C2_c -> f6p_c,2.012,0.2972,1.6072,2.5557
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TPI,R93,dhap_c -> g3p_c,16.6484,0.9422,14.8483,19.4805
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,TPI_reverse,R94,g3p_c -> dhap_c,6.0996,0.8661,4.4168,8.8642
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,TrpSYN,R95,e4p_c + gln_DASH_L_c + nadph_c + r5p_c + 3*atp_c + ser_DASH_L_c + pep_c + pep_c -> pyr_c + glu_DASH_L_c + g3p_c + co2_c + trp_DASH_L_c,0.0454,4.06E-04,0.0446,0.0462
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,TyrSYN,R96,e4p_c + glu_DASH_L_c + nadph_c + atp_c + pep_c + pep_c -> nadh_c + tyr_DASH_L_c + co2_c + akg_c,0.1101,9.85E-04,0.1081,0.1121
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04gndEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ValSYN,R97,glu_DASH_L_c + pyr_c + pyr_c + nadph_c -> co2_c + akg_c + val_DASH_L_c,0.3378,0.003,0.3317,0.3439
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,26dap_DASH_MSYN,R1,glu_DASH_L_c + pyr_c + succoa_c + atp_c + asp_DASH_L_c + 2*nadph_c -> 26dap_DASH_M_c + succ_c + akg_c,0.0559,0.0073,0.0402,0.0717
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACONTa,R2,cit_c -> icit_c,1.5375,1.83E+10,0.8729,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACONTa_reverse,R3,icit_c -> cit_c,1.00E-07,1.83E+10,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACONTb,R2,cit_c -> icit_c,1.5375,1.83E+10,0.8729,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACONTb_reverse,R3,icit_c -> cit_c,1.00E-07,1.83E+10,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,AKGDH,R4,akg_c -> nadh_c + succoa_c + co2_c,0.0182,497.6156,0,0.7175
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ALATA_L,R5,glu_DASH_L_c + pyr_c -> akg_c + ala_DASH_L_c,0.0837,0.0109,0.0601,0.1073
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ArgSYN,R6,glu_DASH_L_c + gln_DASH_L_c + co2_c + 5*atp_c + nadph_c + accoa_c + asp_DASH_L_c -> ac_c + arg_DASH_L_c + akg_c + fum_c,0.0482,0.0063,0.0346,0.0618
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ASNN,R7,2*atp_c + asp_DASH_L_c + nh4_c -> asn_DASH_L_c,0.0393,0.0051,0.0282,0.0503
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ASPTA,R8,glu_DASH_L_c + oaa_c -> akg_c + asp_DASH_L_c,0.697,2.23E+03,0.2212,0.8745
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04pgiEcoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ATPM,R9,atp_c -> atp_c.ext,27.5081,7.51E+03,16.5616,46.182
