experiment_id,sample_name_abbreviation,time_point,component_group_name,component_name,n_replicates_broth,calculated_concentration_broth_average,calculated_concentration_broth_cv,n_replicates_filtrate,calculated_concentration_filtrate_average,calculated_concentration_filtrate_cv,n_replicates,calculated_concentration_average,calculated_concentration_cv,calculated_concentration_units,extracellular_percent,used_,comment_
rpomut02,OxicRpoBE672K-rph-pyrE82,0,f6p,f6p.f6p_1.Light,6,0.733072207,34.01243625,2,0.130754856,0.005599414,6,0.602317351,41.39607083,mM,17.83655892,t,
rpomut02,OxicWtGlc,0,f6p,f6p.f6p_1.Light,6,0.451733171,13.17752608,2,0.022931081,11.55052083,6,0.42880209,13.8959568,mM,5.076244666,t,
rpomut02,OxicRph-pyrE82,0,fad,fad.fad_1.Light,6,0.018682809,34.75353698,2,0.006519972,1.182064323,6,0.012162836,53.38717098,mM,34.89824515,t,
rpomut02,OxicRpoBE546V,0,fad,fad.fad_1.Light,6,0.011811478,25.36718744,1,0.002092401,0,6,0.009719077,30.82844076,mM,17.71498392,t,
rpomut02,OxicRpoBE672K,0,fad,fad.fad_1.Light,6,0.012967365,18.80473484,0,0,0,6,0.012967365,18.80473484,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,fad,fad.fad_1.Light,6,0.043850909,100.7634298,2,0.003989255,6.258430154,6,0.039861654,110.8493528,mM,9.097314684,t,
rpomut02,OxicWtGlc,0,fad,fad.fad_1.Light,6,0.016012029,22.80596574,0,0,0,6,0.016012029,22.80596574,mM,0,t,
rpomut02,OxicRph-pyrE82,0,fdp,fdp.fdp_1.Light,6,0.833108901,56.29385916,2,1.308891949,7.550374987,6,0,0,mM,157.1093463,t,
rpomut02,OxicRpoBE546V,0,fdp,fdp.fdp_1.Light,6,0.950515162,12.39197708,2,0.011825834,74.26326562,6,0.938689328,12.58292453,mM,1.244149965,t,
rpomut02,OxicRpoBE672K,0,fdp,fdp.fdp_1.Light,6,0.961115173,24.97475038,2,0.011304072,57.27652997,6,0.949811101,25.2811764,mM,1.176141202,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,fdp,fdp.fdp_1.Light,6,1.830525507,56.36196999,2,0.029533686,4.441851483,6,1.800991821,57.28627187,mM,1.613399308,t,
rpomut02,OxicWtGlc,0,fdp,fdp.fdp_1.Light,6,0.589170557,11.79474428,2,0.015188571,2.117951664,6,0.573981987,12.10698363,mM,2.577958179,t,
rpomut02,OxicRph-pyrE82,0,fum,fum.fum_1.Light,6,0.256057901,60.63725959,2,0.384831258,23.04729592,6,0,0,mM,150.290718,t,
rpomut02,OxicRpoBE546V,0,fum,fum.fum_1.Light,6,0.504967954,26.94898866,2,0.018846446,0.559978035,6,0.486121508,27.99378248,mM,3.732206331,t,
rpomut02,OxicRpoBE672K,0,fum,fum.fum_1.Light,6,0.411109306,5.875187391,2,0.013670839,7.427835837,6,0.397438467,6.082646799,mM,3.325353913,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,fum,fum.fum_1.Light,6,0.980915575,89.40671124,0,0,0,6,0.980915575,89.40671124,mM,0,t,
rpomut02,OxicWtGlc,0,fum,fum.fum_1.Light,6,0.266561675,7.403858758,0,0,0,6,0.266561675,7.403858758,mM,0,t,
rpomut02,OxicRph-pyrE82,0,g1p,g1p.g1p_1.Light,6,0.061467382,64.64915015,2,0.126541062,1.514948706,6,0,0,mM,205.8670113,t,
rpomut02,OxicRpoBE546V,0,g1p,g1p.g1p_1.Light,2,0.055258955,1.32362678,2,0.01639392,19.02727928,2,0.038865035,8.243713178,mM,29.66744427,t,
rpomut02,OxicRpoBE672K,0,g1p,g1p.g1p_1.Light,6,0.065297167,17.47097665,2,0.012861778,13.30345829,6,0.052435388,21.99975636,mM,19.69729925,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,g1p,g1p.g1p_1.Light,4,0.052025947,25.52691464,0,0,0,4,0.052025947,25.52691464,mM,0,t,
rpomut02,OxicWtGlc,0,g1p,g1p.g1p_1.Light,6,0.080268648,9.571663412,2,0.025935252,28.95837137,6,0.054333395,19.77439468,mM,32.31056337,t,
rpomut02,OxicRph-pyrE82,0,g6p,g6p.g6p_1.Light,6,0.463487399,63.09758547,2,0.598218186,17.30918718,6,0,0,mM,129.0689214,t,
rpomut02,OxicRph-pyrE82,0,g6p,g6p.g6p_2.Light,6,0.403788546,59.32900976,2,0.600006094,21.04347917,6,0,0,mM,148.5941344,t,
rpomut02,OxicRpoBE546V,0,g6p,g6p.g6p_1.Light,6,0.427610618,17.1373894,1,0.017525651,0,6,0.410084967,17.86978375,mM,4.098507043,t,
rpomut02,OxicRpoBE546V,0,g6p,g6p.g6p_2.Light,6,0.454488746,9.258867496,1,0.014217462,0,6,0.440271284,9.557859518,mM,3.128232013,t,
rpomut02,OxicRpoBE672K,0,g6p,g6p.g6p_1.Light,6,0.369266376,11.17451709,0,0,0,6,0.369266376,11.17451709,mM,0,t,
rpomut02,OxicRpoBE672K,0,g6p,g6p.g6p_2.Light,6,0.428963664,17.69226488,0,0,0,6,0.428963664,17.69226488,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,g6p,g6p.g6p_1.Light,6,0.783628667,40.01746708,0,0,0,6,0.783628667,40.01746708,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,g6p,g6p.g6p_2.Light,6,0.807662638,46.86040287,0,0,0,6,0.807662638,46.86040287,mM,0,t,
rpomut02,OxicWtGlc,0,g6p,g6p.g6p_1.Light,6,0.383732322,14.17350619,0,0,0,6,0.383732322,14.17350619,mM,0,t,
rpomut02,OxicWtGlc,0,g6p,g6p.g6p_2.Light,6,0.388863539,10.91526014,0,0,0,6,0.388863539,10.91526014,mM,0,t,
rpomut02,OxicRph-pyrE82,0,gam6p,gam6p.gam6p_1.Light,6,0.050854396,64.37606752,2,0.056278406,4.63191776,6,0,0,mM,110.665763,t,
rpomut02,OxicRpoBE546V,0,gam6p,gam6p.gam6p_1.Light,6,0.06716637,18.75821037,0,0,0,6,0.06716637,18.75821037,mM,0,t,
rpomut02,OxicRpoBE672K,0,gam6p,gam6p.gam6p_1.Light,6,0.057570485,24.99892337,0,0,0,6,0.057570485,24.99892337,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,gam6p,gam6p.gam6p_1.Light,6,0.081939942,27.53311036,0,0,0,6,0.081939942,27.53311036,mM,0,t,
rpomut02,OxicWtGlc,0,gam6p,gam6p.gam6p_1.Light,6,0.058999884,28.95138367,0,0,0,6,0.058999884,28.95138367,mM,0,t,
rpomut02,OxicRph-pyrE82,0,gdp,gdp.gdp_1.Light,6,0.097043387,46.50003059,1,0.016549128,0,6,0.080494259,56.06015297,mM,17.05332909,t,
rpomut02,OxicRpoBE546V,0,gdp,gdp.gdp_1.Light,6,0.118677521,26.48908032,0,0,0,6,0.118677521,26.48908032,mM,0,t,
rpomut02,OxicRpoBE672K,0,gdp,gdp.gdp_1.Light,6,0.125912097,25.95426501,0,0,0,6,0.125912097,25.95426501,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,gdp,gdp.gdp_1.Light,6,0.160364476,70.26653968,0,0,0,6,0.160364476,70.26653968,mM,0,t,
rpomut02,OxicWtGlc,0,gdp,gdp.gdp_1.Light,6,0.08999168,27.76075114,0,0,0,6,0.08999168,27.76075114,mM,0,t,
rpomut02,OxicRph-pyrE82,0,gln-L,gln-L.gln-L_1.Light,6,0.9889067,62.09494184,2,1.140225601,19.25818076,6,0,0,mM,115.3016357,t,
rpomut02,OxicRpoBE546V,0,gln-L,gln-L.gln-L_1.Light,6,1.366484554,14.55550601,0,0,0,6,1.366484554,14.55550601,mM,0,t,
rpomut02,OxicRpoBE672K,0,gln-L,gln-L.gln-L_1.Light,6,1.254834538,7.556983474,0,0,0,6,1.254834538,7.556983474,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,gln-L,gln-L.gln-L_1.Light,6,2.357954196,59.1371918,0,0,0,6,2.357954196,59.1371918,mM,0,t,
rpomut02,OxicWtGlc,0,gln-L,gln-L.gln-L_1.Light,6,1.499642008,12.9346792,0,0,0,6,1.499642008,12.9346792,mM,0,t,
rpomut02,OxicRph-pyrE82,0,glu-L,glu-L.glu-L_1.Light,6,10.20852469,62.02901509,2,15.87265837,11.63455472,6,0,0,mM,155.4843512,t,
rpomut02,OxicRpoBE546V,0,glu-L,glu-L.glu-L_1.Light,6,11.5392796,7.003747045,2,0.02932077,1.858042223,6,11.50995883,7.021590168,mM,0.254095322,t,
rpomut02,OxicRpoBE672K,0,glu-L,glu-L.glu-L_1.Light,6,10.05992471,9.577265123,2,0.03576426,3.748666845,6,10.02416045,9.611444253,mM,0.355512202,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,glu-L,glu-L.glu-L_1.Light,6,24.58808708,54.66101136,2,0.694527332,10.61473586,6,23.89355975,56.25071946,mM,2.824649716,t,
rpomut02,OxicWtGlc,0,glu-L,glu-L.glu-L_1.Light,6,9.888539875,7.27957791,2,0.140121596,0.836189919,6,9.748418279,7.384222726,mM,1.417009971,t,
rpomut02,OxicRph-pyrE82,0,glx,glx.glx_1.Light,6,0.50417356,97.41706388,2,2.666506722,0.862842908,6,0,0,mM,528.8866642,t,
rpomut02,OxicRpoBE546V,0,glx,glx.glx_1.Light,6,0.281014503,39.13536569,2,0.161244495,11.647069,6,0.119770008,93.15191227,mM,57.3794211,t,
rpomut02,OxicRpoBE672K,0,glx,glx.glx_1.Light,6,0.263529527,18.88902513,2,0.15352772,78.29514186,6,0.110001807,118.2744044,mM,58.25826119,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,glx,glx.glx_1.Light,6,0.31563152,47.72584778,2,0.354130175,18.57737511,6,0,0,mM,112.1973419,t,
rpomut02,OxicWtGlc,0,glx,glx.glx_1.Light,6,0.332268654,18.07867468,2,0.252175515,48.69700082,6,0.08009314,170.6844967,mM,75.89506608,t,
rpomut02,OxicRph-pyrE82,0,glyc3p,glyc3p.glyc3p_1.Light,6,0.099316867,66.13742122,2,0.243216736,0.0354582,6,0,0,mM,244.8896586,t,
rpomut02,OxicRpoBE546V,0,glyc3p,glyc3p.glyc3p_1.Light,6,0.137967002,12.47675005,2,0.027654067,11.01943292,6,0.110312935,15.84714206,mM,20.04397163,t,
rpomut02,OxicRpoBE672K,0,glyc3p,glyc3p.glyc3p_1.Light,6,0.130836092,45.84645438,2,0.022267387,5.644768006,6,0.108568705,55.26166811,mM,17.01930027,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,glyc3p,glyc3p.glyc3p_1.Light,6,0.183823959,67.48715867,2,0.188960652,0.440522728,6,0,0,mM,102.7943545,t,
rpomut02,OxicWtGlc,0,glyc3p,glyc3p.glyc3p_1.Light,6,0.120401982,17.45007071,2,0.023530784,6.046203194,6,0.096871198,21.73850058,mM,19.5435186,t,
rpomut02,OxicRph-pyrE82,0,glyclt,glyclt.glyclt_1.Light,6,0.118538158,71.74752051,2,0.5217204,3.325157806,6,0,0,mM,440.1286543,t,
rpomut02,OxicRpoBE546V,0,glyclt,glyclt.glyclt_1.Light,6,0.130144761,28.19653732,2,0.05705017,6.273941538,6,0.07309459,50.44212123,mM,43.83593323,t,
rpomut02,OxicRpoBE672K,0,glyclt,glyclt.glyclt_1.Light,6,0.098953382,20.15035794,2,0.039575606,48.35319888,6,0.059377776,46.5433618,mM,39.99419257,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,glyclt,glyclt.glyclt_1.Light,6,0.115508669,45.71143315,2,0.165328336,19.98257543,6,0,0,mM,143.1306734,t,
rpomut02,OxicWtGlc,0,glyclt,glyclt.glyclt_1.Light,6,0.14944847,17.84294705,2,0.092774467,44.37528241,6,0.056674003,86.5486002,mM,62.07789664,t,
rpomut02,OxicRph-pyrE82,0,gsn,gsn.gsn_1.Light,6,0.00089693,47.37515161,2,0.000676571,8.669507055,6,0.000220359,194.6601111,mM,75.43185606,t,
rpomut02,OxicRpoBE546V,0,gsn,gsn.gsn_1.Light,6,0.000911566,10.94157982,0,0,0,6,0.000911566,10.94157982,mM,0,t,
rpomut02,OxicRpoBE672K,0,gsn,gsn.gsn_1.Light,4,0.001038172,7.662926865,0,0,0,4,0.001038172,7.662926865,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,gsn,gsn.gsn_1.Light,4,0.00400257,84.31999503,2,0.000400092,2.465672299,4,0.003602478,93.68498145,mM,9.995867083,t,
rpomut02,OxicRph-pyrE82,0,gthox,gthox.gthox_1.Light,6,0.259769897,69.79880924,2,0.507454254,10.36300939,6,0,0,mM,195.3475978,t,
rpomut02,OxicRpoBE546V,0,gthox,gthox.gthox_1.Light,6,0.463053101,25.89690712,2,0.000447379,90.25706545,6,0.462605722,25.9220986,mM,0.096615084,t,
rpomut02,OxicRpoBE672K,0,gthox,gthox.gthox_1.Light,6,0.393734151,5.83316702,2,0.000271665,28.77476471,6,0.393462486,5.837228321,mM,0.068997025,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,gthox,gthox.gthox_1.Light,6,1.787069364,113.3121149,2,0.025328017,1.870195913,6,1.761741347,114.9411717,mM,1.417293422,t,
rpomut02,OxicWtGlc,0,gthox,gthox.gthox_1.Light,6,0.398351509,7.956262381,0,0,0,6,0.398351509,7.956262381,mM,0,t,
rpomut02,OxicRph-pyrE82,0,gthrd,gthrd.gthrd_1.Light,3,3.45919585,5.143581948,0,0,0,3,3.45919585,5.143581948,mM,0,t,
rpomut02,OxicRpoBE546V,0,gthrd,gthrd.gthrd_1.Light,6,2.521133706,11.66280273,0,0,0,6,2.521133706,11.66280273,mM,0,t,
rpomut02,OxicRpoBE672K,0,gthrd,gthrd.gthrd_1.Light,4,1.754440111,19.33934439,0,0,0,4,1.754440111,19.33934439,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,gthrd,gthrd.gthrd_1.Light,4,3.998294037,48.54345146,0,0,0,4,3.998294037,48.54345146,mM,0,t,
rpomut02,OxicWtGlc,0,gthrd,gthrd.gthrd_1.Light,2,2.322485096,1.826024611,0,0,0,2,2.322485096,1.826024611,mM,0,t,
rpomut02,OxicRph-pyrE82,0,gtp,gtp.gtp_1.Light,6,0.265524103,51.8616711,2,0.130767448,4.331280863,6,0.134756655,102.27448,mM,49.24880523,t,
rpomut02,OxicRpoBE546V,0,gtp,gtp.gtp_1.Light,6,0.192815793,8.313817064,0,0,0,6,0.192815793,8.313817064,mM,0,t,
rpomut02,OxicRpoBE672K,0,gtp,gtp.gtp_1.Light,6,0.198660297,16.93857198,0,0,0,6,0.198660297,16.93857198,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,gtp,gtp.gtp_1.Light,6,0.376125612,84.47395405,0,0,0,6,0.376125612,84.47395405,mM,0,t,
rpomut02,OxicWtGlc,0,gtp,gtp.gtp_1.Light,6,0.180747425,23.88070815,0,0,0,6,0.180747425,23.88070815,mM,0,t,
rpomut02,OxicRpoBE546V,0,gua,gua.gua_1.Light,6,0.001384548,24.69275766,0,0,0,6,0.001384548,24.69275766,mM,0,t,
rpomut02,OxicRpoBE672K,0,gua,gua.gua_1.Light,6,0.001612333,39.67914283,0,0,0,6,0.001612333,39.67914283,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,gua,gua.gua_1.Light,5,0.007227435,106.1771398,1,0.002159559,0,5,0.005067876,151.4220917,mM,29.88002042,t,
rpomut02,OxicWtGlc,0,gua,gua.gua_1.Light,6,0.002233306,37.93761986,0,0,0,6,0.002233306,37.93761986,mM,0,t,
rpomut02,OxicRph-pyrE82,0,hxan,hxan.hxan_1.Light,6,0.000310117,45.32616751,2,0.000722534,6.050660112,6,0,0,mM,232.9876227,t,
rpomut02,OxicRpoBE546V,0,hxan,hxan.hxan_1.Light,6,0.001520095,8.378080233,2,0.000101666,42.70403278,6,0.001418429,9.485965612,mM,6.688148057,t,
rpomut02,OxicRpoBE672K,0,hxan,hxan.hxan_1.Light,6,0.001743583,57.65541225,2,0.000113977,15.01938688,6,0.001629607,61.69684276,mM,6.536917347,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,hxan,hxan.hxan_1.Light,6,0.003768942,122.5403188,2,0.000329994,10.15367331,6,0.003438948,134.3025527,mM,8.755611021,t,
rpomut02,OxicWtGlc,0,hxan,hxan.hxan_1.Light,6,0.00098998,81.19662426,2,0.000423224,2.495549724,6,0.000566756,141.8421864,mM,42.75071829,t,
rpomut02,OxicRph-pyrE82,0,icit,icit.icit_2.Light,4,0.010415619,17.7530955,2,0.026920113,15.89971991,4,0,0,mM,258.4590705,t,
rpomut02,OxicRpoBE546V,0,icit,icit.icit_2.Light,6,0.023856617,19.2619699,2,0.00704967,18.40773309,6,0.016806947,28.41069835,mM,29.55016686,t,
rpomut02,OxicRpoBE672K,0,icit,icit.icit_2.Light,6,0.014772144,19.22865299,2,0.002807502,13.25564465,6,0.011964643,23.9435469,mM,19.00537641,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,icit,icit.icit_2.Light,6,0.024461547,57.06890767,2,0.023533203,21.65337016,6,0.000928345,1600.795306,mM,96.20488116,t,
rpomut02,OxicWtGlc,0,icit,icit.icit_2.Light,6,0.009445876,36.25823812,0,0,0,6,0.009445876,36.25823812,mM,0,t,
rpomut02,OxicRph-pyrE82,0,imp,imp.imp_1.Light,6,0.013788229,30.70559722,1,0.0070403,0,6,0.00674793,62.74158668,mM,51.06021565,t,
rpomut02,OxicRpoBE546V,0,imp,imp.imp_1.Light,3,0.026091417,32.07140962,0,0,0,3,0.026091417,32.07140962,mM,0,t,
rpomut02,OxicRpoBE672K,0,imp,imp.imp_1.Light,6,0.07582897,20.69302206,0,0,0,6,0.07582897,20.69302206,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,imp,imp.imp_1.Light,2,0.039685979,63.16832948,0,0,0,2,0.039685979,63.16832948,mM,0,t,
rpomut02,OxicWtGlc,0,imp,imp.imp_1.Light,6,0.060544467,79.42231551,0,0,0,6,0.060544467,79.42231551,mM,0,t,
rpomut02,OxicRph-pyrE82,0,ins,ins.ins_1.Light,6,0.00174666,40.00508016,2,0.001407355,0.87897222,6,0.000339305,205.9689,mM,80.57408248,t,
rpomut02,OxicRpoBE546V,0,ins,ins.ins_1.Light,6,0.002053709,14.72383954,2,0.000653419,1.067761664,6,0.00140029,21.60018394,mM,31.81651459,t,
rpomut02,OxicRpoBE672K,0,ins,ins.ins_1.Light,6,0.002664533,38.40402003,2,0.000624158,4.008280147,6,0.002040375,50.16693192,mM,23.42466525,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,ins,ins.ins_1.Light,6,0.005380722,92.24853764,2,0.000963258,3.876380562,6,0.004417464,112.3671427,mM,17.90202583,t,
rpomut02,OxicWtGlc,0,ins,ins.ins_1.Light,6,0.00121942,10.35659356,2,0.000909912,3.765707853,6,0.000309508,42.27876384,mM,74.61843283,t,
rpomut02,OxicRph-pyrE82,0,itp,itp.itp_1.Light,4,0.003948339,17.25950749,0,0,0,4,0.003948339,17.25950749,mM,0,t,
rpomut02,OxicRpoBE546V,0,itp,itp.itp_1.Light,6,0.001691186,28.79106704,0,0,0,6,0.001691186,28.79106704,mM,0,t,
rpomut02,OxicRpoBE672K,0,itp,itp.itp_1.Light,6,0.001913235,24.47325659,0,0,0,6,0.001913235,24.47325659,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,itp,itp.itp_1.Light,6,0.018238934,182.1570081,0,0,0,6,0.018238934,182.1570081,mM,0,t,
rpomut02,OxicWtGlc,0,itp,itp.itp_1.Light,6,0.002343765,36.79246412,0,0,0,6,0.002343765,36.79246412,mM,0,t,
rpomut02,OxicRph-pyrE82,0,lac-L,lac-L.lac-L_1.Light,6,0.624381229,39.62231586,2,1.109626283,3.398876266,6,0,0,mM,177.7161503,t,
rpomut02,OxicRpoBE546V,0,lac-L,lac-L.lac-L_1.Light,6,0.536753135,14.68610069,2,0.240663913,14.36789336,6,0.296089222,29.07185707,mM,44.8369832,t,
rpomut02,OxicRpoBE672K,0,lac-L,lac-L.lac-L_1.Light,6,0.441938982,11.3869106,2,0.602728288,1.715708544,6,0,0,mM,136.3826938,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,lac-L,lac-L.lac-L_1.Light,6,0.928455709,31.55509713,2,0.448323643,0.887156431,6,0.480132065,61.02531326,mM,48.28702535,t,
rpomut02,OxicWtGlc,0,lac-L,lac-L.lac-L_1.Light,6,0.790925774,29.88745343,2,1.058066252,2.205035294,6,0,0,mM,133.7756699,t,
rpomut02,OxicRph-pyrE82,0,malcoa,malcoa.malcoa_1.Light,4,11.24033969,10.24794126,0,0,0,4,11.24033969,10.24794126,height_ratio,0,t,
rpomut02,OxicRpoBE546V,0,malcoa,malcoa.malcoa_1.Light,6,8.89587515,77.73673797,2,5.042777312,9.457115267,6,3.853097838,179.901682,height_ratio,56.68669161,t,
rpomut02,OxicRpoBE672K,0,malcoa,malcoa.malcoa_1.Light,6,9.856988144,40.57789803,2,3.099820919,17.40297535,6,6.757167225,59.72878848,height_ratio,31.44795219,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,malcoa,malcoa.malcoa_1.Light,6,11.00796971,38.31633555,2,3.008995143,9.234019143,6,7.998974567,52.84417899,height_ratio,27.33469679,t,
rpomut02,OxicWtGlc,0,malcoa,malcoa.malcoa_1.Light,4,6.766506339,26.19682002,0,0,0,4,6.766506339,26.19682002,height_ratio,0,t,
rpomut02,OxicRph-pyrE82,0,mal-L,mal-L.mal-L_1.Light,6,0.838963558,61.96001852,2,2.076874959,6.05399875,6,0,0,mM,247.5524637,t,
rpomut02,OxicRpoBE546V,0,mal-L,mal-L.mal-L_1.Light,6,1.368845497,23.2774299,2,0.041773042,2.430782746,6,1.327072455,24.01026921,mM,3.051698831,t,
rpomut02,OxicRpoBE672K,0,mal-L,mal-L.mal-L_1.Light,6,1.043272547,14.63952727,2,0.038056445,3.829220401,6,1.005216102,15.19445628,mM,3.647795151,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,mal-L,mal-L.mal-L_1.Light,6,3.606667532,100.9833114,2,0.40456745,0.117071817,6,3.202100081,113.7419895,mM,11.21720943,t,
rpomut02,OxicWtGlc,0,mal-L,mal-L.mal-L_1.Light,6,0.987398868,3.883909196,2,0.044854969,14.22254481,6,0.942543899,4.124654037,mM,4.542740587,t,
rpomut02,OxicRph-pyrE82,0,met-L,met-L.met-L_1.Light,6,0.018034352,61.86020375,2,0.012270096,7.939435816,6,0.005764256,194.2755438,mM,68.03735409,t,
rpomut02,OxicRpoBE546V,0,met-L,met-L.met-L_1.Light,6,0.017369663,7.37371715,0,0,0,6,0.017369663,7.37371715,mM,0,t,
rpomut02,OxicRpoBE672K,0,met-L,met-L.met-L_1.Light,6,0.021299376,11.69237744,0,0,0,6,0.021299376,11.69237744,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,met-L,met-L.met-L_1.Light,6,0.055620206,73.52394013,0,0,0,6,0.055620206,73.52394013,mM,0,t,
rpomut02,OxicWtGlc,0,met-L,met-L.met-L_1.Light,6,0.021659274,20.54398314,0,0,0,6,0.021659274,20.54398314,mM,0,t,
rpomut02,OxicRph-pyrE82,0,mmal,mmal.mmal_1.Light,6,0.007634872,49.59016261,2,0.012937708,4.0859133,6,0,0,mM,169.4554681,t,
rpomut02,OxicRpoBE546V,0,mmal,mmal.mmal_1.Light,6,0.004880272,15.46534943,2,0.001355036,0.245136203,6,0.003525237,21.41015176,mM,27.76557878,t,
rpomut02,OxicRpoBE672K,0,mmal,mmal.mmal_1.Light,6,0.006868195,5.322834476,2,0.001546954,6.145280489,6,0.005321241,7.09873147,mM,22.52344388,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,mmal,mmal.mmal_1.Light,6,0.012477315,75.35440482,2,0.006180071,4.374835596,6,0.006297244,149.3684093,mM,49.53045702,t,
rpomut02,OxicWtGlc,0,mmal,mmal.mmal_1.Light,6,0.007113512,17.86509377,2,0.0038535,0.411570832,6,0.003260012,38.98558047,mM,54.17155593,t,
rpomut02,OxicRph-pyrE82,0,nad,nad.nad_1.Light,6,0.303403214,44.17647881,2,0.286868405,6.957966514,6,0.016534809,819.5495192,mM,94.55021963,t,
rpomut02,OxicRpoBE546V,0,nad,nad.nad_1.Light,6,0.402097608,7.154382275,0,0,0,6,0.402097608,7.154382275,mM,0,t,
rpomut02,OxicRpoBE672K,0,nad,nad.nad_1.Light,6,0.452970699,10.09235613,0,0,0,6,0.452970699,10.09235613,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,nad,nad.nad_1.Light,6,0.665706094,54.860498,0,0,0,6,0.665706094,54.860498,mM,0,t,
rpomut02,OxicWtGlc,0,nad,nad.nad_1.Light,6,0.422002262,15.01440016,0,0,0,6,0.422002262,15.01440016,mM,0,t,
rpomut02,OxicRph-pyrE82,0,nadh,nadh.nadh_1.Light,6,0.00302376,79.16450003,2,0.003247993,22.4930818,6,0,0,mM,107.4156957,t,
rpomut02,OxicRpoBE546V,0,nadh,nadh.nadh_1.Light,6,0.00202785,59.05964755,0,0,0,6,0.00202785,59.05964755,mM,0,t,
rpomut02,OxicRpoBE672K,0,nadh,nadh.nadh_1.Light,6,0.000157195,43.10798701,0,0,0,6,0.000157195,43.10798701,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,nadh,nadh.nadh_1.Light,6,0.01690061,139.6100684,0,0,0,6,0.01690061,139.6100684,mM,0,t,
rpomut02,OxicWtGlc,0,nadh,nadh.nadh_1.Light,2,0.000226517,24.96257029,0,0,0,2,0.000226517,24.96257029,mM,0,t,
rpomut02,OxicRph-pyrE82,0,nadp,nadp.nadp_1.Light,6,0.063499434,38.86097778,2,0.048475978,10.55669029,6,0.015023456,167.7480102,mM,76.34080262,t,
rpomut02,OxicRpoBE546V,0,nadp,nadp.nadp_1.Light,6,0.077585358,8.894391843,1,0.00016592,0,6,0.077419439,8.913453634,mM,0.213854158,t,
rpomut02,OxicRpoBE672K,0,nadp,nadp.nadp_1.Light,6,0.072047937,13.92615235,2,0.00027896,25.90467112,6,0.071768976,13.98064481,mM,0.387187227,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,nadp,nadp.nadp_1.Light,6,0.182095484,76.27310011,2,0.002130617,8.249723988,6,0.179964867,77.17616484,mM,1.170055097,t,
rpomut02,OxicWtGlc,0,nadp,nadp.nadp_1.Light,6,0.064985258,13.98286959,2,0.000633756,9.259815067,6,0.064351502,14.12087232,mM,0.975231066,t,
rpomut02,OxicRph-pyrE82,0,nadph,nadph.nadph_1.Light,6,0.002874952,48.00868107,2,0.001917029,11.66476714,6,0.000957923,145.9641335,mM,66.68038731,t,
rpomut02,OxicRpoBE546V,0,nadph,nadph.nadph_1.Light,6,0.00210598,22.47186337,0,0,0,6,0.00210598,22.47186337,mM,0,t,
rpomut02,OxicRpoBE672K,0,nadph,nadph.nadph_1.Light,6,0.001493491,18.12357995,0,0,0,6,0.001493491,18.12357995,mM,0,t,
rpomut02,OxicRpoBE672K-rph-pyrE82,0,nadph,nadph.nadph_1.Light,6,0.003779567,35.74069643,0,0,0,6,0.003779567,35.74069643,mM,0,t,
rpomut02,OxicWtGlc,0,nadph,nadph.nadph_1.Light,6,0.003069878,32.81407198,0,0,0,6,0.003069878,32.81407198,mM,0,t,
rpomut02,OxicRph-pyrE82,0,pep,pep.pep_1.Light,6,0.02014275,55.85648584,2,0.047384364,0.510167422,6,0,0,mM,235.2427716,t,
