Index,Sample Index,Original Filename,Sample Name,Sample Name Original,Sample ID,Sample Comment,Sample Type,Acquisition Date & Time,Rack Number,Plate Number,Vial Number,Dilution Factor,Injection Volume,Operator Name,Acq. Method Name,IS,Component Name,Component Index,Component Comment,IS Comment,Mass Info,IS Mass Info,IS Name,Component Group Name,Conc. Units,Failed Query,IS Failed Query,Outlier Reasons,Peak Comment,IS Peak Comment,Actual Concentration,IS Actual Concentration,Concentration Ratio,Expected RT,IS Expected RT,Integration Type,IS Integration Type,Area,IS Area,Corrected Area,IS Corrected Area,Area Ratio,Height,IS Height,Corrected Height,IS Corrected Height,Height Ratio,Area / Height,IS Area / Height,Corrected Area/Height,IS Corrected Area/Height,Region Height,IS Region Height,Quality,IS Quality,Retention Time,IS Retention Time,Start Time,IS Start Time,End Time,IS End Time,Total Width,IS Total Width,Width at 50%,IS Width at 50%,Signal / Noise,IS Signal / Noise,Baseline Delta / Height,IS Baseline Delta / Height,Modified,Relative RT,Used,Calculated Concentration,Accuracy,Start Time at 5%,End Time at 5%,Width at 5%,Start Time at 10%,End Time at 10%,Width at 10%,Slope of Baseline,Tailing Factor,Asymmetry Factor,Ion Ratio,Expected Ion Ratio,Points Across Baseline,Points Across Half Height,Comment,Use_Calculated_Concentration
122,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,arg-L.arg-L_1.Light,122,,,173.0 / 131.0,179.0 / 136.0,arg-L.arg-L_1.Heavy,arg-L,uM,FALSE,FALSE,,,,N/A,1,N/A,0.7,0.7,Baseline,Baseline,17052708.48,1739.665,17052708.48,1739.665,9802.294398,1530677.314,729.5379747,1530677.314,729.5379747,2098.146179,11.14062927,2.384611988,11.14062927,2.384611988,1530183,623,0.995235942,N/A,0.704988186,0.555442661,0.580916667,0.512183333,1.396866667,0.58855,0.81595,0.076366667,0.198342653,0.053903069,272.7155366,7.352826998,0.003676804,0.026043881,FALSE,1.269236657,TRUE,<2 points,N/A,0.602060903,0.922091516,0.320030613,0.604298085,0.894478676,0.290180591,6897.481463,2.169039379,3.056470014,1,N/A,29,10,,FALSE
123,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,orn.orn_1.Light,123,,,131.0 / 85.0,179.0 / 136.0,arg-L.arg-L_1.Heavy,orn,uM,FALSE,FALSE,,,,N/A,1,N/A,0.7,0.7,Baseline,Baseline,345920.9435,1739.665,345920.9435,1739.665,198.843423,19717.49255,729.5379747,19717.49255,729.5379747,27.0273697,17.54386074,2.384611988,17.54386074,2.384611988,19608,623,0.99439053,N/A,0.73544219,0.555442661,0.58855,0.512183333,1.196,0.58855,0.60745,0.076366667,0.323637439,0.053903069,41.74777083,7.352826998,0.003955878,0.026043881,FALSE,1.324065007,TRUE,<2 points,N/A,0.600131399,1.099675705,0.499544306,0.601993736,1.078946563,0.476952828,128.4056301,5.327305649,9.593553473,1,N/A,22,14,,FALSE
124,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,his-L.his-L_1.Light,124,Change RT to 1.0,Change RT to 1.0,154.0 / 137.0,160.0 / 143.0,his-L.his-L_1.Heavy,his-L,uM,FALSE,FALSE,,,,N/A,1,N/A,0.88,0.88,Baseline,Baseline,29853330.18,1052.039,29853330.18,1052.039,28376.6383,3110728.694,231.1464796,3110728.694,231.1464796,13457.82423,9.596892921,4.551395296,9.596892921,4.551395296,3057235,210,1,0.902561309,0.862661156,0.886572643,0.717016667,0.829383333,1.552133333,0.95295,0.835116667,0.123566667,0.129379492,0.077310987,53.16531194,5.923314812,0.007999412,0.224965572,FALSE,0.973029298,TRUE,<2 points,N/A,0.774645308,1.187971898,0.413326589,0.781157211,1.09244331,0.311286099,29797.03435,2.33066571,2.788804316,1,N/A,22,5,,FALSE
126,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,asn-L.asn-L_1.Light,126,,,131.0 / 114.0,135.0 / 118.0,asn-L.asn-L_1.Heavy,asn-L,uM,FALSE,FALSE,,,,N/A,1,N/A,0.92,0.92,Baseline,Baseline,10011474.29,24551.4065,10011474.29,24551.4065,407.7759981,1247838.133,3002,1247838.133,3002,415.6689318,8.023055252,8.178349933,8.023055252,8.178349933,1245852,2184,1,1,0.902769089,0.834138895,0.77125,0.6834,1.270166667,1.000766667,0.498916667,0.317366667,0.12540004,0.151573807,67.05353325,7.007210438,0.000601841,0,FALSE,1.082276698,TRUE,<2 points,N/A,0.83167367,1.102926979,0.271253309,0.8342113,1.085041884,0.250830584,1505.2614,1.909526434,2.662364527,1,N/A,13,5,,FALSE
128,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,ser-L.ser-L_1.Light,128,,,104.0 / 74.0,107.0 / 76.0,ser-L.ser-L_1.Heavy,ser-L,uM,FALSE,FALSE,,,,N/A,1,N/A,0.92,0.92,Baseline,N/A,5999519.51,N/A,5999519.51,N/A,N/A,821909.1287,N/A,821909.1287,N/A,N/A,7.299492487,N/A,7.299492487,N/A,820375,205,1,N/A,0.902447503,N/A,0.794516667,N/A,1.309083333,N/A,0.514566667,N/A,0.107818971,N/A,108.1368318,N/A,0.002574494,N/A,FALSE,N/A,TRUE,N/A,N/A,0.832243363,1.09925628,0.267012917,0.835159025,1.078897018,0.243737994,4112.197966,1.894874118,2.608742593,1,N/A,13,5,,FALSE
130,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,citr-L.citr-L_1.Light,130,,,174.0 / 131.0,180.0 / 136.0,citr-L.citr-L_1.Heavy,citr-L,uM,FALSE,FALSE,,,,N/A,1,N/A,0.93,0.93,Baseline,Baseline,5034360.506,5232.15,5034360.506,5232.15,962.1972814,665978.836,929.3824701,665978.836,929.3824701,716.5820934,7.559340078,5.629705926,7.559340078,5.629705926,663113,840,1,0.56288548,0.910885168,0.834284194,0.829383333,0.760466667,1.232366667,0.9027,0.402983333,0.142233333,0.110591068,0.097376539,39.41154201,4.039774747,0.023652403,0.07531883,FALSE,1.091816404,TRUE,<2 points,N/A,0.833077592,1.113408922,0.28033133,0.837119733,1.09023356,0.253113827,-39088.4652,2.01322633,2.859603474,1,N/A,10,4,,FALSE
131,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,gln-L.gln-L_1.Light,131,,,145.0 / 127.0,150.0 / 132.0,gln-L.gln-L_1.Heavy,gln-L,uM,FALSE,FALSE,,,,N/A,1,N/A,0.93,0.93,Baseline,Baseline,10397731.79,3538.36,10397731.79,3538.36,2938.573743,958701.2491,620.1093274,958701.2491,620.1093274,1546.019721,10.84564331,5.706026088,10.84564331,5.706026088,913987,630,1,0.96288324,0.904965079,1.000766667,0.75005,0.863316667,1.6028,1.104183333,0.85275,0.240866667,0.166963971,0.079122997,26.85579734,8.176795224,0.044178518,0.225766641,FALSE,0.904271804,TRUE,<2 points,N/A,0.830638493,1.545461673,0.714823181,0.832539788,1.103503514,0.270963725,49667.54617,4.959812861,2.862071099,1,N/A,22,6,,FALSE
135,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,Lcystin.Lcystin_1.Light,135,,,239.0 / 120.0,245.0 / 123.0,Lcystin.Lcystin_1.Heavy,Lcystin,uM,FALSE,FALSE,,,,N/A,1,N/A,0.94,0.94,Baseline,Baseline,2443128.201,933.965,2443128.201,933.965,2615.866976,227515.1679,312.2110615,227515.1679,312.2110615,728.7223164,10.73830911,2.991453908,10.73830911,2.991453908,222430,286,0,0.500741087,0.932366081,0.863316667,0.829383333,0.794516667,1.552133333,0.9027,0.72275,0.108183333,0.153515349,0.046134401,47.62094381,5.246761586,0.012601358,0.230613226,FALSE,1.07998156,TRUE,<2 points,N/A,0.834554532,1.287033599,0.452479067,0.83959682,1.178149667,0.338552847,3966.793497,3.319949819,4.365067943,1,N/A,17,5,,FALSE
136,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,thr-L.thr-L_1.Light,136,,,118.0 / 74.0,122.0 / 76.0,thr-L.thr-L_1.Heavy,thr-L,uM,FALSE,FALSE,,,,N/A,1,N/A,0.94,0.94,Baseline,Baseline,17968276.82,1262.512,17968276.82,1262.512,14232.16319,2276860.634,358,2276860.634,358,6359.945906,7.891689349,3.526569832,7.891689349,3.526569832,2270587,358,1,0,0.911840014,0.807637224,0.794516667,0.75005,1.6028,0.863316667,0.808283333,0.113266667,0.129545004,0.059269338,118.6685641,4.344032594,0.001290812,0,FALSE,1.129021777,TRUE,<2 points,N/A,0.834811933,1.12922411,0.294412177,0.840259465,1.099309756,0.25905029,3636.101202,2.16836472,3.148751946,1,N/A,19,5,,FALSE
142,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,met-L.met-L_1.Light,142,,,148.0 / 47.0,153.0 / 48.0,met-L.met-L_1.Heavy,met-L,uM,FALSE,FALSE,,,,N/A,1,N/A,1.22,1.22,Baseline,N/A,16631060.07,N/A,16631060.07,N/A,N/A,2463047.58,N/A,2463047.58,N/A,N/A,6.752228502,N/A,6.752228502,N/A,2461098,225,1,N/A,1.163098985,N/A,1.050566667,N/A,1.652416667,N/A,0.60185,N/A,0.107186509,N/A,179.0157425,N/A,0.000912284,N/A,FALSE,N/A,TRUE,N/A,N/A,1.104289483,1.345620374,0.241330891,1.106697931,1.314799389,0.208101458,3733.488411,2.636889904,3.800265897,1,N/A,14,5,,FALSE
159,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,adn.adn_1.Light,159,,,265.9 / 134.0,276.0 / 139.0,adn.adn_1.Heavy,adn,uM,FALSE,FALSE,,,,N/A,1,N/A,2,2,Baseline,Baseline,27202874.89,1288.845,27202874.89,1288.845,21106.3975,3856910.952,563.9156982,3856910.952,563.9156982,6839.516907,7.053021248,2.285527791,7.053021248,2.285527791,3855644,558,1,0.482804348,2.157136515,2.002083333,2.012233333,1.91615,2.633516667,2.012233333,0.621283333,0.096083333,0.114299414,0.022901967,710.1598163,11.13592361,0.000361948,0.099305623,FALSE,1.077445918,TRUE,<2 points,N/A,2.078905,2.308795953,0.229890953,2.085892561,2.292278821,0.20638626,2246.961934,1.754133981,2.525513098,1,N/A,34,9,,FALSE
164,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,glu-L.glu-L_1.Light,164,,,146.0 / 128.0,136.0 / 91.0,asp-L.asp-L_1.Heavy,glu-L,uM,FALSE,FALSE,,,,N/A,1,N/A,2.3,2.3,Baseline,Baseline,38566112.9,4459.5105,38566112.9,4459.5105,8648.059668,4393276.828,1032,4393276.828,1032,4257.05119,8.778439058,4.321231105,8.778439058,4.321231105,4391713,975,1,0.508183218,2.435421008,2.297083333,2.184433333,2.184433333,3.170466667,2.39685,0.986033333,0.212416667,0.143515326,0.060066168,1758.094954,19.64497419,6.51E-05,0,FALSE,1.060223185,TRUE,<2 points,N/A,2.357633684,2.638746467,0.281112783,2.362521561,2.610751109,0.248229548,-290.0510463,1.728159809,2.247160777,1,N/A,62,6,,FALSE
175,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,lac-L.lac-L_1.Light,175,,,89.0 / 43.0,92.0 / 45.0,lac-L.lac-L_1.Heavy,lac-L,uM,FALSE,FALSE,,,,N/A,1,N/A,3.3,3.3,Baseline,Baseline,12363189.68,4763.8635,12363189.68,4763.8635,2595.202335,1556582.316,562.5792532,1556582.316,562.5792532,2766.867613,7.942522252,8.467897585,7.942522252,8.467897585,1544551,443,1,0.646684902,3.405632438,3.453182373,3.2401,3.30455,4.17895,3.533983333,0.93885,0.229433333,0.122822139,0.188482497,580.4205191,5.268689268,0.007069334,0.197305534,FALSE,0.986230112,TRUE,<2 points,N/A,3.305491147,3.572709354,0.267218208,3.309765493,3.543338451,0.233572958,11720.72216,1.525934829,1.804518702,1,N/A,60,4,,FALSE
181,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,nad.nad_1.Light,181,,,662.0 / 540.0,683.0 / 555.0,nad.nad_1.Heavy,nad,uM,FALSE,FALSE,,,,N/A,1,N/A,4.3,4.3,Valley,Baseline,7995329.06,451.994,7995329.06,451.994,17689.01592,797262.5808,232,797262.5808,232,3436.476642,10.02847651,1.94825,10.02847651,1.94825,796644,232,1,1,4.283102968,3.908625,4.0432,3.8951,5.219533333,3.955566667,1.176333333,0.060466667,0.151007978,0.038791667,1899.719377,4.115332093,0.000114093,0,FALSE,1.095808108,TRUE,<2 points,N/A,4.161955634,4.527387112,0.365431478,4.179154109,4.485550912,0.306396803,77.32645987,1.529714165,1.996666167,1,N/A,70,10,,FALSE
183,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,pyr.pyr_1.Light,183,,,87.0 / 43.0,90.0 / 45.0,pyr.pyr_1.Heavy,pyr,uM,FALSE,FALSE,,,,N/A,1,N/A,4.4,4.4,Baseline,Baseline,767145.4475,1347.521,767145.4475,1347.521,569.3012929,63800.1425,706,63800.1425,706,90.3684738,12.02419646,1.908669972,12.02419646,1.908669972,63467,647,0.99892109,0.213888895,4.463460855,4.806422766,4.149316667,4.760166667,4.709316667,4.842533333,0.56,0.082366667,0.171188956,0.056357335,85.8474431,7.172851109,0.007382429,0,FALSE,0.92864508,TRUE,<2 points,N/A,4.2231957,4.666490551,0.44329485,4.241697467,4.640019858,0.398322392,-841.0714286,0.875197086,0.69677569,1,N/A,34,14,,FALSE
189,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,g6p.g6p_1.Light,189,,,259.0 / 199.0,265.0 / 203.0,g6p.g6p_1.Heavy,g6p,uM,FALSE,FALSE,,,,N/A,1,N/A,6,6,Valley,Baseline,3846186.813,3929.4895,3846186.813,3929.4895,978.8006338,204530.5859,1290,204530.5859,1290,158.5508418,18.80494693,3.046115891,18.80494693,3.046115891,200012,1536,1,0.47950169,5.691653022,5.984774504,5.439283333,5.93965,6.52055,6.0363,1.081266667,0.09665,0.219110069,0.066032365,133.8340862,5.171852788,0.013720812,0,FALSE,0.951022134,TRUE,<2 points,N/A,5.521211016,6.52055,0.999338984,5.539951139,6.489872007,0.949920868,2595.405706,3.516595562,6.701091509,1,N/A,76,16,,FALSE
191,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,r5p.r5p_1.Light,191,,,229.0 / 97.0,234.0 / 97.0,r5p.r5p_1.Heavy,r5p,uM,FALSE,FALSE,,,,N/A,1,N/A,6,6,Baseline,Baseline,770054.483,1066.4585,770054.483,1066.4585,722.0669937,33272.4246,246,33272.4246,246,135.2537585,23.1439245,4.335197154,23.1439245,4.335197154,31952,307,1,0.169124874,5.709667544,6.153383061,5.543333333,6.089466667,6.969416667,6.205633333,1.426083333,0.116166667,0.259980708,0.083155254,69.40949764,3.412457521,0.02401388,0,FALSE,0.927890802,TRUE,<2 points,N/A,5.550674304,6.964542814,1.41386851,5.557280337,6.88987304,1.332592703,560.2758137,4.427312821,7.705792349,1,N/A,104,19,,FALSE
195,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,glyc3p.glyc3p_1.Light,195,,,171.0 / 79.0,174.0 / 79.0,glyc3p.glyc3p_1.Heavy,glyc3p,uM,FALSE,FALSE,,,,N/A,1,N/A,6.5,6.5,Valley,Baseline,5334044.072,1783.6655,5334044.072,1783.6655,2990.495736,189260.492,421,189260.492,421,449.5498621,28.18361094,4.236735154,28.18361094,4.236735154,188313,421,1,0.262689769,6.297856452,6.761086318,6.015983333,6.6488,7.749516667,6.86685,1.733533333,0.21805,0.313711305,0.051223921,267.9008941,7.700303192,0.026470563,0,FALSE,0.931485882,TRUE,<2 points,N/A,6.085028653,7.733840983,1.64881233,6.101763738,7.399613217,1.297849479,2889.954128,3.997676175,5.849306466,1,N/A,122,29,,FALSE
199,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,g1p.g1p_1.Light,199,,,259.0 / 241.0,265.0 / 247.0,g1p.g1p_1.Heavy,g1p,uM,FALSE,FALSE,,,,N/A,1,N/A,7,7,Valley,Baseline,10722331.26,3185.499,10722331.26,3185.499,3365.981676,638729.2715,1169.680851,638729.2715,1169.680851,546.0714099,16.78697335,2.723391596,16.78697335,2.723391596,628819,1364,0.773666276,0.287101427,6.739623493,7.050203004,6.46285,7.004616667,7.038866667,7.086866667,0.576016667,0.08225,0.267964099,0.048462123,316.8717545,3.064567266,0.010962695,0.047876307,FALSE,0.955947437,TRUE,<2 points,N/A,6.53139619,7.038866667,0.507470477,6.545591239,7.038866667,0.493275428,12156.23505,1.356724368,1.854183172,1,N/A,43,21,,FALSE
203,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,ru5p-D.ru5p-D_1.Light,203,,,229.0 / 97.0,234.0 / 97.0,ru5p-D.ru5p-D_1.Heavy,ru5p-D,uM,FALSE,FALSE,,,,N/A,1,N/A,7.8,7.8,Valley,Baseline,470519.2675,558.0845,470519.2675,558.0845,843.0968205,24232.86575,243.882793,24232.86575,243.882793,99.3627531,19.41657551,2.288330772,19.41657551,2.288330772,24093,209,0.925887863,0.550343913,7.349101236,7.626542653,7.1476,7.587033333,7.8267,7.66055,0.6791,0.073516667,0.292605099,0.05392274,53.71996741,5.738951242,0.011607859,0.213217174,FALSE,0.9636216,TRUE,<2 points,N/A,7.1476,7.8267,0.6791,7.1476,7.8267,0.6791,-414.2124822,1.854788784,2.709577567,1,N/A,45,23,,FALSE
227,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,amp.amp_1.Light,227,,,346.0 / 134.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,,,,N/A,1,N/A,11.6,11.6,Valley,Baseline,1403992.265,9679.9705,1403992.265,9679.9705,145.0409653,102946.0538,701,102946.0538,701,146.8559968,13.63813583,13.80880243,13.63813583,13.80880243,100964,701,1,0.807150483,11.58217357,11.16455423,11.46995,11.08783333,12.72698333,11.70875,1.257033333,0.620916667,0.142140479,0.271254208,159.9600583,9.299205254,0.01143026,0,FALSE,1.037405824,TRUE,<2 points,N/A,11.50051982,12.38745162,0.886931803,11.50575183,12.0691242,0.563372367,936.0930831,4.595651817,5.172939935,1,N/A,33,6,,FALSE
233,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,camp.camp_1.Light,233,,,328.0 / 134.0,338.0 / 139.0,camp.camp_1.Heavy,camp,uM,FALSE,FALSE,,,,N/A,1,N/A,11.7,11.7,Baseline,Baseline,317914.949,10448.943,317914.949,10448.943,30.42556065,52990.54057,1795.096445,52990.54057,1795.096445,29.51960644,5.999466048,5.82082541,5.999466048,5.82082541,52823,1485,0.988737555,1,11.89562509,12.01054532,11.76535,11.87156667,12.18935,12.14581667,0.424,0.27425,0.098441913,0.081226285,82.30664592,9.242193179,0.00234004,0.069077068,FALSE,0.990431722,TRUE,<2 points,N/A,11.81928049,11.9670222,0.147741713,11.82215971,11.96442366,0.142263958,-292.4528302,0.750952755,0.489826365,1,N/A,10,4,,FALSE
235,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,gthox.gthox_1.Light,235,,,611.0 / 306.0,631.0 / 316.0,gthox.gthox_1.Heavy,gthox,uM,FALSE,FALSE,,,,N/A,1,N/A,12.29,11.7,Baseline,N/A,4838626.286,N/A,4838626.286,N/A,N/A,222807.4594,N/A,222807.4594,N/A,N/A,21.71662609,N/A,21.71662609,N/A,215744,247,1,N/A,12.28962479,N/A,11.81658333,N/A,13.12613333,N/A,1.30955,N/A,0.313791231,N/A,62.14662293,N/A,0.046641167,N/A,TRUE,N/A,TRUE,N/A,N/A,11.93425875,13.00126999,1.067011233,11.97192209,12.8287937,0.856871602,7935.55038,1.349708899,1.396098081,1,N/A,33,8,,FALSE
241,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,succ.succ_1.Light,241,,,117.0 / 99.0,121.0 / 103.0,succ.succ_1.Heavy,succ,uM,FALSE,FALSE,,,,N/A,1,N/A,11.8,11.8,Baseline,Baseline,7807017.743,18993.866,7807017.743,18993.866,411.028368,1339730.106,1701.220458,1339730.106,1701.220458,787.5111656,5.827306344,11.16484693,5.827306344,11.16484693,1323790,2105,1,1,11.99462817,11.68637196,11.87156667,11.54935,12.28523333,12.01111667,0.413666667,0.461766667,0.092288141,0.215024929,56.98191755,3.281877581,0.0044188,0.695970939,FALSE,1.026377408,TRUE,<2 points,N/A,11.91901716,12.10181558,0.182798414,11.92223943,12.08491952,0.162680082,-14311.03948,0.992396301,0.830390941,1,N/A,10,4,,FALSE
258,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,nadh.nadh_1.Light,258,,,664.0 / 408.0,685.0 / 418.0,nadh.nadh_1.Heavy,nadh,uM,FALSE,FALSE,,,,N/A,1,N/A,13.78,13.2,Baseline,Baseline,394839.3495,183.4995,394839.3495,183.4995,2151.718939,113371,71,113371,71,1596.774648,3.482719121,2.5845,3.482719121,2.5845,113442,142,0.984960759,0.212549858,13.77546704,13.61844167,13.6375,13.56428333,14.16271667,13.65043333,0.525216667,0.08615,0.05297964,0.062133333,772.6964512,5.692903843,0,0,TRUE,1.011530348,TRUE,<2 points,N/A,13.73327492,13.85469592,0.121420999,13.7391147,13.8441948,0.105080096,0,1.259769548,1.481114949,1,N/A,29,4,,FALSE
282,1,C:\Users\dmccloskey-sbrg\Analyst\Data\SSTs\SSTs_part1\130906_SystemWarmup.wiff (sample 5),41525.5743055556_130906_SST02,130906_SST02,,,Standard,9/8/2013 13:47,5,1,10,1,10,BOP5500QTRAP\Administrator,130923_McCloskey2013.dam,FALSE,nadp.nadp_1.Light,282,,,742.0 / 620.0,763.0 / 635.0,nadp.nadp_1.Heavy,nadp,uM,FALSE,FALSE,,,,N/A,1,N/A,14.2,14.2,Baseline,N/A,45393.835,N/A,45393.835,N/A,N/A,4109.585242,N/A,4109.585242,N/A,N/A,11.0458434,N/A,11.0458434,N/A,4099,182,0.766919205,N/A,14.3720676,N/A,14.24341667,N/A,14.70191667,N/A,0.4585,N/A,0.226487704,N/A,54.31548379,N/A,0.110716769,N/A,FALSE,N/A,TRUE,N/A,N/A,14.25693609,14.70191667,0.444980575,14.26665284,14.6988447,0.432191858,992.3664122,3.295473366,6.477735695,1,N/A,21,14,,FALSE
