experiment_id,sample_name,filename,met_id,scan_type,precursor_formula
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_2pg_185_EPI.txt,2pg,EPI,C3H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_2pg_186_EPI.txt,2pg,EPI,C2[13C]H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_2pg_187_EPI.txt,2pg,EPI,C[13C]2H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_6pgc_275_EPI.txt,6pgc,EPI,C6H12O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_6pgc_276_EPI.txt,6pgc,EPI,C5[13C]H12O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_6pgc_277_EPI.txt,6pgc,EPI,C4[13C]2H12O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_accoa_808_EPI.txt,accoa,EPI,C23H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_accoa_809_EPI.txt,accoa,EPI,C22[13C]H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_accoa_810_EPI.txt,accoa,EPI,C21[13C]2H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_acon-C_173_EPI.txt,acon-C,EPI,C6H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_acon-C_174_EPI.txt,acon-C,EPI,C5[13C]H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_acon-C_175_EPI.txt,acon-C,EPI,C4[13C]2H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_acon-C_176_EPI.txt,acon-C,EPI,C3[13C]3H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_akg_145_EPI.txt,akg,EPI,C5H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_amp_346_EPI.txt,amp,EPI,C10H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,1_amp_347_EPI.txt,amp,EPI,C9[13C]H13N5O7P-
