 Volume in drive C is Windows
 Volume Serial Number is C630-A71C

 Directory of C:\Users\dmccloskey-sbrg\Google Drive\DataSets_AerobicFluxomics\Samples_EPI

03/27/2014  09:20 AM    <DIR>          .
03/27/2014  09:20 AM    <DIR>          ..
03/26/2014  12:04 PM            27,936 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_784-346.pdf
03/26/2014  12:05 PM            28,009 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_784-437.pdf
03/26/2014  12:04 PM            30,192 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_784.pdf
03/26/2014  12:02 PM            27,879 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_785-346.pdf
03/26/2014  12:03 PM            27,908 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_785-437.pdf
03/26/2014  12:01 PM            29,927 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_785.pdf
03/26/2014  12:00 PM            29,513 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_786-346.pdf
03/26/2014  12:01 PM            29,495 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_786-437.pdf
03/26/2014  11:59 AM            30,894 140221_0_OxicWTEcoliGlcM9_Broth-2_fad_786.pdf
03/25/2014  05:28 PM             1,192 1b_2pg_185_EPI.txt
03/25/2014  05:42 PM             1,620 1b_2pg_186_EPI.txt
03/25/2014  05:43 PM             2,259 1b_2pg_187_EPI.txt
03/25/2014  08:32 PM             4,466 1b_6pgc_275_EPI.txt
03/25/2014  08:38 PM             3,258 1b_6pgc_276_EPI.txt
03/25/2014  08:36 PM             3,905 1b_6pgc_277_EPI.txt
03/26/2014  09:25 AM             3,912 1b_accoa_808_EPI.txt
03/26/2014  09:26 AM             5,539 1b_accoa_809_EPI.txt
03/26/2014  09:26 AM             4,611 1b_accoa_810_EPI.txt
03/25/2014  05:21 PM             3,350 1b_acon-C_173_EPI.txt
03/25/2014  05:23 PM               947 1b_acon-C_174_EPI.txt
03/25/2014  05:24 PM             2,786 1b_acon-C_175_EPI.txt
03/25/2014  04:58 PM             1,647 1b_akg_145_EPI.txt
03/25/2014  09:22 PM             3,605 1b_amp_346_EPI.txt
03/25/2014  09:28 PM             1,745 1b_amp_347_EPI.txt
03/25/2014  04:54 PM             2,016 1b_asp-L_132_EPI.txt
03/25/2014  04:55 PM             1,638 1b_asp-L_133_EPI.txt
03/25/2014  04:59 PM             1,001 1b_asp-L_135_EPI.txt
03/25/2014  09:37 PM             3,641 1b_atp_506_EPI.txt
03/25/2014  09:38 PM             3,059 1b_atp_507_EPI.txt
03/25/2014  09:39 PM             3,790 1b_atp_508_EPI.txt
03/26/2014  09:22 AM             2,909 1b_fad_784_EPI.txt
03/26/2014  09:23 AM             3,522 1b_fad_785_EPI.txt
03/25/2014  09:16 PM             2,557 1b_fdp_339_EPI.txt
03/25/2014  09:18 PM             5,839 1b_fdp_340_EPI.txt
03/25/2014  09:19 PM             7,811 1b_fdp_341_EPI.txt
03/25/2014  09:20 PM             4,092 1b_fdp_342_EPI.txt
03/25/2014  08:06 PM             2,019 1b_g1p_259_EPI.txt
03/25/2014  08:10 PM             2,036 1b_g1p_260_EPI.txt
03/25/2014  08:05 PM             1,764 1b_g6p_259_EPI.txt
03/25/2014  08:09 PM             2,518 1b_g6p_260_EPI.txt
03/25/2014  05:00 PM             2,506 1b_glu-L_146_EPI.txt
03/25/2014  05:01 PM             1,469 1b_glu-L_147_EPI.txt
03/25/2014  05:01 PM             2,295 1b_glu-L_148_EPI.txt
03/25/2014  05:02 PM             2,014 1b_glu-L_149_EPI.txt
03/25/2014  05:12 PM             1,242 1b_glyc3p_171_EPI.txt
03/25/2014  05:15 PM             2,714 1b_glyc3p_172_EPI.txt
03/25/2014  05:17 PM             2,051 1b_glyc3p_173_EPI.txt
03/25/2014  09:42 PM             2,823 1b_gtp_522_EPI.txt
03/25/2014  09:42 PM             1,421 1b_gtp_523_EPI.txt
03/25/2014  05:45 PM             2,478 1b_icit_191_EPI.txt
03/25/2014  05:47 PM             1,713 1b_icit_192_EPI.txt
03/25/2014  05:48 PM               980 1b_icit_193_EPI.txt
03/25/2014  04:57 PM             1,346 1b_mal-L_133_EPI.txt
03/25/2014  05:07 PM               984 1b_pep_167_EPI.txt
03/25/2014  09:33 PM             3,476 1b_prpp_389_EPI.txt
03/25/2014  04:50 PM               685 1b_pyr_87_EPI.txt
03/25/2014  07:58 PM             2,827 1b_r5p_229_EPI.txt
03/25/2014  08:46 PM             2,628 1b_s7p_289_EPI.txt
03/25/2014  04:53 PM             1,887 1b_succ_117_EPI.txt
03/25/2014  08:56 PM             2,355 1b_ump_323_EPI.txt
03/25/2014  08:58 PM             2,194 1b_ump_324_EPI.txt
03/25/2014  09:11 PM             4,956 1b_ump_325_EPI.txt
03/25/2014  05:28 PM             1,072 1_2pg_185_EPI.txt
03/25/2014  05:42 PM               944 1_2pg_186_EPI.txt
03/25/2014  05:42 PM             1,651 1_2pg_187_EPI.txt
03/25/2014  08:32 PM             4,227 1_6pgc_275_EPI.txt
03/25/2014  08:38 PM             4,407 1_6pgc_276_EPI.txt
03/25/2014  08:36 PM             3,057 1_6pgc_277_EPI.txt
03/26/2014  09:24 AM             3,320 1_accoa_808_EPI.txt
03/26/2014  09:25 AM             5,220 1_accoa_809_EPI.txt
03/26/2014  09:26 AM             4,809 1_accoa_810_EPI.txt
03/25/2014  05:20 PM             2,807 1_acon-C_173_EPI.txt
03/25/2014  05:22 PM               891 1_acon-C_174_EPI.txt
03/25/2014  05:23 PM             3,028 1_acon-C_175_EPI.txt
03/25/2014  05:24 PM             2,349 1_acon-C_176_EPI.txt
03/25/2014  04:58 PM             1,770 1_akg_145_EPI.txt
03/25/2014  09:22 PM             2,144 1_amp_346_EPI.txt
03/25/2014  09:28 PM             4,858 1_amp_347_EPI.txt
03/25/2014  09:28 PM             5,214 1_amp_348_EPI.txt
03/25/2014  04:36 PM             1,768 1_asp-L_132_EPI.txt
03/25/2014  04:37 PM             1,638 1_asp-L_133_EPI.txt
03/25/2014  04:38 PM               773 1_asp-L_134_EPI.txt
03/25/2014  04:40 PM             1,099 1_asp-L_135_EPI.txt
03/25/2014  09:37 PM             4,006 1_atp_506_EPI.txt
03/25/2014  09:38 PM             2,816 1_atp_507_EPI.txt
03/25/2014  09:39 PM             2,122 1_atp_508_EPI.txt
03/26/2014  09:22 AM             2,688 1_fad_784_EPI.txt
03/26/2014  09:23 AM             1,958 1_fad_785_EPI.txt
03/25/2014  09:16 PM             2,311 1_fdp_339_EPI.txt
03/25/2014  09:18 PM             5,170 1_fdp_340_EPI.txt
03/25/2014  09:18 PM             3,307 1_fdp_341_EPI.txt
03/25/2014  09:20 PM             4,092 1_fdp_342_EPI.txt
03/25/2014  08:06 PM             1,646 1_g1p_259_EPI.txt
03/25/2014  08:10 PM             4,136 1_g1p_260_EPI.txt
03/25/2014  08:28 PM             2,202 1_g1p_261_EPI.txt
03/25/2014  08:05 PM             1,575 1_g6p_259_EPI.txt
03/25/2014  08:09 PM             3,070 1_g6p_260_EPI.txt
03/25/2014  08:28 PM             2,311 1_g6p_261_EPI.txt
03/25/2014  04:32 PM             2,676 1_glu-L_146_EPI.txt
03/25/2014  04:32 PM             1,881 1_glu-L_147_EPI.txt
03/25/2014  04:33 PM             2,295 1_glu-L_148_EPI.txt
03/25/2014  04:34 PM             2,026 1_glu-L_149_EPI.txt
03/25/2014  05:11 PM             1,102 1_glyc3p_171_EPI.txt
03/25/2014  05:15 PM             2,511 1_glyc3p_172_EPI.txt
03/25/2014  05:17 PM             2,502 1_glyc3p_173_EPI.txt
03/25/2014  04:46 PM               541 1_glyclt_74_EPI_10x.txt
03/25/2014  09:42 PM             2,919 1_gtp_522_EPI.txt
03/25/2014  09:42 PM             1,352 1_gtp_523_EPI.txt
03/25/2014  09:44 PM             2,973 1_gtp_524_EPI.txt
03/25/2014  05:45 PM             1,963 1_icit_191_EPI.txt
03/25/2014  05:46 PM             2,400 1_icit_192_EPI.txt
03/25/2014  05:47 PM               962 1_icit_193_EPI.txt
03/25/2014  04:56 PM             1,418 1_mal-L_133_EPI.txt
03/25/2014  04:57 PM             1,412 1_mal-L_134_EPI.txt
03/25/2014  04:28 PM             2,295 1_met-L_EPI.txt
03/25/2014  05:06 PM               893 1_pep_167_EPI.txt
03/25/2014  09:32 PM             3,077 1_prpp_389_EPI.txt
03/25/2014  04:48 PM               778 1_pyr_87_EPI.txt
03/25/2014  04:52 PM               704 1_pyr_87_EPI_10x.txt
03/25/2014  07:58 PM             2,399 1_r5p_229_EPI.txt
03/25/2014  08:46 PM             3,115 1_s7p_289_EPI.txt
03/25/2014  04:24 PM               239 1_ser-L_104_EPI.txt
03/25/2014  04:53 PM             1,500 1_succ_117_EPI.txt
03/25/2014  04:27 PM               611 1_thr-L_118_EPI.txt
03/25/2014  08:56 PM             2,580 1_ump_323_EPI.txt
03/25/2014  08:58 PM             1,658 1_ump_324_EPI.txt
03/25/2014  09:10 PM             4,255 1_ump_325_EPI.txt
03/26/2014  10:55 AM               913 2b_2pg_185_EPI.txt
03/26/2014  10:55 AM             1,816 2b_2pg_186_EPI.txt
03/26/2014  10:56 AM             1,918 2b_2pg_187_EPI.txt
03/26/2014  11:16 AM             3,599 2b_6pgc_275_EPI.txt
03/26/2014  11:18 AM             3,492 2b_6pgc_277_EPI.txt
03/26/2014  12:13 PM             5,071 2b_accoa_809_EPI.txt
03/26/2014  12:14 PM             5,373 2b_accoa_810_EPI.txt
03/26/2014  12:14 PM             5,054 2b_accoa_811_EPI.txt
03/26/2014  12:15 PM             1,994 2b_accoa_812_EPI.txt
03/26/2014  10:49 AM             1,798 2b_acon-C_173_EPI.txt
03/26/2014  10:50 AM             1,419 2b_acon-C_174_EPI.txt
03/26/2014  10:51 AM             2,042 2b_acon-C_175_EPI.txt
03/26/2014  10:34 AM             1,960 2b_akg_145_EPI.txt
03/26/2014  11:38 AM             2,196 2b_amp_346_EPI.txt
03/26/2014  10:17 AM             1,722 2b_asp-L_132_EPI_10x.txt
03/26/2014  10:24 AM             1,599 2b_asp-L_135_EPI_10x.txt
03/26/2014  11:43 AM             4,035 2b_atp_506_EPI.txt
03/26/2014  11:43 AM             3,213 2b_atp_507_EPI.txt
03/26/2014  11:44 AM             1,983 2b_atp_508_EPI.txt
03/26/2014  10:41 AM             2,188 2b_dhap_169_EPI.txt
03/26/2014  11:56 AM             3,147 2b_fad_784_EPI.txt
03/26/2014  11:56 AM             2,718 2b_fad_785_EPI.txt
03/26/2014  11:33 AM             2,268 2b_fdp_339_EPI.txt
03/26/2014  11:34 AM             3,545 2b_fdp_340_EPI.txt
03/26/2014  11:35 AM             6,065 2b_fdp_341_EPI.txt
03/26/2014  11:09 AM             2,119 2b_g6p_259_EPI.txt
03/26/2014  11:10 AM             4,052 2b_g6p_260_EPI.txt
03/26/2014  11:12 AM             3,042 2b_g6p_261_EPI.txt
03/26/2014  11:14 AM             1,363 2b_g6p_262_EPI.txt
03/26/2014  10:26 AM             1,779 2b_glu-L_146_EPI_10x.txt
03/26/2014  10:27 AM             1,027 2b_glu-L_147_EPI_10x.txt
03/26/2014  10:28 AM             1,494 2b_glu-L_148_EPI_10x.txt
03/26/2014  10:44 AM             1,292 2b_glyc3p_171_EPI.txt
03/26/2014  10:46 AM             1,659 2b_glyc3p_173_EPI.txt
03/26/2014  09:51 AM               183 2b_glyclt_75_EPI.txt
03/26/2014  11:53 AM             2,622 2b_gtp_522_EPI.txt
03/26/2014  11:54 AM             1,474 2b_gtp_523_EPI.txt
03/26/2014  11:55 AM             7,916 2b_gtp_525_EPI.txt
03/26/2014  10:57 AM             1,988 2b_icit_191_EPI.txt
03/26/2014  10:58 AM             1,259 2b_icit_192_EPI.txt
03/26/2014  10:59 AM             3,297 2b_icit_193_EPI.txt
03/26/2014  10:18 AM             1,493 2b_mal-L_133_EPI.txt
03/26/2014  10:32 AM             2,604 2b_pep_167_EPI.txt
03/26/2014  11:41 AM             2,155 2b_prpp_389_EPI.txt
03/26/2014  09:53 AM               592 2b_pyr_87_EPI.txt
03/26/2014  11:04 AM             1,794 2b_r5p_229_EPI.txt
03/26/2014  09:57 AM             1,350 2b_succ_117_EPI.txt
03/26/2014  09:59 AM               405 2b_thr-L_118_EPI.txt
03/26/2014  11:26 AM             2,026 2b_ump_323_EPI.txt
03/26/2014  11:28 AM             2,333 2b_ump_324_EPI.txt
03/26/2014  11:15 AM             3,659 2_23dpg_265_EPI.txt
03/26/2014  10:55 AM             1,275 2_2pg_185_EPI.txt
03/26/2014  10:55 AM             1,583 2_2pg_186_EPI.txt
03/26/2014  10:56 AM             2,035 2_2pg_187_EPI.txt
03/26/2014  11:16 AM             3,587 2_6pgc_275_EPI.txt
03/26/2014  11:17 AM             4,896 2_6pgc_277_EPI.txt
03/26/2014  12:13 PM             3,920 2_accoa_808_EPI.txt
03/26/2014  12:13 PM             4,816 2_accoa_809_EPI.txt
