 Volume in drive C is Windows
 Volume Serial Number is C630-A71C
03/26/2014  12:14 PM             4,874 2_accoa_810_EPI.txt
03/26/2014  12:14 PM             6,221 2_accoa_811_EPI.txt
03/26/2014  12:15 PM             2,492 2_accoa_812_EPI.txt
03/26/2014  10:49 AM             2,425 2_acon-C_173_EPI.txt
03/26/2014  10:50 AM             2,587 2_acon-C_174_EPI.txt
03/26/2014  10:51 AM             3,040 2_acon-C_175_EPI.txt
03/26/2014  10:52 AM             3,055 2_acon-C_176_EPI.txt
03/26/2014  10:34 AM             1,770 2_akg_145_EPI.txt
03/26/2014  11:37 AM             2,441 2_amp_346_EPI.txt
03/26/2014  11:38 AM             2,001 2_amp_347_EPI.txt
03/26/2014  11:38 AM             2,218 2_amp_348_EPI.txt
03/26/2014  10:16 AM             2,091 2_asp-L_132_EPI_10x.txt
03/26/2014  10:20 AM             1,767 2_asp-L_133_EPI_10x.txt
03/26/2014  10:24 AM             1,423 2_asp-L_135_EPI_10x.txt
03/26/2014  11:43 AM             3,196 2_atp_506_EPI.txt
03/26/2014  11:43 AM             3,202 2_atp_507_EPI.txt
03/26/2014  11:44 AM             3,448 2_atp_508_EPI.txt
03/26/2014  10:41 AM             2,618 2_dhap_169_EPI.txt
03/26/2014  11:55 AM             2,667 2_fad_784_EPI.txt
03/26/2014  11:56 AM             2,321 2_fad_785_EPI.txt
03/26/2014  11:56 AM             4,182 2_fad_786_EPI.txt
03/26/2014  11:33 AM             1,904 2_fdp_339_EPI.txt
03/26/2014  11:34 AM             4,494 2_fdp_340_EPI.txt
03/26/2014  11:34 AM             4,554 2_fdp_341_EPI.txt
03/26/2014  11:35 AM             4,519 2_fdp_342_EPI.txt
03/26/2014  11:08 AM             1,051 2_g6p_259_EPI.txt
03/26/2014  11:10 AM             3,140 2_g6p_260_EPI.txt
03/26/2014  11:12 AM             2,793 2_g6p_261_EPI.txt
03/26/2014  11:13 AM             3,518 2_g6p_262_EPI.txt
03/26/2014  10:25 AM             2,169 2_glu-L_146_EPI_10x.txt
03/26/2014  10:27 AM             1,148 2_glu-L_147_EPI_10x.txt
03/26/2014  10:27 AM             2,064 2_glu-L_148_EPI_10x.txt
03/26/2014  10:47 AM             1,575 2_glyc3p_171_EPI.txt
03/26/2014  10:45 AM             2,499 2_glyc3p_172_EPI.txt
03/26/2014  10:47 AM             1,554 2_glyc3p_173_EPI.txt
03/26/2014  09:51 AM               425 2_glyclt_75_EPI.txt
03/26/2014  11:53 AM             3,002 2_gtp_522_EPI.txt
03/26/2014  11:54 AM             1,355 2_gtp_523_EPI.txt
03/26/2014  11:55 AM             4,387 2_gtp_525_EPI.txt
03/26/2014  10:57 AM             2,468 2_icit_191_EPI.txt
03/26/2014  10:58 AM             1,088 2_icit_192_EPI.txt
03/26/2014  10:59 AM             2,192 2_icit_193_EPI.txt
03/26/2014  10:18 AM             1,594 2_mal-L_133_EPI_10x.txt
03/26/2014  10:32 AM             1,172 2_pep_167_EPI.txt
03/26/2014  11:41 AM             2,985 2_prpp_389_EPI.txt
03/26/2014  11:42 AM             4,871 2_prpp_390_EPI.txt
03/26/2014  09:53 AM               541 2_pyr_87_EPI.txt
03/26/2014  11:03 AM             2,177 2_r5p_229_EPI.txt
03/26/2014  11:21 AM             3,491 2_s7p_289_EPI_10x.txt
03/26/2014  09:55 AM             2,406 2_succ_117_EPI.txt
03/26/2014  09:58 AM               332 2_thr-L_118_EPI.txt
03/26/2014  11:26 AM             3,447 2_ump_323_EPI.txt
03/26/2014  11:27 AM             3,646 2_ump_324_EPI.txt
03/26/2014  01:04 PM             1,289 3b_2pg_185_EPI.txt
03/26/2014  01:04 PM             1,894 3b_2pg_186_EPI.txt
03/26/2014  01:05 PM             1,844 3b_2pg_187_EPI.txt
03/26/2014  01:20 PM             4,411 3b_6pgc_275_EPI.txt
03/26/2014  01:22 PM             3,537 3b_6pgc_277_EPI.txt
03/26/2014  01:54 PM             3,419 3b_accoa_808_EPI.txt
03/26/2014  01:54 PM             3,910 3b_accoa_809_EPI.txt
03/26/2014  01:55 PM             4,531 3b_accoa_810_EPI.txt
03/26/2014  12:59 PM             1,661 3b_acon-C_173_EPI.txt
03/26/2014  01:00 PM             1,514 3b_acon-C_174_EPI.txt
03/26/2014  01:02 PM             2,910 3b_acon-C_175_EPI.txt
03/26/2014  01:02 PM             2,770 3b_acon-C_176_EPI.txt
03/26/2014  12:46 PM             2,128 3b_akg_145_EPI.txt
03/26/2014  01:45 PM             3,420 3b_amp_346_EPI.txt
03/26/2014  01:46 PM             3,483 3b_amp_347_EPI.txt
03/26/2014  12:40 PM             1,367 3b_asp-L_132_EPI_10x.txt
03/26/2014  12:41 PM             1,902 3b_asp-L_133_EPI_10x.txt
03/26/2014  01:48 PM             3,837 3b_atp_506_EPI.txt
03/26/2014  01:49 PM             3,444 3b_atp_507_EPI.txt
03/26/2014  01:49 PM             3,665 3b_atp_508_EPI.txt
03/26/2014  01:52 PM             2,039 3b_fad_784_EPI.txt
03/26/2014  01:53 PM             2,738 3b_fad_785_EPI.txt
03/26/2014  01:53 PM             5,522 3b_fad_786_EPI.txt
03/26/2014  01:37 PM             2,016 3b_fdp_339_EPI.txt
03/26/2014  01:16 PM             1,312 3b_g6p_259_EPI.txt
03/26/2014  01:17 PM             1,827 3b_g6p_260_EPI.txt
03/26/2014  01:19 PM             3,141 3b_g6p_262_EPI.txt
03/26/2014  12:47 PM             2,453 3b_glu-L_146_EPI.txt
03/26/2014  12:48 PM             1,858 3b_glu-L_147_EPI.txt
03/26/2014  12:49 PM             2,307 3b_glu-L_148_EPI.txt
03/26/2014  12:56 PM             1,413 3b_glyc3p_171_EPI.txt
03/26/2014  12:58 PM             2,948 3b_glyc3p_172_EPI.txt
03/26/2014  01:00 PM             2,243 3b_glyc3p_173_EPI.txt
03/26/2014  12:30 PM               402 3b_glyclt_75_EPI_10x.txt
03/26/2014  01:50 PM             2,724 3b_gtp_522_EPI.txt
03/26/2014  01:51 PM             1,499 3b_gtp_523_EPI.txt
03/26/2014  01:06 PM             1,998 3b_icit_191_EPI.txt
03/26/2014  01:07 PM             2,102 3b_icit_192_EPI.txt
03/26/2014  01:08 PM             2,879 3b_icit_193_EPI.txt
03/26/2014  12:44 PM             1,055 3b_mal-L_133_EPI.txt
03/26/2014  12:45 PM             2,974 3b_mal-L_134_EPI.txt
03/26/2014  12:50 PM             1,076 3b_met-L_148_EPI.txt
03/26/2014  12:52 PM             1,747 3b_pep_167_EPI.txt
03/26/2014  01:47 PM             3,255 3b_prpp_389_EPI.txt
03/26/2014  12:32 PM               612 3b_pyr_87_EPI.txt
03/26/2014  01:10 PM             1,907 3b_r5p_229_EPI.txt
03/26/2014  01:29 PM             2,920 3b_s7p_289_EPI.txt
03/26/2014  12:34 PM               166 3b_ser-L_104_EPI.txt
03/26/2014  12:37 PM             1,497 3b_succ_117_EPI.txt
03/26/2014  01:30 PM             2,979 3b_ump_323_EPI.txt
03/26/2014  01:31 PM             4,989 3b_ump_324_EPI.txt
03/26/2014  01:32 PM             2,985 3b_ump_325_EPI.txt
03/26/2014  01:04 PM             1,210 3_2pg_185_EPI.txt
03/26/2014  01:04 PM             1,421 3_2pg_186_EPI.txt
03/26/2014  01:05 PM             1,655 3_2pg_187_EPI.txt
03/26/2014  01:20 PM             3,950 3_6pgc_275_EPI.txt
03/26/2014  01:21 PM             4,395 3_6pgc_276_EPI.txt
03/26/2014  01:22 PM             3,452 3_6pgc_277_EPI.txt
03/26/2014  01:54 PM             3,075 3_accoa_808_EPI.txt
03/26/2014  01:54 PM             4,481 3_accoa_809_EPI.txt
03/26/2014  01:55 PM             4,094 3_accoa_810_EPI.txt
03/26/2014  01:56 PM             3,971 3_accoa_811_EPI.txt
03/26/2014  12:59 PM             3,148 3_acon-C_173_EPI.txt
03/26/2014  01:00 PM             3,162 3_acon-C_174_EPI.txt
03/26/2014  01:02 PM             2,555 3_acon-C_175_EPI.txt
03/26/2014  01:02 PM             2,488 3_acon-C_176_EPI.txt
03/26/2014  12:46 PM             1,237 3_akg_145_EPI.txt
03/26/2014  01:45 PM             4,952 3_amp_346_EPI.txt
03/26/2014  01:45 PM             3,813 3_amp_347_EPI.txt
03/26/2014  01:46 PM             3,488 3_amp_348_EPI.txt
03/26/2014  12:40 PM             1,926 3_asp-L_132_EPI_10x.txt
03/26/2014  12:40 PM             1,680 3_asp-L_133_EPI_10x.txt
03/26/2014  01:48 PM             2,919 3_atp_506_EPI.txt
03/26/2014  01:49 PM             3,166 3_atp_507_EPI.txt
03/26/2014  01:49 PM             3,940 3_atp_508_EPI.txt
03/26/2014  12:54 PM             1,699 3_dhap_169_EPI.txt
03/26/2014  01:52 PM             2,194 3_fad_784_EPI.txt
03/26/2014  01:52 PM             3,251 3_fad_785_EPI.txt
03/26/2014  01:53 PM             6,352 3_fad_786_EPI.txt
03/26/2014  01:37 PM             2,284 3_fdp_339_EPI.txt
03/26/2014  01:36 PM             3,884 3_fdp_340_EPI.txt
03/26/2014  01:35 PM             1,483 3_fdp_341_EPI.txt
03/26/2014  01:38 PM             5,798 3_fdp_342_EPI.txt
03/26/2014  01:15 PM             1,622 3_g6p_259_EPI.txt
03/26/2014  01:16 PM             2,583 3_g6p_260_EPI.txt
03/26/2014  01:17 PM               687 3_g6p_261_EPI.txt
03/26/2014  01:19 PM             3,289 3_g6p_262_EPI.txt
03/26/2014  12:47 PM             2,480 3_glu-L_146_EPI.txt
03/26/2014  12:48 PM             1,692 3_glu-L_147_EPI.txt
03/26/2014  12:49 PM               921 3_glu-L_148_EPI.txt
03/26/2014  12:49 PM             1,943 3_glu-L_149_EPI.txt
03/26/2014  12:56 PM             1,460 3_glyc3p_171_EPI.txt
03/26/2014  12:57 PM             1,723 3_glyc3p_172_EPI.txt
03/26/2014  12:59 PM             2,207 3_glyc3p_173_EPI.txt
03/26/2014  12:30 PM               402 3_glyclt_75_EPI_10x.txt
03/26/2014  01:50 PM             2,930 3_gtp_522_EPI.txt
03/26/2014  01:51 PM             1,422 3_gtp_523_EPI.txt
03/26/2014  01:51 PM             3,782 3_gtp_524_EPI.txt
03/26/2014  01:51 PM             5,278 3_gtp_525_EPI.txt
03/26/2014  01:06 PM             2,117 3_icit_191_EPI.txt
03/26/2014  01:07 PM             2,055 3_icit_192_EPI.txt
03/26/2014  01:08 PM             1,700 3_icit_193_EPI.txt
03/26/2014  12:44 PM             4,491 3_mal-L_133_EPI.txt
03/26/2014  12:44 PM             1,684 3_mal-L_134_EPI.txt
03/26/2014  12:50 PM             1,078 3_met-L_148_EPI.txt
03/26/2014  12:52 PM             1,001 3_pep_167_EPI.txt
03/26/2014  01:47 PM             2,585 3_prpp_389_EPI.txt
03/26/2014  12:33 PM               754 3_pyr_87_EPI.txt
03/26/2014  01:09 PM             2,178 3_r5p_229_EPI.txt
03/26/2014  01:28 PM             3,269 3_s7p_289_EPI.txt
03/26/2014  12:33 PM               283 3_ser-L_104_EPI.txt
03/26/2014  12:36 PM             1,875 3_succ_117_EPI.txt
03/26/2014  12:37 PM               575 3_thr-L_118_EPI.txt
03/26/2014  01:30 PM             2,946 3_ump_323_EPI.txt
03/26/2014  01:31 PM             3,989 3_ump_324_EPI.txt
03/26/2014  01:31 PM             5,421 3_ump_325_EPI.txt
03/26/2014  02:27 PM             1,171 4b_2pg_185_EPI.txt
03/26/2014  02:28 PM             2,054 4b_2pg_186_EPI.txt
03/26/2014  02:42 PM             3,811 4b_6pgc_275_EPI.txt
03/26/2014  02:42 PM             2,912 4b_6pgc_276_EPI.txt
03/26/2014  02:43 PM             3,597 4b_6pgc_277_EPI.txt
03/26/2014  03:02 PM             3,480 4b_accoa_808_EPI.txt
03/26/2014  03:02 PM             4,183 4b_accoa_809_EPI.txt
03/26/2014  03:03 PM             6,069 4b_accoa_810_EPI.txt
03/26/2014  03:03 PM             5,535 4b_accoa_811_EPI.txt
03/26/2014  02:21 PM             3,037 4b_acon-C_173_EPI.txt
03/26/2014  02:23 PM             3,382 4b_acon-C_174_EPI.txt
03/26/2014  02:24 PM             1,778 4b_acon-C_175_EPI.txt
03/26/2014  02:07 PM             2,730 4b_akg_145_EPI.txt
03/26/2014  02:52 PM             3,924 4b_amp_346_EPI.txt
03/26/2014  02:52 PM             2,942 4b_amp_347_EPI.txt
03/26/2014  02:03 PM             2,486 4b_asp-L_132_EPI.txt
03/26/2014  02:05 PM             1,825 4b_asp-L_133_EPI.txt
03/26/2014  02:55 PM             3,426 4b_atp_506_EPI.txt
03/26/2014  02:56 PM             4,172 4b_atp_507_EPI.txt
03/26/2014  02:56 PM             3,739 4b_atp_508_EPI.txt
03/26/2014  03:00 PM             3,386 4b_fad_784_EPI.txt
03/26/2014  03:01 PM             2,261 4b_fad_785_EPI.txt
03/26/2014  02:48 PM             2,257 4b_fdp_339_EPI.txt
03/26/2014  02:50 PM             4,934 4b_fdp_340_EPI.txt
03/26/2014  02:08 PM             2,835 4b_glu-L_146_EPI.txt
03/26/2014  02:09 PM             1,695 4b_glu-L_147_EPI.txt
03/26/2014  02:11 PM             2,661 4b_glu-L_148_EPI.txt
03/26/2014  02:11 PM             1,797 4b_glu-L_149_EPI.txt
03/26/2014  02:19 PM             1,528 4b_glyc3p_171_EPI.txt
03/26/2014  02:57 PM             3,067 4b_gtp_522_EPI.txt
03/26/2014  02:58 PM             1,281 4b_gtp_523_EPI.txt
03/26/2014  02:32 PM             2,281 4b_icit_191_EPI.txt
03/26/2014  02:32 PM             1,831 4b_icit_192_EPI.txt
03/26/2014  02:33 PM             1,855 4b_icit_193_EPI.txt
03/26/2014  02:04 PM             1,522 4b_mal-L_133_EPI.txt
03/26/2014  02:05 PM             2,344 4b_mal-L_134_EPI.txt
03/26/2014  02:12 PM               913 4b_pep_167_EPI.txt
03/26/2014  02:53 PM             3,787 4b_prpp_389_EPI.txt
03/26/2014  01:58 PM               610 4b_pyr_87_EPI.txt
03/26/2014  02:35 PM             1,872 4b_r5p_229_EPI.txt
03/26/2014  02:00 PM             1,412 4b_succ_117_EPI.txt
03/26/2014  02:46 PM             2,654 4b_ump_323_EPI.txt
03/26/2014  02:26 PM             1,394 4_2pg_185_EPI.txt
03/26/2014  02:27 PM             2,183 4_2pg_186_EPI.txt
03/26/2014  02:29 PM             1,622 4_2pg_187_EPI.txt
03/26/2014  02:41 PM             5,482 4_6pgc_275_EPI.txt
03/26/2014  02:42 PM             3,739 4_6pgc_276_EPI.txt
03/26/2014  02:43 PM             2,689 4_6pgc_277_EPI.txt
03/26/2014  03:02 PM             3,630 4_accoa_808_EPI.txt
03/26/2014  03:02 PM             4,318 4_accoa_809_EPI.txt
03/26/2014  03:03 PM             5,246 4_accoa_810_EPI.txt
03/26/2014  03:03 PM             4,758 4_accoa_811_EPI.txt
