experiment_id,sample_name,filename,met_id,scan_type,precursor_formula
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_6pgc_276_EPI.txt,6pgc,EPI,C5[13C]H12O10P-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_6pgc_276_EPI.txt,6pgc,EPI,C5[13C]H12O10P-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,3_6pgc_276_EPI.txt,6pgc,EPI,C5[13C]H12O10P-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,4_6pgc_276_EPI.txt,6pgc,EPI,C5[13C]H12O10P-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,5_6pgc_276_EPI.txt,6pgc,EPI,C5[13C]H12O10P-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,6_6pgc_276_EPI.txt,6pgc,EPI,C5[13C]H12O10P-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_accoa_813_EPI.txt,accoa,EPI,C18[13C]5H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_accoa_813_EPI.txt,accoa,EPI,C18[13C]5H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,3_accoa_813_EPI.txt,accoa,EPI,C18[13C]5H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,4_accoa_813_EPI.txt,accoa,EPI,C18[13C]5H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,2_accoa_813_EPI.txt,accoa,EPI,C18[13C]5H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,6_accoa_813_EPI.txt,accoa,EPI,C18[13C]5H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_accoa_814_EPI.txt,accoa,EPI,C17[13C]6H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_accoa_814_EPI.txt,accoa,EPI,C17[13C]6H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,3_accoa_814_EPI.txt,accoa,EPI,C17[13C]6H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,4_accoa_814_EPI.txt,accoa,EPI,C17[13C]6H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,5_accoa_814_EPI.txt,accoa,EPI,C17[13C]6H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,6_accoa_814_EPI.txt,accoa,EPI,C17[13C]6H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_accoa_815_EPI.txt,accoa,EPI,C16[13C]7H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_accoa_815_EPI.txt,accoa,EPI,C16[13C]7H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,3_accoa_815_EPI.txt,accoa,EPI,C16[13C]7H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,4_accoa_815_EPI.txt,accoa,EPI,C16[13C]7H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,5_accoa_815_EPI.txt,accoa,EPI,C16[13C]7H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,6_accoa_815_EPI.txt,accoa,EPI,C16[13C]7H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_accoa_816_EPI.txt,accoa,EPI,C15[13C]8H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_accoa_816_EPI.txt,accoa,EPI,C15[13C]8H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,3_accoa_816_EPI.txt,accoa,EPI,C15[13C]8H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,4_accoa_816_EPI.txt,accoa,EPI,C15[13C]8H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,5_accoa_816_EPI.txt,accoa,EPI,C15[13C]8H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,6_accoa_816_EPI.txt,accoa,EPI,C15[13C]8H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_accoa_817_EPI.txt,accoa,EPI,C14[13C]9H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_accoa_817_EPI.txt,accoa,EPI,C14[13C]9H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,3_accoa_817_EPI.txt,accoa,EPI,C14[13C]9H37N7O17P3S-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,4_accoa_817_EPI.txt,accoa,EPI,C14[13C]9H37N7O17P3S-
