Mass/Charge	Intensity
58.68	666.666660871771
58.92	666.666660871771
59.16	333.333330435885
60.84	333.333330435885
61.32	666.666660871771
61.92	333.333330435885
62.76	666.666660871771
69.96	666.666660871771
70.56	333.333330435885
70.68	999.999991307656
70.8	2999.99997392297
70.92	2666.66664348708
71.04	2666.66664348708
71.28	1666.66665217943
71.4	333.333330435885
71.76	333.333330435885
71.88	2666.66664348708
72	999.999991307656
72.12	666.666660871771
73.92	666.666660871771
74.76	666.666660871771
78.24	333.333330435885
78.6	999.999991307656
78.72	1333.33332174354
78.84	1999.99998261531
78.96	4999.99995653828
79.8	333.333330435885
79.92	333.333330435885
80.76	333.333330435885
80.88	1333.33332174354
82.44	666.666660871771
82.8	666.666660871771
84.96	666.666660871771
85.68	666.666660871771
85.92	333.333330435885
86.16	666.666660871771
86.76	666.666660871771
86.88	1333.33332174354
87	2999.99997392297
87.36	2333.3333130512
87.48	666.666660871771
87.6	2666.66664348708
87.72	2999.99997392297
87.84	8333.33326089713
87.96	16333.3331913584
88.08	11666.666565256
88.2	4999.99995653828
88.32	333.333330435885
88.56	999.999991307656
88.68	2333.3333130512
88.8	1333.33332174354
88.92	9666.66658264068
89.04	11666.666565256
89.16	1666.66665217943
89.28	666.666660871771
89.52	333.333330435885
89.76	999.999991307656
94.8	1333.33332174354
94.92	999.999991307656
95.04	333.333330435885
96.48	333.333330435885
96.6	333.333330435885
96.84	2333.3333130512
96.96	666.666660871771
99.96	333.333330435885
100.44	333.333330435885
100.92	666.666660871771
101.04	666.666660871771
101.16	333.333330435885
103.92	333.333330435885
105.96	999.999991307656
107.76	333.333330435885
111	666.666660871771
111.96	666.666660871771
113.88	1999.99998261531
114	1333.33332174354
114.12	7666.66660002536
114.24	666.666660871771
114.48	666.666660871771
114.72	333.333330435885
114.84	999.999991307656
114.96	3666.66663479474
115.08	14666.666539179
115.2	5333.33328697417
115.32	666.666660871771
115.44	666.666660871771
115.56	999.999991307656
115.8	666.666660871771
115.92	3666.66663479474
116.04	7666.66660002536
116.16	6666.66660871771
116.52	666.666660871771
116.64	666.666660871771
117.36	333.333330435885
118.08	666.666660871771
118.2	333.333330435885
123.12	333.333330435885
123.72	333.333330435885
124.2	333.333330435885
127.08	333.333330435885
128.16	333.333330435885
129.12	333.333330435885
131.4	1333.33332174354
131.64	3333.33330435885
131.76	8666.66659133302
131.88	24999.9997826914
132	69666.6660611
132.12	68333.3327393565
132.24	22333.3331392043
132.36	8666.66659133302
132.48	5666.66661741005
132.6	2666.66664348708
132.72	2333.3333130512
132.84	7333.33326958948
132.96	37666.666339255
133.08	70999.9993828436
133.2	34333.3330348962
133.32	8999.9999217689
133.44	2333.3333130512
133.56	333.333330435885
133.68	1666.66665217943
133.8	1333.33332174354
133.92	2333.3333130512
134.04	1666.66665217943
134.16	666.666660871771
134.64	333.333330435885
134.88	333.333330435885
135	666.666660871771
135.12	1666.66665217943
135.24	666.666660871771
135.36	333.333330435885
136.08	999.999991307656
136.2	1333.33332174354
136.92	333.333330435885
137.16	999.999991307656
138.12	1333.33332174354
139.08	333.333330435885
139.2	333.333330435885
139.32	333.333330435885
140.04	666.666660871771
141.12	666.666660871771
141.24	666.666660871771
141.96	666.666660871771
144.12	333.333330435885
146.88	333.333330435885
147	333.333330435885
147.96	999.999991307656
148.08	1333.33332174354
149.04	333.333330435885
150.96	333.333330435885
153	333.333330435885
154.2	333.333330435885
155.04	333.333330435885
157.08	333.333330435885
157.8	333.333330435885
157.92	333.333330435885
158.04	666.666660871771
158.16	666.666660871771
158.28	333.333330435885
159	666.666660871771
159.12	2333.3333130512
161.04	666.666660871771
162	666.666660871771
163.32	333.333330435885
164.04	666.666660871771
164.16	333.333330435885
167.16	666.666660871771
171	333.333330435885
173.04	666.666660871771
173.16	1333.33332174354
