experiment_id,sample_name,filename,met_id,scan_type,precursor_formula
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_Hexose_Pool_fru_glc-D_179_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C6H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_Hexose_Pool_fru_glc-D_180_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C5[13C]H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_Hexose_Pool_fru_glc-D_181_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C4[13C]2H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_Hexose_Pool_fru_glc-D_182_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C3[13C]3H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_Hexose_Pool_fru_glc-D_183_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C2[13C]4H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_Hexose_Pool_fru_glc-D_184_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C[13C]5H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,1_Hexose_Pool_fru_glc-D_185_EPI.txt,Hexose_Pool_fru_glc-D,EPI,[13C]6H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_Hexose_Pool_fru_glc-D_179_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C6H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_Hexose_Pool_fru_glc-D_180_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C5[13C]H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_Hexose_Pool_fru_glc-D_181_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C4[13C]2H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_Hexose_Pool_fru_glc-D_182_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C3[13C]3H11O6-
WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,2_Hexose_Pool_fru_glc-D_183_EPI.txt,Hexose_Pool_fru_glc-D,EPI,C2[13C]4H11O6-
