Mass/Charge	Intensity
51.12	852.881937030901
58.68	852.881937030901
58.8	852.881937030901
61.8	852.881937030901
68.76	852.881937030901
72.96	852.881937030901
73.92	852.881937030901
78	852.881937030901
78.12	852.881937030901
78.36	852.881937030901
78.48	3411.5277481236
78.6	13646.1109924944
78.72	28145.1039220197
78.84	54584.4439699777
78.96	49467.1523477923
79.08	11940.3471184326
79.2	2558.6458110927
79.32	1705.7638740618
79.44	2558.6458110927
79.8	852.881937030901
84.84	852.881937030901
86.04	852.881937030901
86.76	2558.6458110927
86.88	852.881937030901
87	3411.5277481236
87.12	1705.7638740618
95.16	1705.7638740618
96.12	1705.7638740618
96.24	852.881937030901
96.36	2558.6458110927
96.48	5970.17355921631
96.6	1705.7638740618
96.72	7675.93743327811
96.84	44349.8607256069
96.96	48614.2704107614
97.08	16204.7568035871
97.2	852.881937030901
97.32	852.881937030901
97.8	1705.7638740618
97.92	852.881937030901
100.92	1705.7638740618
101.04	852.881937030901
101.28	1705.7638740618
102.12	852.881937030901
102.96	852.881937030901
108.12	1705.7638740618
109.56	852.881937030901
126.24	2558.6458110927
128.04	852.881937030901
138.96	2558.6458110927
139.08	2558.6458110927
139.2	852.881937030901
140.04	852.881937030901
141.96	1705.7638740618
142.2	1705.7638740618
144.12	852.881937030901
151.44	852.881937030901
156.24	852.881937030901
159.12	1705.7638740618
168.96	852.881937030901
169.08	1705.7638740618
172.08	852.881937030901
172.2	852.881937030901
172.44	852.881937030901
176.88	852.881937030901
177	852.881937030901
177.24	852.881937030901
177.96	852.881937030901
182.52	852.881937030901
199.08	5970.17355921631
199.2	852.881937030901
200.04	2558.6458110927
200.16	3411.5277481236
200.28	8528.81937030901
200.4	3411.5277481236
206.16	1705.7638740618
212.52	852.881937030901
214.2	1705.7638740618
214.32	5970.17355921631
214.44	852.881937030901
215.88	852.881937030901
216.24	852.881937030901
230.16	852.881937030901
232.08	852.881937030901
241.8	852.881937030901
241.92	1705.7638740618
242.04	852.881937030901
242.16	1705.7638740618
242.52	852.881937030901
259.92	1705.7638740618
260.04	5970.17355921631
260.16	11940.3471184326
260.28	7675.93743327811
260.4	2558.6458110927
261.24	1705.7638740618
