86.7600	86.6400	2117.5000	86.6400	86.7600	Undefined	1.7094
87.0000	87.0000	5293.7500	86.8800	87.1200	0.1750	4.2735
141.2400	141.0000	2117.5000	140.8800	141.0000	Undefined	1.7094
210.8400	210.8400	2117.5000	210.8400	210.9600	Undefined	1.7094
240.9600	240.9745	1.5881e4	240.6000	241.2000	0.3840	12.8205
241.5600	241.5300	3176.2500	241.4400	241.6800	0.2400	2.5641
263.1600	263.1600	4235.0000	263.0400	263.2800	0.1600	3.4188
278.8800	278.8800	2117.5000	278.8800	279.0000	Undefined	1.7094
305.0400	305.0100	6352.5000	304.9200	305.2800	Undefined	5.1282
322.8000	322.9328	1.2387e5	322.2000	323.7600	0.5430	100.0000
324.0000	324.0000	5293.7500	323.8800	324.2400	0.2000	4.2735
324.3600	324.3600	4235.0000	324.2400	324.6000	0.2000	3.4188
325.4400	325.4800	4235.0000	325.3200	325.5600	Undefined	3.4188
326.2800	326.2800	2117.5000	326.1600	326.2800	Undefined	1.7094
327.4800	326.6400	2117.5000	326.5200	326.6400	Undefined	1.7094
328.9200	328.8000	2117.5000	328.8000	328.9200	Undefined	1.7094
