experiment_id,sample_name,filename,met_id,scan_type,precursor_formula
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_2pg_185_EPI.txt,2pg,EPI,C3H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_2pg_185_EPI.txt,2pg,EPI,C3H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_2pg_185_EPI.txt,2pg,EPI,C3H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_accoa_808.txt,accoa,ER,C23H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_accoa_808.txt,accoa,ER,C23H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_accoa_808.txt,accoa,ER,C23H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_acon-C_173_EPI.txt,acon-C,EPI,C6H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_acon-C_173_EPI.txt,acon-C,EPI,C6H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_acon-C_173_EPI.txt,acon-C,EPI,C6H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_akg_145_EPI.txt,akg,EPI,C5H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_akg_145_EPI.txt,akg,EPI,C5H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_akg_145_EPI.txt,akg,EPI,C5H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_amp_346_EPI.txt,amp,EPI,C10H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_amp_346_EPI.txt,amp,EPI,C10H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_amp_346_EPI.txt,amp,EPI,C10H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_atp_506.txt,atp,ER,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_atp_506_EPI.txt,atp,EPI,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_atp_506.txt,atp,ER,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_atp_506_EPI.txt,atp,EPI,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_atp_506.txt,atp,ER,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_atp_506_EPI.txt,atp,EPI,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_fad_784.txt,fad,ER,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_fad_784.txt,fad,ER,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_fad_784.txt,fad,ER,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_fdp_339.txt,fdp,ER,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_fdp_339_EPI.txt,fdp,EPI,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_fdp_339.txt,fdp,ER,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_fdp_339_EPI.txt,fdp,EPI,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_fdp_339.txt,fdp,ER,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_fdp_339_EPI.txt,fdp,EPI,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_g6p_259_EPI.txt,g6p,EPI,C6H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_g6p_259_EPI.txt,g6p,EPI,C6H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_g6p_259_EPI.txt,g6p,EPI,C6H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_glu-L_146.txt,glu-L,ER,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_glu-L_146_EPI.txt,glu-L,EPI,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_glu-L_146.txt,glu-L,ER,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_glu-L_146_EPI.txt,glu-L,EPI,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_glu-L_146.txt,glu-L,ER,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_glu-L_146_EPI.txt,glu-L,EPI,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_glx_73.txt,glx,ER,C2HO3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_glx_73_EPI.txt,glx,EPI,C2HO3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_glx_73_EPI.txt,glx,EPI,C2HO3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_glx_73_EPI.txt,glx,EPI,C2HO3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_glyc3p_173_EPI.txt,glyc3p,EPI,C3H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_glyc3p_173_EPI.txt,glyc3p,EPI,C3H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_glyc3p_173_EPI.txt,glyc3p,EPI,C3H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_gtp_522.txt,gtp,ER,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_gtp_522_EPI.txt,gtp,EPI,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_gtp_522.txt,gtp,ER,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_gtp_522_EPI.txt,gtp,EPI,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_gtp_522.txt,gtp,ER,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_gtp_522_EPI.txt,gtp,EPI,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_icit_191.txt,icit,ER,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_icit_191_EPI.txt,icit,EPI,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_icit_191.txt,icit,ER,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-2-10x,2_icit_191_EPI.txt,icit,EPI,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_icit_191.txt,icit,ER,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-3-10x,3_icit_191_EPI.txt,icit,EPI,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_ERQC-1-10x,1_mal-L_133.txt,mal-L,ER,C4H5O5-
