59.0400	7058.3335	0.5690
74.7600	7058.3335	0.5690
91.0800	5734.8960	0.4623
100.8000	1.2793e4	1.0313
100.9200	1.2793e4	1.0313
114.8400	1.4117e4	1.1380
114.9600	1.1470e4	0.9246
115.0800	1.1470e4	0.9246
115.2000	7058.3335	0.5690
115.5600	7058.3335	0.5690
115.8000	5734.8960	0.4623
117.0000	2.1175e4	1.7070
117.1200	1.1470e4	0.9246
132.2400	1.1470e4	0.9246
132.3600	4.5438e4	3.6629
132.4800	2.0469e5	16.5007
132.6000	2.7175e5	21.9061
132.7200	8.3950e5	67.6743
132.8400	1.0504e6	84.6728
132.9600	1.2405e6	100.0000
133.0800	6.7892e5	54.7297
133.2000	2.7969e5	22.5462
133.3200	1.0235e5	8.2504
133.4400	7058.3335	0.5690
133.5600	1.4117e4	1.1380
133.6800	1.1470e4	0.9246
133.8000	7058.3335	0.5690
134.0400	1.4117e4	1.1380
134.2800	5734.8960	0.4623
134.4000	1.4117e4	1.1380
134.5200	1.4117e4	1.1380
134.7600	7058.3335	0.5690
136.8000	7058.3335	0.5690
