81.2400	3.3261e4	0.5636
86.7600	6.6522e4	1.1272
86.8800	8.8178e4	1.4942
87.0000	1.8216e5	3.0867
87.2400	5.4917e4	0.9306
102.0000	2.7458e4	0.4653
102.6000	6.6522e4	1.1272
102.7200	9.3981e4	1.5925
102.8400	1.4310e5	2.4248
102.9600	2.7458e4	0.4653
103.2000	2.7458e4	0.4653
103.5600	3.3261e4	0.5636
110.4000	2.7458e4	0.4653
110.6400	2.7458e4	0.4653
110.7600	1.1564e5	1.9595
110.8800	8.2375e4	1.3959
111.0000	3.3106e5	5.6098
111.1200	2.9199e5	4.9478
111.2400	2.7458e4	0.4653
111.3600	2.7458e4	0.4653
111.9600	2.7458e4	0.4653
112.0800	3.3261e4	0.5636
112.4400	2.7458e4	0.4653
113.7600	3.3261e4	0.5636
116.8800	2.7458e4	0.4653
144.7200	3.3261e4	0.5636
144.8400	5.4917e4	0.9306
144.9600	2.7458e4	0.4653
145.2000	1.7055e5	2.8900
158.8800	2.7458e4	0.4653
159.3600	2.7458e4	0.4653
172.8000	1.4890e5	2.5231
172.9200	1.6475e5	2.7917
173.0400	5.4648e5	9.2601
173.1600	2.7034e5	4.5809
173.2800	2.2122e5	3.7486
173.4000	9.9784e4	1.6908
173.5200	1.3729e5	2.3264
173.6400	3.3261e4	0.5636
190.3200	2.7458e4	0.4653
190.4400	3.3261e4	0.5636
190.5600	2.0962e5	3.5520
190.6800	6.1725e5	10.4593
190.8000	2.2319e6	37.8200
190.9200	4.6116e6	78.1437
191.0400	5.9014e6	100.0000
191.1600	4.9225e6	83.4129
191.2800	3.8660e6	65.5090
191.4000	2.2265e6	37.7287
191.5200	8.8914e5	15.0665
191.6400	2.7614e5	4.6792
191.7600	6.0720e4	1.0289
191.8800	1.1564e5	1.9595
192.0000	1.2144e5	2.0578
192.1200	8.8178e4	1.4942
192.2400	3.3261e4	0.5636
192.3600	9.3981e4	1.5925
192.4800	3.3261e4	0.5636
192.6000	6.6522e4	1.1272
192.7200	9.3981e4	1.5925
192.8400	2.7458e4	0.4653
193.0800	2.7458e4	0.4653
193.2000	6.6522e4	1.1272
193.3200	6.0720e4	1.0289
193.9200	3.3261e4	0.5636
201.1200	2.7458e4	0.4653
