72.36	49282.9745716154
72.6	49282.9745716154
72.72	147848.923714846
72.84	542112.72028777
72.96	739244.618574232
73.08	295697.847429693
73.32	98565.9491432309
74.88	49282.9745716154
75	49282.9745716154
75.12	49282.9745716154
75.24	49282.9745716154
87	147848.923714846
98.88	98565.9491432309
99	197131.898286462
99.12	98565.9491432309
116.52	49282.9745716154
116.64	344980.822001308
116.76	295697.847429693
116.88	1971318.98286462
117	2562714.677724
117.12	2759846.57601046
117.24	1182791.38971877
117.36	197131.898286462
117.48	295697.847429693
117.6	147848.923714846
117.72	98565.9491432309
117.96	49282.9745716154
118.44	147848.923714846
118.56	49282.9745716154
118.8	49282.9745716154
