96.7200	3882.0833	1.0526
132.8400	3882.0833	1.0526
132.9600	2.3293e4	6.3158
133.0800	7764.1665	2.1053
133.2000	1.1646e4	3.1579
133.3200	3882.0833	1.0526
134.6400	3882.0833	1.0526
158.1600	7764.1665	2.1053
169.0800	3882.0833	1.0526
171.0000	3882.0833	1.0526
178.8000	3882.0833	1.0526
178.9200	3882.0833	1.0526
188.6400	3882.0833	1.0526
190.9200	7764.1665	2.1053
191.0400	3882.0833	1.0526
191.1600	7764.1665	2.1053
201.0000	3882.0833	1.0526
207.0000	3882.0833	1.0526
227.1600	3882.0833	1.0526
228.7200	3882.0833	1.0526
228.8400	3882.0833	1.0526
228.9600	1.1646e4	3.1579
229.0800	1.1646e4	3.1579
229.2000	3882.0833	1.0526
229.3200	1.5528e4	4.2105
229.5600	3882.0833	1.0526
231.0000	7764.1665	2.1053
256.8000	7764.1665	2.1053
257.2800	3882.0833	1.0526
270.7200	3882.0833	1.0526
271.0800	1.5528e4	4.2105
271.2000	3882.0833	1.0526
288.2400	3882.0833	1.0526
288.3600	7764.1665	2.1053
288.4800	1.5528e4	4.2105
288.6000	3.8821e4	10.5263
288.7200	9.7052e4	26.3158
288.8400	3.1833e5	86.3158
288.9600	3.6880e5	100.0000
289.0800	2.9892e5	81.0526
289.2000	2.6786e5	72.6316
289.3200	1.1646e5	31.5789
289.4400	5.0467e4	13.6842
289.5600	3.4939e4	9.4737
289.6800	3882.0833	1.0526
289.8000	7764.1665	2.1053
291.2400	7764.1665	2.1053
